Q,J_1s_one_electron,J_2s_one_electron,J_3s_one_electron,J_2p_one_electron,J_3p_one_electron,J_4s_one_electron,J_total_Ca
22.150000000000002,0.0036103459844911328,0.0005379867363368927,6.852943599837058e-05,9.435829162529664e-05,1.0771635827909033e-05,3.9401335241560114e-06,0.009072384145420338
22.200000000000003,0.0035832237729147465,0.0005332317108348959,6.791138211467502e-05,9.301373154340285e-05,1.0615718561599632e-05,3.904517264015067e-06,0.008998319466886682
22.25,0.0035563139307048883,0.0005285210296266391,6.729921826785019e-05,9.169028591114948e-05,1.0462290638824054e-05,3.8692412694163445e-06,0.008924922299037427
22.3,0.0035296148367315377,0.0005238542902484,6.669288979163956e-05,9.038759401148723e-05,1.0311308771270969e-05,3.8343023733097395e-06,0.008852186054986324
22.35,0.003503124880304309,0.0005192310930925356,6.609234241555155e-05,8.910530175995641e-05,1.0162730482067442e-05,3.7996974316600156e-06,0.008780104219940254
22.400000000000002,0.0034768424611487966,0.0005146510414132029,6.549752226575893e-05,8.784306157462912e-05,1.0016514089525499e-05,3.7654233234986834e-06,0.008708670350287441
22.450000000000003,0.003450765989381973,0.000510113741331105,6.490837586585202e-05,8.66005322487493e-05,9.872618691233976e-06,3.731476950967322e-06,0.008637878072699692
22.5,0.003424893885486656,0.0005056188018372946,6.432485013745035e-05,8.537737882601142e-05,9.731004148487877e-06,3.6978552393526195e-06,0.008567721083248502
22.55,0.0033992245802850645,0.0005011658347960655,6.374689240067763e-05,8.417327247842017e-05,9.59163107104764e-06,3.664555137113431e-06,0.00849819314653465
22.6,0.003373756514911511,0.0004967544549469664,6.317445037450536e-05,8.298789038667607e-05,9.454460802221104e-06,3.6315736159001574e-06,0.008429288094831148
22.650000000000002,0.003348488140784221,0.0004923842799059608,6.26074721769689e-05,8.182091562303083e-05,9.31945540426081e-06,3.598907670566669e-06,0.008360999827239184
22.700000000000003,0.003323417919576333,0.00048805493016576925,6.204590632526119e-05,8.067203703655984e-05,9.18657764406971e-06,3.5665543191750803e-06,0.008293322308856854
22.75,0.0032985443231860925,0.0004837660290954172,6.148970173570827e-05,7.954094914079924e-05,9.055790979208403e-06,3.5345106029936284e-06,0.008226249569960467
22.8,0.0032738658337062515,0.00047951720293901807,6.093880772363078e-05,7.842735200369584e-05,8.927059544197185e-06,3.502773586487889e-06,0.008159775705198135
22.85,0.0032493809433927273,0.00047530808081382067,6.0393174003095985e-05,7.733095113982118e-05,8.800348137106422e-06,3.4713403573056026e-06,0.008093894872795465
22.900000000000002,0.003225088154632508,0.0004711382947075427,5.9852750686563755e-05,7.625145740479911e-05,8.675622206428748e-06,3.4402080262553175e-06,0.008028601293773108
22.950000000000003,0.0032009859799108486,0.00046700747947501977,5.9317488284431004e-05,7.518858689190042e-05,8.552847838226948e-06,3.4093737272790995e-06,0.007963889251175922
23.0,0.003177072941777779,0.00046291527283419295,5.8787337704478095e-05,7.414206083075734e-05,8.431991743551366e-06,3.3788346174195298e-06,0.007899753089313592
23.05,0.0031533475728139264,0.00045886131536145854,5.826225025122084e-05,7.311160548815178e-05,8.313021246120875e-06,3.3485878767812003e-06,0.00783618721301241
23.1,0.003129808415595708,0.0004548452504864071,5.7742177625172204e-05,7.209695207083395e-05,8.19590427026168e-06,3.3186307084869396e-06,0.007773186086878122
23.150000000000002,0.003106454022659875,0.0004508667244859693,5.722707192201647e-05,7.109783663032615e-05,8.080609329098112e-06,3.2889603386289373e-06,0.0077107442345695255
23.200000000000003,0.0030832829564674583,0.0004469253864779948,5.671688563169986e-05,7.01139999696701e-05,7.96710551299e-06,3.259574016215008e-06,0.0076488562380826975
23.25,0.0030602937893671207,0.00044302088841428514,5.621157163744065e-05,6.914518755207587e-05,7.855362478211113e-06,3.2304690131101604e-06,0.007587516737045635
23.3,0.003037485103557935,0.00043915288507309907,5.5711083214661916e-05,6.819114941143126e-05,7.74535043586338e-06,3.2016426239736594e-06,0.007526720428023107
23.35,0.0030148554910516255,0.0004353210340511563,5.521537402985044e-05,6.725164006463268e-05,7.63704014102179e-06,3.1730921661917982e-06,0.007466462063831574
23.400000000000002,0.0029924035536342606,0.0004315249957551529,5.472439813934418e-05,6.632641842569734e-05,7.530402882104764e-06,3.1448149798065034e-06,0.007406736452863941
23.450000000000003,0.0029701279028274442,0.00042776443339281276,5.423810998805173e-05,6.541524772161965e-05,7.4254104704651864e-06,3.116808427439995e-06,0.007347538458424007
23.5,0.002948027159849008,0.0004240390129634919,5.375646440810646e-05,6.451789540993412e-05,7.322035230197208e-06,3.0890698942156347e-06,0.007288862998070433
23.55,0.0029260999555732197,0.0004203484032483526,5.327941661745787e-05,6.363413309794824e-05,7.220249988154075e-06,3.0615967876751326e-06,0.007230705042970025
23.6,0.0029043449304905476,0.0004166922758001298,5.280692221840348e-05,6.276373646361039e-05,7.120028064172476e-06,3.034386537692298e-06,0.007173059617260244
23.650000000000002,0.0028827607346669677,0.00041307030493250056,5.2338937196063064e-05,6.190648517797704e-05,7.021343261498769e-06,3.0074365963834382e-06,0.007115921797420685
23.700000000000003,0.002861346027702851,0.00040948216770907874,5.18754179167983e-05,6.106216282924594e-05,6.924169857412774e-06,2.980744438014586e-06,0.007059286711653438
23.75,0.002840099478691442,0.0004059275439320483,5.141632112658016e-05,6.023055684832166e-05,6.828482594044815e-06,2.9543075589056933e-06,0.0070031495392721506
23.8,0.002819019766176936,0.00040240611613045124,5.0961603949306157e-05,5.94114584358808e-05,6.73425666938175e-06,2.9281234773319203e-06,0.006947505510099626
