Q,J_1s(2),J_2s(2),J_2p(6),J_3s(2),J_3p(6),J_3d(10),J_4s(1),J_4p(1),J_total_Ga
12.600000000000001,0.01728085772929451,0.002389152393908688,0.010836496268302995,0.0004499733102174111,0.00188065521213458,0.0003804391523743507,2.6218190019885076e-05,5.107738586899594e-05,0.12045078103911896
12.65,0.017219869146869793,0.0023839540336620235,0.010706990553610874,0.0004437200049740629,0.0018601440417168153,0.0003713400392863606,2.578792663465681e-05,5.053112375773237e-05,0.11931340131286856
12.700000000000001,0.017158932547041934,0.002379131180323883,0.01057889442167002,0.0004377658075422313,0.001839770064252572,0.00036247432971681624,2.5377618698982005e-05,4.998807141777487e-05,0.11818913259133554
12.75,0.017098049597705403,0.00237466532310629,0.010452197421378435,0.00043209957536766624,0.001819535527802405,0.0003538356761215378,2.4986536173203456e-05,4.944830709412544e-05,0.11707780482809967
12.8,0.0170372219514904,0.0023705385055874514,0.01032688902999086,0.00042671048277589214,0.0017994425441737838,0.0003454179118949669,2.461396967524241e-05,4.891190490319974e-05,0.11597925028789871
12.850000000000001,0.01697645124575699,0.0023667333140242773,0.01020295865866945,0.00042158801447889137,0.0017794930927441655,0.000337215046024748,2.4259230062601205e-05,4.837893494120996e-05,0.1148933035123159
12.9,0.016915739102591053,0.0023632328657925816,0.010080395657888288,0.0004167219591129186,0.001759689024236848,0.00032922125790816855,2.3921648015666192e-05,4.784946339163856e-05,0.11381980128624858
12.950000000000001,0.016855087128801974,0.00236002079795811,0.009959189322693693,0.00041210240281360584,0.0017400320644470504,0.000321430892325491,2.36005736227766e-05,4.732355263169434e-05,0.112758582605124
13.0,0.016794496915922164,0.0023570812559813074,0.009839328897822396,0.0004077197228340624,0.0017205238179159377,0.00031383845456536434,2.3295375967490826e-05,4.6801261337652224e-05,0.11170948864283137
13.05,0.0167339700402083,0.002354398882558458,0.009720803582679455,0.00040356458121123444,0.001701165771550536,0.000306438605697639,2.3005442718448995e-05,4.628264458898693e-05,0.11067236272033822
13.100000000000001,0.016673508062644303,0.0023519588066016235,0.009603602536178105,0.00039962791848538747,0.0016819592981877538,0.00029922615798907016,2.2730179722200434e-05,4.5767753971220355e-05,0.1096470502749641
13.15,0.016613112528946053,0.002349746632359549,0.009487714881443487,0.000395900947477175,0.0016629056601009128,0.0002921960704575175,2.2469010599335087e-05,4.525663767740968e-05,0.10863339883028322
13.200000000000001,0.016552784969567746,0.0023477484286814985,0.00937312971038241,0.00039237514712639146,0.0016440060124474191,0.000285343444560395,2.2221376344230654e-05,4.474934060821174e-05,0.10763125796663087
13.25,0.01649252689970999,0.002345950718425768,0.009259836088121271,0.00038904225639615624,0.001625261406656401,0.0002786635200132536,2.1986734928701025e-05,4.4245904470466135e-05,0.10664047929219027
13.3,0.01643233981932951,0.002344340468014416,0.00914782305731418,0.0003858942682459379,0.001606672793755297,0.0002721516707345008,2.1764560909806646e-05,4.374636787424588e-05,0.10566091641463546
13.350000000000001,0.01637222521315051,0.0023429050771355607,0.009037079642323528,0.00038292342367651967,0.0015882410276345813,0.00026580340091239405,2.1554345042064372e-05,4.3250766428331656e-05,0.10469242491331023
13.4,0.01631218455067763,0.0023416323685944017,0.008927594853275057,0.0003801222058497019,0.0015699668682499408,0.00025961434119055413,2.1355593894271873e-05,4.275913283407054e-05,0.10373486231192161
13.450000000000001,0.016252219286210526,0.0023405105783139493,0.008819357689989628,0.00037748333428525916,0.0015518509847613794,0.0002535802449683671,2.116782947114102e-05,4.2271496977586467e-05,0.10278808805172904
13.5,0.016192330858860012,0.002339528345486269,0.008712357145793874,0.00037499975913740327,0.00153389395860887,0.00024769698481275543,2.099058883991485e-05,4.1787886020314495e-05,0.10185196346521153
13.55,0.01613252069256575,0.0023386747028748866,0.008606582211211822,0.00037266465555274786,0.0015160962865242741,0.00024196054897790054,2.0823423762123926e-05,4.130832448783547e-05,0.10092635175019442
13.600000000000001,0.01607279019611548,0.0023379390672688422,0.008502021877539748,0.00037047141811153756,0.0014984583834794067,0.00023636703802961545,2.0665900330620627e-05,4.083283435699284e-05,0.10001111794442102
13.65,0.016013140763165793,0.0023373112300887327,0.008398665140306343,0.00036841365535367665,0.0014809805855701922,0.0002309126615711574,2.051759861201311e-05,4.036143514127675e-05,0.09910612890055248
13.700000000000001,0.015953573772264328,0.002336781348144938,0.00829650100262038,0.00036648518439088315,0.0014636631528369885,0.000225593735067376,2.037811229460519e-05,3.989414397446493e-05,0.09821125326158194
13.75,0.015894090586873535,0.0023363399345480915,0.008195518478408081,0.0003646800256060959,0.0014465062720212456,0.00022040667676418864,2.0247048341933817e-05,3.943097569251351e-05,0.09732636143664967
13.8,0.015834692555395824,0.00233597784977173,0.00809570659554224,0.000362992397441073,0.0014295100592587279,0.00021534800470046064,2.0124026651981883e-05,3.89719429136936e-05,0.09645132557724531
13.850000000000001,0.01577538101120018,0.0023356862928669226,0.00799705439886533,0.0003614167112729479,0.00141267456270965,0.00021041433380946875,2.000867972213139e-05,3.85170561169735e-05,0.09558601955378591
13.9,0.015716157272650185,0.0023354567928285793,0.007899550953108672,0.0003599475663803408,0.0013959997651261085,0.00020560237310720308,1.9900652319909626e-05,3.8066323718648294e-05,0.09473031893255739
13.950000000000001,0.01565702264313342,0.0023352812001130123,0.007803185345709782,0.0003585797449994716,0.0013794855863572845,0.00020090892296485403,1.9799601159569862e-05,3.761975214722187e-05,0.0938841009530091
14.0,0.01559797841109228,0.0023351516783062303,0.007707946689530057,0.0003573082074705752,0.0013631318857929516,0.0001963308724629126,1.970519458453736e-05,3.7177345916548715e-05,0.09304724450539098
14.05,0.015539025850056091,0.0023350606959423397,0.0076138241254748015,0.000356128087474782,0.0013469384647458603,0.00019186519682438545,1.9617112255741475e-05,3.673910769724446e-05,0.09221963010872297
14.100000000000001,0.015480166218674603,0.0023350010184713327,0.007520806825017755,0.0003550346873615045,0.0013309050687736537,0.0001875089549247134,1.9535044845845467e-05,3.630503838637737e-05,0.09140113988908853
14.15,0.015421400760752768,0.002334965700375459,0.00742888399263213,0.0003540234735662484,0.0013150313899409803,0.0001832592868760465,1.945869373937691e-05,3.587513717545344e-05,0.0905916575582423
14.200000000000001,0.015362730705286822,0.002334948077433286,0.007338044868130193,0.00035309007211865894,0.001299317069022537,0.00017911341168360765,1.93877707387535e-05,3.544940161671061e-05,0.08979106839252421
14.25,0.015304157266501646,0.00233494175913048,0.0072482787289134785,0.0003522302642405111,0.0012837616976478082,0.00017506862497194628,1.9321997776191666e-05,3.502782768773857e-05,0.08899925921207259
14.3,0.015245681643889354,0.002334940621216266,0.007159574892135535,0.000351439982033255,0.0012683648203882833,0.0001711222967789465,1.9261106631478276e-05,3.4610409854442034e-05,0.08821611836032754
14.350000000000001,0.015187305022249149,0.002334938798404447,0.0070719227167792935,0.0003507153042546419,0.0012531259367879945,0.0001672718694155281,1.9204838655579395e-05,3.4197141132367e-05,0.08744153568381902
14.4,0.015129028571728355,0.00233493067721781,0.006985311605650937,0.00035005245218387346,0.0012380445033382146,0.00016351485538903436,1.915294450005401e-05,3.378801314641024e-05,0.08667540251223184
14.450000000000001,0.015070853447864659,0.0023349108889746738,0.0068997310072922355,0.0003494477855746406,0.0012231199353971937,0.0001598488353883679,1.910518385223514e-05,3.3383016188933415e-05,0.08591761163874162
14.5,0.01501278079162953,0.002334874302916287,0.006815170417813311,0.00034889779869535137,0.0012083516090558362,0.00015627145632899494,1.9061325176135668e-05,3.298213927630447e-05,0.08516805730061575
14.55,0.014954811729472762,0.002334816019473722,0.006731619382647624,0.00034839911645577975,0.0011937388629502188,0.0001527804294559928,1.9021145459031508e-05,3.258537020388902e-05,0.08442663516007345
14.600000000000001,0.014896947373368186,0.0023347313636728683,0.00664906749823117,0.00034794849061931205,0.0011792810000218904,0.00014937352850337754,1.8984429963670523e-05,3.2192695599516124e-05,0.0836932422853997
14.65,0.014839188820860457,0.002334615878676081,0.006567504413607631,0.00034754279609991093,0.001164977289226881,0.00014604858790799743,1.8950971986051585e-05,3.180410097544244e-05,0.08296777713230749
14.700000000000001,0.01478153715511295,0.0023344653194589983,0.006486919831961353,0.0003471790273428706,0.0011508269671943743,0.00014280350107633434,1.8920572618714647e-05,3.141957077884008e-05,0.08225013952554362
14.75,0.014723993444956729,0.0023342756466210035,0.006407303512079956,0.000346854294788391,0.0011368292398360067,0.0001396362187026066,1.889304051947946e-05,3.1039088440833716e-05,0.08154023064073387
14.8,0.014666558744940557,0.002334043020327769,0.006328645269748291,0.0003465658214169582,0.0011229832839067392,0.0001365447471366122,1.886819168556758e-05,3.066263642411248e-05,0.08083795298646211
14.850000000000001,0.014609234095381944,0.0023337637943842953,0.0062509349790755625,0.0003463109393754842,0.0011092882485182868,0.00013352714679980588,1.884584923303967e-05,3.0290196269143177e-05,0.08014321038657983
14.9,0.014552020522419207,0.002333434510436817,0.006174162573757265,0.0003460870866831244,0.0010957432566060588,0.0001305815306481435,1.8825843181477842e-05,2.9921748639011017e-05,0.07945590796274166
14.950000000000001,0.014494919038064514,0.0023330518923019338,0.006098318048273661,0.00034589180401566353,0.001082347406350585,0.000127706062680277,1.8808010243840403e-05,2.9557273362914483e-05,0.07877595211716307
15.0,0.01443793064025791,0.0023326128404212907,0.006023391459026484,0.00034572273156733576,0.0010690997725543968,0.00012489895648972582,1.879219362141485e-05,2.9196749478341317e-05,0.07810325051559677
15.05,0.014381056312922288,0.002332114426440118,0.005949372925415439,0.00034557760598892155,0.001055999407975321,0.0001221584738596903,1.8778242803793e-05,2.8840155271952022e-05,0.07743771207052366
15.100000000000001,0.014324297026019303,0.0023315538879079196,0.005876252630856202,0.00034545425740094526,0.0010430453446171565,0.00011948292339921867,1.8766013373790932e-05,2.848746831919821e-05,0.07677924692455543
15.15,0.014267653735606185,0.00233092862309958,0.005804020823741415,0.0003453506064807803,0.00103023659497868,0.0001168706592194741,1.875536681723506e-05,2.813866552270224e-05,0.07612776643404558
15.200000000000001,0.014211127383893461,0.002330236185955154,0.005732667818346294,0.0003452646616224555,0.0010175721532619374,0.0001143200796488895,1.8746170337534703e-05,2.77937231494251e-05,0.07548318315290493
15.25,0.014154718899303545,0.002329474281136582,0.005662183995680366,0.00034519451616794563,0.001005050996540765,0.00011182962598603577,1.873829667496065e-05,2.7452616866649376e-05,0.07484541081661986
15.3,0.014098429196530184,0.0023286407591995763,0.0055925598042868155,0.0003451383457087174,0.0009926720858904657,0.00010939778128906189,1.8731623930548473e-05,2.7115321776803513e-05,0.07421436432646916
15.350000000000001,0.014042259176598747,0.002327733611878899,0.00552378576099096,0.00034509440545629907,0.0009804343674795813,0.00010702306920060522,1.872603539454492e-05,2.6781812451154204e-05,0.07358995973393744
15.4,0.01398620972692733,0.0023267509674852653,0.005455852451599261,0.0003450610276806345,0.0009683367736246639,0.00010470405280709956,1.872141937931518e-05,2.645206296239281e-05,0.07297211422532203
15.450000000000001,0.01393028172138865,0.002325691086412094,0.005388750531550308,0.0003450366192149797,0.0009563782238089586,0.00010243933353144464,1.8717669056628747e-05,2.6126046916141945e-05,0.07236074610653088
15.5,0.013874476020372742,0.0023245523567503174,0.005322470726519208,0.0003450196590261006,0.000944557625665899,0.00010022755005803225,1.871468229924133e-05,2.580373748140814e-05,0.07175577478806917
15.55,0.013818793470850394,0.0023233332900094773,0.005257003832976671,0.0003450086958485292,0.0009328738759282865,9.806737728915259e-05,1.8712361526690335e-05,2.5485107420005797e-05,0.07115712077021147
15.600000000000001,0.013763234906437351,0.0023220325169433253,0.005192340718704224,0.00034500234588163926,0.0009213258613440401,9.59575253318387e-05,1.8710613555221537e-05,2.5170129114978032e-05,0.07056470562835802
15.65,0.013707801147459224,0.0023206487834781494,0.005128472323266802,0.00034499929054830435,0.0009099124595593677,9.38967385142313e-05,1.870934945176478e-05,2.485877459803908e-05,0.06997845199857226
15.700000000000001,0.013652493001017106,0.0023191809467420542,0.005065389658444025,0.0003449982743139078,0.0008986325399702078,9.188379443057772e-05,1.8708484391876796e-05,2.4551015576062964e-05,0.06939828356329715
15.75,0.013597311261053907,0.0023176279711934304,0.005003083808621462,0.0003449981025644792,0.0008874849645427825,8.991750301400511e-05,1.870793752156972e-05,2.4246823456642874e-05,0.06882412503724891
15.8,0.013542256708421314,0.0023159889248468494,0.004941545931143044,0.0003449976395427396,0.0008764685886040726,8.799670563623272e-05,1.8707631822944243e-05,2.394616937274497e-05,0.06825590215348547
15.850000000000001,0.013487330110947448,0.002314262975594631,0.004880767256625929,0.00034499580634084567,0.000865582261603034,8.612027423341691e-05,1.8707493983546985e-05,2.3649024206480482e-05,0.06769354164964737
15.9,0.01343253222350513,0.002312449387622342,0.004820739089238925,0.000344991578948633,0.0008548248278433387,8.428711045734402e-05,1.8707454269372246e-05,2.335535861201913e-05,0.06713697125437
15.950000000000001,0.01337786378808077,0.002310547517916488,0.004761452806945677,0.00034498398635616893,0.0008441951271884272,8.249614485121223e-05,1.870744640142897e-05,2.3065143037666852e-05,0.06658611967386413
16.0,0.013323325533843865,0.002308556812862681,0.004702899861713761,0.0003449721087094347,0.000833691995739638,8.074633604926707e-05,1.8707407435794503e-05,2.2778347747130402e-05,0.06604091657866375
16.05,0.013268918177217074,0.002306476804932567,0.004645071779690753,0.00034495507551797185,0.0008233142664881597,7.903666999957537e-05,1.870727764707755e-05,2.2494942839990744e-05,0.06550129259053859
16.1,0.013214642421946855,0.0023043071094578154,0.004587960161348418,0.0003449320639133362,0.0008130607699415524,7.736615920924798e-05,1.8707000415213493e-05,2.22148982714072e-05,0.06496717926957016
16.150000000000002,0.01316049895917466,0.0023020474214894907,0.004531556681596033,0.0003449022969572197,0.0008029303347255526,7.573384201143893e-05,1.8706522115516247e-05,2.193818387107346e-05,0.06443850910138875
16.2,0.013106488467508661,0.002299697512741127,0.004475853089863916,0.0003448650419981111,0.0007929217881618766,7.413878185347232e-05,1.87057920119116e-05,2.166476936144659e-05,0.06391521548457053
16.25,0.013052611613095974,0.0022972572286138605,0.004420841210158143,0.00034481960907538296,0.0007830339568227099,7.258006660546569e-05,1.870476215327805e-05,2.1394624375269324e-05,0.06339723271819203
16.3,0.012998869049695412,0.00229472648530197,0.004366512941087509,0.0003447653493697047,0.0007732656670625741,7.10568078888407e-05,1.8703387272822156e-05,2.1127718472406155e-05,0.06288449598954111
16.35,0.012945261418750695,0.002292105266977211,0.004312860255863621,0.00034470165369869933,0.0007636157455282221,6.956814042412683e-05,1.8701624690416308e-05,2.086402115601251e-05,0.06237694136198239
16.400000000000002,0.012891789349464135,0.0022893936230503303,0.0042598752022751304,0.00034462795105677426,0.000754083019647224,6.811322139748558e-05,1.869943421782802e-05,2.060350188805666e-05,0.06187450576297518
16.45,0.012838453458870773,0.002286591665508174,0.004207549902637006,0.0003445437071980738,0.0007446663180958763,6.669122984539798e-05,1.869677806677082e-05,2.0346130104213164e-05,0.06137712697224307
16.5,0.01278525435191293,0.0022836995663248183,0.004155876553715738,0.00034444842326151684,0.0007353644712470554,6.530136605697544e-05,1.869362075970791e-05,2.0091875228146327e-05,0.060884743610092606
16.55,0.01273219262151522,0.0022807175549451712,0.0041048474266314125,0.0003443416344368988,0.0007261763115986331,6.394285099337218e-05,1.86899290433409e-05,1.984070668520201e-05,0.06039729512588047
16.6,0.012679268848659908,0.0022776459158395054,0.0040544548667374196,0.00034422290867105424,0.0007171006741830362,6.261492572379014e-05,1.868567180471699e-05,1.9592593915525217e-05,0.05991472178662653
16.650000000000002,0.012626483602462704,0.002274484986127413,0.004004691293478722,0.00034409184541309195,0.0007081363969585423,6.1316850877586e-05,1.8680819989889158e-05,1.9347506386621e-05,0.059436964665772266
16.7,0.012573837440248892,0.0022712351532696816,0.003955549200229456,0.00034394807439773267,0.0006992823211828739,6.004790611200316e-05,1.867534652506493e-05,1.910541360537559e-05,0.05896396563208213
16.75,0.012521330907629823,0.002267896852826617,0.003907021154110664,0.0003437912544657946,0.0006905372917696451,5.8807389595065886e-05,1.866922624018061e-05,1.88662851295542e-05,0.05849566733868689
16.8,0.01246896453857977,0.002264470566281359,0.003859099795788965,0.0003436210724208905,0.0006819001576282079,5.7594617503188744e-05,1.8662435794838853e-05,1.8630090578791886e-05,0.05803201321226744
16.85,0.01241673885551308,0.0022609568189267443,0.0038117778392568846,0.00034343724192141545,0.0006733697719874153,5.6408923533065024e-05,1.865495360654867e-05,1.839679964509297e-05,0.05757294744237711
16.900000000000002,0.012364654369361652,0.0022573561778143135,0.003765048071595596,0.00034323950240692293,0.0006649449927038244,5.524965842741404e-05,1.8646759781208093e-05,1.8166382102854635e-05,0.05711841497090172
16.95,0.012312711579652701,0.0022536692497640547,0.003718903352720807,0.0003430276180580024,0.0006566246825548388,5.4116189514178264e-05,1.8637836045770877e-05,1.7938807818429676e-05,0.056668361481655154
17.0,0.012260910974586803,0.0022498966794335137,0.0036733366151124524,0.0003428013767887894,0.000648407709517276,5.300790025877378e-05,1.8628165683039772e-05,1.7714046759242972e-05,0.05622273339010964
17.05,0.012209253031116227,0.002246039147444919,0.0036283408635289405,0.0003425605892712562,0.0006402929470318465,5.192418982901095e-05,1.861773346852999e-05,1.7492069002476236e-05,0.05578147783325919
17.1,0.012157738215023493,0.0022420973685689824,0.0035839091747065384,0.00034230508799044647,0.000632279274253996,5.0864472672311284e-05,1.8606525609347693e-05,1.727284474333467e-05,0.0553445426596142
17.150000000000002,0.012106366981000179,0.0022380720899640638,0.0035400346970446,0.00034203472632983624,0.0006243655762915735,4.9828178104860393e-05,1.859452968502943e-05,1.7056344302909328e-05,0.054911876419326766
17.2,0.01205513977272596,0.002233964089469413,0.0034967106502772453,0.00034174937768601855,0.0006165507444297625,4.881474991234628e-05,1.858173459028954e-05,1.68425381356484e-05,0.05448342835444452
17.25,0.012004057022947835,0.002229774173951209,0.0034539303251320858,0.00034144893461192605,0.0006088336763437015,4.782364596194292e-05,1.8568130479623724e-05,1.6631396836450206e-05,0.05405914838929179
17.3,0.011953119153559583,0.0022255031777001564,0.003411687082976641,0.00034113330798782256,0.0006012132762992201,4.685433782521077e-05,1.8553708713718042e-05,1.642289114739071e-05,0.05363898712097723
17.35,0.011902326575681384,0.0022211519608794014,0.0033699743554529583,0.00034080242621931084,0.0005936884553420869,4.5906310411593216e-05,1.8538461807613696e-05,1.6216991964097484e-05,0.053222895810025726
17.400000000000002,0.011851679689739604,0.002216721408021564,0.003328785644101048,0.00034045623446161955,0.0005862581314761706,4.4979061612200216e-05,1.852238338057907e-05,1.601367034178228e-05,0.05281082637113384
17.45,0.011801178885546758,0.0022122124265736977,0.003288114519971661,0.00034009469386944854,0.0005789212298308998,4.40721019535782e-05,1.850546810764153e-05,1.5812897500943692e-05,0.05240273136404718
17.5,0.011750824542381588,0.002207625945489007,0.0032479546232289293,0.0003397177808716677,0.0005716766828183894,4.318495426117458e-05,1.8487711672732607e-05,1.5614644832751137e-05,0.051998563984558405
17.55,0.011700617029069315,0.002202962913864185,0.0032082996627434248,0.0003393254864701801,0.0005645234302806084,4.231715333221498e-05,1.846911072340119e-05,1.5418883904121354e-05,0.05159827805562464
17.6,0.011650556704061973,0.0021982242996212353,0.0031691434156760827,0.0003389178155622749,0.0005574604196269297,4.146824561771793e-05,1.8449662827050393e-05,1.5225586462497804e-05,0.05120182801860281
17.650000000000002,0.011600643915518861,0.002193411088232679,0.0031304797270535166,0.0003384947862858121,0.0005504866059624155,4.063778891338188e-05,1.8429366428654823e-05,1.503472444034353e-05,0.05080916892460177
17.7,0.011550879001387102,0.002188524281489063,0.0030923025093351846,0.00033805642938659496,0.0005436009522071678,3.982535205908646e-05,1.840822080991596e-05,1.4846269959357531e-05,0.05042025642594969
17.75,0.011501262289482258,0.0021835648963076985,0.0030546057419728496,0.0003376027876073012,0.0005368024292070672,3.903051464675739e-05,1.838622604981432e-05,1.4660195334424388e-05,0.05003504676777564
17.8,0.011451794097569048,0.002178533963581597,0.00301738347096282,0.0003371339150973598,0.0005300900158362224,3.825286673635327e-05,1.836338298651816e-05,1.4476473077306826e-05,0.04965349677970414
17.85,0.011402474733442105,0.002173432527067568,0.0029806298083913476,0.00033664987684317235,0.0005234626990914255,3.749200857973775e-05,1.83396931806093e-05,1.429507590009027e-05,0.04927556386766102
17.900000000000002,0.011353304495006778,0.0021682616423124752,0.002944338931973642,0.00033615074811809423,0.0005169194741789192,3.6747550352209585e-05,1.831515887958773e-05,1.4115976718388534e-05,0.048901206005789725
17.95,0.011304283670359986,0.0021630223756166768,0.00290850508458689,0.00033563661395160407,0.0005104593445937599,3.6019111891468715e-05,1.828978298361752e-05,1.3939148654319314e-05,0.04853038172847668
18.0,0.01125541253787107,0.002157715803033668,0.0028731225737976688,0.0003351075686171033,0.0005040813221920557,3.530632244380338e-05,1.8263569012477494e-05,1.3764565039257925e-05,0.04816305012248427
18.05,0.011206691366262695,0.0021523430094049925,0.0028381857713841584,0.0003345637151378022,0.0004977844272563574,3.460882041729046e-05,1.8236521073681026e-05,1.3592199416377669e-05,0.047799170819190724
18.1,0.011158120414691722,0.0021469050874294887,0.0028036891128534846,0.00033400516481016076,0.000491567688554456,3.392625314180588e-05,1.820864383173024e-05,1.3422025542984595e-05,0.04743870398693488
18.150000000000002,0.01110969993283009,0.002141403136765962,0.00276962709695458,0.0003334320367443673,0.00048543014339185017,3.325827663564962e-05,1.8179942478470735e-05,1.3254017392654576e-05,0.04708161032346551
18.2,0.01106143016094567,0.002135838263168396,0.0027359942851868974,0.0003328444574213492,0.0004793708376581283,3.2604555378594786e-05,1.8150422704513777e-05,1.3088149157180153e-05,0.04672785104849314
18.25,0.01101331132998309,0.002130211577652828,0.0027027853013053015,0.0003322425602658237,0.0004733888258675036,3.196476209117575e-05,1.8120090671693856e-05,1.2924395248334398e-05,0.04637738789634379
18.3,0.010965343661644537,0.002124524195695037,0.002669994830821494,0.00033162648523490907,0.00046748317119374135,3.1338577520037066e-05,1.8088952986530215e-05,1.2762730299459023e-05,0.04603018310871326
18.35,0.01091752736847048,0.0021187772364582094,0.0026376176205022404,0.00033099637842182774,0.00046165294549969574,3.072569022916821e-05,1.8057016674661814e-05,1.2603129166883386e-05,0.04568619942752055
18.400000000000002,0.010869862653920363,0.0021129718220497576,0.00260564847786474,0.00033035239167424594,0.0004558972293616809,3.0125796396856333e-05,1.802428915622601e-05,1.244556693118119e-05,0.04534540008785946
18.45,0.010822349712453211,0.0021071090768065032,0.00257408227066941,0.0003296946822268057,0.00045021511208888625,2.9538599618193054e-05,1.7990778222151955e-05,1.2290018898271275e-05,0.04500774881104732
18.5,0.01077498872960815,0.002101190126607427,0.002542913926410371,0.00032902341234741604,0.00044460569173803934,2.8963810712976298e-05,1.7956492011340522e-05,1.213646060036869e-05,0.04467320979776926
18.55,0.010727779882084865,0.0020952160982132344,0.0025121384318039243,0.0003283387489968828,0.0004390680751235206,2.8401147538853752e-05,1.792143898870333e-05,1.1984867796792261e-05,0.04434174772131737
18.6,0.01068072333782394,0.0020891881186319754,0.002481750832275254,0.00032764086350146567,0.00043360137782311485,2.7850334809557556e-05,1.788562792403407e-05,1.183521647463428e-05,0.04401332772092325
18.650000000000002,0.010633819256087092,0.0020831073145099895,0.0024517462314436345,0.0003269299312379633,0.0004282047241795915,2.731110391808575e-05,1.7849067871686205e-05,1.1687482849298171e-05,0.04368791539518298
18.7,0.010587067787537294,0.002076974811547463,0.0024221197906063815,0.0003262061313309376,0.0004228772472982922,2.678319276468949e-05,1.7811768151031667e-05,1.1541643364909594e-05,0.0433654767955733
18.75,0.01054046907431877,0.0020707917339378903,0.00239286672822177,0.0003254696463616978,0.000417618089040898,2.6266345589529178e-05,1.7773738327675962e-05,1.1397674694606209e-05,0.04304597842005798
18.8,0.010494023250136863,0.0020645592038307644,0.0023639823193911873,0.0003247206620886767,0.0004124264000155509,2.576031280986745e-05,1.7734988195405736e-05,1.1255553740711433e-05,0.04272938720678324
18.85,0.010447730440337751,0.0020582783408168172,0.0023354618953406884,0.0003239593671788396,0.0004073013395634854,2.5264850861669584e-05,1.7695527758845448e-05,1.1115257634796978e-05,0.042415670527861035
18.900000000000002,0.010401590761988024,0.0020519502614351607,0.0023073008429022094,0.00032318595294977685,0.0004022420757423339,2.4779722045487e-05,1.7655367216800563e-05,1.0976763737639123e-05,0.0421047961832393
18.95,0.01035560432395409,0.002045576078701693,0.002279494603994626,0.0003224006131221415,0.000397247785306256,2.4304694376502382e-05,1.7614516946265194e-05,1.0840049639073362e-05,0.04179673239465777
19.0,0.010309771226981412,0.0020391569016581365,0.002252038675104846,0.00032160354358210056,0.00039231765368303895,2.3839541438618647e-05,1.757298748707276e-05,1.0705093157751858e-05,0.04149144779968869
19.05,0.010264091563773597,0.00203269383494111,0.002224928606769158,0.00032079494215347964,0.00038745087494831596,2.3384042242478e-05,1.7530789527168893e-05,1.0571872340808254e-05,0.04118891144586115
19.1,0.01021856541907127,0.0020261879783706293,0.0021981600030549745,0.0003199750083792885,0.000382646651797034,2.2937981087299597e-05,1.748793388848629e-05,1.0440365463433838e-05,0.040889092784867825
19.150000000000002,0.010173192869730773,0.0020196404265574596,0.00217172852104318,0.00031914394331232303,0.0003779041955123093,2.250114742642868e-05,1.7444431513401892e-05,1.0310551028369293e-05,0.040591961666853506
19.200000000000003,0.01012797398480267,0.0020130522685287548,0.0021456298703112376,0.0003183019493145499,0.0003732227259317975,2.2073335736492562e-05,1.740029345175728e-05,1.0182407765315935e-05,0.04029748833478392
19.25,0.01008290882561004,0.0020064245873714255,0.002119859812417221,0.0003174492298649856,0.0003686014714117034,2.1654345390062088e-05,1.735553084842368e-05,1.0055914630270228e-05,0.040005643418894184
19.3,0.010037997445826547,0.0019997584598926968,0.0020944141603849178,0.0003165859893757917,0.00036403966878854763,2.1243980531720014e-05,1.731015493139356e-05,9.931050804785255e-06,0.03971639793121564
19.35,0.009993239891554326,0.001993054956297332,0.0020692887781901762,0.00031571243301631573,0.0003595365633388128,2.0842049957441166e-05,1.7264177000381375e-05,9.807795695162797e-06,0.039429723260180224
19.400000000000002,0.009948636201401604,0.001986315139881001,0.00204447958024861,0.000314828766544813,0.00035509140873657234,2.044836699719102e-05,1.721760841591631e-05,9.686128931579289e-06,0.03914559116530125
19.450000000000003,0.009904186406560109,0.0019795400667392995,0.0020199825309048193,0.0003139351961475951,0.0003507034670092167,2.00627494006531e-05,1.717046058891062e-05,9.5660303671491e-06,0.03886397377192973
19.5,0.009859890530882237,0.0019727307854919217,0.0019957936439232516,0.000313031928285356,0.00034637200849137835,1.9685019225997607e-05,1.712274497068747e-05,9.447480076928297e-06,0.03858484356608509
19.55,0.009815748590957962,0.001965888337021515,0.0019719089819808236,0.00031211916954643345,0.000342096311777155,1.931500273160624e-05,1.707447304345272e-05,9.33045835686194e-06,0.038308173389359525
19.6,0.00977176059619152,0.0019590137542267526,0.0019483246561614448,0.0003111971265067738,0.00033787566367073237,1.8952530270671215e-05,1.7025656311195553e-05,9.214945722678006e-06,0.03803393643389494
19.650000000000002,0.009727926548877802,0.0019521080617891623,0.0019250368254525268,0.0003102660055963697,0.0003337093591354938,1.8597436188587896e-05,1.697630629100325e-05,9.100922908730671e-06,0.03776210623743142
19.700000000000003,0.009684246444278502,0.0019451722759532774,0.0019020416962436154,0.000309326012971952,0.0003295967012417116,1.8249558723063706e-05,1.6926434504775906e-05,8.988370866795825e-06,0.03749265667842642
19.75,0.009640720270697999,0.0019382074043196758,0.0018793355218272387,0.0003083773543957203,0.00032553700111290473,1.79087399068678e-05,1.6876052471327263e-05,8.877270764821466e-06,0.037225561971243805
19.8,0.009597348009558934,0.001931214445650484,0.001856914601902065,0.0003074202351199044,0.00032152957787094606,1.757482547314802e-05,1.682517169885824e-05,8.767603985635532e-06,0.03696079666141155
