Q,J_1s(2),J_2s(2),J_2p(6),J_3s(2),J_3p(6),J_4s(2),J_3d(5),J_total_Mn
1.4500000000000002,0.034602844467003756,0.11471139223777177,0.06780309223417479,0.11030624196068874,0.1674589069963359,0.020450772990831537,0.15863046684547827,2.7648668329230475
1.5,0.03457637342231164,0.11352566493045885,0.06775530077584366,0.10197057079732477,0.16177837899598857,0.018926117329864593,0.1542734810189771,2.6865669366857983
1.55,0.03454903299928117,0.11231458983578359,0.06770310496974129,0.09412085582256113,0.15603099916673532,0.017423473377871146,0.1498812064911553,2.60862656134563
1.6,0.0345208260479423,0.11107942091689987,0.06764629953614872,0.08675764032950772,0.15024251178341771,0.015964446723796998,0.14547253608558255,2.5313402163816052
1.6500000000000001,0.034491755509803684,0.10982141862169892,0.0675846824267749,0.07987747347435131,0.14443767688673576,0.014565270837771298,0.14106482755421784,2.4549701305394036
1.7000000000000002,0.03446182441633242,0.10854184742377614,0.0675180554288467,0.07347335318210256,0.13864004927219403,0.013237540930945702,0.1366738673131571,2.3797470966783436
1.75,0.034431035887610636,0.10724197350517925,0.06744622474650978,0.06753516523215392,0.1328718003180009,0.011988957698373314,0.1323138700699639,2.3058717653835177
1.8,0.034399393131153665,0.10592306257430567,0.06736900155763775,0.062050112376398625,0.12715358048039652,0.010824027375676532,0.1279975070862206,2.233516218574378
1.85,0.034366899440869556,0.10458637781028378,0.06728620254436501,0.057003128306354775,0.12150441969161346,0.009744691391976052,0.12373595672083497,2.162825710919014
1.9000000000000001,0.03433355819613734,0.10323317792427218,0.06719765039588357,0.05237727220854927,0.11594166247701247,0.00875087544443786,0.11953897175303083,2.093920503549324
1.9500000000000002,0.034299372860980865,0.10186471532802883,0.06710317428226971,0.04815410052294528,0.11048093434173463,0.007840957555997546,0.11541495877634998,2.0268977381616806
2.0,0.03426434698331584,0.10048223440057888,0.06700261029832835,0.044314013340227165,0.1051361358416003,0.007012160028590578,0.11137106568164064,1.9618333147532
2.0500000000000003,0.03422848419424947,0.09908696984464138,0.06689580187665758,0.04083657363316504,0.09991946072695479,0.006260872807742535,0.10741327390692292,1.8987837461158856
2.1,0.03419178820741401,0.09768014512550485,0.06678260016934029,0.03770079820880621,0.09484143461193328,0.005582916715439437,0.10354649272595204,1.8377879688317307
2.15,0.0341542628183181,0.09626297098615101,0.06666286439786201,0.034885419887050274,0.0899109707569056,0.004973754989259397,0.09977465337679275,1.7788690951741273
2.2,0.034115911903702036,0.09483664403353616,0.06653646217103336,0.03236912095421439,0.08513543974204951,0.004428661030714667,0.09610080129883897,1.7220360938170267
2.25,0.0340767394208856,0.09340234539199009,0.06640326977085995,0.03013073840635079,0.08052075004021939,0.003942849487317319,0.09252718515398317,1.6672853900494795
2.3000000000000003,0.03403674940709916,0.09196123942065025,0.06626317240645355,0.028149441887106802,0.07607143675446844,0.0035115769327144935,0.08905534165810292,1.6146023785511878
2.35,0.033995945978790756,0.09051447249269283,0.06611606443621514,0.026404885541304823,0.07179075605847922,0.0031302175586162273,0.08568617554624038,1.563962843842177
2.4000000000000004,0.03395433333090369,0.08906317183484269,0.06596184955864359,0.024877335252131247,0.06768078315723104,0.002794318498892059,0.08242003424283822,1.5153342853429785
2.45,0.03391191573612058,0.08760844442624129,0.06580044097223467,0.02354777291200484,0.06374251186263707,0.002499638691719499,0.07925677701157968,1.4686771455993015
2.5,0.03386869754407127,0.08615137595622846,0.06563176150503353,0.02239797950084393,0.05997595414830638,0.0022421745564693034,0.07619583852241689,1.4239459416473499
2.5500000000000003,0.0338246831805029,0.08469302984096026,0.06545574371449209,0.02141059881712019,0.056380238304161424,0.0020181752162459756,0.07323628690102625,1.381090300726711
2.6,0.03377987714641161,0.08323444629904875,0.06527232995836027,0.020569183733581024,0.052953704551765374,0.0018241495286156274,0.07037687642290698,1.340055902590603
2.6500000000000004,0.03373428401713579,0.08177664148658413,0.06508147243740899,0.01985822683766526,0.049693997202419765,0.0016568667882196006,0.06761609508517985,1.3007853315240814
2.7,0.0336879084414116,0.08032060669199517,0.06488313321084327,0.019263177273052236,0.046598152640881164,0.0015133526274372497,0.0649522073381043,1.2632188418686605
2.75,0.03364075514039186,0.0788673075912312,0.06467728418531694,0.018770445529737563,0.04366268259722444,0.0013908813570594272,0.06238329228931394,1.227295041378658
2.8000000000000003,0.03359282890662978,0.07741768356372111,0.06446390707850651,0.01836739784130955,0.040883652327939383,0.0012869657507300185,0.05990727771028289,1.1929514971148707
2.85,0.033544134603029255,0.07597264706948893,0.06424299335824195,0.018042341744937056,0.03825675346529303,0.0011993450781298117,0.05752197017965619,1.160125268830661
2.9000000000000004,0.03349467716176356,0.07453308308769305,0.06401454415822685,0.017784504246601232,0.03577737141224661,0.0011259720267160936,0.05522508169446984,1.1287533749407377
2.95,0.03344446158316462,0.07309984861671479,0.06377857017140935,0.017584003915319692,0.033440647259999505,0.001064999015230635,0.053014253070205464,1.0987731962003398
3.0,0.033393492934584816,0.0716737722357578,0.06353509152208998,0.017431818108921995,0.03124153428795759,0.0010147642897595475,0.050887074435943584,1.0701228221780517
3.0500000000000003,0.03334177634923351,0.0702556537277423,0.06328413761787285,0.017319746413157533,0.02917484917313223,0.0009737781010841119,0.04884110311313339,1.0427413454941323
3.1,0.033289317024990404,0.06884626376308918,0.06302574698258219,0.017240371257824096,0.027235318089255455,0.0009407091871462351,0.04687387914690777,1.0165691086316646
3.1500000000000004,0.03323612022319783,0.06744634364379726,0.06275996707127827,0.017187016559976225,0.025417617916839635,0.0009143717238756751,0.04498293873840292,0.9915479079224159
3.2,0.03318219126743396,0.06605660510702398,0.062486854068515216,0.017153705136444087,0.023716412815565018,0.0008937128590047242,0.04316582580592528,0.9676211590739212
3.25,0.03312753554226897,0.0646777301871902,0.06220647267098697,0.017135115526816395,0.02212638643121905,0.0008778009047994037,0.04142010188258746,0.9447340283483233
3.3000000000000003,0.03307215849200604,0.06331037113544702,0.06191889585570967,0.01712653877433489,0.020642270022321805,0.0008658142351409945,0.03974335453860062,0.9228335332350499
3.35,0.033016065619408896,0.06195515039516747,0.061624204634885285,0.01712383562615393,0.019258866797819983,0.0008570309086400233,0.03813320449802255,0.9018686161850851
3.4000000000000004,0.03295926248441783,0.060612660631962155,0.061322487798586386,0.01712339453624909,0.017971072757974473,0.0008508190212281368,0.036587311602583585,0.8817901946999976
3.45,0.03290175470285556,0.059283464816566295,0.06101384164639278,0.017122090783841245,0.016773894326837232,0.0008466277779204096,0.03510337975933151,0.8625511907984046
3.5,0.03284354794512471,0.057968096358806474,0.060698369709098726,0.017117246957321294,0.015662463057426603,0.000843979263309585,0.033679160994277486,0.8441065426196636
3.5500000000000003,0.03278464793489818,0.05666705929073132,0.06037618246159473,0.017106594997990974,0.014632047680669247,0.0008424608831272639,0.032312458720973644,0.8264132006719477
