Q,J_1s_one_electron,J_2s_one_electron,J_total_Be
4.25,0.017601417944628103,0.0009143626764787666,0.03703156124221374
4.3,0.016920801112597784,0.0008725063563037485,0.03558661493780307
4.3500000000000005,0.01626815814476444,0.0008327853746617864,0.034201887038852456
4.4,0.015642329743443678,0.0007950822151014407,0.032874823917090235
4.45,0.015042200707001097,0.0007592860348815281,0.03160297348376525
4.5,0.014466698806303104,0.0007252923048298884,0.030383982222265984
4.55,0.013914793623693744,0.0006930024634146584,0.029215592174216806
4.6000000000000005,0.01338549536433786,0.000662323585455464,0.028095637899586648
4.65,0.012877853648663607,0.0006331680656740212,0.027022043428675258
4.7,0.012390956293623192,0.000605453317099495,0.025992819221445373
4.75,0.011923928089564616,0.0005791014841967162,0.025006059147522665
4.800000000000001,0.011475929578662808,0.000554039170468987,0.02405993749826359
4.8500000000000005,0.011046155840091361,0.0005301971801967556,0.023152706040576232
4.9,0.010633835286420078,0.0005075102739045266,0.02228269112064921
4.95,0.010238228475094348,0.0004859169370974194,0.021448290824383535
5.0,0.009858626938284192,0.00046535916177260924,0.020647972200113603
5.050000000000001,0.009494352033879775,0.0004457822401869375,0.019880268548133424
5.1000000000000005,0.009144753819951326,0.0004271345703479786,0.019143776780598608
5.15,0.008809209954580486,0.00040936747268995407,0.01843715485454088
5.2,0.008487124622603587,0.00039243501739651853,0.01775911928000021
5.25,0.008177927490480748,0.000376293861838251,0.017108442704638
5.300000000000001,0.007881072690215166,0.00036090309760259656,0.016483951575635526
5.3500000000000005,0.0075960378329909175,0.00034622410660706406,0.015884523879195964
5.4,0.0073223230529718625,0.0003322204258019294,0.015309086957547584
5.45,0.007059450081506468,0.0003188576199859,0.014756615402984737
5.5,0.006806961351810257,0.0003061031622766019,0.014226129028173719
5.550000000000001,0.006564419134047379,0.00029392632179696024,0.01371669091168868
5.6000000000000005,0.006331404700602874,0.000282298058158182,0.013227405517522111
5.65,0.006107517521225513,0.0002711909223398298,0.012757416887130685
5.7,0.005892374487626157,0.00026057896358719183,0.012305906902426698
5.75,0.005685609167036031,0.0002504376419655864,0.011872093618003236
5.800000000000001,0.00548687108416223,0.00024074374623028494,0.01145522966078503
5.8500000000000005,0.005295825030922317,0.00023147531668926257,0.01105460069522316
5.9,0.00511215040329482,0.0002226115727539117,0.010669523952097462
5.95,0.004935540564586827,0.00021413284489013958,0.010299346818953933
6.0,0.004765702234392228,0.00020602051069884553,0.009943445490182147
6.050000000000001,0.0046023549024938855,0.0001982569348706421,0.009601223674729055
6.1000000000000005,0.004445230266949063,0.0001908254127748163,0.00927211135944776
6.15,0.004294071695588936,0.00018371011745692268,0.008955563626091718
6.2,0.00414863371015951,0.0001768960498330741,0.008651059519985169
6.25,0.004008681492331785,0.00017036899188194445,0.008358100968427458
6.300000000000001,0.0038739904108132514,0.00016411546264775276,0.008076211746922008
6.3500000000000005,0.003744345568800129,0.00015812267687907077,0.0078049364913583994
6.4,0.003619541371019636,0.00015237850613921056,0.0075438397543176935
6.45,0.0034993811096238545,0.0001468714422342376,0.007292505103716184
6.5,0.003383676568210684,0.00014159056281432998,0.007050534262050028
6.550000000000001,0.003272247643263005,0.00013652549901331014,0.0068175462845526304
6.6000000000000005,0.0031649219823139596,0.00013166640499972558,0.00659317677462737
6.65,0.0030615346381640323,0.0001270039293208832,0.006377077134969831
6.7,0.002961927738494235,0.00012252918792877746,0.0061689138528460245
6.75,0.0028659501702387557,0.00011823373878391338,0.0059683678180453385
6.800000000000001,0.002773457278100007,0.00011410955793964819,0.005775133672079311
6.8500000000000005,0.0026843105766087556,0.00011014901701587773,0.005588919187249267
6.9,0.0025983774751518703,0.00010634486197670096,0.0054094446742571425
6.95,0.002515531015410156,0.000102690193132137,0.005236442417084586
7.0,0.0024356496206684552,9.917844628905545e-05,0.005069656133915021
7.050000000000001,0.0023586168564798285,9.580337498124578e-05,0.004908840462922149
7.1000000000000005,0.002284321202184961,9.25590337130058e-05,0.004753760471795933
7.15,0.0022126558328069397,8.943976215479634e-05,0.0046041911899234724
7.2,0.0021435184108602604,8.644017023340835e-05,0.004459917162187337
7.25,0.002076810887631125,8.355512406273156e-05,0.004320732023387713
7.300000000000001,0.0020124393135039515,8.077973266462337e-05,0.00418643809233715
7.3500000000000005,0.0019503136569263646,7.810933543256304e-05,0.004056845984717855
7.4,0.0018903476316217917,7.553949029375527e-05,0.003931774243831094
7.45,0.0018324585316752077,7.306596252813457e-05,0.0038110489884066847
7.5,0.0017765670741333932,7.068471420532553e-05,0.0036945035766774376
7.550000000000001,0.0017225972487764534,6.839189420305033e-05,0.0035819782859590073
7.6000000000000005,0.0016704761747321749,6.61838287727528e-05,0.003473320007009855
7.65,0.0016201339636190953,6.405701262033731e-05,0.003368381952478865
7.7,0.0015715035889180024,6.200810047191403e-05,0.003267023378779833
7.75,0.0015245207612848315,6.003389909630415e-05,0.003169109320762271
7.800000000000001,0.0014791238095307462,5.8131359757801806e-05,0.003074510338577096
7.8500000000000005,0.0014352535670074773,5.629757107432007e-05,0.0029831022761635947
7.9,0.0013928532631477949,5.452975225757293e-05,0.0028947660308107355
7.95,0.001351868419922347,5.282524671337393e-05,0.002809387333271442
8.0,0.0013122467529849526,5.118151598146665e-05,0.0027268565379328386
8.05,0.0012739380772888692,4.95961339955536e-05,0.0026470684225688456
8.1,0.0012368942169665512,4.8066781645360366e-05,0.0025699219972238232
8.15,0.0012010689192749507,4.6591241623667406e-05,0.002495320321797236
8.200000000000001,0.0011664177724176124,4.516739354226996e-05,0.0024231703319197648
8.25,0.0011328981270635112,4.37932093017857e-05,0.0023533826727305937
8.3,0.0011004690213909955,4.246674870113215e-05,0.0022858715401842555
8.35,0.0010690911094931989,4.118615527333978e-05,0.0022205545295330776
8.4,0.0010387265929888878,3.9949652335155965e-05,0.0021573524906480877
8.450000000000001,0.0010093391556900764,3.875553923863886e-05,0.0020961893898574307
8.5,0.0009808939011846545,3.7602187813632854e-05,0.0020369921779965746
8.55,0.000953357293198964,3.648803899067067e-05,0.001979690664379269
8.6,0.0009266970986116127,3.5411599594458316e-05,0.001924217396412142
8.65,0.0009008823329958377,3.43714392986712e-05,0.0018705075445890177
8.700000000000001,0.0008758832085735628,3.336618773333011e-05,0.0018184987926137858
8.75,0.0008516710844697559,3.239453173652849e-05,0.0017681312324125686
8.8,0.0008282184191609781,3.1455212742757916e-05,0.001719347263807472
8.85,0.000805498725017026,3.054702430052373e-05,0.0016720914986350995
8.9,0.000783486524839312,2.9668809712359494e-05,0.001626310669103343
8.950000000000001,0.0007621573103042249,2.8819459790743588e-05,0.001581953540189937
9.0,0.0007414875022240025,2.7997910723788067e-05,0.001538970825895581
9.05,0.0007214544125418069,2.720314204491796e-05,0.0014973151091734497
9.1,0.0007020362079816262,2.643417470108475e-05,0.001456940765365422
9.15,0.0006832118752773502,2.5690069214363173e-05,0.0014178038889834268
9.200000000000001,0.0006649611879089751,2.4969923932070084e-05,0.0013798622236820904
