Q,J_1s(2),J_2s(2),J_2p(2),J_total
4.4,0.00020114791453664755,2.707486411133713e-05,3.5508836642551916e-07,0.00022857786701441018
4.45,0.00018858287968981838,2.5343500497458634e-05,3.248414620909989e-07,0.00021425122164936801
4.5,0.00017691801259363686,2.373949049046225e-05,2.9745796985148057e-07,0.00020095496105395057
4.55,0.00016608085064027936,2.2252277011386997e-05,2.7264030116388263e-07,0.00018860576795283023
4.6000000000000005,0.00015600538408967185,2.087227394352749e-05,2.5012448587701806e-07,0.00017712778251907635
4.65,0.00014663142817847823,1.959076826452447e-05,2.2967607751835072e-07,0.00016645187252052105
4.7,0.00013790406132348012,1.839983288214401e-05,2.1108659263935896e-07,0.00015651498079826347
4.75,0.00012977312195502417,1.7292248913920633e-05,1.9417041006231942e-07,0.00014725954127900714
4.800000000000001,0.0001221927574142855,1.626143630931643e-05,1.7876206677944834e-07,0.00013863295579038138
4.8500000000000005,0.00011512101913175931,1.5301391850346155e-05,1.647138964711027e-07,0.00013058712487857657
4.9,0.00010851949898897561,1.4406633685725384e-05,1.5189396440899332e-07,0.00012307802663911
4.95,0.00010235300236415961,1.3572151657067494e-05,1.401842591219478e-07,0.00011606533828034905
5.0,9.658925388675184e-05,1.2793362765652339e-05,1.2947910681572103e-07,0.0001095120957592199
5.050000000000001,9.119863238516946e-05,1.2066071206674201e-05,1.1968377931295492e-07,0.00010338438737115662
5.1000000000000005,8.615393191533598e-05,1.1386432466230806e-05,1.1071327034653271e-07,9.765107765191333e-05
5.15,8.143014611162837e-05,1.0750921035998707e-05,1.0249121850948191e-07,9.228355836613655e-05
5.2,7.70042734132748e-05,1.0156301352716943e-05,9.494895812947161e-08,8.725552372412122e-05
5.25,7.285514099331848e-05,9.599601615268346e-06,8.80246818731001e-08,8.254276729045993e-05
5.300000000000001,6.896324545877015e-05,9.078090172168206e-06,8.16627010595009e-08,7.812299833199786e-05
5.3500000000000005,6.531060860358669e-05,8.589254207380223e-06,7.581279152886387e-08,7.397567560249578e-05
5.4,6.188064668418126e-05,8.130780483218985e-06,7.042961451525184e-08,7.008185678191548e-05
5.45,5.8658051853388296e-05,7.700537926216609e-06,6.547220335337978e-08,6.642406198295829e-05
5.5,5.562868453584242e-05,7.296561865703482e-06,6.090350803857071e-08,6.298614990958448e-05
5.550000000000001,5.277947565793591e-05,6.9170397558918456e-06,5.668999068565719e-08,5.975320540451341e-05
5.6000000000000005,5.009833776092099e-05,6.560298230811732e-06,5.280126581965125e-08,5.671143725755238e-05
5.65,4.7574084128105065e-05,6.2247913578411765e-06,4.920978019851403e-08,5.3848085266144755e-05
5.7,4.519635514800218e-05,5.909089970065231e-06,4.589052753327835e-08,5.115133564560069e-05
5.75,4.2955551216105906e-05,5.611871970523998e-06,4.282079404753821e-08,4.861024398067744e-05
5.800000000000001,4.08427715498327e-05,5.331913512772171e-06,3.99799313192311e-08,4.62146649939241e-05
5.8500000000000005,3.884975835518914e-05,5.068080972248858e-06,3.734915328320214e-08,4.39551884807212e-05
5.9,3.6968845840753195e-05,4.819323631899932e-06,3.491135465222384e-08,4.1823080827305355e-05
5.95,3.519291362543637e-05,4.584667013442296e-06,3.265094834464436e-08,3.9810231587223316e-05
6.0,3.351534413190828e-05,4.363206792726641e-06,3.055371979522453e-08,3.7909104644430144e-05
6.050000000000001,3.192998359814308e-05,4.154103243946789e-06,2.860669627765687e-08,3.611269353836752e-05
6.1000000000000005,3.043110637583207e-05,3.956576163049412e-06,2.6798029587588154e-08,3.4414480568469065e-05
6.15,2.901338221687799e-05,3.769900225697061e-06,2.5116890627867027e-08,3.280839933320292e-05
6.2,2.7671846278271168e-05,3.5934007395999776e-06,2.355337460680851e-08,3.128880039247795e-05
6.25,2.6401871601718002e-05,3.4264497550189084e-06,2.2098415708606237e-08,2.9850419772445516e-05
