Q,J_1s_one_electron,J_1s(2),J_total_helium
14.950000000000001,1.606450630561363e-06,3.212901261122726e-06,3.212901261122726e-06
15.0,1.5753038729160626e-06,3.150607745832125e-06,3.150607745832125e-06
15.05,1.5448569183092039e-06,3.0897138366184078e-06,3.0897138366184078e-06
15.100000000000001,1.5150919185321584e-06,3.030183837064317e-06,3.030183837064317e-06
15.15,1.4859915340370412e-06,2.9719830680740824e-06,2.9719830680740824e-06
15.200000000000001,1.457538917937893e-06,2.915077835875786e-06,2.915077835875786e-06
15.25,1.4297177005616937e-06,2.8594354011233874e-06,2.8594354011233874e-06
15.3,1.402511974528712e-06,2.805023949057424e-06,2.805023949057424e-06
15.350000000000001,1.375906280342559e-06,2.751812560685118e-06,2.751812560685118e-06
15.4,1.3498855924710526e-06,2.6997711849421052e-06,2.6997711849421052e-06
15.450000000000001,1.3244353058997862e-06,2.6488706117995724e-06,2.6488706117995724e-06
15.5,1.2995412231410108e-06,2.5990824462820216e-06,2.5990824462820216e-06
15.55,1.2751895416810983e-06,2.5503790833621966e-06,2.5503790833621966e-06
15.600000000000001,1.2513668418505641e-06,2.5027336837011282e-06,2.5027336837011282e-06
15.65,1.228060075101211e-06,2.456120150202422e-06,2.456120150202422e-06
15.700000000000001,1.205256552675591e-06,2.410513105351182e-06,2.410513105351182e-06
15.75,1.1829439346545602e-06,2.3658878693091205e-06,2.3658878693091205e-06
15.8,1.161110219369233e-06,2.322220438738466e-06,2.322220438738466e-06
15.850000000000001,1.139743733164215e-06,2.27948746632843e-06,2.27948746632843e-06
15.9,1.1188331204994626e-06,2.237666240998925e-06,2.237666240998925e-06
15.950000000000001,1.0983673343786341e-06,2.1967346687572683e-06,2.1967346687572683e-06
16.0,1.078335627092262e-06,2.156671254184524e-06,2.156671254184524e-06
16.05,1.0587275412645063e-06,2.1174550825290127e-06,2.1174550825290127e-06
16.1,1.0395329011927127e-06,2.0790658023854254e-06,2.0790658023854254e-06
16.150000000000002,1.0207418044693783e-06,2.0414836089387566e-06,2.0414836089387566e-06
16.2,1.002344613876552e-06,2.004689227753104e-06,2.004689227753104e-06
16.25,9.843319495430506e-07,1.9686638990861012e-06,1.9686638990861012e-06
16.3,9.666946813552739e-07,1.9333893627105477e-06,1.9333893627105477e-06
16.35,9.494239216126992e-07,1.8988478432253984e-06,1.8988478432253984e-06
16.400000000000002,9.325110179195232e-07,1.8650220358390464e-06,1.8650220358390464e-06
16.45,9.159475463042078e-07,1.8318950926084157e-06,1.8318950926084157e-06
16.5,8.997253045590049e-07,1.7994506091180099e-06,1.7994506091180099e-06
16.55,8.838363057918481e-07,1.7676726115836962e-06,1.7676726115836962e-06
16.6,8.68272772183246e-07,1.736545544366492e-06,1.736545544366492e-06
16.650000000000002,8.530271289411253e-07,1.7060542578822505e-06,1.7060542578822505e-06
16.7,8.380919984468143e-07,1.6761839968936286e-06,1.6761839968936286e-06
16.75,8.234601945856037e-07,1.6469203891712074e-06,1.6469203891712074e-06
16.8,8.091247172555901e-07,1.6182494345111801e-06,1.6182494345111801e-06
16.85,7.95078747048702e-07,1.590157494097404e-06,1.590157494097404e-06
16.900000000000002,7.81315640098066e-07,1.562631280196132e-06,1.562631280196132e-06
