Q,J_1s(2),J_2s(2),J_2p(6),J_3s(2),J_3p(6),J_3d(8),J_4s(2),J_total_Ni
3.6500000000000004,0.029499885720313684,0.057768583754116275,0.05464432786749662,0.015278203174580911,0.02217811979234863,0.04001666810885294,0.0007290105239319899,0.9876193971757806
3.7,0.02945609901284984,0.05670555179560826,0.05443346475037168,0.015260672215822675,0.020903499154650715,0.03868115946168984,0.0007168338186833769,0.9657493728095814
3.75,0.029411807043038207,0.05565033514855327,0.054217806602693194,0.015251037352822848,0.019700521877996008,0.0373886645630754,0.0007072281893920554,0.9446601028563513
3.8000000000000003,0.029367013271491924,0.054603306536545215,0.053997397101253265,0.015246737583278113,0.018566307598166035,0.03613800227582153,0.0006997915764467304,0.9243199443386121
3.85,0.029321721190190393,0.05356482307505645,0.05377228390657784,0.015245488583193724,0.017498003954572953,0.03492800392913594,0.0006941648363711899,0.904698153969616
3.9000000000000004,0.029275934321849367,0.05253522630083621,0.053542518550235695,0.015245264734341145,0.01649279568712771,0.0337575153966094,0.000690028108086286,0.8857649155272815
3.95,0.02922965621928759,0.05151484222278185,0.053308156318063855,0.015244281589207787,0.015547912576318455,0.03262539887681372,0.0006870974186592951,0.8674913592806767
4.0,0.029182890464790494,0.05050398139358479,0.053069256129673156,0.015240978849779712,0.014660636310271199,0.03153053440830753,0.000685121521717963,0.8498495743658723
4.05,0.029135640669471392,0.049502939001412616,0.052825880414593435,0.015234003921449968,0.013828306360508903,0.030471821147658038,0.0006838789600614427,0.8328126149366691
4.1000000000000005,0.029087910472630676,0.048511994980852624,0.052578094985412466,0.015222196089926286,0.01304832494551685,0.029448178436179025,0.0006831753428440503,0.8163545008475155
4.15,0.029039703541113408,0.04753141414231205,0.05232596890825713,0.015204571357118394,0.012318161158186142,0.02845854667844628,0.0006828408269469024,0.8004502135612115
4.2,0.028991023568665696,0.046561446319043805,0.05206957437095877,0.015180307961509862,0.011635354329850564,0.02750188805326371,0.0006827277917085989,0.7850756879128216
4.25,0.028941874275290262,0.045602326530946376,0.051808986549238,0.015148732599354325,0.010997516700049517,0.026577187075602225,0.0006827086959936154,0.770207800303712
4.3,0.028892259406601516,0.044654275164269834,0.051544283471236435,0.01510930735507412,0.010402335457419563,0.025683451026097745,0.0006826741065814583,0.7558243538457718
4.3500000000000005,0.028842182733180496,0.04371749816634832,0.05127554588071519,0.01506161734237656,0.009847574213308922,0.02481971026295987,0.0006825308870158272,0.741904060925666
4.4,0.028791648049929973,0.04279218725447178,0.051002857099231094,0.015005359051738651,0.009331073965878997,0.023985018429588726,0.0006822005363239595,0.7284265236122991
