Q,J_1s_one_electron,J_2s_one_electron,J_3s_one_electron,J_2p_one_electron,J_3p_one_electron,J_4s_one_electron,J_total_K
2.6,0.043603764311047705,0.07704771757754977,0.02099814576188257,0.0839380394200154,0.011601952144478763,0.0008437430321262956,0.8573829477200514
2.6500000000000004,0.043500811828059684,0.07461215006532856,0.020880644731744415,0.0832307369982503,0.01056012755703473,0.0008425345862980804,0.8415749351682736
2.7,0.04339624707468975,0.07221881086741486,0.020730214232200492,0.08250645575033448,0.009649924074743079,0.0008402831281874205,0.8264691064272629
2.75,0.04329008833903596,0.06986904011447888,0.020546291893417102,0.08176582524891372,0.00885745602147863,0.0008367942342229346,0.8119873225504408
2.8000000000000003,0.0431823541073799,0.06756403773421699,0.02032911757950836,0.0810095000720159,0.008170029453756793,0.0008319464670656162,0.7980601424639123
2.85,0.043073063057168556,0.06530486702254479,0.02007957652928569,0.08023815703913352,0.0075760689883472435,0.0008256772165048153,0.7846260465993876
2.9000000000000004,0.04296223404993734,0.06309245849650123,0.019799063042462692,0.07945249247191045,0.007065044518617885,0.0008179707845481748,0.7716307039055208
2.95,0.04284988612418453,0.0609276139941631,0.019489362815658495,0.07865321949278409,0.006627398913882336,0.0008088483867216712,0.7590262846947324
3.0,0.04273603848820775,0.05881101098786999,0.01915255208720484,0.07784106537382296,0.006254477537853429,0.0007983597881124911,0.746770820384736
3.0500000000000003,0.042620710512913565,0.05674320707825252,0.018790911832900555,0.07701676894687394,0.005938460208429093,0.0007865763327376343,0.734827610112689
3.1,0.04250392172461102,0.054724644637900124,0.018406855356968538,0.07618107808500137,0.005672296045302014,0.0007735851592461555,0.723164673380026
3.1500000000000004,0.04238569179779991,0.052755655574969695,0.01800286773610767,0.07533474726407564,0.005449641508733665,0.0007594844255237345,0.7117542472801343
3.2,0.04226604054796423,0.050836466188591306,0.017581455693956666,0.07447853521226108,0.005264801817317721,0.0007443793901333955,0.7005723264286307
3.25,0.042144987924380484,0.04896720208954471,0.01714510660415988,0.07361320265406926,0.00511267584032275,0.0007283792202866154,0.6895982434228087
3.3000000000000003,0.04202255400295039,0.04714789316133991,0.01669625543934399,0.0727395101545953,0.004988704487455932,0.0007115944147043765,0.6788142874742804
3.35,0.04189875897906637,0.04537847853851304,0.016237258598383316,0.07185821606854455,0.0048888225623501085,0.0006941347457420822,0.6682053587630356
3.4000000000000004,0.04177362316051799,0.04365881158063043,0.015770373653774324,0.07097007459769349,0.004809414002935248,0.0006761076388951728,0.657758656032513
3.45,0.04164716696044644,0.041988664822163096,0.015297744163740747,0.07007583395951572,0.004747270399717353,0.0006576169196011083,0.6474633949677001
3.5,0.0415194108903536,0.040367734880037476,0.014821388789265555,0.06917623466884396,0.004699552659824731,0.0006387618673873937,0.6373105549587127
3.5500000000000003,0.04139037555317168,0.038795647302278094,0.014343194044338578,0.06827200793363665,0.00466375566878507,0.0006196365261229306,0.6272926519402301
3.6,0.04126008163639834,0.03727196134272237,0.013864910088305088,0.06736387416517395,0.004637675791935132,0.0006003292266158324,0.6174035351041219
3.6500000000000004,0.04112854990530199,0.03579617464830229,0.013388149042464064,0.06645254160232263,0.004619381051944684,0.000580922284237404,0.607638205401978
3.7,0.040995801196201186,0.03436772784684596,0.01291438537928239,0.0655387050488857,0.004607183817166957,0.0005614918397893883,0.5979926538807645
3.75,0.04086185640982133,0.03298600902474909,0.012444957992131937,0.06462304472248656,0.004599615836591937,0.0005421078165941897,0.5884637180244698
3.8000000000000003,0.04072673650473171,0.03165035808520034,0.011981073606742438,0.06370622521293182,0.004595405460404598,0.0005228339708862347,0.5790489544042537
3.85,0.04059046249086506,0.03036007097891237,0.011523811243042553,0.06278889454754728,0.004593456889989118,0.0005037280161066141,0.5697465260669651
3.9000000000000004,0.04045305542312176,0.029114403800509926,0.011074127478193214,0.06187168336058788,0.004592831307226763,0.00048484180473469155,0.5605551032152724
3.95,0.040314536395060135,0.027912576744859474,0.010632862298856871,0.060955204163482164,0.004592729739750029,0.00046622155389435135,0.5514737758508405
4.0,0.04017492653267411,0.026753777918687525,0.01020074536353531,0.06004005071238193,0.004592477526151016,0.0004479081032101687,0.5425019771642017
4.05,0.04003424698825927,0.025637167003831403,0.009778402524571359,0.05912679746924647,0.004591510252769336,0.00042993719530723764,0.5336394165607262
4.1000000000000005,0.03989251893436788,0.02456187876939413,0.009366362484545194,0.05821599915249465,0.004589361041424662,0.00041233977099353704,0.5248860213111238
4.15,0.03974976355785347,0.023527026430937924,0.00896506348367848,0.05730819037310446,0.0045856490751719605,0.00039514227257021175,0.5162418859071685
4.2,0.039606002054005274,0.02253170485564794,0.00857485993383548,0.05640388535192512,0.004580069256737134,0.00037836694991742135,0.5077072282888684
4.25,0.03946125562077259,0.021574993613133305,0.008196028931099377,0.05550357771388955,0.004572382901657678,0.0003620321650272334,0.4992823521883211
