Q,J_1s_one_electron,J_2s_one_electron,J_3s_one_electron,J_2p_one_electron,J_3p_one_electron,J_3d_one_electron,J_4s_one_electron,J_4p_one electron,J_1s(2),J_2s(2),J_2p(6),J_3s(2),J_3p(6),J_4s(1),J_3d(10),J_4p(2),J_total_Kr
0.5,0.024093422678972205,0.08743622141433789,0.21477686204986068,0.04446800462674481,0.13696051205091758,0.10250046458325626,0.41588780183415397,0.4412794725578639,0.04818684535794441,0.17487244282867578,0.26680802776046886,0.42955372409972137,0.8217630723055055,0.8317756036683079,1.0250046458325626,2.6476768353471836,6.245641197200371
0.55,0.024090317473791176,0.08728922395319916,0.21207072776169256,0.044467723578787074,0.1368922203679952,0.10249787211000692,0.37268055368207714,0.42091292860965474,0.04818063494758235,0.17457844790639832,0.2668063414727224,0.4241414555233851,0.8213533222079712,0.7453611073641543,1.0249787211000692,2.5254775716579285,6.030877602180212
0.6000000000000001,0.024086919049951187,0.08712873886208948,0.2091551256745677,0.04446734929650451,0.13680399992091827,0.10249390217632742,0.3310362794217572,0.3982477555225348,0.048173838099902375,0.17425747772417896,0.2668040957790271,0.4183102513491354,0.8208239995255096,0.6620725588435143,1.0249390217632741,2.3894865331352086,5.8048677762197505
0.65,0.024083227541961887,0.08695487572711226,0.20604160842338945,0.04446686351244843,0.13669268133160875,0.10248805651667749,0.29160146190063424,0.373812926753623,0.048166455083923775,0.17390975145422452,0.2668011810746906,0.4120832168467789,0.8201560879896526,0.5832029238012685,1.024880565166775,2.242877560521738,5.572077741939051
0.7000000000000001,0.024079242980928502,0.08676774592252283,0.20274216777891846,0.044466246888716816,0.13655500293909048,0.1024797327176479,0.25486181039130357,0.34817942019178205,0.048158485961857005,0.17353549184504566,0.2667974813323009,0.4054843355578369,0.8193300176345428,0.5097236207826071,1.024797327176479,2.0890765211506923,5.336903281441362
0.75,0.024074965310080486,0.08656746266395997,0.19926915041507123,0.044465479203226646,0.13638764589073007,0.10246821957728004,0.2211488592499668,0.32191585278832074,0.04814993062016097,0.17313492532791994,0.2667928752193599,0.39853830083014247,0.8183258753443805,0.4422977184999336,1.0246821957728005,1.9314951167299244,5.103416938344623
0.8,0.024070394405927304,0.08635414132421104,0.1956351791800991,0.044464539486397794,0.13618727004327122,0.10245269501122416,0.1906533353478106,0.2955536613651886,0.04814078881185461,0.17270828264842208,0.2667872369183868,0.3912703583601982,0.8171236202596273,0.3813066706956212,1.0245269501122416,1.7733219681911319,4.8751858759974835
0.8500000000000001,0.024065530102871054,0.0861278999366863,0.19185307963932757,0.04446340609880494,0.1359505503250946,0.10243222663825582,0.1634429969570964,0.26956302112716624,0.04813106020574211,0.1722557998733726,0.26678043659282963,0.38370615927865515,0.8157033019505675,0.3268859939141928,1.0243222663825582,1.6173781267629974,4.655163144960916
0.9,0.024060372219142354,0.08588885981051482,0.18793581148261287,0.044462056749849835,0.1356742130749339,0.10240577507387806,0.13948285055473666,0.24433897522221287,0.04812074443828471,0.17177771962102964,0.26677234049909904,0.37587162296522575,0.8140452784496035,0.27896570110947333,1.0240577507387807,1.4660338513332771,4.445645009154774
0.9500000000000001,0.024054920582140312,0.08563714618666891,0.1838964043187371,0.0444604684652013,0.13535507177849904,0.10237219986190263,0.11865599347375855,0.22019620137730733,0.048109841164280624,0.17127429237333783,0.2667628107912078,0.3677928086374742,0.8121304306709942,0.2373119869475171,1.0237219986190262,1.321177208263844,4.248281377467682
1.0,0.02404917505159445,0.08537288887479758,0.17974789738731928,0.04445861751581382,0.13499006158309848,0.1023302678841674,0.10078373286607958,0.19737038357483055,0.0480983501031889,0.17074577774959515,0.26675170509488294,0.35949579477463856,0.8099403694985909,0.20156746573215917,1.023302678841674,1.1842223014489832,4.064124443243713
1.05,0.024043135539370278,0.0850962228234873,0.17550328278055413,0.04445647932364919,0.1345762719809996,0.1022786640111878,0.0856440351069971,0.1760241309304099,0.048086271078740556,0.1701924456469746,0.26673887594189516,0.35100656556110826,0.8074576318859976,0.1712880702139942,1.0227866401118781,1.0561447855824593,3.893701286023048
1.1,0.024036802025161126,0.08480728859066769,0.17117545185829294,0.04445402835917928,0.13411097710705278,0.10221600369388531,0.07298772405563524,0.15625562480822444,0.04807360405032225,0.16961457718133538,0.2667241701550757,0.3423509037165859,0.8046658626423167,0.14597544811127047,1.022160036938853,0.9375337488493467,3.737098351645106
1.1500000000000001,0.024030174567707042,0.08450623269438749,0.16677714464095472,0.0444512380439938,0.1335916631830462,0.10214084714993203,0.06255214907471122,0.13810853807036658,0.048060349135414085,0.16901246538877499,0.26670742826396276,0.33355428928190944,0.8015499790982772,0.12510429814942245,1.0214084714993203,0.8286512284221994,3.594048509239281
1.2000000000000002,0.02402325331152867,0.0841932078361768,0.16232090206098268,0.04444808066907514,0.13301605274719383,0.1020517147681106,0.054072276525135424,0.12158215754409787,0.04804650662305734,0.1683864156723536,0.2666884840144509,0.32464180412196536,0.7980963164831629,0.10814455305027085,1.0205171476811061,0.7294929452645873,3.4640141729109537
1.25,0.024016038489443576,0.08386837299906029,0.15781902103566756,0.044444527336147864,0.13238212541993405,0.10194710333997864,0.04728932388314896,0.10664099263881575,0.04803207697888715,0.16773674599812058,0.26666716401688717,0.3156380420713351,0.7942927525196043,0.09457864776629792,1.0194710333997863,0.6398459558328945,3.346262418583813
1.3,0.024008530421337722,0.08353189342973666,0.15328351238727222,0.04444054792641973,0.13168813506698177,0.10182550272890795,0.04195716205572352,0.09322344145643721,0.048017060842675444,0.16706378685947332,0.2666432875585184,0.30656702477454445,0.7901288104018906,0.08391432411144704,1.0182550272890794,0.5593406487386232,3.2399299705762523
