Q,J_1s_one_electron,J_2s_one_electron,J_3s_one_electron,J_2p_one_electron,J_total_Mg
33.300000000000004,9.784031851688898e-05,7.127792810658124e-06,2.669351594082872e-07,1.2819974119685637e-07,0.0002112392914210919
33.35,9.706837982824935e-05,7.069107871723821e-06,2.647309673402127e-07,1.2676181273891685e-07,0.0002095650082110603
33.4,9.630341167017897e-05,7.010979602789755e-06,2.625477580159192e-07,1.2534191749338454e-07,0.00020790592956692962
33.45,9.554534350158209e-05,6.953402042738329e-06,2.603853058265135e-07,1.2393980560562066e-07,0.00020626190053392758
33.5,9.479410556829885e-05,6.896369301392866e-06,2.5824338786019946e-07,1.225552310088313e-07,0.0002046327679011568
33.550000000000004,9.404962889355882e-05,6.839875558591123e-06,2.5612178386687337e-07,1.2118795136172938e-07,0.000203018380180204
33.6,9.331184526856032e-05,6.7839150632720675e-06,2.5402027622323123e-07,1.1983772798730587e-07,0.00020141858758403509
33.65,9.258068724317103e-05,6.7284821325754674e-06,2.519386498983684e-07,1.1850432581268257e-07,0.00019983324200616582
33.7,9.185608811675055e-05,6.6735711509543e-06,2.4987669241987114e-07,1.171875133100323e-07,0.00019826219700010963
33.75,9.113798192909224e-05,6.619176569299707e-06,2.478341938403901e-07,1.1588706243854276e-07,0.00019670530775909594
33.800000000000004,9.042630345148187e-05,6.56529290407822e-06,2.4581094670468635e-07,1.1460274858740375e-07,0.00019516243109605395
33.85,8.972098817787362e-05,6.511914736481277e-06,2.4380674601714793e-07,1.1333435051980177e-07,0.0001936334254238629
33.9,8.902197231617919e-05,6.459036711586594e-06,2.418213892097628e-07,1.1208165031789841e-07,0.0001921181507358585
33.95,8.83291927796707e-05,6.406653537531424e-06,2.3985467611054827e-07,1.1084443332877829e-07,0.000190616468586598
34.0,8.76425871784949e-05,6.354759984697429e-06,2.3790640891242522e-07,1.0962248811134588e-07,0.00018912824207287758
34.050000000000004,8.696209381129619e-05,6.30335088490693e-06,2.3597639214253065e-07,1.0841560638415224e-07,0.0001876533358149962
34.1,8.628765165694934e-05,6.252421130630529e-06,2.340644326319665e-07,1.0722358297413825e-07,0.0001861916159382685
34.15,8.561920036639765e-05,6.2019656742057365e-06,2.321703394859702e-07,1.0604621576627228e-07,0.00018474295005477636
34.2,8.495668025459718e-05,6.151979527066602e-06,2.3029392405450826e-07,1.0488330565406903e-07,0.00018330720724536097
34.25,8.430003229256505e-05,6.102457758984107e-06,2.2843499990328278e-07,1.0373465649097204e-07,0.00018188425804185074
34.300000000000004,8.364919809952916e-05,6.0533954973171075e-06,2.265933827851424e-07,1.0260007504258216e-07,0.00018047397440951833
34.35,8.300411993518024e-05,6.004787926273818e-06,2.2476889061189884e-07,1.0147937093971934e-07,0.00017907622972977022
34.4,8.236474069202239e-05,5.956630286183494e-06,2.229613434265344e-07,1.0037235663229824e-07,0.00017769089878305863
34.45,8.173100388782263e-05,5.908917872778315e-06,2.2117056337579963e-07,9.927884734400631e-08,0.00017631785773201752
34.5,8.110285365815752e-05,5.861646036485248e-06,2.1939637468319456e-07,9.819866102776756e-08,0.0001749569841048185
34.550000000000004,8.048023474905436e-05,5.814810181727692e-06,2.176386036223267e-07,9.713161832197564e-08,0.0001736081567787406
34.6,7.986309250972822e-05,5.7684057662369e-06,2.1589707849064133e-07,9.60775425074867e-08,0.00017227125596395646
34.65,7.925137288541054e-05,5.722428300372849e-06,2.1417162958351567e-07,9.503625946535248e-08,0.00017094616318752594
34.7,7.86450224102704e-05,5.6768733464545775e-06,2.124620891687174e-07,9.400759763528421e-08,0.0001696327612775991
