Q,J_1s,J_2s,J_2p,J_total
11.15,7.626655518599932e-06,4.3789597322167517e-07,1.8779554509677887e-06,1.988501388557879e-05
11.200000000000001,7.406563044745729e-06,4.2452641096902073e-07,1.8204014382858417e-06,1.9302981788001184e-05
11.25,7.193468000058796e-06,4.1160979882190166e-07,1.7648157538777634e-06,1.873978710551692e-05
11.3,6.987128315942621e-06,3.9912930784702604e-07,1.711124055639899e-06,1.8194763358859094e-05
11.350000000000001,6.787310941309839e-06,3.8706878815847476e-07,1.6592550766009686e-06,1.7667269612138562e-05
11.4,6.593791484097536e-06,3.75412739410017e-07,1.6091404865834387e-06,1.7156689420181984e-05
11.450000000000001,6.406353867869193e-06,3.6414628265798843e-07,1.560714760591671e-06,1.6662429822237705e-05
11.5,6.224790002836159e-06,3.5325513352716604e-07,1.5139150535752812e-06,1.618392037987721e-05
11.55,6.048899470662155e-06,3.4272557661557245e-07,1.468681081235728e-06,1.5720612257026913e-05
11.600000000000001,5.878489222443933e-06,3.3254444107748403e-07,1.4249550065627352e-06,1.5271977340168305e-05
11.65,5.7133732892887935e-06,3.226990773270368e-07,1.3826813318044298e-06,1.483750739684052e-05
11.700000000000001,5.553372504936462e-06,3.131773348078086e-07,1.3418067955915138e-06,1.441671327067157e-05
11.75,5.398314239898124e-06,3.0396754077656363e-07,1.3022802749511676e-06,1.4009124111251711e-05
11.8,5.248032146609339e-06,2.950584800519937e-07,1.264052691960836e-06,1.3614286637244338e-05
11.850000000000001,5.102365915116824e-06,2.864393756818232e-07,1.227076924805776e-06,1.3231764431208846e-05
11.9,4.961161038840681e-06,2.78099870484008e-07,1.1913077230170195e-06,1.2861137264683418e-05
11.950000000000001,4.8242685899746656e-06,2.700300094200211e-07,1.1567016266785672e-06,1.2502000452146509e-05
12.0,4.691545004106966e-06,2.622202227603525e-07,1.1232168894040405e-06,1.2153964232542718e-05
12.05,4.562851873662693e-06,2.5466131000435726e-07,1.0908134048937253e-06,1.1816653177121552e-05
12.100000000000001,4.4380557497876e-06,2.473444245185143e-07,1.0594526368931549e-06,1.1489705622398539e-05
12.15,4.317027952309457e-06,2.40261058858953e-07,1.0290975523838652e-06,1.117277312710455e-05
12.200000000000001,4.199644387430064e-06,2.3340303074582928e-07,9.997125578460217e-07,1.0865519952043828e-05
12.25,4.08578537281648e-06,2.2676246965875548e-07,9.712634384411128e-07,1.0567622561832697e-05
12.3,3.975335469774786e-06,2.2033180402401944e-07,9.437172999708998e-07,1.027876914753941e-05
12.350000000000001,3.868183322204104e-06,2.1410374896579867e-07,9.170425134764363e-07,9.998659169292678e-06
12.4,3.764221502041917e-06,2.08071294594944e-07,8.912086623480686e-07,9.727002917969858e-06
12.450000000000001,3.6633463609247336e-06,2.022276948102243e-07,8.661864918241098e-07,9.463521095118137e-06
12.5,3.5654578878004756e-06,1.965664565881651e-07,8.419478607622515e-07,9.207944410301785e-06
12.55,3.470459572240524e-06,1.910813297387825e-07,8.18465695573768e-07,8.96001319510615e-06
12.600000000000001,3.3782582732107677e-06,1.8576629710564093e-07,7.957139462163e-07,8.719477033065417e-06
12.65,3.2887640930714555e-06,1.8061556518970988e-07,7.736675441463337e-07,8.486094404815e-06
12.700000000000001,3.201890256585949e-06,1.7562355517750495e-07,7.523023621375987e-07,8.259632347802105e-06
12.75,3.1175529947281785e-06,1.707848943549499e-07,7.315951758764055e-07,8.039866129919068e-06
12.8,3.0356714330877446e-06,1.6609440788929253e-07,7.1152362724946e-07,7.826578936452994e-06
12.850000000000001,2.956167484680617e-06,1.6154711096227423e-07,6.920661892440232e-07,7.6195615697738295e-06
12.9,2.8789657469816412e-06,1.5713820123855516e-07,6.732021323843039e-07,7.418612161209e-06
12.950000000000001,2.8039934030032052e-06,1.5286305165417544e-07,6.549114926318415e-07,7.223535894578445e-06
13.0,2.731180126252102e-06,1.4871720351056397e-07,6.371750406812662e-07,7.034144740887864e-06
13.05,2.6604579894038375e-06,1.4469635986029636e-07,6.199742525862432e-07,6.850257203700754e-06
13.100000000000001,2.5917613765407877e-06,1.4079637917147198e-07,6.032912816537e-07,6.67169807473192e-06
13.15,2.525026898807124e-06,1.3701326925819825e-07,5.8710893154748e-07,6.498298199225605e-06
13.200000000000001,2.4601933133399016e-06,1.3334318146527067e-07,5.714106305455128e-07,6.329894250701371e-06
13.25,2.3972014453417746e-06,1.2978240509570237e-07,5.561804068973515e-07,6.166328514669657e-06
13.3,2.3359941131665304e-06,1.2632736207028905e-07,5.414028652315292e-07,6.007448680936697e-06
13.350000000000001,2.2765160562943142e-06,1.2297460180891293e-07,5.270631639646991e-07,5.853107644135853e-06
13.4,2.218713866078579e-06,1.1972079632376648e-07,5.131469936668457e-07,5.703163312138382e-06
13.450000000000001,2.1625359191519365e-06,1.1656273551514274e-07,4.99640556339102e-07,5.557478422012363e-06
13.5,2.107932313382914e-06,1.1349732266087589e-07,4.865305455628215e-07,5.415920363213223e-06
