Q,J_1s_one_electron,J_2s_one_electron,J_3s_one_electron,J_2p_one_electron,J_3p_one_electron,J_3d_one_electron,J_4s_one_electron,J_1s(2),J_2s(2),J_2p(6),J_3s(2),J_3p(6),J_4s(2),J_3d(1),J_total_scandium
3.75,0.037735568305154205,0.027972448103225505,0.012163603084558801,0.0641685175846693,0.00535532759849132,0.010066053791774129,0.001053960843901866,0.07547113661030841,0.05594489620645101,0.38501110550801576,0.024327206169117602,0.03213196559094792,0.002107921687803732,0.010066053791774129,0.5850602855644186
3.8000000000000003,0.03763318958699501,0.027255683184898048,0.012008610430472775,0.06349305151217108,0.00522886790191275,0.009527861465054575,0.0010334001283104435,0.07526637917399003,0.054511366369796095,0.38095830907302647,0.02401722086094555,0.0313732074114765,0.002066800256620887,0.009527861465054575,0.5777211446109102
3.85,0.03752984831730822,0.02654893510298485,0.011842204992977164,0.06281258761281924,0.00512295168748342,0.009020245394840521,0.0010119601610358226,0.07505969663461644,0.0530978702059697,0.37687552567691546,0.02368440998595433,0.03073771012490052,0.002023920322071645,0.009020245394840521,0.5704993783452686
3.9000000000000004,0.03742555806807568,0.025852495466200692,0.011665147490549513,0.06212756956480492,0.005035016994845843,0.008541381003859767,0.0009897523667723672,0.07485111613615136,0.051704990932401385,0.3727654173888295,0.023330294981099026,0.030210101969075056,0.0019795047335447345,0.008541381003859767,0.5633828071449608
3.95,0.03732033246271684,0.02516663519577431,0.011478241390297102,0.0614384380092903,0.00496274002838531,0.008089556607461733,0.0009668860661400008,0.07464066492543368,0.05033327039154862,0.3686306280557418,0.022956482780594204,0.02977644017031186,0.0019337721322800017,0.008089556607461733,0.5563608150633719
4.0,0.03721418517250204,0.02449160460533732,0.011282318042730995,0.060745629776094975,0.004904017401068259,0.007663166320078291,0.0009434674429287855,0.07442837034500407,0.04898320921067464,0.3644737786565698,0.02256463608546199,0.02942410440640956,0.001886934885857571,0.007663166320078291,0.5494241999100559
4.05,0.03710712991302278,0.02382763353295849,0.011078223934078448,0.06004957715327851,0.004856949343282329,0.007260703396217209,0.0009195987382607891,0.07421425982604556,0.04765526706591698,0.360297462919671,0.022156447868156896,0.029141696059693974,0.0018391974765215782,0.007260703396217209,0.5425650346122232
4.1000000000000005,0.03699918044071687,0.023174931522733613,0.010866809830050395,0.05935070720085131,0.004819823870024565,0.0068807539824434945,0.0008953776377953009,0.07399836088143374,0.046349863045467225,0.35610424320510786,0.02173361966010079,0.028918943220147392,0.0017907552755906018,0.0068807539824434945,0.5357765392702911
4.15,0.03689035054944633,0.022533688053240575,0.010648921603964644,0.05864944110863769,0.004791101891128297,0.006521991257549738,0.0008708968224803915,0.07378070109889266,0.04506737610648115,0.3518966466518262,0.02129784320792929,0.02874661134676978,0.001741793644960783,0.006521991257549738,0.5290529633144095
4.2,0.03678065406712599,0.021904072810090103,0.010425392560146383,0.05794619359812148,0.004769403242351307,0.006183169938933424,0.0008462436572076894,0.07356130813425198,0.043808145620180206,0.3476771615887289,0.020850785120292765,0.02861641945410784,0.0016924873144153788,0.006183169938933424,0.5223894771709106
4.25,0.036670104852400874,0.02128623599974492,0.010197037080515592,0.05724137236792641,0.004753493609807145,0.005863121134065077,0.0008214999951162325,0.07334020970480175,0.04257247199948984,0.34344823420755843,0.020394074161031183,0.02852096165884287,0.001642999990232465,0.005863121134065077,0.5157820728560215
4.3,0.03655871679137053,0.020680308701741153,0.009964645438188787,0.05653537758241903,0.0047422723161776575,0.0055607475168268986,0.0007967420782678506,0.07311743358274106,0.041360617403482305,0.33921226549451416,0.019929290876377573,0.028453633897065945,0.0015934841565357011,0.0055607475168268986,0.5092274729275437
4.3500000000000005,0.03644650379435837,0.02008640325642588,0.009728979636759819,0.05582860140277278,0.0047347609341966265,0.00527501880941338,0.000772040518028019,0.07289300758871674,0.04017280651285176,0.33497160841663665,0.019457959273519638,0.028408565605179757,0.001544081036056038,0.00527501880941338,0.5027230472423739
