p,I_1s,I_2s,I_2p
9.450000000000001,0.024046073702719738,0.0016007611131747328,7.898315315802166e-05
9.5,0.02357007388384988,0.0015640202762518154,7.628189405452883e-05
9.55,0.023104083071699946,0.0015282206843510073,7.368405435687112e-05
9.600000000000001,0.022647891725246578,0.0014933362623170618,7.118524760397029e-05
9.65,0.022201294095934965,0.0014593416852964605,6.878129154679112e-05
9.700000000000001,0.021764088202413493,0.0014262123578543896,6.64681978028498e-05
9.75,0.021336075802320897,0.0013939243935486186,6.424216207641032e-05
9.8,0.020917062361377626,0.0013624545949625065,6.209955491121026e-05
9.850000000000001,0.020506857020020513,0.0013317804341981222,6.003691294467693e-05
9.9,0.020105272557804005,0.0013018800338289636,5.8050930634472705e-05
9.950000000000001,0.019712125355778886,0.0012727321483107933,5.613845243007216e-05
10.0,0.019327235357047487,0.001244316145848057,5.4296465363677115e-05
10.05,0.018950426025680523,0.0012166119907124845,5.252209203642356e-05
10.100000000000001,0.01858152430417152,0.0011896002260096082,5.081258397725728e-05
10.15,0.01822036056959232,0.0011632619568883713,4.916531535325037e-05
10.200000000000001,0.017866768588603667,0.0011375788341882165,4.757777701141822e-05
10.25,0.01752058547146526,0.0011125330385177864,4.604757083330367e-05
10.3,0.017181651625179564,0.0010881072647585587,4.45724043847054e-05
10.350000000000001,0.01684981070589622,0.0010642847069866751,4.3150085844008055e-05
10.4,0.016524909570694347,0.0010410490438057148,4.177851919355246e-05
10.450000000000001,0.016206798228852834,0.0010183844240829016,4.045569965940069e-05
10.5,0.015895329792711386,0.0009962754530810972,3.91797093857184e-05
10.55,0.015590360428217421,0.0009747071789786095,3.794871333084778e-05
10.600000000000001,0.015291749305248046,0.0009536650797688436,3.676095537284424e-05
10.65,0.014999358547789346,0.0009331350505316319,3.5614754613016234e-05
10.700000000000001,0.0147130531840497,0.0009131033910679927,3.450850186666315e-05
10.75,0.014432701096578257,0.000893556793890127,3.3440656330820636e-05
10.8,0.01415817297245374,0.0008744823325582878,3.240974241943832e-05
10.850000000000001,0.013889342253605054,0.0008558674503562995,3.1414346756945004e-05
10.9,0.013626085087318874,0.0008376999492974864,3.04531153216942e-05
10.950000000000001,0.013368280276986106,0.0008199679794527277,2.9524750731262695e-05
11.0,0.01311580923313471,0.0008026600285925921,2.8628009662034798e-05
11.05,0.012868555924791789,0.0007857649121354122,2.7761700395937676e-05
11.100000000000001,0.012626406831215142,0.0007692717633933326,2.6924680487590137e-05
11.15,0.012389250894030117,0.0007531700241084706,2.611585454552559e-05
11.200000000000001,0.012156979469804827,0.0007374494352713815,2.5334172121485218e-05
11.25,0.011929486283093623,0.0007221000282141981,2.45786257021247e-05
11.3,0.011706667379975668,0.0007071121159709253,2.3848248797811427e-05
11.350000000000001,0.011488421082112867,0.000692476284897427,2.3142114123434105e-05
11.4,0.011274647941349006,0.0006781833865439264,2.2459331866500704e-05
11.450000000000001,0.011065250694869211,0.000664224529772836,2.179904803799288e-05
11.5,0.010860134220936964,0.0006505910731149627,2.1160442901744763e-05
11.55,0.010659205495223706,0.0006372746173572488,2.0542729478319595e-05
11.600000000000001,0.01046237354774403,0.0006242669983553589,1.994515211958087e-05
11.65,0.010269549420407744,0.0006115602800646006,1.9366985150377986e-05
11.700000000000001,0.010080646125198347,0.0005991467477827607,1.8807531573936458e-05
11.75,0.009895578602985957,0.0005870189015986369,1.8266121837748746e-05
11.8,0.009714263682981124,0.0005751694500402102,1.7742112656923823e-05
11.850000000000001,0.009536620042834655,0.0005635913039164724,1.7234885892110376e-05
11.9,0.00936256816938745,0.0005522775703471812,1.6743847479290553e-05
11.950000000000001,0.009192030320072852,0.0005412215469748497,1.6268426408841648e-05
12.0,0.00902493048497315,0.0005304167163535223,1.580807375144465e-05
12.05,0.008861194349530912,0.0005198567405090266,1.5362261728524446e-05
12.100000000000001,0.008700749257914647,0.0005095354556653975,1.4930482825018937e-05
12.15,0.008543524177037706,0.0004994468671325146,1.451224894242787e-05
12.200000000000001,0.008389449661228126,0.0004895851443499998,1.4107090590149498e-05
12.25,0.008238457817547026,0.00047994461608258057,1.3714556113259685e-05
12.3,0.008090482271751862,0.00047051976576229507,1.3334210954962686e-05
12.350000000000001,0.007945458134900496,0.0004613052269730056,1.2965636952035778e-05
12.4,0.0078033219705916064,0.00045229577907285215,1.2608431661685458e-05
12.450000000000001,0.007664011762836156,0.00044348634295035484,1.226220771830206e-05
12.5,0.0075274668845543985,0.00043487197691008595,1.1926592218693722e-05
12.55,0.0073936280666923445,0.00042644787268384396,1.1601226134432614e-05
12.600000000000001,0.007262437367951383,0.00041820935156345636,1.1285763750034954e-05
12.65,0.007133838145124092,0.0004101518606514423,1.097987212575116e-05
12.700000000000001,0.007007775024029454,0.0004022709692258464,1.0683230583802028e-05
12.75,0.006884193871039867,0.0003945623652157069,1.039553021697035e-05
12.8,0.006763041765192585,0.0003870218517837069,1.011647341848786e-05
12.850000000000001,0.00664426697087757,0.000379645344012648,9.845773432236472e-06
12.9,0.0065278189110940235,0.0003724288656925325,9.583153922314233e-06
12.950000000000001,0.006413648141267243,0.00036536854620508743,9.328348561070011e-06
13.0,0.006301706323617598,0.00035846061750269655,9.081100634750436e-06
13.05,0.006191946202073221,0.00035170141117878335,8.84116266596018e-06
13.100000000000001,0.006084321577717939,0.0003450873556267982,8.608296052149572e-06
13.15,0.0059787872847658,0.00033861497328502093,8.38227071941176e-06
13.200000000000001,0.005875299167053665,0.0003322808779644877,8.162864790878464e-06
13.25,0.00577381405504313,0.0003260817722574859,7.94986426906732e-06
13.3,0.005674289743323058,0.0003200144450240374,7.743062731532287e-06
13.350000000000001,0.0055766849686041,0.00031407576895395843,7.542261039234256e-06
13.4,0.005480959388196442,0.0003082626982021598,7.34726705704668e-06
13.450000000000001,0.005387073558962032,0.00030257226609483554,7.157895385861435e-06
13.5,0.005294988916732758,0.0002970015829043681,6.973967105774871e-06
13.55,0.0052046677561857855,0.00029154783369080565,6.795309529857902e-06
13.600000000000001,0.005116073211167607,0.00028620827620780124,6.621755968045875e-06
13.65,0.005029169235458146,0.0002809802388710334,6.4531455006967926e-06
13.700000000000001,0.004943920583966438,0.0002758611187871206,6.289322761394794e-06
13.75,0.0048602927943496915,0.0002708483798411972,6.130137728592077e-06
13.8,0.0047782521690470535,0.0002659395508412712,5.975445525700389e-06
13.850000000000001,0.0046977657577200885,0.0002611322237176156,5.825106229267507e-06
13.9,0.004618801340091727,0.00025642405177549676,5.678984684884058e-06
13.950000000000001,0.004541327409175501,0.0002518127479995454,5.536950330483922e-06
14.0,0.004465313154887266,0.00024729608340821093,5.398877026726502e-06
14.05,0.0043907284480313525,0.0002428718854566922,5.264642894145898e-06
14.100000000000001,0.004317543824653496,0.00023853803648689356,5.134130156782436e-06
14.15,0.004245730470752691,0.00023429247222291055,5.0072249920195285e-06
14.200000000000001,0.0041752602073446615,0.00023013318031065124,4.8838173863565025e-06
14.25,0.004106105475869163,0.00022605819890023584,4.763800996869736e-06
14.3,0.0040382393239340245,0.0002220656152698396,4.647073018119439e-06
14.350000000000001,0.003971635391388562,0.00021815356448970065,4.5335340542691345e-06
14.4,0.003906267896719286,0.00021432022812506687,4.4230879962037675e-06
14.450000000000001,0.00384211162376078,0.00021056383297687924,4.315641903429804e-06
14.5,0.003779141908715078,0.00020688264985902128,4.211105890564004e-06
14.55,0.0037173346274725263,0.0002032749924110184,4.10939301821337e-06
14.600000000000001,0.0036566661832276143,0.00019973921594510793,4.0104191880663975e-06
14.65,0.003597113494383172,0.00019627371632661641,3.914103042023199e-06
14.700000000000001,0.0035386539827365147,0.00019287692888661945,3.820365865190456e-06
14.75,0.003481265561941265,0.00018954732736592772,3.729131492589093e-06
14.8,0.003424926626238556,0.00018628342288939712,3.6403262194182187e-06
14.850000000000001,0.003369616039451689,0.00018308376296968362,3.553878714731835e-06
14.9,0.003315313124238136,0.00017994693053951022,3.4697199383842007e-06
14.950000000000001,0.003261997651593099,0.0001768715430116201,3.3877830611177573e-06
15.0,0.003209649830598977,0.00017385625136553273,3.3080033876586376e-06
15.05,0.0031582502984149156,0.00017089973926031398,3.2303182827044598e-06
15.100000000000001,0.003107780110501189,0.00016800072217257965,3.1546670996829625e-06
15.15,0.00305822073107278,0.00016515794655895993,3.080991112170827e-06
15.200000000000001,0.0030095540237770344,0.00016237018904226587,3.0092334478687024e-06
15.25,0.002961762242590093,0.00015963625562070015,2.939339025027351e-06
15.3,0.0029148280229271783,0.00015695498089935567,2.8712544912253744e-06
15.350000000000001,0.0028687343729615865,0.0001543252273433815,2.8049281644112245e-06
15.4,0.002823464665147692,0.00015174588455212843,2.740309976113194e-06
15.450000000000001,0.0027790026279430396,0.00014921586855368754,2.67735141673499e-06
15.5,0.0027353323377250823,0.00014673412111916614,2.6160054828535456e-06
15.55,0.002692438210897775,0.00014429960909615047,2.556226626440941e-06
15.600000000000001,0.0026503049961837696,0.00014191132376076537,2.497970705935195e-06
15.65,0.0026089177670976568,0.00013956828018777548,2.441194939084078e-06
15.700000000000001,0.0025682619145962183,0.00013726951663820648,2.385857857500879e-06
15.75,0.002528323139901266,0.00013501409396394844,2.33191926285596e-06
15.8,0.0024890874474912416,0.00013280109502885866,2.2793401846468714e-06
15.850000000000001,0.0024505411382573683,0.0001306296241458591,2.228082839483922e-06
15.9,0.0024126708028206134,0.00012849880652956357,2.1781105918344155e-06
15.950000000000001,0.002375463315005553,0.00012640778776398402,2.1293879161658746e-06
16.0,0.002338905825467505,0.0001243557332848587,2.0818803604385554e-06
16.05,0.0023029857554691855,0.0001223418278761856,2.0355545108933906e-06
16.1,0.0022676907908034368,0.0001203652751805346,1.990377958086977e-06
16.150000000000002,0.0022330088758584685,0.00011842529722274893,1.9463192641248373e-06
16.2,0.002198928207822256,0.0001165211339466273,1.903347931049547e-06
16.25,0.002165437231022792,0.0001146520427642267,1.8614343703383073e-06
16.3,0.0021325246314009075,0.0001128172981173947,1.8205498734686328e-06
16.35,0.002100179331112559,0.00011101619105121538,1.7806665835129782e-06
16.400000000000002,0.0020683904832573866,0.00010924802879897036,1.74175746772138e-06
16.45,0.002037147466730683,0.00010751213437833448,1.7037962910583848e-06
16.5,0.002006439881195622,0.00010580784619843889,1.6667575906546588e-06
16.55,0.0019762575421730802,0.00010413451767752466,1.63061665114431e-06
16.6,0.0019465904762460682,0.00010249151687084142,1.5953494808494876e-06
16.650000000000002,0.0019174289163761131,0.00010087822610853789,1.5609327887854914e-06
16.7,0.0018887632973288936,9.929404164323263e-05,1.5273439624525367e-06
16.75,0.0018605842512065128,9.773837330698572e-05,1.49456104638938e-06
16.8,0.0018328826030838366,9.621064417742553e-05,1.462562721455699e-06
16.85,0.001805649366746432,9.471029025274059e-05,1.4313282848208396e-06
16.900000000000002,0.001778875740527626,9.323676013530188e-05,1.4008376306315695e-06
16.95,0.0017525531032423765,9.178951472367618e-05,1.3710712313325346e-06
17.0,0.0017266730102155593,9.036802691276093e-05,1.3420101196196258e-06
17.05,0.0017012271894024534,8.897178130185526e-05,1.3136358709982926e-06
17.1,0.0016762075375992163,8.760027391039945e-05,1.285930586929626e-06
17.150000000000002,0.0016516061167411679,8.625301190120232e-05,1.258876878539659e-06
17.2,0.0016274151502867853,8.492951331091223e-05,1.2324578508741253e-06
17.25,0.0016036270196853521,8.362930678756339e-05,1.2066570876758394e-06
17.3,0.001580234260926296,8.235193133495832e-05,1.1814586366717684e-06
17.35,0.001557229561168177,8.109693606374798e-05,1.1568469953424677e-06
