Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(6),J_4f5/2(6),J_4f7/2(8),J_5s1/2(2),J_5p1/2(2),J_5p3/2(4),J_5d3/2(4),J_5d5/2(6),J_5f5/2(6),J_5f7/2(8),J_6s1/2(2),J_6p1/2(2),J_6p3/2(4),J_6d3/2(4),J_6d5/2(6),J_7s1/2(2),J_7p1/2(1),J_total_Nh_relativistic
0.5,0.004974333503770291,0.018949649578813385,0.008694828188567835,0.011992130906354379,0.04224055404762884,0.02418562126083504,0.029350498878198874,0.018659939824551438,0.019668268304226955,0.0802186933803289,0.050222251173055295,0.05932606885380055,0.04293488074127149,0.04472937565527995,0.033226609201666944,0.03388443230515237,0.14636233248074573,0.09816034676632118,0.1168559717659314,0.09270836166472189,0.09697416786586027,0.09058499936621715,0.09284877112224357,0.27933729253207834,0.21571590663968918,0.2713714087800623,0.28024820379675247,0.3112813403363152,0.31179585156884965,0.4024017948679651,11.250561169752476
0.55,0.004974293970163323,0.01894808917870035,0.008694828004725711,0.011992130502476769,0.04222109632452902,0.024185609141697994,0.029350467436093635,0.018659939815548837,0.019668268291975256,0.08006578468312259,0.05022176345915135,0.059324937381179076,0.04293487829845526,0.04472937243778892,0.03322660919574993,0.033884432298229315,0.1453257494655454,0.09814577424505289,0.11682129575602501,0.09270782428429229,0.09697343092619334,0.0905849281793503,0.09284867857198192,0.27101446852953814,0.21505858101898973,0.2694084829611277,0.27869435310786994,0.30793438251802735,0.24683519197675086,0.3250130842395682,10.988539618663976
0.6000000000000001,0.004974250672012487,0.018946380336229845,0.00869482777901326,0.011992129972526721,0.0421997963411017,0.024185593243824518,0.02935042619701913,0.018659939801421728,0.019668268272749225,0.07989866368730339,0.05022112443659336,0.05932345579318308,0.042934874471234834,0.044729367397724755,0.033226609184682024,0.03388443228528089,0.14419932562868656,0.09812676769414132,0.1167761879253554,0.09270698917261734,0.09697228688717316,0.09058479830573281,0.09284851008622944,0.26220242791098447,0.21422207930445028,0.26696002154865345,0.27661343325855503,0.30368241850932703,0.193637387209526,0.2593321635491753,10.75066527491559
0.65,0.0049742036094709225,0.0189445230969727,0.00869482750479125,0.011992129292637205,0.042176657051143464,0.02418557285395866,0.029350373315077036,0.01865993978006135,0.019668268243679166,0.07971742508727689,0.05022030591892087,0.05932155931736195,0.04293486869458895,0.044729359791875686,0.03322660916502182,0.03388443226228278,0.14298540111373106,0.09810254326248176,0.11671886164529112,0.09270573979428769,0.09697057727684247,0.09058457375358858,0.09284821944523494,0.25297168002816495,0.21318403528847313,0.26398640812552865,0.2739458311660395,0.2985060775871654,0.15133521476675327,0.20496887389108512,10.534390506148037
0.7000000000000001,0.00497415278270508,0.01894251751045246,0.008694827174845213,0.011992128436877105,0.042151681662275946,0.02418554719791807,0.029350306787898284,0.018659939748766726,0.019668268201089776,0.07952217143221658,0.050219277446196114,0.059319178118341996,0.042934860247558077,0.044729348672286375,0.03322660913160098,0.03388443222319238,0.1416864847270043,0.09807226869973111,0.1166474404235721,0.09270393025322589,0.09696810418842434,0.09058420293791752,0.092847740669577,0.2433941083072651,0.21192356664645462,0.26045774136986377,0.27065015165823286,0.29242333080100075,0.11865923262256164,0.16083035693320832,10.336001304265883
0.75,0.004974098191894722,0.018940363630142912,0.008694826781385988,0.011992127377254046,0.042124873635192205,0.02418551544086662,0.029350224457646634,0.018659939704143643,0.019668268140362835,0.07931301303262263,0.05021800632854013,0.05931623743644866,0.04293484822785767,0.04472933285309168,0.03322660907689879,0.03388443215921858,0.14030524571365724,0.0980350679330263,0.11655997254239707,0.09270138169137596,0.09696462565587953,0.09058361447534398,0.09284698284598424,0.23354208072555005,0.2104217934283576,0.25635485853361323,0.2667046381014942,0.28548351686853374,0.09415828271409699,0.12552515735014208,10.15143552721202
0.8,0.004974039837232915,0.018938061513465373,0.008694826316050267,0.011992126083717438,0.042096236682843985,0.024185476687608298,0.02935012401209981,0.01865993964199599,0.019668268055789643,0.07909006785997574,0.05021645769281824,0.05931265773594519,0.042934831524974154,0.04472931087542346,0.033226608990265485,0.03388443205791536,0.1388445050619885,0.09799002587088976,0.11645444621821621,0.09269787882641009,0.09695985128479967,0.09058271257264897,0.09284582452376373,0.22348758880284908,0.2086622953192462,0.251669909772048,0.26210691323395935,0.2777600357939914,0.07636171530788764,0.09761940967845446,9.976820089872579
0.8500000000000001,0.004973977718926037,0.01893561122178583,0.008694825769901215,0.011992124524161752,0.04206577476957026,0.02418542998290227,0.029350002985807512,0.018659939557209626,0.01966826794041328,0.07885346143961484,0.050214594532400125,0.059308354862560544,0.04293480879185549,0.044729280970548034,0.033226608856974094,0.033884431902075844,0.137307226375308,0.09793619340564941,0.11632880515634027,0.09269316669984103,0.0969534382387525,0.0905813721224112,0.09284410784053342,0.21330142875352204,0.20663149815721005,0.2464064953641943,0.2568724412539737,0.26934294305077516,0.06388696372243974,0.07577823510246598,9.808776548604822
0.9,0.004973911837193767,0.01893301282041184,0.008694825133429113,0.011992122664430008,0.04203349211016725,0.024185374311798954,0.02934985876132566,0.018659939443628815,0.01966826778586094,0.0786033267369755,0.050212377759914675,0.059303240209959786,0.042934778415314324,0.04472924102140007,0.033226608657080416,0.033884431668403235,0.13569650635224445,0.09787259258475242,0.11618096437178628,0.09268694770368034,0.09694498767500224,0.09057943364245485,0.09284163256189282,0.2030524368806931,0.20431898285689765,0.24057939724269575,0.25103214808040614,0.2603322316364922,0.05550187206269004,0.058829880864344375,9.644558027683704
0.9500000000000001,0.004973842192269089,0.018930266378589265,0.008694824396552047,0.011992120468317498,0.04199939316890025,0.024185308599996964,0.0293496885705261,0.018659939293925423,0.019668267582166405,0.07833980403733408,0.050209766262915526,0.05929722089479158,0.042934738485267146,0.04472918852268601,0.03322660836407042,0.0338844313259347,0.13401556491777683,0.09779822192061696,0.11600882614737229,0.09267887894938327,0.09693404171562231,0.09057669821279171,0.09283815023636119,0.19280678953258598,0.2017177125891938,0.23421395153136126,0.2446295978650144,0.25083220229389097,0.0501529472381462,0.04578327358371767,9.482074697523043
