Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(4),J_4f5/2(6),J_4f7/2(8),J_5s1/2(2),J_5p1/2(2),J_5p3/2(4),J_5d3/2(4),J_5d5/2(6),J_6s1/2(2),J_6p1/2(2),J_6p3/2(1),J_total_Bi_relativistic
20.55,0.007476353410581603,0.006589572337707359,0.011552513611186801,0.011968949513086356,0.004550670830332517,0.0022626151265308196,0.002025175400707594,0.008319977544803625,0.007901160527211605,0.0013243604613949946,0.0011820593296688992,0.0007883109851865543,0.0019449257636081035,0.0019027201358303378,0.0006899627651745983,0.0006429576692757532,0.00029265882875252234,0.000286101900132152,0.00017860300940439973,0.0002462633035946336,0.00023646004587857,3.66676469143576e-05,2.1975666091161342e-05,1.0311549371798704e-05,0.24257571412829992
20.6,0.0074711603768834855,0.006544469512535512,0.011531341656337245,0.011939891932349306,0.004535962505452232,0.002242506071325477,0.002015996979875765,0.008262155092298978,0.007843478232174883,0.0013234144467005268,0.001166165321687727,0.0007782965315007753,0.0019366038701539548,0.001893543004483071,0.0006799417268132994,0.000633491665563708,0.0002926076246313673,0.00028219894751140294,0.0001760912612545966,0.0002453820285722471,0.00023547196279477341,3.666384883176538e-05,2.1675732365919504e-05,1.0164822538443987e-05,0.24130671057719205
20.650000000000002,0.007465959970210569,0.006499612338109729,0.011510135189054265,0.01191081372222507,0.004521119406314797,0.002222783463392856,0.0020070842932503954,0.008204654582759456,0.007786141190063981,0.0013224124447077277,0.0011504917759117509,0.0007684823518361968,0.0019282490455728434,0.001884345087283344,0.0006700718473317582,0.0006241702764873893,0.0002925483535550928,0.00027834514391475885,0.00017362637691903949,0.000244493679519258,0.0002344784471106715,3.6659223501333735e-05,2.1379522096986097e-05,1.002083726809824e-05,0.24004611234977455
20.700000000000003,0.007460752221807579,0.006455000430327207,0.011488894678751586,0.011881715601099121,0.004506143746617334,0.0022034419556512556,0.001998431916658476,0.008147475617690256,0.007729148694898193,0.0013213536750687322,0.0011350371188260685,0.0007588657206159575,0.001919862617630063,0.0018751277148098965,0.0006603507954092855,0.0006149912430290036,0.0002924805453575789,0.0002745402731267532,0.000171207791741659,0.00024359843663334597,0.00023347968574607633,3.665370196784974e-05,2.1087015005923235e-05,9.879546158229017e-06,0.2387938523688622
20.75,0.007455537162922062,0.006410633395213384,0.01146762059478901,0.011852598285251455,0.004491037753728726,0.0021844762423255306,0.0019900344945250623,0.008090617773098968,0.007672500016563219,0.00132023741886129,0.0011197997536723317,0.0007494439225501446,0.0019114459017887816,0.001865892201106103,0.0006507762758352196,0.0006059523416511948,0.0002924037525664228,0.00027078410917523785,0.0001688349407751428,0.0002426964795891487,0.00023247586420450944,3.664721841377271e-05,2.0798185516458044e-05,9.740888318485073e-06,0.2375498641324656
20.8,0.007450314824804028,0.006366510829044296,0.011446313406440022,0.011823462488814473,0.004475803667548234,0.0021658810591880075,0.0019818867395787892,0.008034080599968862,0.007616194401321008,0.0013190630169566022,0.001104778061614584,0.0007402142533577833,0.0019030002009500664,0.0018566398435511209,0.000641346028960881,0.0005970513837493334,0.0002923175498596473,0.00026707641669102434,0.00016650725902305597,0.0002417879874544156,0.0002314671665172677,3.663971008255542e-05,2.0513010342049433e-05,9.604810278860367e-06,0.23631408174410706
20.85,0.007445085238705594,0.006322632318468609,0.011424973582859675,0.011794308923731473,0.004460443739389765,0.002147651183783631,0.001973983432545262,0.007977863624728413,0.007560231072314681,0.0013178298684106918,0.0010899704028803892,0.0007311740204612685,0.00189452680520929,0.0018473719227447992,0.0006320578301593244,0.0005882862151117917,0.0002922215335291387,0.0002634169512608723,0.00016422418167398744,0.00024087313860960013,0.00023045377519039835,3.6631117211304345e-05,2.0231474018468625e-05,9.471281662245395e-06,0.23508643993388528
20.900000000000002,0.007439848435880629,0.006278997440629277,0.011403601593052712,0.011765138299715733,0.0044449602308914826,0.0021297814356396254,0.0019663194218287406,0.007921966349716938,0.007504609230068438,0.0013165374288794053,0.001075375117877431,0.000722320543653807,0.0018860269916283806,0.00183808970240584,0.0006229094892927806,0.0005796547153880929,0.0002921153209509102,0.0002598054597738337,0.00016198514432786207,0.00023995211067095505,0.00022943587115480834,3.662138296886367e-05,1.9953568295336764e-05,9.340294268069222e-06,0.2338668740507527
20.950000000000003,0.007434604447584393,0.006235605763284829,0.011382197905841948,0.011735951324210202,0.004429355412950492,0.002112266676459997,0.001958889623182531,0.007866388253646354,0.007449328052982476,0.0013151852090571342,0.001060990528285815,0.0007136511557404561,0.0018775020240234161,0.0018287944292827427,0.0006138988501877061,0.0005711547975648435,0.00029199855006227537,0.0002562416807609736,0.00015978958321456572,0.00023902508041716638,0.00022841363371963678,3.6610453390516025e-05,1.9679285709119472e-05,9.211845224753107e-06,0.23265532002729267
21.0,0.007429353305073188,0.006192456844930291,0.01136076298983693,0.011706748702347794,0.00441363156468232,0.0020951018103051826,0.001951689019368492,0.007811128792058998,0.007394386697822869,0.0013137727731393166,0.0010468149381262914,0.000705163203153326,0.0018689531527670592,0.0018194873330770597,0.0006050237901173461,0.0005627844074493454,0.0002918708788460086,0.0002527253447284881,0.00015763693540502894,0.00023809222371944558,0.00022738724052879657,3.659827730211574e-05,1.9408611870137908e-05,9.08591625451107e-06,0.23145171433808687
21.05,0.007424095039603997,0.006149550234917688,0.011339297313402824,0.011677531136912271,0.00439779097240488,0.0020782817837571295,0.001944712659806052,0.0077561873977814505,0.00733978430020637,0.0013122997373087649,0.001032846634804622,0.0006968540465415082,0.001860381614605346,0.0018101696263785078,0.0005962822192917159,0.0005545415231607878,0.0002917319848215599,0.00024925617448424265,0.0001555266390149161,0.00023715371547488893,0.00022635686752040717,3.658480623450131e-05,1.9141521983912245e-05,8.962463759201512e-06,0.2302559939774215
21.1,0.007418829682434137,0.006106885473576189,0.011317801344629615,0.011648299328299748,0.0043818359286466576,0.0020618015860701384,0.0019379556602111335,0.00770156348137439,0.007285519975080179,0.0013107657682458467,0.0010190838901323446,0.000688721061336299,0.001851788632488362,0.001800842504611502,0.0005876720803549215,0.0005464241546289318,0.0002915815645433826,0.00024583388545776824,0.0001534581334010705,0.00023620972954288956,0.00022532268888882242,3.656999433802975e-05,1.8877984195803593e-05,8.841426674595575e-06,0.22906809646847404
21.150000000000002,0.0074135572648209025,0.006064462092331809,0.011296275551301522,0.01161905397448077,0.0043657687311788075,0.0020456562493077336,0.0019314132022253605,0.007647256431578353,0.007231592817196565,0.0013091705816625295,0.0010055249613241555,0.0006807616382922607,0.0018431754154143339,0.001791507145992667,0.0005791913478897158,0.0005384303431001798,0.0002914193331064256,0.00024245818601374605,0.0001514308593508587,0.00023526043868447508,0.00022428487704910432,3.6553798309873346e-05,1.8617967572961065e-05,8.722746566543016e-06,0.22788795989410288
21.200000000000003,0.007408277818021214,0.006022279613826705,0.0112747204008667,0.011589795770963,0.0043495916820708745,0.0020298408484658755,0.0019250805330359349,0.007593265615755444,0.007178001901582408,0.0013075139408602807,0.0009921680919721795,0.0006729731840046767,0.0018345431582866914,0.0017821647114989203,0.0005708380279292147,0.0005305581606509453,0.0002912450236588321,0.00023912877775902842,0.00014944425926456122,0.00023430601450459071,0.00022324360260399508,3.653617734002029e-05,1.836144926586742e-05,8.60638603934932e-06,0.2267155229244089
21.25,0.007402991373291268,0.005980337552038042,0.011253136360407215,0.011560525410754507,0.004333307086769843,0.002014350501582803,0.0019189529649865475,0.007539590380326929,0.007124746284003607,0.001305795655311802,0.000979011512997373,0.0006653531214039412,0.001825893041783662,0.0017728163448457138,0.0005626101574756806,0.0005228057097082291,0.0002910583869218813,0.00023584535584324334,0.00014749777733094922,0.00023334662739744855,0.0002221990343135287,3.651709306949037e-05,1.8108415894870948e-05,8.492332828003841e-06,0.22555072481851662
21.3,0.007397697961886184,0.005938635412396416,0.011231523896609271,0.011531243584327626,0.004316917253202215,0.00199918036983579,0.0019130258751796866,0.007486230051206678,0.007071825001424328,0.0013040155792665613,0.0009660534435783189,0.0006578988902274152,0.0018172262322399637,0.0017634631724750389,0.0005545058040262857,0.0005151711225773064,0.0002908591907172013,0.00023260760925303384,0.00014559085969618498,0.0002323824464950486,0.00022115133906732632,3.6496509544863115e-05,1.7858858124612568e-05,8.380586831435234e-06,0.2243935053957271
21.35,0.0073923976150596605,0.005897172691903852,0.011209883475733722,0.01150195097958344,0.004300424490898839,0.001984325657625116,0.0019072947050707062,0.007433183934230481,0.007019237072461158,0.001302173610380069,0.0009532920920576911,0.0006506079474692882,0.0018085438815401897,0.001754106303552815,0.0005465230651057777,0.0005076525609764436,0.0002906472195012752,0.000229415221099992,0.0001437229546261837,0.0002314136396188538,0.00022010068185939554,3.647439315435543e-05,1.7612762027599157e-05,8.27113893583374e-06,0.22324380499206312
21.400000000000002,0.00738709036406362,0.005855948879251321,0.011188215563586835,0.011472648281816836,0.0042838311101421524,0.0019697816126455136,0.001901754960053995,0.007380451315581147,0.00696698149783205,0.0013002696883668344,0.000940725656826641,0.0006434777678089564,0.0017998471270234653,0.0017447468299752788,0.000538660067805951,0.0005002482155785442,0.00029042227390725715,0.00022626786890234091,0.0001418935126625689,0.00023044037323444852,0.00021904722576504676,3.6450712542885065e-05,1.73701030475786e-05,8.163955905108913e-06,0.22210156442809503
21.450000000000003,0.007381776240147866,0.005814963454935807,0.011166520625491344,0.011443336173682142,0.004267139421135583,0.0019555435259453937,0.0018964022090415958,0.007328031462209408,0.006915057260800137,0.0012983037936769237,0.0009283523271873906,0.0006365058440184432,0.001791137091398991,0.0017353858263840188,0.0005309149683318476,0.0004929563055596416,0.00029018417029410664,0.00022316522486042715,0.00014010198677235865,0.00022946281240893761,0.00021799113191949744,3.6425438519242516e-05,1.7130846673896344e-05,8.05898138130373e-06,0.220966725006335
21.5,0.007376455274559731,0.0057742158913769055,0.01114479912625776,0.01141401533515938,0.004250351733194774,0.0019416067319741144,0.0018912320840346086,0.007275923622250606,0.006863463327612386,0.0012962759461960275,0.0009161702841943072,0.0006296896873493685,0.001782414882672082,0.0017260243501892984,0.0005232859515545991,0.00048577507815414725,0.0002899327403030472,0.00022010695612608298,0.00013834783249152004,0.00022848112077089618,0.00021693255949788428,3.639854397674021e-05,1.6894955487632816e-05,7.956152231315708e-06,0.2198392285367976
21.55,0.007371127498543737,0.005733705653032923,0.011123051530155957,0.011384686443521072,0.004233470353960359,0.0019279666086175669,0.0018862402796877042,0.007224127025437112,0.006812198647933062,0.0012941862039689371,0.0009041777014737348,0.0006230268278999676,0.0017736815940803275,0.001716663441601321,0.0005157712305708229,0.00047870280821676084,0.0002896678304213465,0.0002170927250659172,0.0001366305080625304,0.00022749546047282445,0.00021587166569665895,3.6370003842698125e-05,1.6662398016212827e-05,7.855419425301641e-06,0.21871901737081556
21.6,0.007365792943341246,0.005693432196516521,0.011101278300887042,0.011355350173299653,0.0042164975886319666,0.0019146185772223655,0.0018814225528670785,0.007172640883506531,0.0067612621552720666,0.0012920346619463144,0.0008923727460228776,0.0006165148149626634,0.0017649383040395092,0.0017073041236691155,0.0005083690462684965,0.00047173779779096194,0.00028938930155341335,0.0002141221895185993,0.00013494947456609038,0.0002265059921561944,0.0002148086057165543,3.6339795054382416e-05,1.643315361212303e-05,7.756759845110346e-06,0.21760603441793472
21.650000000000002,0.007360451640190114,0.005653394970709831,0.011079479901555483,0.01132600719625546,0.004199435739223171,0.0019015581026088889,0.0018767747222021539,0.007121464390605595,0.006710652767408088,0.0012898214507546303,0.0008807535789880042,0.0006101512173526714,0.0017561860760989148,0.0016979474023267017,0.0005010776668992123,0.0004648783756839818,0.00028909702859919846,0.00021119500304619542,0.0001333041960471293,0.0002255128749191919,0.00021374353274735582,3.6307896540641554e-05,1.6207210123189087e-05,7.660171458777475e-06,0.21650022313182196
21.700000000000003,0.007355103620324353,0.005613593416879089,0.011057656794641525,0.0112966581813453,0.004182287103837076,0.0018887806930734524,0.0018722926676313439,0.007070596723689792,0.0066603693868065965,0.0012875467354891373,0.0008693183564222739,0.000603933623718126,0.0017474259589057056,0.001688594266446235,0.0004938953876567402,0.0004581228970481746,0.0002887909000398837,0.0002083108151796238,0.00013169413963524905,0.00022451626628714537,0.00021267659795459341,3.627428918234475e-05,1.5984555769177666e-05,7.565655075801236e-06,0.21540152747117275
21.75,0.007349748914973782,0.0055740269687887456,0.011035809441973878,0.01126730379469159,0.004165053975962237,0.001876281900379871,0.001867972329942182,0.007020037042918705,0.006610410901032702,0.001285210714529734,0.0008580652300234686,0.0005978596428322028,0.0017386589861780005,0.001679245687897819,0.00048682053026180745,0.0004514697429686964,0.00028847081753083847,0.0002054692716582965,0.0001301187756597474,0.0002235163221854442,0.00021160795046805685,3.623895573660811e-05,1.5765170375635162e-05,7.473194425458538e-06,0.21430989185763494
21.8,0.007344387555363692,0.005534695052815058,0.011013938304702669,0.01123794469955208,0.004147738643788622,0.0018640573197406653,0.001863809710306109,0.006969784492047029,0.0065607761831588405,0.0012828136183795618,0.0008469923478519199,0.0005919269038677002,0.0017298861766863417,0.0016699026216156878,0.00047985144255301403,0.0004449173200574018,0.00028813669550181763,0.00020267001466401692,0.00012857757775935948,0.00022251319691461293,0.00021053773737187377,3.6201880733549596e-05,1.5549021553358605e-05,7.38274718093049e-06,0.21322526115455942
21.85,0.007339019572714496,0.0054955970880591724,0.010992043843272693,0.011208581556290155,0.004130343389543314,0.0018521025897881827,0.001859800869808215,0.0069198381988113174,0.006511464092167362,0.0012803557085261812,0.0008360978550289333,0.0005861330566545504,0.0017211085342432352,0.0016605660056704795,0.00047298649808380657,0.00043846406005287853,0.00028778846076437113,0.00019991268304921027,0.00012707002298685405,0.00022150704312720314,0.0002094661036958652,3.6163050374902714e-05,1.5336068306138642e-05,7.2942524509467625e-06,0.2121475806771204
21.900000000000002,0.0073336449982413995,0.005456732486459652,0.010970126517396926,0.011179215022345696,0.004112870488845652,0.0018404133925358653,0.0018559419289722124,0.006870197275312385,0.0064624734733479605,0.001277837276325147,0.0008253798944159895,0.0005804757719207023,0.0017123270477004404,0.0016512367613473104,0.00046622409572542027,0.0004321084194265258,0.00028742605212643167,0.00019719691255955954,0.0001255955919086139,0.00022049801180629286,0.00020839319240802646,3.612245246687779e-05,1.5126269896815223e-05,7.207649907519064e-06,0.21107679622469802
21.950000000000003,0.007328263863154053,0.005418100652904477,0.010948186786030321,0.011149845752206513,0.0040953222100815105,0.0018289854533299307,0.0018522290672809225,0.006820860818393402,0.006413803158690001,0.0012752586419058126,0.000814836607275027,0.0005749527415168312,0.0017035426909537174,0.001641915793229387,0.00045956265927571703,0.00042584887899459867,0.00028704942001404253,0.0001945223360511291,0.00012415376869933016,0.00021948625224556357,0.0002073191444082089,3.6080076401379926e-05,1.4919594520519006e-05,7.122898635998588e-06,0.2100128541127342
22.0,0.007322876198656218,0.005379700985342504,0.01092622510734388,0.011120474397380353,0.004077700813796435,0.0018178145407917064,0.0018486585226925468,0.006771827910013687,0.006365451967269753,0.0012726201530991745,0.0008044661339100984,0.0005695616786253114,0.0016947564229547343,0.0016326039892868914,0.0004530006370738383,0.00041968394353613503,0.00028665852610018476,0.00019188858370205493,0.00012274404123193571,0.00021847191203103232,0.00020624409852327383,3.603591317015862e-05,1.4716022439178953e-05,7.039984176753699e-06,0.20895570118180992
22.05,0.007317482035945428,0.005341532874894346,0.010904241938699,0.011091101606367454,0.004060008552107308,0.0018068964667508568,0.0018452265911529846,0.006723097617618145,0.006317418705632514,0.0012699221843875648,0.0007942666142906903,0.0005643003179538816,0.0016859691877298467,0.0016233022209708827,0.00044653650162059254,0.0004136121414166818,0.0002862533429406591,0.00018929528321888077,0.00012136590116290232,0.00021745513702448472,0.0002051681915040407,3.598995537393767e-05,1.4515541620913122e-05,6.9589095923523924e-06,0.20790528477579195
22.1,0.007312081406212653,0.005303595705962735,0.010882237736622117,0.011061728024633689,0.004042247668132291,0.0017962270861697552,0.001841929626104463,0.00667466899450244,0.006269702168169702,0.0012671651358759973,0.0007842361886570153,0.0005591664159144347,0.0016771819144054784,0.001614011343311977,0.0004401687492045086,0.00040763202421774744,0.00028583385361697624,0.0001867420600376229,0.00012001884401302713,0.00021643607134850534,0.00020409155802420738,3.5942197188214056e-05,1.4318138493566742e-05,6.879676124077182e-06,0.20686155269975445
22.150000000000002,0.007306674340641961,0.005265888856342284,0.010860212956779601,0.01103235429458424,0.00402442039543871,0.0017858022970592218,0.0018387640379907253,0.006626541080173813,0.006222301137490857,0.0012643494322849573,0.0007743729981075534,0.0005541577507873404,0.0016683955172398254,0.0016047321950235533,0.0004338958995334695,0.00040174216637189425,0.0002854000513862048,0.00018422853751963805,0.00011870236924383127,0.00021541485737283113,0.00020301433068111574,3.589263427144678e-05,1.4123789381420088e-05,6.80226517379755e-06,0.20582445318051934
22.200000000000003,0.007301260870410189,0.0052284116973286944,0.010838168053952959,0.011002981055537842,0.004006528957508611,0.0017756180403858727,0.0018357262937590299,0.0065787129007076,0.006175214384790621,0.0012614755219644302,0.0007646751851691515,0.0005492721228717188,0.0016596108956606253,0.0015954655986092651,0.0004277164953718599,0.0003959411648033995,0.00028495193933772536,0.00018175433714237417,0.00011741598032969614,0.00021439163570168086,0.0002019366399979247,3.584126363678412e-05,1.3932457784655366e-05,6.726632322654879e-06,0.2047939348508835
22.25,0.007295841026686604,0.005191163593827379,0.010816103482014295,0.010973608943701578,0.003988575567221696,0.0017656702999713071,0.001832812916359201,0.006531183469099459,0.006128440670210716,0.0012585438759289526,0.0007551408943499695,0.0005445073546220638,0.0016508289343087385,0.0015862123604746283,0.0004216291021831494,0.00039022763857440667,0.00028448953005683536,0.00017931907868507906,0.0001161591848258595,0.00021336654516179235,0.0002008586144265983,3.5788083534043774e-05,1.3744099170377874e-05,6.652716734280399e-06,0.20376994676430793
22.3,0.0072904148406325725,0.005154143904461501,0.010794019693902061,0.010944238592146223,0.003970562426355337,0.0017559551023833548,0.0018300204842399638,0.006483951785613265,0.00608197874319689,0.001255554986913465,0.0007457682726755635,0.0005398612907716121,0.001642050503087288,0.001576973271042466,0.0004156323077778377,0.0003846002285364878,0.0002840128452951484,0.0001769223804095409,0.00011493149443239145,0.00021233972279109656,0.0001997803803512452,3.5733093387446605e-05,1.3558670492485277e-05,6.580460200590922e-06,0.20275243842884746
22.35,0.007284982343401228,0.00511735198167944,0.010771917141597089,0.010914870630782144,0.0039524917251013945,0.0017464685168196202,0.0018273456308428,0.00643701683812476,0.006035827342850944,0.0012525093684497455,0.0007365554702084098,0.0005353317984428519,0.0016332764572161269,0.0015677491048720093,0.00040972472196669344,0.0003790575969875487,0.0002835219156477285,0.00017456385923593785,0.000113732425054268,0.00021131130382817328,0.00019870206209172896,3.5676293804970555e-05,1.337613888235521e-05,6.509824631225382e-06,0.20174135983804026
22.400000000000002,0.007279543566137141,0.005080787171861643,0.0107497962760989,0.01088550568633573,0.003934365641599541,0.0017372066549835269,0.0018247850440935428,0.00639037760246088,0.005989985198277759,0.0012494075539631908,0.000727500640551146,0.0005309167672455452,0.0016245076372913894,0.0015585406207814366,0.00040390497621920575,0.00037359842733399094,0.0002830167802368983,0.00017224313091386903,0.00011256149685765285,0.00021028142170275032,0.00019762378190791416,3.561768663307064e-05,1.3196484440353416e-05,6.440797932154435e-06,0.2007366614785105
22.450000000000003,0.007274098539975986,0.0050444488154268875,0.01072765754740229,0.010856144382326375,0.003916186341486809,0.0017281656709530937,0.001822335465891933,0.00634403304273483,0.005944451028927423,0.0012462500958897193,0.0007186019413338308,0.0005266141093626438,0.0016157448693499062,0.0015493485619736647,0.0003981717233271824,0.0003682214237580629,0.0002824974864026574,0.00016995981018864528,0.00011141823432249565,0.00020925020802748252,0.00019654566000516536,3.555727500082426e-05,1.3019695478037458e-05,6.373385070499774e-06,0.19973829430767587
22.5,0.007268647296044217,0.00500833624693794,0.010705501404474207,0.010826787339044004,0.003897955977463081,0.0017193417610426507,0.0018199936915993503,0.006297982111676897,0.005899223544932452,0.0012430375648125563,0.0007098575346855072,0.000522421759624466,0.001606988964938261,0.001540173656165197,0.0003925236370734203,0.00036292531089032173,0.0002819640893996457,0.00016771351096291664,0.00011030216629154969,0.00020821779259109873,0.00019546781454157607,3.549506329938873e-05,1.2845758908574367e-05,6.307589638816404e-06,0.19874620971216111
22.55,0.007263189865458735,0.004972448795206595,0.010683328295230887,0.010797435173527107,0.003879676688872239,0.0017107311636577022,0.0018177565695249272,0.0062522237509609925,0.005854301447440124,0.0012397705486186638,0.000701265587690354,0.0005183376755714903,0.001598240721186273,0.001531016615717841,0.0003869594119053748,0.00035770883348713,0.0002814166521005842,0.0001655038464537142,0.00010921282601590765,0.00020718430335282733,0.0001943903616369092,3.54310570772065e-05,1.2674651253881653e-05,6.2433965234050245e-06,0.19776035946842116
22.6,0.007257726279326562,0.0049367857833981215,0.010661138666515302,0.010768088499541351,0.0038613506012986987,0.0017023301591431574,0.001815621000410249,0.0062067568915270014,0.005809683428939988,0.001236449651674576,0.0006928242728287199,0.0005143598375061279,0.0015895009208847048,0.0015218781377731262,0.00038147776261376247,0.0003525707561131185,0.00028085524470612396,0.00016333042934498765,0.00010814975119715369,0.00020614986643790475,0.00019331341538263668,3.536526288035229e-05,1.2506335374636743e-05,6.180765405969755e-06,0.1967806957255685
22.650000000000002,0.007252256568744517,0.004901346529135067,0.010638932964074855,0.01073874792755868,0.0038429798261790365,0.0016941350696251145,0.0018135839369128365,0.006161580453898868,0.00576536817358653,0.0012330754940213936,0.0006845317684033117,0.0005104862485338118,0.0015807703325669855,0.001512758904389236,0.0003760774240160201,0.0003475098628285349,0.0002802799444610327,0.0001611928719357144,0.00010711248402622619,0.00020511460613398301,0.00019223708785213764,3.529768810291211e-05,1.2340764793455808e-05,6.1196385107586035e-06,0.19580717101768094
22.700000000000003,0.007246780764798889,0.004866130344600452,0.010616711632539374,0.010709414064736963,0.0038245664604284516,0.0016861422588464166,0.0018116423830886056,0.006116693348498498,0.00572135435751705,0.0012296487105886923,0.0006763862589508292,0.0005067149345937483,0.0015720497105947582,0.001503659582680297,0.0003707571506445565,0.00034252495688141213,0.0002796908353766462,0.00015909078628366098,0.00010610057121908724,0.00020407864488838136,0.00019116148911030832,3.5228340912691545e-05,1.2177893236949969e-05,6.059958037271202e-06,0.19483973829640808
22.75,0.007241298898565111,0.004831136536640334,0.010594475115399389,0.01068008751490016,0.003806112586081777,0.0016783481319961667,0.0018097933938734901,0.006072094475955464,0.00567764064916479,0.0012261699504270986,0.0006683859356393204,0.0005030439444796618,0.0015633397952470646,0.00149458082495786,0.0003655157164397272,0.00033761486040448455,0.0002790880079595119,0.00015702378434487182,0.00010511356404929346,0.00020304210330629498,0.00019008672722249342,3.5157230280196776e-05,1.2017684141597283e-05,6.001683548175987e-06,0.19387835096368972
22.8,0.00723581100110744,0.004796364406865731,0.010572223854984662,0.010650768878519004,0.0037876202699487697,0.0016707491355333988,0.0018080340745644107,0.006027782727412534,0.005634225709567298,0.0012226398759592797,0.0006605289966515368,0.0004994713498508584,0.0015546413128129748,0.001485523268874413,0.0003603519144474639,0.00033277841411678035,0.0002784715589461487,0.00015499147810895994,0.00010415101837756218,0.00020200510015019876,0.00018901290826343114,3.508436608250187e-05,1.1860114910018212e-05,5.944799859326613e-06,0.19292296288465624
22.85,0.00723031710347863,0.004761813251753929,0.01054995829244303,0.010621458752692206,0.0037690915632834243,0.0016633417570051032,0.0018063615802997686,0.005983756984827056,0.00559110819267013,0.0012190591622491013,0.000652813647554567,0.0004959952452339315,0.0015459549756874976,0.0014764875375687866,0.00035526455652149826,0.00032801447702982906,0.00027784159104385017,0.0001529934797302733,0.00010321249467842682,0.00020096775234069883,0.00018794013632734345,3.500975920914569e-05,1.1705173590534993e-05,5.88931132468502e-06,0.19197352837181142
22.900000000000002,0.007224817236719616,0.004727482362749129,0.010527678867719508,0.010592157731128172,0.0037505285014670193,0.0016561225248587837,0.0018047731155396338,0.0059400161212682,0.005548286745625847,0.0012154284962886946,0.0006452381016560162,0.0004926137480154181,0.0015372814824705832,0.0014674742398132908,0.0003502524730301088,0.0003233219261584105,0.00027719821267745235,0.00015102940165500454,0.00010229755806407096,0.00019993017495896273,0.0001868685135400957,3.493342159073433e-05,1.1552849769946764e-05,5.835225824104915e-06,0.1910300021472314
22.950000000000003,0.007219311431859189,0.0046933710263624626,0.010505386019535668,0.010562866404127222,0.0037319331037046527,0.0016490880082497405,0.0018032659335457996,0.00589655900121008,0.0055057600090883865,0.0012117485763031845,0.000637800580347007,0.0004893249984257142,0.0015286215180690618,0.0014584839701624534,0.0003453145125673328,0.00031869965623578547,0.0002765415377419922,0.00014909885674431464,0.00010140577830542983,0.00019889248125065052,0.0001857981400735678,3.485536610873834e-05,1.1403124578206755e-05,5.782537219545882e-06,0.19009233930126246
23.0,0.007213799719913679,0.004659478524271355,0.010483080185369307,0.010533585358564326,0.0037133073727349947,0.0016422348168432569,0.001801837335861863,0.005853384480820788,0.005463526617502828,0.0012080201110728208,0.0006304993134322677,0.0004861271595145511,0.0015199757538013516,0.0014495173091032207,0.0003404495416685789,0.0003141465794333429,0.00027587168536117847,0.0001472014583935374,0.00010053672985064283,0.0001978547826310458,0.00018472911416142878,3.477560640868693e-05,1.1255965148728478e-05,5.731215636490959e-06,0.1891604952677975
23.05,0.007208282131886635,0.004625804133418233,0.010460761801434374,0.010504315177872328,0.0036946532945529944,0.0016355596006118697,0.0018004846717934921,0.005810491408247337,0.005421585199390572,0.001204243819272257,0.0006233325394475734,0.0004830184171183213,0.0015113448475047773,0.0014405748232064859,0.0003356564445305774,0.00030966162508459837,0.0002751887796515977,0.00014533682064753144,9.968999184093767e-05,0.00019681718869095553,0.00018366153211493355,3.4694156694591666e-05,1.1111326470091647e-05,5.681210507273006e-06,0.18823442582708758
23.1,0.007202758698768509,0.004592347126108592,0.010438431302661207,0.010475056442025692,0.0036759728381453014,0.0016290590496279018,0.0017992053378890344,0.005767878623896579,0.0053799343776300065,0.001200420428826726,0.0006162985059648073,0.00047999697981954825,0.0015027294436453533,0.0014316570652798276,0.0003309341227356115,0.00030524373941348705,0.00027449294949257873,0.00014350455831224943,9.886514812402442e-05,0.00019577980720298166,0.0001825954883375176,3.461103159874312e-05,1.0969159646018621e-05,5.632464479135252e-06,0.1873140871324029
23.150000000000002,0.007197229451536338,0.004559106770108397,0.010416089122677004,0.010445809727524721,0.0036572679552381213,0.0016227298938514257,0.001797996777420613,0.005725544960712067,0.005338572769732642,0.0011965506762848497,0.0006093954698848952,0.00047706107889877356,0.0014941301734298763,0.001422764574521325,0.00032628149497996336,0.0003008918852668814,0.00027378432830163534,0.00014170428706258986,9.806178726507368e-05,0.00019474274412796877,0.00018153107533779586,3.452624618691762e-05,1.0829422241602028e-05,5.584930740854806e-06,0.18639943574457019
23.200000000000003,0.007191694421153428,0.004526082328740816,0.010393735693786611,0.010416575607380277,0.003638540580057273,0.0016165689029138297,0.0017968564798658598,0.00568348924444692,0.005297498988114788,0.0011926353062078321,0.0006026216977188767,0.0004742089682791419,0.0014855476549201897,0.0014138978766743402,0.00032169749680651815,0.00029660504185127784,0.00027306305381541,0.0001399356235466027,9.7279502555354e-05,0.00019370610362173403,0.00018046838374165318,3.4439816090247355e-05,1.0692085348892245e-05,5.538584806781676e-06,0.18549042865467835
