Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(4),J_4f5/2(6),J_4f7/2(8),J_5s1/2(2),J_5p1/2(2),J_5p3/2(4),J_5d3/2(4),J_5d5/2(6),J_6s1/2(2),J_6p1/2(2),J_6p3/2(1),J_total_Bi_relativistic
0.5,0.008663090125526449,0.03094524014164906,0.015000840210793266,0.017148714686092328,0.0676771593567096,0.039724211881596576,0.043280955225721174,0.027847480017217326,0.0286275533815752,0.13487850379170946,0.08682140478645395,0.09459560260541204,0.07069028265553043,0.07252161108652508,0.05926877414589119,0.06007149780415772,0.2723321625747696,0.20327812056000025,0.2247098203502733,0.20960923542101004,0.21781253020473265,0.3578712168403983,0.4710604757364202,0.41960653217252425,9.29759454337521
0.55,0.0086629259920794,0.030938743368901647,0.015000838847189859,0.017148712353182688,0.0675970682198583,0.03972407230837738,0.04328074125336513,0.027847479864328006,0.028627553201027882,0.13415387029737172,0.08681408665570738,0.09458441443524256,0.07069019224310587,0.07252150333358073,0.05926877094444739,0.06007149415978958,0.26534672270999476,0.20280859633152437,0.22394772186011327,0.2094130602292605,0.2175538132531403,0.2968000505186903,0.4113633661832746,0.3428497924799252,8.957321561971751
0.6000000000000001,0.008662746232046485,0.030931629594480047,0.015000837063696959,0.017148709292408883,0.06750946413086747,0.03972388933175184,0.04328046079204684,0.02784747962455654,0.028627552917895233,0.1333649332563229,0.08680452924688663,0.09456981593705603,0.07069005123173629,0.0725213353361128,0.059268765030182455,0.060071487430686216,0.2579148050500966,0.202208976185182,0.22298073350608003,0.20912760138585657,0.21718025704756747,0.24345822247298432,0.3545023724623718,0.27631728979038933,8.645220868358766
0.65,0.008662550846837737,0.03092389929195997,0.01500083478136077,0.017148705366157542,0.06741437820313208,0.0397236548160878,0.043280101403769165,0.02784747926226652,0.028627552490110623,0.13251294282385326,0.08679233054230197,0.09455120124720084,0.07068983944207861,0.07252108311146382,0.05926875466555351,0.06007147564452467,0.2500883394527177,0.20146202692429524,0.2217845366514435,0.20872944219134826,0.21666341009153312,0.19804527067420905,0.30194957988322263,0.22020239065727826,8.364535836702455
0.7000000000000001,0.00866233983798569,0.03091555297584373,0.015000831914424164,0.01714870042497915,0.06731184417378328,0.03972335995133337,0.04327964962842407,0.027847478731882844,0.02862755186388174,0.13159924329622785,0.08677706145286122,0.09452792599572801,0.07068953139483193,0.0725207164029544,0.059268737301214944,0.060071455910225266,0.2419207244702972,0.20055126201959844,0.2203368790883559,0.20819393178148726,0.21597403462490114,0.16032634960696157,0.25456229672483366,0.17388865170420864,8.115604661174782
0.75,0.00866211320714536,0.03090659120149692,0.01500082837034218,0.01714869430762051,0.06720189838345692,0.039722995261167335,0.04327909099843198,0.027847477976227258,0.02862755097172969,0.1306252696322651,0.08675826767204096,0.09449931059949494,0.07068909556394401,0.07252019780671345,0.05926870931960033,0.06007142412946877,0.23346623643721798,0.19946130487960842,0.218618157294034,0.2074961029335199,0.21508332434484517,0.12975511132216982,0.21269707350438813,0.136327261080549,7.896724447209319
0.8,0.00866187095609422,0.030897014565080073,0.01500082404979877,0.017148686841059777,0.06708457975452783,0.03972255061175931,0.04327841005446356,0.02784747692473867,0.02862754973039331,0.1295925437601089,0.08673547163285923,0.09446464372267208,0.07068849362167427,0.07251948189271927,0.059268665734288635,0.06007137465930897,0.22477944922210197,0.19817821933551527,0.2166119107616025,0.2066116168642226,0.21396409259699758,0.10558685067161633,0.1763397312272208,0.10630329015798459,7.704916193893948
0.8500000000000001,0.008661613086732156,0.030886823703475324,0.015000818846724754,0.017148677840543976,0.06695992976782915,0.03972201522113034,0.04327759036222382,0.027847475491582296,0.02862754803860365,0.12850267068280108,0.08670817455831195,0.09442318588480501,0.07068767968528325,0.07251851433203624,0.05926859984532313,0.06007129992641114,0.21591467313714718,0.19668980074867276,0.21430521858297447,0.20551767068379206,0.21259185010221224,0.08697425075536935,0.14522547895127613,0.08260246888138502,7.5365344352454855
0.9,0.00866133960108145,0.030876019294208103,0.015000812648316982,0.017148667109629118,0.06682799243787706,0.039721377669103566,0.043276614530277174,0.02784747357365188,0.028627545774733858,0.1273573343968997,0.08667585859535029,0.0943741731959163,0.07068659957513122,0.07251723104219451,0.05926850285203832,0.060071189995038146,0.20692542073952183,0.19498582257376149,0.21168899236302327,0.20419381384064145,0.21094571162880413,0.0730426232467287,0.11893747547737374,0.06410321292720489,7.387716170787662
0.9500000000000001,0.008661050501286738,0.030864602055363847,0.015000805335058728,0.01714865444022282,0.06668881428662288,0.03972062590783423,0.043275464228890934,0.027847471048469498,0.028627542794329976,0.1261582936389601,0.08663798902215214,0.09431682119760901,0.07068519009386626,0.07251555736247481,0.05926836342635755,0.060071032092506,0.1978639063769326,0.19305823470034061,0.20875816334501712,0.20262263363164235,0.20900909338422421,0.06294479570527022,0.09698125738326373,0.049818485652804716,7.254688425966214
1.0,0.008660745789614968,0.030852572745499768,0.015000796780741272,0.017148639612629416,0.06654244431575522,0.03971974727290761,0.043274120209873215,0.027847467771987672,0.028627538927528496,0.12490737747519193,0.08659401651817732,0.09425032878875858,0.0706833783361668,0.07251340727053336,0.059268167250898826,0.06007081009737754,0.18878058535042386,0.1909013113927402,0.20551176517400793,0.20079028457135398,0.20677018432495436,0.05589779872876426,0.07883722421860793,0.03890697842798442,7.133962424886454
1.05,0.008660425468455375,0.030839932163551687,0.0150007868524867,0.0171486223955976,0.06638893397757657,0.03971872849499291,0.04327256232738032,0.02784746357629878,0.028627533976366727,0.12360648075002892,0.08654337948629558,0.0941738822141522,0.07068108103818212,0.07251068265133859,0.059267896527520125,0.060070503997101114,0.1797237375228442,0.18851174810074117,0.20195291689389724,0.19868685043540815,0.20422219303684683,0.051204484114152446,0.06399526989622431,0.03066726735781944,7.022442465665428
1.1,0.008660089540319424,0.030826681148735952,0.015000775410771886,0.01714860254637053,0.06622833714447968,0.03971755571204035,0.04327076955966723,0.02784745826725687,0.028627527711992295,0.12225755940969679,0.08648550641613804,0.09408665909435389,0.07067820397538915,0.07250727262880106,0.05926752946310269,0.06007008932307862,0.17073909912151033,0.1858887077755124,0.19808871347388587,0.19630653995469777,0.2013633862146188,0.048263454552883195,0.051975917126951696,0.024523735057696092,6.917473899957979
1.1500000000000001,0.008659738007840782,0.030812820580446463,0.015000762309453679,0.017148579810738435,0.06606071007705021,0.03971621448200857,0.04326872003175397,0.027847451622017336,0.028627519871778386,0.12086262571713563,0.08641981827774703,0.0939878324751381,0.07067464141706593,0.07250305296977086,0.05926703974037322,0.060069536572221575,0.16186954539737924,0.18303381855902798,0.19393003333268966,0.193647726785099,0.19819694474595043,0.04657047908961622,0.04234180649462125,0.020009513788064422,6.81684977021574
1.2000000000000002,0.008659370873775264,0.03079835137814681,0.015000747395795266,0.01714855392309364,0.06588611139082352,0.03971468979610841,0.04326639103897926,0.027847443386499866,0.028627510156351458,0.11942374337482946,0.08634573093458556,0.09387657487504011,0.07067027564497595,0.07249788556926302,0.05926639598237194,0.06006881062489139,0.1531548257373606,0.1799511257916146,0.18949127394775248,0.19071285129430282,0.19473066923228932,0.045714123320120065,0.03470262313612241,0.01674935865115939,6.7187909519930855
1.25,0.008658988141000787,0.030783274501257563,0.015000730510493719,0.017148524606488073,0.06570460202172415,0.039712966092549054,0.04326375907141209,0.02784743327278053,0.02862749822653848,0.11794302257221492,0.08626265756501521,0.09375206230991504,0.07066497654317523,0.07249161802486609,0.05926556121976026,0.0600678701696963,0.14463135180530856,0.17664700218130278,0.18479002770388286,0.18750820600262869,0.1909765690595348,0.04536779125309041,0.028715774785731243,0.014443898017674048,6.621910619459949
1.3,0.008658589812517324,0.030767590949038724,0.015000711487708715,0.017148491572693183,0.06551624519021798,0.039711027270771686,0.043260799839090716,0.02784742095641877,0.02862748370024083,0.11642261497438497,0.08617001108145826,0.09361347827387231,0.07065860126510314,0.07248408330730251,0.059264492370514704,0.06006666714591979,0.13633203833146143,0.17313002068900316,0.17984671067787672,0.18404362851194042,0.1869503686383445,0.0452798519666189,0.02408447711074965,0.012855850165777716,6.5251706375473955
1.35,0.008658175891446847,0.030751301760467375,0.015000690155092422,0.017148454522262272,0.06532110636420793,0.039708856706155565,0.043257488298057624,0.027847406073725392,0.02862746614924223,0.11486470866877317,0.08606720653662497,0.09346001765655321,0.07065099398331051,0.07247509953305882,0.05926313974166678,0.06006514621437972,0.12828619529673915,0.16941079520210914,0.17468415711879431,0.1803321258919497,0.18267096196150306,0.045263059934906355,0.020554386025221624,0.01179832249409342,6.427835035784058
1.4000000000000001,0.008657746381033284,0.030734408014110516,0.015000666333820543,0.017148413144595226,0.06511925322070504,0.03970643726518076,0.04325379867715824,0.027847388218977684,0.02862744509595826,0.11327152308640054,0.08595366350640803,0.09329089057743813,0.07064198572632475,0.07246446984390185,0.059261446562623825,0.06006324426727073,0.12051946948061953,0.16550179440014243,0.1693271920278025,0.17638945323486077,0.17815984290136028,0.045184094386841185,0.017909533438317374,0.011125071030097598,6.329423917047117
1.4500000000000002,0.00865730128464245,0.030716910827993167,0.01500063983862452,0.017148367118005617,0.06491075560630774,0.039703751321031565,0.04324970450557021,0.02784736694158795,0.02862742001013504,0.11164530391409254,0.08582880843932024,0.09310532611869952,0.07063139430626267,0.07245198239695926,0.05925934855925374,0.060060889987038915,0.1130538326687279,0.16141713436988162,0.16380219353602526,0.1722336668827577,0.17344053430082884,0.04495374288069556,0.015968049652098512,0.010722494797792853,6.229669865539632
1.5,0.008656840605762,0.03069881135946171,0.015000610477824874,0.017148316109790167,0.06469568549652309,0.03970078076962395,0.04324517864102936,0.02784734174323186,0.028627390305504926,0.10998831801383059,0.08569207696267665,0.09290257593904733,0.07061902433988909,0.07243741046788459,0.059256773577353,0.060058003463600865,0.10590761325448124,0.15717235551935013,0.15813665579701386,0.16788467006539415,0.16853803436608028,0.04451802991230176,0.01457796703338077,0.010503110755306631,6.128478020117066
1.55,0.008656364348001367,0.03068011080504252,0.015000578053365689,0.01714825977630056,0.06447411695396446,0.039697507046040276,0.04324019329871766,0.027847312074943086,0.02862735533640705,0.1083028483650926,0.08554291613609431,0.09268191775203617,0.07060466736489432,0.07242051266846229,0.05925364126336473,0.06005449587827571,0.09909556752034077,0.15278418918904382,0.15235876192566045,0.16336376567395333,0.16347829448336346,0.04385043085081564,0.013613273056292136,0.01040026394831274,6.025890369598313
