Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(4),J_5s1/2(2),J_5p1/2(2),J_5p3/2(2),J_6s1/2(1),J_total_Cs_relativistic
11.4,0.012976297589069735,0.013527983419739155,0.02077728881177952,0.021221801190643035,0.007763760517669515,0.0042187090424547855,0.003819397343580152,0.01573949328222962,0.015431395730223771,0.001893615192722554,0.0018041234227646355,0.0015124788392962146,0.002631462789659474,0.0026062855332202317,0.0003013281454833717,0.0002595818408705945,0.00020850081190597862,1.769245842032402e-05,0.41582169303344996
11.450000000000001,0.012962907473013428,0.013379539031467018,0.020717453300592874,0.021153017719369175,0.007731506754243944,0.004143588571840966,0.003760011810427036,0.01555641429710352,0.01524810675436064,0.0018927489821797389,0.0017606373988788618,0.0014752520660008634,0.002612054702388169,0.002586042319750264,0.00030131830720927133,0.000253244210442842,0.00020320756476488298,1.769221992788678e-05,0.4123483073645458
11.5,0.012949478084733256,0.013232290904689338,0.02065738532866844,0.021084008836511722,0.007698438836813798,0.004070822899733853,0.0037027573681516703,0.015375021041870135,0.015066561443165488,0.0018917070185337625,0.0017182106741118301,0.0014390691298799684,0.0025925179403073037,0.002565691329044376,0.0003012980916702627,0.0002470522570547689,0.00019805586961763998,1.7691550148217445e-05,0.40891029712077975
11.55,0.012936009641472014,0.01308623871164099,0.02059708880790811,0.02101477938074198,0.00766457083136182,0.004000358463396023,0.003647578230236479,0.015195311274300627,0.014886756341573097,0.0018904776508581749,0.0016768290869132731,0.0014039115039575086,0.0025728619234170803,0.002545241971128517,0.0003012640172835932,0.00024100446201413882,0.00019304352284256728,1.769022972126584e-05,0.40550730679361213
11.600000000000001,0.012922502360717803,0.012941381945507955,0.02053656766230772,0.020945334195682123,0.007629917339525318,0.003932142363560234,0.003594419487145905,0.015017282318492168,0.014708687568570035,0.00188905026936644,0.0016364781904298711,0.0013697605731081567,0.002553095900384121,0.0025247034629565196,0.0003012128510067248,0.00023509924010983732,0.00018816828820701194,1.7688054616432512e-05,0.40213898174091756
11.65,0.012908956460197157,0.012797719923226734,0.020475825827037154,0.020875678128801457,0.007594493459128853,0.003866122373617127,0.0035432271096348476,0.014840931078373344,0.01453235083118244,0.0018874152615641821,0.0015971432813316267,0.0013365976586663636,0.002533228944096003,0.0025040848252221026,0.00030114159847497406,0.00022933494469718643,0.00018342790117560997,1.768483550668431e-05,0.39880496831547435
11.700000000000001,0.012895372157868188,0.012655251788285082,0.020414867247528393,0.020805816030325767,0.007558314746007735,0.0038022469479279597,0.0034939479512154058,0.014666254051019192,0.014357741438248688,0.0018855639694284523,0.0015588094274577894,0.0013044040417910204,0.0025132699478075168,0.002483394879712937,0.00030104749434852585,0.000223709872598192,0.0001788200730127606,1.7680397171968986e-05,0.39550491398852905
11.75,0.012881749671913733,0.012513976513523173,0.02035369587857176,0.020735752752159973,0.00752139717710413,0.0037404652292917498,0.0034465297498165997,0.014493247339772093,0.014184854313973757,0.00188348864762558,0.0015214614943069244,0.0012731609856224504,0.0024932276218422897,0.0024626422471719094,0.00030092799287318714,0.00021822226881438905,0.00017434249468595143,1.767457792896073e-05,0.3922384674684496
11.8,0.012868089220734529,0.01237389290393409,0.020292315683420457,0.02066549314682423,0.007483757114816806,0.0036807270555957393,0.003400921128670967,0.01432190666716493,0.01401368401126231,0.0018811824227761868,0.0014850841703963856,0.0012428497562683742,0.002473110490815091,0.0024418353456323915,0.00030078075865857054,0.00021287033105437352,0.00016999284057950693,1.7667229082012015e-05,0.38900527881451696
11.850000000000001,0.012854391022942387,0.012234999599462865,0.020230730632903742,0.020595042066403762,0.007445411272584963,0.0036229829656777837,0.0033570715964613067,0.014152227387643618,0.01384422472482822,0.0018786392537731612,0.0014496619915171198,0.0012134516426554073,0.0024529268913418543,0.0024209823891959735,0.0003006036576766846,0.00020765221408276872,0.00016576877202584026,1.765821437133334e-05,0.3858049995458866
11.9,0.012840655297353386,0.012097295077803013,0.020168944704548806,0.020524404361512528,0.007406376681685934,0.0035671842044287133,0.0033149315467600024,0.013984204500086151,0.013676470304078267,0.0018758538931558108,0.0014151793639101385,0.0011849479752823607,0.002432684970206026,0.002400091387222665,0.00030039474848309766,0.00020256603389623478,0.00016166794065768507,1.764740943368648e-05,0.38263728274578857
11.950000000000001,0.012826882262981069,0.011960777657189734,0.020106961881711606,0.0204535848802709,0.007366670659226042,0.0035132827271623433,0.0032744522567926893,0.013817832660115872,0.013510414265768338,0.0018728218495410245,0.0013816205863914196,0.0011573201439113627,0.002412392682951457,0.0023791701439050995,0.00030015227366204456,0.00019760987172760304,0.00015768799158552964,1.763470127779871e-05,0.3795017831610153
12.0,0.012813072139029671,0.01182544549918892,0.020044786152716838,0.020382588467297586,0.007326310777303443,0.0034612312032803343,0.0032355858855572686,0.013653106192206974,0.013346049806430728,0.0018695393511100598,0.0013489698714522851,0.0011305496142324668,0.002392057792873572,0.0023582262581997703,0.0002998746514962306,0.0001927817778784124,0.00015382656640760439,1.7619987779548303e-05,0.3763981572967768
12.05,0.012799225144887348,0.011691296611481014,0.01998242151000715,0.020311419962715828,0.007285314833321319,0.0034109830192585525,0.003198285471328474,0.01349001910158039,0.013183369814571296,0.001866003310147535,0.001317211365362453,0.0011046179435369652,0.002371687870381966,0.0023372671240897078,0.00029956046786173615,0.0001880797753849459,0.00015008130605952385,1.7603177244604587e-05,0.37332606350704717
12.100000000000001,0.01278534150011942,0.011558328850639014,0.01991987194930187,0.020240084201174152,0.007243700821429498,0.003362492280981206,0.0031625049285775295,0.01332856508588881,0.013022366882635812,0.0018622112886273316,0.0012863291673031432,0.0010795067954342222,0.002351290292709004,0.0023162999311544157,0.0002992084683482312,0.0001835018635274611,0.00014644985350694987,1.758418797376768e-05,0.3702851620804322
12.15,0.012771421424461636,0.011426539924899679,0.019857141468765264,0.020168586010881673,0.00720148690507219,0.0033157138154484146,0.003128199044335597,0.013168737546689568,0.012863033318744827,0.0018581614648383823,0.0012563073475575916,0.0010551979536462834,0.002330872243940237,0.0022953316654241358,0.0002988175506044639,0.000179046021191077,0.00014292985628307298,1.7562947794445004e-05,0.36727511532159124
12.200000000000001,0.012757465137813446,0.011295927396927192,0.019794234068184605,0.020096930212658157,0.007158691390619338,0.0032706031718824293,0.0030953234740290127,0.01301052960070459,0.012705361158196834,0.0018538526010417552,0.0012271299647863365,0.0010316733349139996,0.0023104407153437074,0.0022743691104967568,0.00029838675690856153,0.00017471021008188156,0.00013951896887576625,1.7539393592780258e-05,0.36429558762834635
12.25,0.012743472860231291,0.011166488686568535,0.01973115374815811,0.020025121618998956,0.00711533270205884,0.003227116622257208,0.003063834736813559,0.012853934090866869,0.012549342174739775,0.0018492840121489978,0.0011987810824145555,0.001008915001047822,0.0022900025059763656,0.0022534188488968422,0.0002979152669621385,0.0001704923777997586,0.00013621485497241774,1.7513470776015647e-05,0.36134624556449857
12.3,0.012729444811921913,0.01103822107359971,0.019667904509292906,0.01995316503315484,0.007071429356726712,0.003185211161275454,0.0030336902104342285,0.012698943597152984,0.012394967891610958,0.0018444555354104025,0.0011712447841585414,0.0009869051701557729,0.002269564223546896,0.0022324872636573178,0.00029740239090674626,0.0001663904607720886,0.00013301518956947137,1.7485132774474432e-05,0.3584267579285698
12.350000000000001,0.01271538121323567,0.010911121700462186,0.019604490351413165,0.01988106524822693,0.007026999942052189,0.0031448445058168046,0.003004848125636253,0.012545550447201721,0.012242229592346034,0.0018393675011006711,0.001144505188718274,0.0009656262270804984,0.0022491322855153727,0.0022115805401054347,0.00029684756256098834,0.0001624023870548337,0.00012991766095104388,1.7454340678238782e-05,0.3555367958186639
12.4,0.012701282284659879,0.010785187574988746,0.019540915272778486,0.019808827046276723,0.006982063093294614,0.0031059750938802234,0.002977267560152374,0.01239374672671875,0.01209111833135752,0.0018340207041883897,0.0011185464636627453,0.0009450607330765912,0.0022287129204111565,0.002190704667835595,0.0002962503328766036,0.00015852607900489126,0.00012691997254131706,1.7421062840676796e-05,0.3526760326933762
12.450000000000001,0.012687148246812163,0.01066041557311808,0.019477183269312692,0.019736455197451343,0.006936637472248963,0.003068562083043175,0.0029509084322906286,0.012243524289667768,0.011941624944283845,0.001828416376974766,0.0010933528385344545,0.0009251914347587112,0.0022083121693514877,0.002169865442852601,0.0002956103636117852,0.00015475945582232075,0.00012401984463802926,1.7385274532873794e-05,0.3498441444289402
12.5,0.012672979320433831,0.010536802441597461,0.01941329833384311,0.019663954459124073,0.006890741746896822,0.0030325653484596267,0.0029257314941462027,0.012094874768248663,0.011793740058110003,0.0018225561626862325,0.001068908617199167,0.0009060012723503217,0.0021879358877442312,0.0021490684698698423,0.0002949274212197182,0.00015110043595922598,0.00012121501603448137,1.7346957650782445e-05,0.34704080937271214
12.55,0.012658775726383256,0.010414344800672756,0.019349264455350436,0.019591329575050196,0.00684439457197964,0.002997945480418326,0.00290169832446015,0.011947789582663293,0.011647454101060934,0.0018164420900047512,0.001045198189466661,0.0008874733872621164,0.00216758974715915,0.0021283191647478027,0.0002942013709497732,0.0001475469393954015,0.00011850324553398976,1.7306100235068197e-05,0.3442657083928451
12.600000000000001,0.01264453768562928,0.010293039146765225,0.019285085618229315,0.019518585274538258,0.006797614570471177,0.002964663781482351,0.002878771321147102,0.011802259950669924,0.011502757312269208,0.0018100765485190057,0.0010222060420078513,0.0008695911290285252,0.0021472792373530445,0.0021076227570591857,0.0002934321711581948,0.0001440968897845766,0.00011588231335811356,1.7262696076836262e-05,0.341518524924521
12.65,0.012630265419244639,0.01017288185513441,0.01922076580155967,0.019445726271636748,0.006750420315926078,0.002932682263230312,0.0028569136935133583,0.011658276896927257,0.011359639751218465,0.0018034622650790657,0.0009999167685932327,0.0008523380616299127,0.0021270096684349125,0.0020869842927677506,0.00029261986782473334,0.00014074821647464312,0.00011335002245118336,1.721674448444074e-05,0.33879894501290886
12.700000000000001,0.012615959148399398,0.010053869182526497,0.019156308978388888,0.019372757264336227,0.006702830315681678,0.002901963642619101,0.002836089454186071,0.011515831262129328,0.011218091306964375,0.001796602281036621,0.0009783150796771882,0.0008356979692273771,0.0021067861731580984,0.0020664086370087553,0.00029176458927159037,0.00013749885640236821,0.00011090419968574595,1.716824985310068e-05,0.33610665735259
12.75,0.012601619094354416,0.009935997269807663,0.019091719115024962,0.019299682933786998,0.006654862994890256,0.0028724713379875465,0.0028162634107735548,0.011374913711932683,0.011078101707135033,0.0017894999303524534,0.0009573858113522626,0.0008196548613363156,0.0020866137093271575,0.0020459004769596357,0.00029086654108111907,0.00013434675586294288,0.00010854269697262284,1.711722135544666e-05,0.333441353323868
12.8,0.01258724547845481,0.009819262144581665,0.01902700017034059,0.019226507943532232,0.006606536681359079,0.00284416946471976,0.002797401157276049,0.011235514745677227,0.010939660526712669,0.0017821588185524457,0.0009371139336970023,0.000804192977464166,0.00206649706230781,0.00202546432479021,0.00028992600120865565,0.0001312898721586053,0.0001062633922766637,1.7063672771632172e-05,0.3308027270260708
12.850000000000001,0.012572838522123453,0.0097036597237913,0.018962156095088386,0.019153236938756684,0.0065578695911758245,0.002817022830586507,0.002779469065265647,0.011097624704902519,0.010802757196598924,0.0017745828025131534,0.0009174845585405313,0.0007892967912370369,0.0020464408476290456,0.002005104520682369,0.00028894331528649965,0.000128326175134175,0.00010406419053912826,1.7007621922133457e-05,0.32819047530740986
12.9,0.012558398446854496,0.009589185816303055,0.018897190831227158,0.019079874545550903,0.006508879815097107,0.002790996930782335,0.0027624342748533972,0.01096123378166117,0.01066738101196581,0.0017667759710577133,0.0008984829466664847,0.0007749510140391687,0.002026449513667025,0.0019848252359097765,0.0002879188921145075,0.00012545364860665835,0.0001019430245102451,1.6949090255652893e-05,0.3256042977920559
12.950000000000001,0.012543925474206883,0.009475836125474493,0.018832108311259383,0.01900642537019098,0.006459585305678092,0.0027660579426757354,0.0027462646854609788,0.010826332026631254,0.01053352114039471,0.0017587426263427019,0.0008800945144784479,0.0007611405981884683,0.002006527344401038,0.0019646304759687056,0.00028685319933231877,0.00012267029169292653,9.989785549701268e-05,1.68881028584427e-05,0.3230438969047999
13.0,0.012529419825797916,0.009363606251703899,0.018766912457579894,0.018932893998433845,0.006410003865121424,0.0027421727202890747,0.002730928946413717,0.01069290935702976,0.010401166629805928,0.001750487266016429,0.0008623048401485262,0.0007478507396706318,0.0019866784622323713,0.0019445240837516864,0.0002857467592681319,0.00011997412003867219,9.792667402989517e-05,1.6824688050705953e-05,0.3205089778925652
13.05,0.012514881723296819,0.00925249169496162,0.01870160718183581,0.018859284994828043,0.006360153133823914,0.0027193087885245175,0.0027163964473710675,0.010560955564329061,0.010270306416181148,0.0017420145661290727,0.0008450996692701235,0.0007350668804536364,0.0019669068308574905,0.0019245097427561548,0.00028460014495916417,0.00011736316695468622,9.602750045067089e-05,1.6758877069869065e-05,0.3179992488433649
13.100000000000001,0.012500311388418327,0.00914248785730273,0.018636196384297747,0.01878560290204003,0.0063100505795997425,0.002697434337151698,0.002702637308610118,0.010430460321778686,0.010140929331081572,0.0017333293647750472,0.000828464920035515,0.0007227747104037014,0.0019472162581875463,0.001904590980320866,0.0002834139763392037,0.00011483548446905506,9.419838542508922e-05,1.6690704384762836e-05,0.3155144207033582
13.15,0.012485709042916304,0.009033590045360506,0.018570683953242368,0.01871185224019591,0.006259713487559191,0.0026765182145723583,0.002689622371177044,0.010301413191734554,0.010013024108964253,0.0017244366464479904,0.0008123866879582328,0.0007109601688230895,0.001927610399306703,0.001884771170883289,0.0002821889165886987,0.00011238914430255208,9.243741038629871e-05,1.662020742180264e-05,0.31305420729089795
13.200000000000001,0.012471074908577363,0.008925793472820284,0.01850507376434623,0.018638037506238585,0.006209158950622218,0.0026565299213767196,0.002677323186920882,0.010173803632798033,0.009886579394299443,0.0017153415270888238,0.0007968512501597732,0.000699609445629442,0.0019080927594623326,0.0018650535392517142,0.00028092566864257117,0.00011002223877085721,9.074268791477088e-05,1.6547425943254198e-05,0.310618325307916
13.25,0.01245640920721453,0.00881909326287335,0.018439369680091022,0.01856416317330034,0.00615840386064653,0.0026374396037058614,0.002665712008423421,0.01004762100676727,0.009761583748491768,0.0017060492398074222,0.0007818450692396012,0.0006887089821956631,0.001888666697080575,0.0018454411638862492,0.00027962497185061747,0.0001077328816156467,8.911236205804588e-05,1.647240228208059e-05,0.3082064943499406
13.3,0.012441712160660905,0.008713484450650353,0.018373575549180152,0.018490233690090712,0.00610746490015005,0.002619218046433897,0.0026547617788384385,0.009922854585403151,0.009638025656607969,0.001696565121258541,0.0007673547967468816,0.0006782454718686803,0.0018693354268011617,0.0018259369801832662,0.0002782875987852809,0.00010551920876823606,8.75446085925543e-05,1.6395181154883993e-05,0.3058184369135497
13.350000000000001,0.012426983990763366,0.008608961985633993,0.01830769520596671,0.018416253480299686,0.006056358534608101,0.0026018366661833,0.0026444461216529936,0.009799493557012533,0.00951589353391427,0.0016868945986528111,0.0007533672762718679,0.000668205860184777,0.0018501020225258292,0.0018065437837582814,0.00027691435219190743,0.00010337937905095425,8.603763523110067e-05,1.6315808685002774e-05,0.303453878400994
13.4,0.012412224919376276,0.008505520734050503,0.01824173246989282,0.01834222694201611,0.006005101005305883,0.002585267504186244,0.002634739330382931,0.009677527032851215,0.009395175732226146,0.0016770431773837748,0.0007398695461743308,0.0006585773447985279,0.0018309694204749485,0.001787264233722552,0.00027550606207714596,0.0001013115748197073,8.458968178056736e-05,1.623433266569843e-05,0.30111254712410845
13.450000000000001,0.01239743516835522,0.008403155481239627,0.018175691144940328,0.018268158447161266,0.005953708322727191,0.0025694832190043945,0.0026256163582142533,0.00955694405334933,0.009275860546073572,0.0016670164292521448,0.0007268488419659083,0.0006493473751417522,0.0018119404222473573,0.0017681008559490192,0.0002740635829315954,9.931400254781013e-05,8.319902025310217e-05,1.6150803145514486e-05,0.2987941743066777
13.5,0.012382614959550772,0.008301860934002791,0.018109575019092935,0.018194052340937558,0.005902196260460708,0.0025544570791191487,0.0026170528076015073,0.009437733594161828,0.009157936218684753,0.001656819981268688,0.0007142925983627474,0.0006405036518282881,0.0017930176978786963,0.0017490560463235374,0.0002725877910828749,9.738489335009042e-05,8.186395493246172e-05,1.6065271423250882e-05,0.2964984940834159
13.55,0.012367764514802267,0.008201631722929075,0.018043387863809598,0.01811991294129221,0.005850580349605474,0.002540162955403864,0.0026090249198338386,0.009319884572046673,0.00904139094779129,0.0016464595050173683,0.0007021884510242815,0.0006320341258197799,0.001774203788893841,0.0017301320739775907,0.0002710795821750619,9.552250344850047e-05,8.058282239787815e-05,1.5977789639484035e-05,0.2942252434978206
13.600000000000001,0.012352884055931605,0.008102462404698762,0.017977133433509342,0.018045744538395924,0.005798875873657598,0.002526575313489228,0.0026015095645788955,0.009203385850573585,0.008926212891257957,0.0016359407065606576,0.0006905242379935139,0.000623926997367105,0.0017555011113493753,0.0017113310844990384,0.00026953986877021805,9.372511458284995e-05,7.93539915098217e-05,1.5888411740479698e-05,0.2919741624997688
13.65,0.012337973804737081,0.00800434746436412,0.017910815465067356,0.017971551394136392,0.005747097863860543,0.0025136692060324763,0.002594484229414293,0.009088226245665994,0.008812390172540053,0.0016252693168691814,0.0006792880008536553,0.0006161707147414806,0.0017369119588623362,0.0016926551031176712,0.00026796957806778717,9.19910343698738e-05,7.817586336233718e-05,1.5797192744898633e-05,0.28974499393986675
13.700000000000001,0.01232303398298723,0.007907281317607161,0.01784443767732239,0.017897337741626582,0.00569526109500174,0.0025014202649007726,0.0025879270093558935,0.008974394530979023,0.008699910885971463,0.0016144510827581626,0.0006684679856154895,0.000608753972768746,0.0017184385056217865,0.0016741060378626682,0.0002663696497380494,9.031859661187213e-05,7.704687120487648e-05,1.570418732972959e-05,0.2875374835616478
13.75,0.012308064812414702,0.00781125831297416,0.01777800377059545,0.01782310778472772,0.0056433800816386645,0.0024898046932786766,0.0025818165963917374,0.008861879443116324,0.008588763101886556,0.0016034917583134327,0.0006580526433493582,0.0006016657111797761,0.0017000828093800741,0.001655685682689305,0.0002647410338662706,8.870616155595679e-05,7.59654803353188e-05,1.5609450967145956e-05,0.2853513799949195
13.8,0.01229306651471015,0.007716272734086609,0.017711517426219674,0.017748865697586845,0.005591469074737797,0.0024787992577092084,0.0025761322690299997,0.008750669686688504,0.008478934871578928,0.0015923970967900727,0.0006480306305751673,0.0005948951127894412,0.0016818468144208832,0.0016373957205724915,0.0002630846890043607,8.715211610727147e-05,7.493018796649646e-05,1.551304073938261e-05,0.28318643474745714
13.850000000000001,0.012278039311516156,0.007622318801828477,0.017644982306081476,0.017674615624188855,0.00553954205871038,0.0024683812800776724,0.0025708538818689677,0.00864075393921605,0.008370414232100208,0.0015811728429670907,0.0006383908094233705,0.0005884316015160343,0.0016637323545014577,0.0016192377265649642,0.00026140158032662565,8.565487400156305e-05,7.393952306915412e-05,1.541501340408818e-05,0.2810424021927027
13.9,0.012262983424421168,0.007529390676509478,0.017578402052172787,0.017600361677922935,0.005487612748829143,0.002458528629547009,0.002565961855196602,0.008532120855879512,0.008263189210901925,0.0015698247259418514,0.000629122247579407,0.000582264840252566,0.0016457411557665596,0.001601213170818131,0.00025969267788575394,8.421287594165324e-05,7.299204619301302e-05,1.5315425139561893e-05,0.27891903955796116
13.950000000000001,0.01224789907495347,0.007437482460004181,0.017511780286154445,0.01752610794116324,0.005435694589010596,0.002449219714453084,0.002561437164626879,0.008424759074119798,0.008157247830323571,0.0015583584523483217,0.0006202142180236354,0.0005763847286008538,0.0016278748396319285,0.0015833234215637518,0.00025795895496489695,8.282458969991384e-05,7.208634926573058e-05,1.5214333745017937e-05,0.27681610691392783
14.0,0.012232786484575169,0.007346588197866806,0.017445120608930657,0.01745185846486377,0.0053838007499478835,0.0024404334741679893,0.002557261330779711,0.00831865721809146,0.008052578111930005,0.001546779699983539,0.0006116561985783653,0.0005707814004788556,0.001610134925635177,0.0015655697480548068,0.0002562013865218095,8.148851018793085e-05,7.12210553693786e-05,1.5111797836097508e-05,0.27473336716013863
14.05,0.01221764587467621,0.007256701881421458,0.017378426600234448,0.01737761726816724,0.005331944127579473,0.002432149370939055,0.00255341640901089,0.008213803902971708,0.007949168080701138,0.0015350941118270432,0.0006034378712731483,0.0005654452216112318,0.0015925228342521967,0.001547953323464026,0.00025442094772142374,8.02031594959427e-05,7.039481849540495e-05,1.5007874404355531e-05,0.2726705860077664
14.100000000000001,0.012202477466568414,0.007167817449827732,0.017311701818224116,0.017303388338027928,0.005280137341879433,0.0024243473817109683,0.002549884979198144,0.00811018773912809,0.007847005769077127,0.0015233072904383834,0.0005955491215390917,0.0005603667869126863,0.0015750398896773395,0.001530475227738744,0.00025261861255361116,7.896708690588652e-05,6.960632327960298e-05,1.4902620510636431e-05,0.27062753196559625
14.15,0.012187281481479548,0.007079928792121451,0.01724494979909055,0.017229175628848275,0.005228392735955317,0.002417007989938044,0.0025466501355890384,0.008007797336147553,0.00774607922086199,0.0015114247927181473,0.0005879800372425302,0.000555536917773195,0.0015576873225657752,0.0015131364504108583,0.0002507953525329488,7.777886888077791e-05,6.885428471765325e-05,1.479609538857018e-05,0.26860397632551025
14.200000000000001,0.012172058140547408,0.0069930297492304585,0.01717817405667541,0.01715498306212917,0.0051767223754401,0.002410112177393387,0.0025436954767161387,0.007906621306729759,0.007646376494988729,0.0014994521250183228,0.00058072090756801,0.0005509466592538186,0.0015404662727366188,0.0014959378933608477,0.00024895213547704797,7.663710903077142e-05,6.813744786114723e-05,1.4688357522314705e-05,0.2665996931420882
14.25,0.012156807664813937,0.006907114115965353,0.017111378082100094,0.017080814526133793,0.005125138048164969,0.002403641415981375,0.0025410050953845248,0.007806648270447445,0.007547885669149005,0.0014873947385881654,0.0005737622217601477,0.0005465872772013972,0.0015233777918355995,0.0014788803735349607,0.0002470899243597205,7.554043805535706e-05,6.745458749494898e-05,1.4579462683725143e-05,0.26461445921235666
14.3,0.012141530275219359,0.006822175642984988,0.017044565343405406,0.017006673875564857,0.005073651264100062,0.002397577659559583,0.0025385635687364284,0.007707866857376565,0.007450594843290253,0.0014752580253420814,0.0005670946677335464,0.0005424502552900267,0.001506422845956195,0.0014619646256148124,0.00024520967623528167,7.44875136624069e-05,6.680450779800312e-05,1.446946747761001e-05,0.26264805406028174
14.350000000000001,0.012126226192596352,0.006738208038736723,0.01697773928520187,0.016932564931255133,0.005022273255550718,0.002391903335775991,0.0025363559483974766,0.007610265711599043,0.007354492142983314,0.0014630473139364175,0.0005607091305595935,0.0005385272919968522,0.0014896023182183501,0.001445191304638797,0.00024331234123073185,7.347702046599281e-05,6.618604198949705e-05,1.4358430459469909e-05,0.26070025991812634
14.4,0.012110895637664236,0.0066552049713712765,0.016910903328330625,0.0168584914798711,0.004971014977597025,0.00238660133792702,0.0025343677507087318,0.007513833494580816,0.007259565722663427,0.0014507678661423754,0.0005545966908386002,0.0005348102975193412,0.001472917011304008,0.0014285609885748096,0.00024139886160318624,7.25076698641206e-05,6.559805196116827e-05,1.4246407660962168e-05,0.25877086170154795
14.450000000000001,0.012095538831023184,0.006573160070632126,0.016844060869534782,0.01678445727362961,0.004919887108764895,0.0023816550168416707,0.0025325849470484328,0.007418558888427926,0.0071658037687475275,0.0014384248735026396,0.0005487486229653984,0.000531291390640859,0.0014563676499488188,0.0014120741808438947,0.00023947017086036571,7.157819989574721e-05,6.503942789641256e-05,1.4133452191998564e-05,0.2568596469881504
14.5,0.012080155993148475,0.006492066929719419,0.016777215281141247,0.0167104660300274,0.004868900051917197,0.002377048172796779,0.0025309939542470868,0.007324430599023393,0.007073194502630759,0.0014260234542596516,0.000543156393296175,0.0005279628955510237,0.001439954883389491,0.001395731312794525,0.0002375271929420087,7.068737507608683e-05,6.450908787792967e-05,1.4019619462584592e-05,0.2549664060010737
14.55,0.012064747344384761,0.00641191910712828,0.01671036991075284,0.016636521431583312,0.004818063935353797,0.0023727650474681295,0.0025295816250992874,0.007231437359047453,0.006981726183564965,0.0014135686505437975,0.0005378116582239854,0.0005248173386269952,0.0014236792877663053,0.0013795327461272662,0.00023557084145981935,6.983398621079766e-05,6.400597748627577e-05,1.3904966767305275e-05,0.25309093158641166
14.600000000000001,0.012049313104940361,0.006332710128461545,0.016643528080950685,0.016562627125593088,0.004767388614109753,0.0023687903159219275,0.0025283352389753964,0.007139567930883931,0.006891387111422084,0.0014010654258101382,0.0005327062621700803,0.0005218474451815363,0.001407541368480415,0.0013634787752696876,0.00023360201899338823,6.901685019116086e-05,6.352906939102825e-05,1.3789547232269134e-05,0.2512330191845026
14.65,0.012033853494881584,0.006254433488216837,0.01657669308900677,0.016488786723896576,0.00471688367144115,0.002365109078650885,0.0025272424925359815,0.007048811109415284,0.006802165629345127,0.0013885186625126288,0.0005278322354978545,0.000519046136183379,0.0013915415625055877,0.0013475696297014156,0.00023162161643966678,6.823480977205918e-05,6.307736293553626e-05,1.3673410756664575e-05,0.24939246680776414
14.700000000000001,0.01201836873412708,0.006177082651547966,0.016509868206606573,0.01641500380265719,0.00466655842048846,0.002361706853658936,0.0025262914905516717,0.006959155724708937,0.006714050126289546,0.0013759331600051194,0.0005231817923559347,0.000516406524955135,0.0013756802406541437,0.0013318054762293224,0.00022963051241404485,6.74867333332564e-05,6.264988371666301e-05,1.3556610575928047e-05,0.24756907502373882
14.75,0.012002859042442221,0.006100651056000698,0.016443056679581704,0.016341281902153504,0.004616421906107609,0.0023585695685983707,0.002525470736830871,0.006870590644597529,0.006627029039457713,0.001363313632658764,0.0005187473284566282,0.0005139219138537051,0.0013599577097969252,0.0013161864212129213,0.00022762957270155488,6.677151462426553e-05,6.224568316178124e-05,1.3439201584248446e-05,0.24576264692952896
14.8,0.011987324639433498,0.006025132113222797,0.016376261727652424,0.016267624526582775,0.0045664829068591956,0.0023556835529629622,0.0025247691252575596,0.006783104777155517,0.006541090856629128,0.001350664708185768,0.0005145214187956646,0.0005115857909378703,0.0013443742150372028,0.0013007125127401024,0.00022561964975687781,6.608807249441803e-05,6.186383810508444e-05,1.332123297617752e-05,0.24397298812022283
14.850000000000001,0.011971765744542959,0.005950519210648448,0.016309486544179987,0.01619403514387631,0.004516749937146708,0.002353035530340437,0.002524175930941202,0.006696687073074736,0.006456224118389072,0.0013379909261597538,0.0005104968153189006,0.000509391826627482,0.0013289299418385552,0.0012853837427534503,0.00022360158225157614,6.543535061085732e-05,6.150345036414456e-05,1.3202750356259345e-05,0.2421999066665004
14.9,0.011956182577042668,0.005876805713157,0.016242734295928683,0.01612051718552643,0.004467231249494791,0.002350612610727443,0.0025236808014805945,0.00661132652794133,0.006372417420258243,0.0013252967367233135,0.0005066664445413809,0.0005073338703584184,0.0013136250181068117,0.0012702000491274271,0.0002215761946665471,6.481231716659972e-05,6.116364631701359e-05,1.308380393417954e-05,0.24044321309806743
14.950000000000001,0.011940575356029187,0.0058039849647060875,0.016176008122837492,0.016047074046424956,0.0044179348369589675,0.002348402282909962,0.0025232737483432827,0.0065270121844165085,0.006289659414725965,0.0013125864994736436,0.0005030234051239011,0.0005054059472372293,0.0012984595162262537,0.0012551613176967791,0.0002195442969274481,6.42179645793308e-05,6.0843576480491436e-05,1.2964446211688712e-05,0.23870272037635507
15.0,0.0119249443004181,0.00573205028993919,0.016109311137801282,0.015973709084713017,0.0043688684356585185,0.00234639240691193,0.002522945138362015,0.00644373313432358,0.00620793881318952,0.0012998644825174598,0.0004995609654119726,0.0005036022546991617,0.0012834334550503284,0.001240267384236568,0.00021750668408097285,6.365130918113269e-05,6.0542415090323554e-05,1.2844722872975404e-05,0.23697824386022434
