Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(6),J_4f5/2(6),J_4f7/2(8),J_5s1/2(2),J_5p1/2(2),J_5p3/2(4),J_5d3/2(4),J_5d5/2(6),J_5f5/2(6),J_5f7/2(8),J_6s1/2(2),J_6p1/2(2),J_6p3/2(4),J_6d3/2(4),J_6d5/2(3),J_7s1/2(2),J_total_Mt_relativistic
0.5,0.005400213297833307,0.020265942893665363,0.009408792147451587,0.012514862777998603,0.044896732705288156,0.025829819413688754,0.030719223034684967,0.019556027379761535,0.02053274387975112,0.08555955267648935,0.053757338343794314,0.06254251002782993,0.04537391286519451,0.047151880396721704,0.035211678380888144,0.035866732551353926,0.15756303867161767,0.10647343005393971,0.12512564061735124,0.10017101545681356,0.10464188489792643,0.1025216519966998,0.10530317248776862,0.30470403643266575,0.24438723604312318,0.3029298923268283,0.3436834080825074,0.38310820519085786,0.23824200351666955,10.90248513586581
0.55,0.005400165204055062,0.02026405092696458,0.009408791925742592,0.01251486228123526,0.04487335173823598,0.025829802696476594,0.03071918369143956,0.019556027367266603,0.02053274386311302,0.08537406351897639,0.05375665535925656,0.06254104524352551,0.04537390924932929,0.0471518757126844,0.03521167837026865,0.03586673253902484,0.15626899642285658,0.10645180635616182,0.12507748270488617,0.10017007411068629,0.10464060370270306,0.10252133163117531,0.10530273662451814,0.29352958701597265,0.24321399507630403,0.299666172622347,0.33739281386234893,0.3694965188514658,0.17624924986299717,10.671482026282666
0.6000000000000001,0.005400112530674129,0.020261979001852837,0.009408791648615722,0.01251486162941129,0.04484775875447762,0.025829780767944115,0.030719132092020016,0.01955602734765988,0.020532743837004982,0.08517139234136706,0.05375576069128528,0.06253912767798685,0.045373903585816396,0.047151868377425264,0.03521167835041388,0.035866732515976295,0.1548645800105161,0.10642363434724987,0.12501492028516026,0.10016861426941935,0.10463861929132302,0.10252075644837312,0.10530195737002018,0.2817937474332368,0.241734631375158,0.2956503930584703,0.329796660542066,0.35440749586900816,0.1305107089984109,10.458246322275855
0.65,0.005400055277896984,0.020259727180720423,0.009408791306723356,0.012514860793175082,0.04481995776388719,0.025829752644983706,0.030719065928502293,0.019556027318015493,0.020532743797531477,0.08495166965740525,0.053754615007867934,0.06253667379670351,0.04537389504010094,0.04715185731138166,0.035211678315163156,0.03586673247506024,0.15335316029523505,0.10638777153946333,0.12493552636798137,0.10016643520197761,0.1046356612058354,0.10251977880887071,0.10530063876699994,0.26960835522816917,0.23991697943589063,0.2908439013986646,0.3209883824664348,0.3382505213779456,0.09806329819832971,10.25844819102238
0.7000000000000001,0.005399993445948049,0.02025729553136753,0.009408790889908373,0.01251485974063779,0.0447899531203857,0.025829717260712707,0.030718982697806034,0.0195560272745863,0.020532743739703978,0.08471503673388577,0.05375317584108422,0.06253359361914544,0.04537388254797548,0.04715184113849253,0.035211678255272376,0.03586673240555327,0.15173834267516437,0.10634301032404592,0.1248367662181537,0.10016328684570966,0.10463139351961957,0.10251819329620332,0.10529851027609319,0.25708544617677365,0.23773319265568554,0.2852276176974701,0.31110557502086317,0.32140800464168034,0.07598795822833858,10.068027247489956
0.75,0.005399927035069691,0.020254684127000416,0.009408790387204977,0.012514858437377097,0.04475774952078692,0.025829673464899172,0.030718879703067373,0.01955602721266398,0.020532743657254958,0.08446164544424191,0.05375139765662216,0.06252979091723007,0.04537386477849198,0.04715181813857079,0.03521167815730264,0.035866732291869416,0.1500239533929446,0.1062880857791471,0.12471602000293663,0.10015886428722957,0.10462540794159404,0.10251572446910356,0.10529521208197426,0.24433563063036765,0.23516058529126585,0.27880255057987346,0.30031189936908464,0.3042134167574379,0.06166640103552389,9.883568108127985
0.8,0.005399856045522218,0.020251893046227258,0.0094087897868396,0.012514856846441273,0.04472335200355299,0.02582962002442077,0.030718754055117384,0.01955602712642866,0.02053274354243804,0.08419165811144039,0.053749231928243525,0.0625251634273119,0.04537384009475665,0.04715178619704239,0.035211678002242876,0.03586673211196569,0.1482140251117672,0.10622168381901384,0.12457060607641796,0.10015280264564512,0.10461721758487366,0.1025120147716429,0.10529028107301674,0.23146657831713838,0.23218228707286018,0.27158938133706073,0.2887818361492567,0.28694357091616524,0.05289831188737473,9.70244710416034
0.8500000000000001,0.0053997804775838786,0.020248922373053733,0.009408789076231869,0.012514854928353539,0.044686765947460357,0.025829555623756554,0.030718602674065294,0.019556027008788196,0.020532743385814515,0.0839052473404125,0.053746627217061915,0.06251960307517387,0.04537380651279157,0.047151742752305326,0.035211677763832216,0.03586673183540105,0.14631278183614968,0.10614244962732983,0.12439780467818964,0.10014467248702219,0.10460625157507818,0.10250661320547395,0.10528313827577442,0.21858163794796504,0.2287876996012255,0.26362723466234383,0.2766891591060548,0.26981973281585375,0.047925212074409355,9.5228303302484
0.9,0.00539970033155086,0.02024577219687825,0.009408788241995631,0.012514852641116722,0.044647997070176436,0.025829478865511443,0.030718422290985415,0.01955602685120733,0.02053274317602648,0.08360259584026557,0.05374352925548803,0.06251299621346974,0.045373761658656184,0.04715168474097434,0.035211677406547535,0.03586673142100932,0.14432462325571382,0.10604899631617346,0.12419488182322605,0.10013397588866675,0.1045918506554565,0.1024989653520318,0.10527307846411496,0.2057786127923968,0.2249727520580007,0.25497178616638577,0.26419903758334534,0.2530133301876252,0.045399791359749635,9.343588237266129
0.9500000000000001,0.005399615607737284,0.020242442612486904,0.009408787269940056,0.012514849940218209,0.04460705142674764,0.02582938827097309,0.03071820944970672,0.01955602664352689,0.020532742899556866,0.08328389623653239,0.05373988103568886,0.06250522387103803,0.04537370272403036,0.047151608541287936,0.03521167688322179,0.035866730814146826,0.14225410859237858,0.10593991375115394,0.12395911316190543,0.10012014325919107,0.10457326392470044,0.10248840527726512,0.10525926255274083,0.19314870796640557,0.22073996146973482,0.24569287319996783,0.25146319728995525,0.2366534456724489,0.04432890236827141,9.164173140482902
1.0,0.005399526306475203,0.02023893372004814,0.009408786145070791,0.012514846778635189,0.04456393540799935,0.025829282280700916,0.030717960508703936,0.019556026373773218,0.02053274254047662,0.0829493508737306,0.0537356229023993,0.062496162013481224,0.045373626420467904,0.04715150991496419,0.03521167613225928,0.03586672994347639,0.140105940032959,0.10581377748286788,0.12368780759359994,0.10010253100575031,0.10454964681939095,0.10247414976430674,0.10524071323923244,0.18077565971328086,0.2160983094817885,0.2358717784615422,0.23861741956996352,0.22083444752211176,0.044008465126142406,8.984489052906989
