Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(6),J_4f5/2(6),J_4f7/2(8),J_5s1/2(2),J_5p1/2(2),J_5p3/2(4),J_5d3/2(4),J_5d5/2(6),J_5f5/2(6),J_5f7/2(8),J_6s1/2(2),J_6p1/2(2),J_6p3/2(4),J_6d3/2(4),J_6d5/2(2),J_7s1/2(2),J_total_Hs_relativistic
0.5,0.005509058647840768,0.020605225658742125,0.00959089595581799,0.012651502374834318,0.04558683144833784,0.026254504721084603,0.0310787812954237,0.019791613785161366,0.020760494948206466,0.08696207651911751,0.05468354099014609,0.06339601357411216,0.046023560270034104,0.047797933371384826,0.03574656743476192,0.03640127656236012,0.16053238586605847,0.10869632303704671,0.12734941690668136,0.10221093247909026,0.10674031126324579,0.10623661389959316,0.1092195546283349,0.311370457825544,0.25252088793765753,0.3118112360004893,0.3607417791300989,0.39870918281797263,0.22420674868591828,10.779333758514985
0.55,0.005509008166864382,0.020603241083785973,0.009590895722128607,0.012651501851132186,0.04556235192826835,0.02625448661349433,0.03107873963280864,0.01979161377157314,0.02076049493020825,0.08676733452923893,0.05468279777324782,0.06339444839612698,0.046023556269542056,0.04779792820996374,0.03574656742238857,0.03640127654802147,0.1591634170217581,0.1086724220713902,0.12729700395174293,0.10220984215954367,0.10673882960951496,0.10623610979700579,0.10921885604310012,0.2993144602475373,0.25115567159662366,0.3080868737448713,0.35230571970702845,0.3812852890686344,0.16402108071306054,10.545162751553002
0.6000000000000001,0.005508952878991433,0.02060106774916451,0.009590895428870774,0.012651501163962563,0.04553555693935056,0.026254462861480816,0.03107868499226299,0.019791613750251066,0.02076049490196636,0.0865545701911371,0.05468182426600446,0.06339239954262972,0.0460235500040679,0.047797920127755814,0.03574656739925778,0.036401276521219834,0.15767820850447667,0.10864129290217758,0.12722893935884405,0.10220815233863335,0.10673653627540589,0.10623521056328503,0.10921761633340225,0.2866834747114479,0.24943912932162401,0.3035227405372232,0.3423841987368116,0.3625214414661183,0.12062402296070486,10.330368440504843
0.65,0.005508892784444302,0.020598705722331155,0.009590895065877002,0.01265150028238341,0.04550645080987798,0.02625443240039501,0.031078614930330883,0.01979161371801355,0.02076049485926728,0.08632392500470941,0.05468057770932857,0.06338977784730933,0.04602354055083477,0.047797907935910156,0.035746567358196694,0.03640127647364834,0.15608045789083644,0.10860167913880608,0.12714259832737038,0.10220563168404638,0.10673312021498772,0.10623369255151888,0.10921553496308847,0.27360327897961273,0.2473365064848809,0.29808332280049155,0.33116325196841834,0.342957063421529,0.09063817181001838,10.130046671895265
0.7000000000000001,0.005508827883464698,0.020596155076587765,0.009590894622099408,0.012651499172778302,0.04547503823935725,0.026254394074923287,0.03107852679707695,0.019791613670786082,0.020760494796715462,0.08607555210642487,0.0546790119458881,0.06338648728776766,0.046023526733343575,0.04779789011933898,0.035746567288445115,0.03640127639284833,0.1543741174371469,0.1085522544761968,0.1270352439639604,0.1022019924368037,0.10672819571724536,0.10623124827576676,0.10921220263771786,0.2601991943142208,0.2448185872155028,0.2917562283882337,0.3188650776338287,0.32305205411816684,0.07086230060972593,9.939731758007326
0.75,0.00550875817631366,0.020593415891080352,0.009590894085610651,0.012651497798860482,0.045441324297224174,0.026254346639563116,0.031078417737573513,0.019791613603449172,0.02076049470753224,0.08580961610537112,0.05467707749828359,0.0633824252031292,0.04602350708049006,0.04779786478443625,0.0357465671743643,0.03640127626071674,0.15256337849866852,0.10849163162995076,0.12690405260707147,0.10219688428144,0.106721294811103,0.10622747057359017,0.10920708275446911,0.2465942003883513,0.24186261828921352,0.284552323911429,0.3057239156582601,0.30317505653773774,0.05851357884944911,9.755759369728088
0.8,0.005508683663271547,0.020590488250794486,0.009590893443604937,0.012651496121677229,0.045405314421459425,0.0262542887591357,0.031078284693502146,0.019791613509674937,0.020760494583339804,0.08552629290736631,0.05467472165276687,0.06337748252640318,0.04602347978337876,0.047797829603946816,0.03574656699383766,0.03640127605165837,0.15065265513474646,0.10841837164685024,0.1267461398088869,0.10218988873238567,0.1067118605077703,0.10622183780019746,0.10919949492861479,0.232907197094681,0.23845298802072967,0.2765047746495016,0.29196859619516846,0.28360762275401485,0.05131886094771712,9.57538148625333
0.8500000000000001,0.005508604344638044,0.020587372246550353,0.0095908926823991,0.012651494099614543,0.04536701441710458,0.026254219009335316,0.03107812440486861,0.019791613381752476,0.020760494413930495,0.08522576952740116,0.054671888548341985,0.06337154403101163,0.04602344265004298,0.04779778175927237,0.03574656671632403,0.036401275730337856,0.14864656698908318,0.1083309935227348,0.12655858671757392,0.10218051418588811,0.10669924108150183,0.10621370092652252,0.1091886016731906,0.2192514437720814,0.2345816516967905,0.26766716063329515,0.27781141083642596,0.2645559290037153,0.04751097771791117,9.396727939331603
0.9,0.005508520220732151,0.020584067974997462,0.009590891787433754,0.012651491688402168,0.04532643045467893,0.026254135877315125,0.031077933411829965,0.019791613210402268,0.020760494187021628,0.08490824389069296,0.05466851927107958,0.06336448859086304,0.046023393058290014,0.04779771788051426,0.035746566300524044,0.03640127524898658,0.14654992153739962,0.10822798405827552,0.12633846660317297,0.10216819177317184,0.10668268556637456,0.10620227332015561,0.10917339911818398,0.20573319943000978,0.23024830608194957,0.2581108742982361,0.2634420766721239,0.24616474537681132,0.04577400685264846,9.218687881318923
0.9500000000000001,0.005508431291892185,0.02058057553860903,0.009590890743274532,0.01265148884111891,0.045283569068497856,0.026254037762309126,0.03107770805663273,0.01979161298457976,0.020760493887996233,0.08457392462264983,0.05466455195346623,0.06335618945331967,0.046023327906900106,0.04779763398456533,0.03574656569162035,0.036401274544219715,0.14436769579706296,0.10810780788227531,0.1260828712736783,0.10215227213417291,0.10666134061942689,0.10618662384191224,0.10915271240798374,0.19245058041811683,0.22546032528234405,0.24792201725328958,0.24902536902617914,0.22853080533561732,0.04516764892174143,9.040760960725951
