Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(4),J_4f5/2(6),J_4f7/2(7),J_5s1/2(2),J_5p1/2(2),J_5p3/2(4),J_6s1/2(2),J_total_Yb_relativistic
0.75,0.010913463661016294,0.038686165696783584,0.01901878165536498,0.020795773043014634,0.08453397276141192,0.050619375412303956,0.05368511999550177,0.034844200193730544,0.03553168313506172,0.16533488281922631,0.11492761823756051,0.12244143385430155,0.09496905078519435,0.09696242889508079,0.1060115500794569,0.10936616751082277,0.2612815189958454,0.2930521461074776,0.3067300390640872,0.043502227327382084,6.894199918325421
0.8,0.010913001551514005,0.038667546362970935,0.0190187682592461,0.020795753570203492,0.08429914958265854,0.050617902955718455,0.053683148509821345,0.03484419496505348,0.03553167724869642,0.16311936790638945,0.11483701664486633,0.1223180207855196,0.09496370093450858,0.09695624365332746,0.10583181175559296,0.10907721548768906,0.24059441694553785,0.2840627934904984,0.29455497286383814,0.04334034416661926,6.777038686607342
0.8500000000000001,0.010912509658965716,0.03864773668267295,0.019018752115706312,0.020795730100655423,0.08404993422775424,0.050616131649555446,0.05368077757023133,0.0348441878459222,0.035531669234782244,0.16079570031086113,0.11472914108429993,0.12217133794234784,0.09495654111451314,0.09694797349615113,0.10562204146499761,0.10875448446528323,0.22056229999305188,0.2742887766868825,0.2815651098938756,0.042705971847518745,6.654600142817288
0.9,0.010911987989081768,0.03862673869208851,0.019018732873627545,0.020795702123796733,0.08378646605072647,0.050614024420730305,0.053677957846269796,0.03484417832926422,0.03553165852299046,0.15836980555346047,0.11460219846306045,0.1219990520680463,0.09494714263979358,0.09693712812139103,0.10538140475894991,0.10839829232390447,0.20134511634602922,0.26382365438175154,0.2679213333310008,0.041433385439185864,6.52769488045949
0.9500000000000001,0.010911436547917723,0.03860455454849218,0.01901871016120783,0.020795669099092834,0.0835088920394348,0.05061154229162614,0.053674637528615156,0.03484416581415411,0.03553164443756405,0.1558477991290449,0.11445438353399338,0.1217988345792496,0.09493501755916676,0.09692315070527174,0.10510931917781867,0.1080090067238799,0.18307424008851386,0.2527733063096535,0.2537918578605195,0.03955595509294073,6.397530102239928
1.0,0.010910855341874215,0.03858118652982567,0.01901868358606566,0.020795630456220168,0.08321736667683338,0.05060864443809405,0.05367076241522371,0.03484414959559746,0.0355316261858823,0.15323596116777696,0.11428389230179337,0.12156838105533922,0.09491961739403808,0.09690541685904033,0.10480541432312866,0.10758703078202184,0.16585274237363437,0.2412516834403501,0.23934575132831826,0.037196148874185486,6.2654554581222754
1.05,0.010910244377696788,0.03855663703426679,0.019018652735350063,0.020795585595247492,0.08291205179557354,0.05060528825009606,0.05366627600127346,0.034844128853984246,0.03553160284666512,0.15054071080990986,0.11408893529228907,0.12130543030848749,0.09490033272132115,0.09688323458538184,0.10446949981163349,0.10713279917985419,0.14975637368738218,0.22937676224747844,0.2247473881884867,0.034503310668194016,6.132810118192738
1.1,0.010909603662475727,0.03853090857977589,0.01901861717585634,0.020795533886826485,0.08259311642614765,0.050601429394885364,0.05366111957274007,0.034844102644250065,0.035531573357861286,0.1477685804421087,0.11386775058083407,0.12100778286967959,0.09487649363124205,0.09685584526107642,0.10410154013594132,0.10664677983055815,0.13483513044845216,0.21726686587029445,0.21015195503445866,0.03162125724705718,6.000835681555745
1.1500000000000001,0.010908933203645882,0.038504003803620034,0.019018576454147475,0.020795474672391585,0.08226073663878358,0.050597021882614265,0.053655232303424734,0.034844069884784404,0.035531536504265916,0.14492618994081302,0.11361861648045771,0.12067331873646343,0.09484737107222274,0.09682242565040029,0.10370163511502122,0.10612947797842887,0.12111527598671518,0.20503746145384594,0.19570203306366593,0.028673549955980555,5.870630660000186
1.2000000000000002,0.01090823300898648,0.03847592546187501,0.019018530096681127,0.020795407264368987,0.08191509537930641,0.050592018134256525,0.05364855135524754,0.03484402934612632,0.03553149090491358,0.14202022106456166,0.11333986379594482,0.12030001424007371,0.09481217907726765,0.0967820909325078,0.10327000461721032,0.10558144084916761,0.10860168910634765,0.19279849451697267,0.1815252103661866,0.025758680399506118,5.743130673197925
1.25,0.010907503086620935,0.038446676428905285,0.019018477609942193,0.020795330946394703,0.08155638229919193,0.05058636905172733,0.05364101198161479,0.034843979639488536,0.035531435000294244,0.13905739213260776,0.11302988755631849,0.11988595790271166,0.09477007784927301,0.09673389870596152,0.10280697641235127,0.10500326178622231,0.09728042163454391,0.1806522802327039,0.1677326276874631,0.02295043312682776,5.61910428356176
1.3,0.01090674344501664,0.03841625969682212,0.019018418480580876,0.020795244973541613,0.08118479358004314,0.05058002409008068,0.05363254763366358,0.034843919205151556,0.035531367039439925,0.13604443312162312,0.11268715814519621,0.11942936516991508,0.0947201776668048,0.09667685391513166,0.10231297623220845,0.10439558332600357,0.08712135820306462,0.16869193906265875,0.15441833205297245,0.02030065505727653,5.499158178975627
1.35,0.010905954092984758,0.03838467837491997,0.01901835217555621,0.0207951485725554,0.08080053175272742,0.05057293133166116,0.053623090069182595,0.03484384630077007,0.03553128506693049,0.13298806130590543,0.11231023175607079,0.11892859191789508,0.09466154355745936,0.09660991462672291,0.10178851932697457,0.10375909900266392,0.07808088570217966,0.15700034029655702,0.14165929963612728,0.017842886111953116,5.383747793159405
1.4000000000000001,0.01090513503968,0.03835193568909132,0.019018278142285003,0.02079504094209929,0.0804038055114182,0.05056503756208412,0.05361256946400404,0.03484375898963407,0.03553118690986733,0.1298949575593458,0.11189776010762299,0.1183821466512192,0.09459320067318229,0.09653199857048401,0.10123420300029115,0.10309455385182928,0.07010449522423876,0.14564950103910257,0.12951598853951107,0.015596040492521644,5.27319092162004
1.4500000000000002,0.010904286294600402,0.0383180349812202,0.019018195808796125,0.02079492125300751,0.07999482952279063,0.050556288347916034,0.053600914525658114,0.03484365512892737,0.03553107016486374,0.1267717434295804,0.11144849936259507,0.11778870132205836,0.09451414029106678,0.0964419903464089,0.10065069976188165,0.10240274370116481,0.06312925490344601,0.1347003789720012,0.11803329003578011,0.013567753569666914,5.167682788158299
1.5,0.010903407867587077,0.03828297970855446,0.019018104583890125,0.02079478864854731,0.07957382423062576,0.05054662811592431,0.05358805260907844,0.03484353235802636,0.03553093218510108,0.12362495908632914,0.11096131820242942,0.11714710071816851,0.0944233263543116,0.09633874919156599,0.10003875084924772,0.10168451339022719,0.05708610709033249,0.12420299352482247,0.10724176009560073,0.011757245931159295,5.06731156690532
1.55,0.01090249976882398,0.038246773443057026,0.019018003857304067,0.02079464224468952,0.07914101565608238,0.050536000233764304,0.053573909834144354,0.03484338808688157,0.03553077006749919,0.12046104223701783,0.11043520501869868,0.11645637038263669,0.09431970246125919,0.09622111719313355,0.09939915996493286,0.10094075407923678,0.0519019572079623,0.11419681062335478,0.09715902916870768,0.01015768072156953,4.972073708156596
