Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_total_Krypton_relativistic_ready
4.65,0.036577386050958026,0.09161989242001717,0.05925800781741702,0.11851601563483403,0.015557614718762937,0.05035372875288866,0.10070745750577732,0.18739407377239092,0.2810911106585864,0.003764682887799783,0.006552047232197045,0.01310409446439409,0.9644961119160234
4.7,0.03654282389695849,0.0903787303891277,0.05909699549642209,0.11819399099284418,0.015400893888043256,0.04836004745047948,0.09672009490095897,0.18370795735978004,0.27556193603967005,0.003761918626409201,0.006301656377133801,0.012603312754267602,0.9466303581720948
4.75,0.036507936519804975,0.08914341163446404,0.0589330015525911,0.1178660031051822,0.015248547832578787,0.046434451790399636,0.09286890358079927,0.18006919336502825,0.27010379004754237,0.0037602726464748028,0.006057829787009958,0.012115659574019916,0.9291090014358954
4.800000000000001,0.036472725263429234,0.08791421109417179,0.058766042707284825,0.11753208541456965,0.015100232547915756,0.04457583257443152,0.08915166514886304,0.17647861938095236,0.26471792907142855,0.0037594243528743495,0.005820722022117119,0.011641444044234239,0.9119309336222725
4.8500000000000005,0.036437191482051434,0.08669139564541264,0.05859613721845755,0.1171922744369151,0.014955625252193273,0.04278302207865917,0.08556604415731835,0.17293697357592794,0.2594054603638919,0.00375908920067137,0.005590450733715261,0.011180901467430521,0.8950945656126446
4.9,0.03640133654005756,0.08547522413813911,0.058423304851993915,0.11684660970398783,0.014814423204178116,0.04105480051828424,0.08210960103656847,0.169444898997607,0.25416734849641054,0.003759015097906946,0.0053670996740643115,0.010734199348128623,0.8785978616073268
4.95,0.03636516181187588,0.0842659474312978,0.05824756685190522,0.11649513370381044,0.014676342574273355,0.03938990222580842,0.07877980445161684,0.16600294784575004,0.24900442176862506,0.0037589791888601944,0.005150721584683277,0.010301443169366554,0.862438372607873
5.0,0.03632866868185253,0.08306380843154502,0.0580689459094495,0.116137891818899,0.014541117370205053,0.037787021539978545,0.07557404307995709,0.1626115856995977,0.24391737854939655,0.003758784976002715,0.004941340953921147,0.009882681907842293,0.8466132689186471
5.050000000000001,0.03629185854412636,0.081869042134554,0.057887466131239754,0.11577493226247951,0.014408498418276822,0.036244818404640285,0.07248963680928057,0.15927119568696527,0.23890679353044791,0.0037582597432703536,0.0047389566378757,0.0094779132757514,0.831119371578908
5.1000000000000005,0.03625473280250303,0.08068187566898606,0.057703153006404814,0.11540630601280963,0.014278252400370518,0.03476192367821874,0.06952384735643748,0.15598208258387375,0.23397312387581062,0.0037572522472705074,0.004543544341174487,0.009087088682348974,0.8159531826562085
5.15,0.036217292870328474,0.07950252834319037,0.05751603337286675,0.1150320667457335,0.014150160946257153,0.03333694415594718,0.06667388831189436,0.1527444768350397,0.22911671525255956,0.0037556306466593925,0.00435505895619694,0.00871011791239388,0.8011109143490672
5.2,0.03617954017036184,0.07833121169468835,0.057326135382798744,0.11465227076559749,0.014024019780259113,0.03196846730821002,0.06393693461642004,0.14955853848693948,0.22433780773040923,0.003753280643187019,0.004173436761021652,0.008346873522043304,0.7865885168619363
5.25,0.036141476134647826,0.07716812954248882,0.0571334884673266,0.1142669769346532,0.013899637920866403,0.030655065739459326,0.06131013147891865,0.14642436102644057,0.21963654153966086,0.003750103810844552,0.003998597477775665,0.00799719495555133,0.7723817050286337
