Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(4),J_4f5/2(6),J_4f7/2(8),J_5s1/2(2),J_5p1/2(2),J_5p3/2(4),J_5d3/2(3),J_6s1/2(2),J_total_Ta_relativistic
13.950000000000001,0.009407330133104701,0.013136962233532687,0.015678024419220577,0.01662366220211592,0.00609408180515405,0.006514149399881328,0.005224298927001706,0.01657915338337272,0.016288554200820888,0.0016229575705263243,0.003470801959768302,0.0028077306077222168,0.002558371056559074,0.0025900514421864913,0.0018286979286263895,0.0017357300273358359,0.0003161306036548416,0.0005789111912350367,0.00045377822267048703,0.0001228634087830155,2.5378690317461414e-05,0.4291756854853975
14.0,0.009401085159327043,0.01304539284967435,0.015653754194824867,0.01659122471047496,0.006092598077179053,0.006416300086818514,0.005144076039545708,0.016465144004601417,0.01617158444590826,0.0016135504434544516,0.003425604816379265,0.002763562654233409,0.0025560837330134987,0.0025866778470816773,0.0017955725433397736,0.0017039805025016476,0.00031260280557416243,0.0005720424461427901,0.0004469619806761581,0.00012283647521492763,2.5072167958676105e-05,0.4263075810484832
14.05,0.00939482377592404,0.01295421011205506,0.015629366399289704,0.016558654470697567,0.006090915097825458,0.006319943406335422,0.005065375885138395,0.01635150494404433,0.016055043488915198,0.0016046966024720996,0.003380665028085602,0.0027198713521073663,0.0025536370948522663,0.0025831257032706357,0.0017630623235541944,0.0016728263423538047,0.00030924536303911584,0.0005651859301215908,0.0004402018599378381,0.00012280448950605612,2.478009950997186e-05,0.423463059358216
14.100000000000001,0.009388546039126009,0.01286341565809145,0.015604861737846353,0.01652595267721693,0.006089023074029572,0.006225066860586618,0.0049881801935041875,0.016238242627205916,0.015938937502232145,0.0015963743955644354,0.003335992468005926,0.0026766611777504913,0.0025510291191007655,0.002579394336624932,0.0017311557701197476,0.0016422562996616541,0.00030605269356224547,0.0005583440465411186,0.00043349926360808643,0.00012276712376469955,2.450202200674355e-05,0.4206418956467147
14.15,0.009382252005244021,0.01277301107962826,0.015580240923207856,0.01649312053216836,0.0060869126731486044,0.006131657833377483,0.004912470681250007,0.01612536333045658,0.015823272498239012,0.0015885626095623365,0.0032915966266388154,0.002633936226995454,0.002548258052528886,0.0025754833042219544,0.0016998415952036944,0.001612259336593288,0.00030301930602190993,0.0005515191293856463,0.00042685551968538405,0.00012272407271994712,2.4237479794073383e-05,0.4178438680012507
14.200000000000001,0.009375941730668884,0.012682997923205602,0.015555504675450846,0.01646015924519314,0.006084575013805324,0.006039703596999516,0.004838229058894931,0.016012873181858112,0.015708054330442082,0.0015812404706475845,0.0032474866164947567,0.00259170022454405,0.0025453224002783695,0.002571392383597449,0.001669108718621689,0.0015828246210048648,0.0003001398019989083,0.0005447134433750866,0.0004202718824898173,0.00012267505289585676,2.3986024595844974e-05,0.4150687572902122
14.25,0.009369615271870127,0.012593377690329904,0.015530653721897068,0.01642707003324263,0.00608200165676357,0.005949191318946445,0.004765437037716132,0.015900778162030137,0.015593288694649609,0.0015743876444087644,0.00320367117693422,0.0025499565333960577,0.002542220914825814,0.0025671215623374777,0.0016389462642248582,0.0015539415227872784,0.000297408876945776,0.000537929184169926,0.0004137495341596319,0.00012261980179760823,2.3747215570027433e-05,0.41231634709211584
14.3,0.009363272685394976,0.012504151837748324,0.015505688796994627,0.016393854120382797,0.006079184595839364,0.005860108068510641,0.0046940763364125,0.015789084105055886,0.015478981130184255,0.0015679842354690931,0.003160158679195382,0.0025087081642531073,0.0025389525852743326,0.0025626710280019825,0.0016093435563413905,0.0015255996102699976,0.00029482132119604894,0.0005311684786550491,0.00040728958616519876,0.00012255807708089035,2.35206193647006e-05,0.40958642362748016
14.350000000000001,0.009356914027867343,0.012415321777726664,0.015480610642198994,0.016360512737599118,0.006076116248852198,0.005772440823259656,0.00462412868758752,0.01567779669942598,0.01536513702113096,0.0015620107867068613,0.0031169571315957656,0.0024679577848873324,0.0025355166269669088,0.002558041158372234,0.0015802901162715551,0.001497788646682347,0.00029237202082059525,0.0005244333852977194,0.0004008930808372897,0.00012248965576791803,2.3305810226179874e-05,0.40687877569373165
14.4,0.009350539355986806,0.012326888878330616,0.015455420005853798,0.01632704712260193,0.006072789448620878,0.005686176475392578,0.00455557584405298,0.015566921489018552,0.015251761597618449,0.0015564482780886077,0.0030740741848926346,0.0024277077294651062,0.002531912471414533,0.002553232512014519,0.0015517756588355417,0.0014704985866722336,0.00029005595833791933,0.0005177258945751361,0.00039456099290684297,0.000122414333527721,2.3102370149331403e-05,0.40419319460306835
14.450000000000001,0.009344148726527588,0.01223885446371026,0.015430117643071423,0.016293458519632247,0.0060691974340081065,0.005601301837976119,0.004488399584955178,0.015456463874114349,0.015138859937132876,0.0015512781251346057,0.003031517137787679,0.00238796000781684,0.0025281397565322656,0.0025482458191525147,0.0015237900889740238,0.0014437195728816976,0.0002878682132851705,0.0005110479294671108,0.0003882942310535829,0.00012233192392844402,2.2909889008066714e-05,0.40152947412276546
14.5,0.009337742196337552,0.012151219814387776,0.015404704315613455,0.016259748179268133,0.006065333841017829,0.005517803651060427,0.0044225817217254165,0.015346429112445333,0.015026436965862104,0.0015464821770356909,0.0029892929425621396,0.002348716314644391,0.0025241983171764206,0.0025430819728409055,0.0014963234984014847,0.0014174419325780063,0.00028580396265641894,0.0005044013460095049,0.00038209363946091273,0.0001222422576601918,2.2727964658246984e-05,0.3988874104177921
14.55,0.009331319822337173,0.012063986167548191,0.015379180791770971,0.016225917358231576,0.006061192693949168,0.005435668587674585,0.0043581041038565395,0.015236822320275322,0.014914497460068976,0.0015420427144399135,0.0029474082108290724,0.0023099780386581508,0.002520088175976135,0.0025377420204328646,0.0014693661623120123,0.0013916561743387776,0.0002838584812145922,0.0004977879339041907,0.00037595999937449764,0.0001221451818524499,2.255620303536518e-05,0.39626680199604614
14.600000000000001,0.009324881661518533,0.011977154717333174,0.015353547846244731,0.01619196731919601,0.006056768396610615,0.005354883259702014,0.004294948624507445,0.015127648473511354,0.014803046047492215,0.001537942446926966,0.0029058692193901212,0.0022717462716364905,0.002515809534452646,0.0025322271553341585,0.0014429085361368156,0.0013663529847900322,0.0002820271416832966,0.0004912094171815014,0.0003698940306620242,0.00012204055947009726,2.239421820866511e-05,0.3936674496559728
14.65,0.009318427770944299,0.011890726615137698,0.015327806260025277,0.016157899330594427,0.00605205572359796,0.005275434223635899,0.004233097225937449,0.015018912408844289,0.014692087208773385,0.0015341645101877924,0.0028646819161846524,0.002234021817400684,0.0025113627644196748,0.0025265387090367126,0.0014169412523522803,0.0013415232253966784,0.00028030541482456186,0.00048466745491134713,0.00036389639337177537,0.00012192826863736447,2.224163234604196e-05,0.391089156435924
14.700000000000001,0.009311958207746713,0.011804702969909533,0.015301956820272961,0.016123714666428146,0.006047049811639293,0.005197307986214938,0.004172531904772522,0.01491061882491737,0.014581625278908534,0.0015306924629262641,0.0028238519263197102,0.002196805200698974,0.0025067483996583824,0.0025206781434245857,0.0013914551173374225,0.001317157929305424,0.0002786888694083585,0.0004781636419594242,0.00035796768928793917,0.0001218082019218274,2.2098075634208058e-05,0.3885317275653482
14.75,0.00930547302912658,0.011719084848451489,0.015276000320197955,0.01608941460607632,0.006041746151010222,0.005120491009939785,0.0041132347171054335,0.014802772283521415,0.014471664448723123,0.0015275102834992798,0.002783384558169781,0.002160096675993915,0.0025019671278604504,0.0025146470433454163,0.0013664411082799758,0.0012932482982400768,0.0002771731720795415,0.00047169950978514797,0.00035210846348086253,0.00012168026574830806,2.1963186224575412e-05,0.38599497041837894
14.8,0.009298972292352253,0.011633873275726273,0.015249937558940213,0.01605500043410613,0.00603614057702232,0.00504496971847052,0.004055187783431859,0.01469537721081526,0.014362208766368796,0.0015246023663111267,0.00274328480953583,0.002123896236147541,0.0024970197828328984,0.0025084471094405005,0.0013418903701308185,0.0012697856994486423,0.00027575408712767515,0.0004652765272780767,0.00034631920585068246,0.00012154437988309288,2.1836610188920762e-05,0.3834786944695231
14.850000000000001,0.009292456054758622,0.011549069235163936,0.015223769341449483,0.016020473440083758,0.006030229261587632,0.004970730501905709,0.003998373293424621,0.014588437898570273,0.01425326213884074,0.0015219535179774376,0.002703557373853646,0.002088203620999403,0.0024919073369583564,0.0025020801512267835,0.0013177942126068028,0.0012467616627010849,0.0002744274761650077,0.0004588961016296856,0.0003406003526628824,0.0001214004767835403,2.1718001443769818e-05,0.38098271125067223
14.9,0.009285924373746106,0.011464673668971772,0.015197496478365316,0.015985834918386174,0.006024008704861944,0.004897759721943511,0.003942773510548181,0.0144819585054376,0.014144828333514234,0.0015195489532735622,0.0026642066464419426,0.0020530183258328787,0.0024866308939045724,0.002495548080424146,0.0012941441072419082,0.0012241678773362943,0.00027318929771768337,0.0004525595792373911,0.0003349522880743095,0.00012124850090445787,2.160702169241879e-05,0.37850683430972365
14.950000000000001,0.009279377306779637,0.011380687478446607,0.015171119785897146,0.01595108616801371,0.006017475726969337,0.004826043716925456,0.003888370776515616,0.014375943058236938,0.01403691097969912,0.0015173742908816874,0.0026252367307811864,0.0020183396097255848,0.0024811916815770337,0.002488852904521485,0.00127093168448627,0.0012019961893570935,0.0002720356067351149,0.0004462682466377935,0.00032937534564816886,0.00012108840822574722,2.1503340444929277e-05,0.3760508791716412
15.0,0.009272814911387655,0.011297111524289409,0.015144640085704457,0.01591622849240354,0.00601062745981044,0.004755568806763582,0.0038351475155903284,0.01427039545326567,0.013929513570211001,0.0015154155489505456,0.00258665144481457,0.001984166503780108,0.0024755910453086675,0.0024819967205752078,0.0012481487308521918,0.0011802385985727165,0.0002709625540222843,0.0004400233314662144,0.00032386980985653937,0.00012092016590103187,2.140663505777447e-05,0.37361466330146864
15.05,0.009266237245161102,0.011213946626922084,0.015118058204777034,0.01588126319924401,0.006003461338956619,0.004686321297751552,0.003783086238734705,0.014165319457627074,0.013822639462957805,0.0015136591404810696,0.002548454327262946,0.0019504978192315882,0.00246983044128067,0.002474981709233854,0.0012257871861060343,0.0011588872557886795,0.0002699663855995886,0.00043382600343976155,0.00031843591756908164,0.00012074375170867578,2.131659071108979e-05,0.37119800606809583
15.100000000000001,0.009259644365752403,0.011131193566806452,0.015091374975315356,0.015846191600289918,0.0059959750956322215,0.004618287487260601,0.00373216954760809,0.014060718710576589,0.013716291882540662,0.001512091868550885,0.002510648643946038,0.0019173321554291018,0.0024639114301686113,0.002467810128982693,0.001203839140505103,0.0011379344600441139,0.00026904344199470343,0.00042767737536136277,0.0003130738595268263,0.00012055915339448483,2.123290036640939e-05,0.36880072870907654
15.15,0.009253036330874475,0.011048853084765239,0.015064591234611121,0.015811015011178722,0.0059881667487868585,0.004551453668321052,0.003682380138416331,0.013956596724884869,0.013610473921867799,0.0015107009213900639,0.002473237394102578,0.0018846679076880448,0.0024578356710080523,0.002460484310602243,0.0011822968320790374,0.0011173726558962155,0.00026819015747078177,0.0004215785041423917,0.0003077837818001249,0.00012036636826039216,2.115526477648839e-05,0.36642265429763204
15.200000000000001,0.009246413198299707,0.010966925882305053,0.015037707824927941,0.01577573475124773,0.0059800345972595625,0.004485806134090275,0.0036337008056152704,0.013852956888216597,0.013505188543780366,0.0015094738673201108,0.0024362233167024615,0.0018525032750110828,0.0024516049152740055,0.0024530066518347843,0.001161152643955619,0.0010971944307509411,0.0002674030591951546,0.0004155303918416679,0.00030256578722997487,0.00012016540290481122,2.1083392490915475e-05,0.36406360771139096
15.25,0.009239775025858963,0.010885412621941266,0.01501072559338224,0.01574035214335231,0.005971577212036547,0.004421331182208022,0.003586114445470551,0.013749802464523973,0.013400438582689104,0.001508398649567707,0.002399608896744406,0.0018208362676755247,0.002445221001168669,0.00244537961225305,0.0011403991017310015,0.0010773925122387396,0.0002666787663525374,0.00040953398671870225,0.0002974199368519402,0.00011995627268346985,2.1016999765965717e-05,0.3617234156013238
15.3,0.009233121871440578,0.010804313927524675,0.014983645391824342,0.015704868513685105,0.0059627934286041575,0.0043580151190400155,0.0035396040594760808,0.013647136595453758,0.01329622674622068,0.0015074635809642991,0.002363396371532902,0.0017896647146852186,0.0024386858481119473,0.0024376057083253825,0.0011200288708840935,0.0010579597656342038,0.00026601398920658535,0.00040359018429909476,0.0002923462513018146,0.00011973900096448218,2.0955810422659938e-05,0.35940190636112235
15.350000000000001,0.00922645379298935,0.010723630384569922,0.01495646807671981,0.01566928519159634,0.005953682339398494,0.004295844263810837,0.0034941527576335903,0.013544962301766923,0.013192555616872733,0.0015066573385421997,0.002327587736928696,0.0017589862710854043,0.00243200145142939,0.0024296875086717755,0.0011000347542344457,0.0010388891913190377,0.00026540552811348553,0.0003976998284500275,0.00028734471220211773,0.00011951361872318666,2.0899555758578922e-05,0.3570989100988134
15.4,0.009219770848505544,0.010643362540585555,0.01492919450903102,0.015633603509415197,0.005944243286353048,0.004234804952627091,0.003449743761595653,0.013443282484769819,0.013089427653676523,0.0015059689580374368,0.0022921847535672963,0.0017287984251391436,0.002425169877232252,0.002421627629505321,0.0010804096894426484,0.001020173922288197,0.00026485027249111855,0.0003918637124638358,0.00028241526352851785,0.00011928016450008243,2.084797449193997e-05,0.35481425861058286
15.450000000000001,0.009213073096043883,0.010563510905405644,0.014901825554099019,0.015597824802272283,0.005934475853545605,0.0041748835423919125,0.003406360407674595,0.013342099927755905,0.012986845193866201,0.0015053878283091935,0.0022571889530403834,0.0016990985053642379,0.0024181932574844946,0.002413428730253699,0.0010611467465522757,0.0010018072216992462,0.00026434519974718546,0.0003860825801477455,0.0002775578129553957,0.00011903868410608846,2.0800812632960297e-05,0.35254778535469994
15.5,0.00920636059371256,0.010484075951522929,0.014874362081525674,0.015561950407923283,0.005924379859945535,0.00411606641461194,0.003363986149719728,0.013241417297457123,0.01288481045455377,0.0015049036856852732,0.002222601644035315,0.0016698836874297614,0.0024110737852516316,0.0024050935093554685,0.0010422391255727225,0.0009837824804646942,0.0002638873741695614,0.0003803571269180094,0.000272772233179942,0.0001187892299212854,2.075782329886817e-05,0.35029932542507036
15.55,0.009199633399672226,0.010405058114423339,0.01484680496505612,0.015525981666573721,0.0059139553522625015,0.004058339979097813,0.003322604561865303,0.013141237145503882,0.01278332553440869,0.001504506608242636,0.0021884239184281813,0.0016411510009115271,0.00240381371012643,0.0023966247002260087,0.0010236801541026466,0.0009660932148865294,0.0002634739457820149,0.0003746880008968347,0.0002680583632243421,0.00011853186043208891,2.07187665994586e-05,0.34806871552655566
15.600000000000001,0.009192891572135,0.0103264577929219,0.01481915508246156,0.015489919920704939,0.005903202597897491,0.0040016906775594205,0.003282199341151643,0.013041561909892831,0.012682392415341333,0.0015041870100316777,0.002154656657326232,0.0016128973359060593,0.0023964153338265647,0.002388025067388103,0.001005463284993995,0.0009487330643318045,0.00026310214916831315,0.00036907580401064817,0.00026341600971569763,0.00011826664030155481,2.0683409609832152e-05,0.34585579395293475
15.65,0.009186135169363476,0.01024827534949988,0.014791413315422402,0.015453766514901272,0.005892122077996996,0.003946104987097026,0.0032427543100218667,0.01294239391646149,0.012582012964189265,0.0015039356352525457,0.0021213005370557046,0.0015851194495027847,0.0023888810059594216,0.0023792974027622366,0.0009875820940564647,0.0009316957889480831,0.00026276930226761696,0.00036352109308833604,0.00025884494814331743,0.00011799364028349499,2.0651526304677722e-05,0.34366040056514086
15.700000000000001,0.009179364249669716,0.010170511110643115,0.014763580549411754,0.015417522795678441,0.005880714480611055,0.0038915694235894943,0.0032042534186966292,0.012843735380368839,0.012482188934405572,0.0015037435523914307,0.0020883560350914046,0.001557813972114374,0.0023812131199493487,0.002370444522111803,0.0009700302778019241,0.0009149752674179486,0.0002624728051439502,0.000358024380958144,0.0002543449240929579,0.0001177129364525936,2.0622897407611032e-05,0.341482376768055
15.75,0.009172578871414266,0.010093165367181495,0.014735657673579337,0.015381190111313224,0.005868980693955782,0.0038380705449808754,0.003166680747429334,0.012745588407581119,0.012382921967748383,0.001503602148324418,0.002055823435924646,0.001530977413665336,0.002373414109122741,0.0023614692616385365,0.0009528016512279618,0.0008985654947522569,0.0002622101387324101,0.0003525861375419322,0.0002499156544575556,0.00011742460939889867,2.0597310269236813e-05,0.33932156548799014
15.8,0.009165779093005158,0.010016238374629444,0.01470764558063577,0.01534476981167436,0.005856921799780904,0.003785594954466553,0.003130020508644193,0.012647954996361899,0.012284213595970699,0.0015035031223961434,0.0020237028368663692,0.0015046061696390954,0.002365486442946435,0.002352374474723554,0.0009358901456395474,0.0008824605801220403,0.0002619788635646635,0.0003472067909454823,0.0002455568286240319,0.00011712874419234919,2.057455884585458e-05,0.33717781115338896
15.850000000000001,0.009158964972896923,0.009939730353527416,0.0146795451667373,0.015308263248054791,0.005844539066842762,0.003734129303580287,0.0030942570489596003,0.012550837038765729,0.012186065242509845,0.0015034384804801628,0.001991994153782561,0.0014786965269839912,0.002357432623415,0.0023431630288095473,0.0009192898065079761,0.0008666547447288573,0.0002617766184761569,0.000341886728543608,0.00024126810963588655,0.00011682543065753736,2.0554443676836888e-05,0.3350509596771156
15.9,0.009152136569589594,0.009863641489784263,0.014651357331370959,0.015271671773005173,0.0058318339444831235,0.0036836602951834047,0.0030593748510991873,0.012454236322134521,0.012088478224175697,0.0015034005290276249,0.0019606971267592615,0.0014532446698787213,0.002349255181582588,0.0023338378024197253,0.0009029947913665726,0.0008511423197129313,0.0002616011192973523,0.00033662629805890045,0.0002370491353314503,0.00011651476292076636,2.0536771749090484e-05,0.33294085843697147
15.950000000000001,0.00914529394162772,0.00978797193502043,0.014623082977240182,0.015234996740168743,0.005818808056314074,0.003634174686357466,0.0030253585356929758,0.012358154530595933,0.011991453752836953,0.0015033818691105184,0.0019298113256947125,0.0014282466853579312,0.0023409566742351026,0.0023244016823092332,0.0008869993677429555,0.0008359177440980649,0.0002614501575311943,0.00033142580863307683,0.00023289951945779845,0.0001161968383917007,2.0521356310561143e-05,0.3308473562550084
16.0,0.009138437147599383,0.009712721806911942,0.014594723010150908,0.015198239504117535,0.005805463194009195,0.0035856592912017556,0.002992192862971025,0.012262593246563059,0.011894992937104797,0.0015033753904654635,0.0018993361558164031,0.0014036985687987643,0.0023325396806985507,0.0023148575607448768,0.0008712979111277257,0.0008209755627722508,0.00026132159901891326,0.0003262855318900367,0.00022881885276036587,0.00011587175740118284,2.0508016763754248e-05,0.3287703033795388
16.05,0.009131566246135201,0.009637891189535038,0.014566278338898155,0.01516140142018995,0.00579180131120113,0.0035381009835369,0.0029598627343519228,0.012167553952234638,0.011799096784013148,0.0015033742655437203,0.0018692708631209394,0.001379596229269281,0.0023240067997795082,0.002305208332909065,0.0008558849029792164,0.000806310424503192,0.00026121338259617446,0.0003212057029898326,0.00022480670404825115,0.00011553962376580495,2.049657862314273e-05,0.3267095514705862
16.1,0.009124681295907355,0.009563480133711465,0.014537749875153107,0.015124483844329732,0.005777824517485584,0.0034914866995160196,0.0029283531939285163,0.012073038031095202,0.011703766200694953,0.001503371943572798,0.0018396145397349148,0.0013559354947398135,0.002315360646833749,0.002295456894424002,0.0008407549287636367,0.0007919170799884401,0.00026112351874149544,0.00031618652167283415,0.00022086262123512408,0.00011520054501261212,2.0486873406295435e-05,0.3246649535846932
16.150000000000002,0.009117782355628594,0.009489488657354302,0.014509138533350733,0.015087488132926322,0.005763535072531733,0.0034458034401447404,0.002897649429853199,0.011979046769414387,0.011609001996053771,0.0015033621446347725,0.001810366129195079,0.0013327121171583715,0.0023066038509591508,0.0022856061389922404,0.0008259026760296796,0.0007777903799401462,0.0002610500882187659,0.00031122815329336925,0.00021698613235559666,0.00011485463145225636,2.047873843601066e-05,0.32263636415657637
16.2,0.009110869484051261,0.009415916745814289,0.014480445230577932,0.015050415642656655,0.005748935380298936,0.0034010382737114774,0.0028677367756251054,0.01188558135774484,0.01151480488243009,0.0015033388537661514,0.0017815244316463335,0.0013099217773913515,0.0022977390523091,0.002275658956149817,0.0008113229325167063,0.0007639252732044001,0.0002609912407156202,0.0003063307298421305,0.00021317674655695916,0.00011450199516242773,2.047201667742982e-05,0.3206236389810414
16.25,0.00910394273996631,0.009342764352226541,0.014451670886462225,0.015013267730328362,0.005734027983359574,0.0033571783381293476,0.002838600711281513,0.01179264289241805,0.01142117547726172,0.0015032963150838575,0.001753088108956205,0.001287560090030857,0.0022887688995226908,0.002265618229128275,0.0007970105842958666,0.0007503168049147717,0.00026094519347932333,0.00030149435095663487,0.00020943395506628428,0.00011414275023685352,2.046655668135038e-05,0.3186266351993377
16.3,0.009097002182202324,0.009270031397857691,0.01442281642306104,0.01497604575272446,0.005718815557327829,0.0033142108431911594,0.0028102268644957756,0.01170023237703757,0.011328114304737782,0.0015032290259416607,0.0017250556897446642,0.001265622608070062,0.002279696047268119,0.002255486832821985,0.0007829606139438644,0.0007369601146792993,0.0002609102299517477,0.00029671908491908064,0.00020575723213303997,0.00011377701373465875,2.046221254445796e-05,0.31664521128805956
16.35,0.009090047869624541,0.009197717772453247,0.014393882764751554,0.014938751066449468,0.005703300905394051,0.003272123072738819,0.0027826010115840245,0.011608350723968937,0.011235621797445612,0.0015031317311211315,0.0016974255743282321,0.001244104827448061,0.0022705231538957264,0.002245267631857253,0.000769168098749225,0.0007238504347999805,0.00026088469840492815,0.0002920049696410183,0.00020214603594743042,0.00011340490556241127,2.0458843783584246e-05,0.31467922704505635
16.400000000000002,0.009083079861133873,0.009125823334585226,0.014364870838121132,0.014901385027777025,0.005687486952964419,0.0032309023867486083,0.002755709078422927,0.01151699875582583,0.011143698298010127,0.0015029994170609612,0.0016701960395775403,0.001223002191465781,0.0022612528791972728,0.0022349634787598065,0.0007556282089508788,0.0007109830885240323,0.00026086701057860176,0.00028735201363437916,0.00019859980953470716,0.0001130265470602671,2.0456315163216276e-05,0.3127285435717281
16.45,0.009076098215665936,0.009054347911999947,0.014335781571858395,0.01486394899249899,0.005671376742405459,0.003190536223333735,0.002729537141280725,0.011426177206951865,0.011052344060725125,0.0015028273061282625,0.0016433652436876015,0.001202310095074557,0.002251887882268067,0.002224577212217331,0.0007423362060085752,0.0006983534883265523,0.00026085564032105724,0.0002827601969685027,0.00019511798162563876,0.0001126420601157056,2.0454496582071952e-05,0.310793023257367
16.5,0.009069102992190074,0.008983291301965905,0.01430661589664489,0.014826444315776033,0.005654973427892972,0.0031510121006655526,0.002704071427563765,0.011335886724897498,0.010961559253175976,0.0015026108509352426,0.0016169312308601843,0.0011820238890390322,0.002242430819468682,0.002214111655433822,0.0007292874409043535,0.000685957134224513,0.00026084912223454384,0.00027822947221287536,0.00019169996750327043,0.0001122515679653724,2.0453263021120866e-05,0.30887252976901686
16.55,0.00906209424970839,0.008912653271621732,0.014277374745047415,0.014788872351989779,0.00563828027036487,0.0031123176188149124,0.002679298316480727,0.011246127871891604,0.010871343957853339,0.0015023457287044301,0.0015908919358978474,0.0011621388839761263,0.0022328843424830646,0.002203569614572606,0.0007164773524741961,0.0006737896121220493,0.00026084605032641905,0.0002737597653653247,0.00018834516982610232,0.00011185519629698369,2.0452494459586072e-05,0.3069669280424796
16.6,0.009055072047254774,0.008842433558324106,0.014248059051410977,0.014751234454596444,0.005621300632577342,0.00307444046151501,0.0026552043396266965,0.011156901126307127,0.010781698173757315,0.0015020278356854297,0.0015652451887092408,0.0011426503542718077,0.0022232510964699127,0.002192953877284952,0.0007039014657690926,0.0006618465921866789,0.00026084507666714686,0.00026935097676539314,0.00018505297942787542,0.00011145307265282174,2.0452075725097498e-05,0.3050760842683886
16.650000000000002,0.009048036443893931,0.008772631869995605,0.01421866975175242,0.01471353197598202,0.005604037974263762,0.00303736839784719,0.00263177618148924,0.011068206884120432,0.010692621817991703,0.001501653281625982,0.0015399887187254615,0.0011235535418775051,0.002213533718304288,0.0021822672113212985,0.0006915553904450584,0.0006501238272557325,0.0002608449100561924,0.0002650029819926073,0.00018182277609428567,0.0001110453245671129,2.0451896348401804e-05,0.3031998658747697
16.7,0.009040987498720425,0.00870324788547242,0.014189207783654739,0.014675766267319021,0.00558649584739568,0.0030010892838511047,0.0026090006798786,0.01098004546036386,0.010604114727347907,0.0015012183842999145,0.0015151201592273182,0.001104843659987994,0.002203734834906501,0.0021715123632221936,0.0006794348191818781,0.000638617151272041,0.000260844314696795,0.0002607156327493602,0.0001786539293170645,0.00011063207887362754,2.045185047385726e-05,0.3013381415134845
16.75,0.0090339252708577,0.008634281254851868,0.014159674086162047,0.014637938678424769,0.005568677891545208,0.0029655910640606405,0.0025868648262840914,0.010892417090571043,0.010516176659878066,0.0015007196640943838,0.001490637051583463,0.0010865158966026358,0.0021938570616553696,0.002160692057086111,0.0006675355261304003,0.0006273224777480236,0.000260842108880537,0.0002564887577281658,0.00017554579902592926,0.00011021346311555885,2.0451836781050956e-05,0.2994907810532438
16.8,0.00902684981945713,0.008565731599839692,0.014130069599675282,0.014600050557621277,0.0055505878293480694,0.0029308617729670544,0.002565355766158796,0.010805321932214632,0.010428807296457126,0.001500153838658636,0.0014665368493994785,0.001068565417971898,0.002183903000883058,0.0021498089934114143,0.0006558533653880577,0.0006162357982576668,0.0002608371636825612,0.0002523221634631336,0.00017249773629889772,0.00010978960696687035,2.0451758365233646e-05,0.2976576555728084
16.85,0.00901976120369705,0.008497598514097022,0.014100395265848591,0.014562103251596679,0.005532229462066537,0.0028968895364106816,0.002544460799134557,0.010718760066135929,0.010342006242333363,0.0014995178176163391,0.0014428169225780376,0.0010509873719310638,0.0021738752404487265,0.0021388658480097776,0.0006443842695019905,0.0006053531809561857,0.00026082840166822673,0.00024821563516559295,0.00016950908405138036,0.0001093606414083835,2.0451522608924843e-05,0.29583863734765276
16.900000000000002,0.009012659482781795,0.008429881563586998,0.014070652027486452,0.014524098105268269,0.005513606665251453,0.0028636625729026605,0.0025241673791693135,0.01063273149796614,0.01025577302866711,0.0014988086973433787,0.0014194745612903976,0.0010337768911231103,0.0021637763523883404,0.0021278652709884804,0.0006331242479990114,0.000594670769127284,0.0002608147956119349,0.00024416893754388574,0.00016657917770439886,0.00010892669652277868,2.04510410980253e-05,0.29403359983278643
16.95,0.009005544715940748,0.008362580286920981,0.014040840828441519,0.014486036461647133,0.005494723384502491,0.002831169194878055,0.002504463114628763,0.01054723615953883,0.010170107114057336,0.001498023755812849,0.0013965069798595408,0.001016929096112721,0.002153608891638028,0.0021168098857990434,0.0006220693859416582,0.0005841847797577225,0.00026079536722879785,0.00024018181560737855,0.00016370734583224427,0.00010848790086647944,2.045022954874618e-05,0.29224241765052256
17.0,0.00899841696242738,0.008295694195704278,0.014010962613513209,0.014447919661704361,0.005475583631325785,0.002799397809881761,0.0024853357683042865,0.01046227391029321,0.01008500788605572,0.0014971604475088238,0.0013739113205553436,0.001000439098393421,0.0021433753948284545,0.0021057022883497535,0.0006112158425098162,0.0005738915021385733,0.0002607691859197728,0.00023625399545474423,0.00016089291078992253,0.00010804438335057455,2.0449007670278407e-05,0.29046496658582943
17.05,0.008991276281518292,0.008229222774881398,0.013981018328347049,0.01440974904423891,0.005456191479088033,0.002768336921688618,0.0024667732573691063,0.010377844538668019,0.010000474662668034,0.0014962163984103445,0.0013516846573022644,0.000984302003289851,0.002133078379147752,0.0020945450461797004,0.0006005598496076787,0.0005637872964923246,0.00026073536753083606,0.00023238518504653947,0.00015813518932080746,0.00010759627503874534,2.044729898728066e-05,0.28870112358152644
