Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(6),J_4f5/2(6),J_4f7/2(8),J_5s1/2(2),J_5p1/2(2),J_5p3/2(4),J_5d3/2(4),J_5d5/2(6),J_5f5/2(6),J_5f7/2(6),J_6s1/2(2),J_6p1/2(2),J_6p3/2(4),J_7s1/2(2),J_total_Fm_relativistic
0.75,0.006413120651973054,0.023460367537829225,0.011115737518142392,0.013843913168072286,0.05131463415015958,0.029890862171585236,0.03424237338046243,0.021869480842240514,0.022776227111769517,0.09756648225206023,0.06281677402857094,0.07103513968158343,0.05190472395018074,0.053659905926506324,0.0407172856319029,0.04137569125589793,0.1742014435441718,0.12829247731499244,0.1462298579209899,0.12054422769496789,0.1253749468323338,0.1523101318700318,0.16060767677598395,0.25022812186057525,0.29043816233995806,0.3161314212319606,0.04323570799965611,9.104834909159532
0.8,0.006413011713547882,0.02345609764145273,0.011115736382461619,0.013843910565496578,0.05126265356769939,0.029890752788559023,0.03424215899510626,0.02186948065316736,0.02277622687132033,0.09714734327314432,0.06281211027576859,0.07102653488858973,0.05190465987289332,0.05365982584875454,0.04071728495488901,0.04137569048305661,0.17124479876196091,0.1281303159430641,0.14592263419901702,0.12052222693346508,0.1253460552936522,0.15175936078962599,0.15948991359505565,0.2296739856208313,0.281278414977447,0.2981134047707467,0.04291883759515278,8.953965688580347
0.8500000000000001,0.006412895749897276,0.023451553225278372,0.011115735023205163,0.013843907427866613,0.051207380435692416,0.029890620999395066,0.034241900757675386,0.02186948039529015,0.022776226543390517,0.09670324166030099,0.06280650663871513,0.07101620620517703,0.05190457280083165,0.05365971706745544,0.04071728391624227,0.04137568929764803,0.16815607812344385,0.12793775521879824,0.14555959554587544,0.12049299596928945,0.125307766057968,0.15112553003831705,0.1582973461091293,0.20987670708969977,0.2713006703473585,0.279449926018783,0.04199647391861676,8.797534310120158
0.9,0.006412772761594873,0.023446734468554147,0.011115733412250665,0.013843903686538091,0.05114882611913991,0.029890463956426895,0.03424159311561863,0.021869480049935764,0.0227762261042482,0.09623455622778548,0.0627998487081603,0.07100394713022855,0.05190445664984195,0.05365957200403016,0.04071728236334312,0.04137568752572262,0.16494505986122823,0.12771180538638022,0.14513580570062706,0.12045491828579818,0.1252580209813028,0.1504076487925339,0.1570321286555619,0.19099858418753454,0.2606001897826259,0.26043031697441343,0.0403949476258023,8.637047504978874
0.9500000000000001,0.006412642749249036,0.023441641561312204,0.011115731519789536,0.01384389926876562,0.05108700264790992,0.029890278648530107,0.03424123020282457,0.021869479594888823,0.022776225525663624,0.09574168550178977,0.0627920167382707,0.07098954235855146,0.051904304242106854,0.0536593817238302,0.040717280094361236,0.04137568493733224,0.16162177199759922,0.12744949857700716,0.14464650216735675,0.12040618778785826,0.1251945355480376,0.14960533833395498,0.1556959869286741,0.17317074924533754,0.24928630246726258,0.2413308092352841,0.0382051562653968,8.474254743695242
1.0,0.0064125057135028495,0.02343627470435487,0.01111572931433016,0.013843894097713118,0.05102192271256406,0.02989006190271075,0.03424080584360097,0.02186947900397927,0.022776224774386733,0.09522504717307459,0.06278288591240135,0.07097276838811938,0.05190410719691762,0.053659135802602294,0.04071727684684625,0.04137568123358694,0.15819644261499788,0.12714791566166042,0.14408715160212687,0.12034481447592243,0.125114810221201,0.14871872573511238,0.15429040517247522,0.1564935132456605,0.23747803808310505,0.22240559642173843,0.03558154084672084,8.310903145075077
1.05,0.006412361655034113,0.023430634109239894,0.011115726762701261,0.013843888092464795,0.050953599659959416,0.029889810385778127,0.03424031355686134,0.021869478246650014,0.02277622381159977,0.0946850775254138,0.06277232661960805,0.07095339414898169,0.051903855820197076,0.05365882219189087,0.04071727228465922,0.041375676031843424,0.1546794500138645,0.12680421244642073,0.14345350190990377,0.12026863406431286,0.12501614691091728,0.14774836600936156,0.15281677004455654,0.1410374967926989,0.22529986460626775,0.20388059328579758,0.03268787417127974,8.148598521769868
1.1,0.006412210574555332,0.023424719998264898,0.011115723830055463,0.013843881168036717,0.05088204748862789,0.029889520606101002,0.03423974656051517,0.021869477287505254,0.02277622259234578,0.09412223084095366,0.06276020474121884,0.07093118165188766,0.051903538993475176,0.053658427084290354,0.04071726598316031,0.04137566884893429,0.15108127308954752,0.12641564497452762,0.1427416304926544,0.12017532141760133,0.12489567026400218,0.14669518588024114,0.15127647728736604,0.12684541084666962,0.21287771745634412,0.1859496638301673,0.029671155309562672,7.9887343304601375
1.1500000000000001,0.00641205247281371,0.023418532604451054,0.011115720479873019,0.013843873235388948,0.0508072808439353,0.029889188915446046,0.0342390977760585,0.021869476085840084,0.02277622106493374,0.09353697878362904,0.06274638194676073,0.07090588665462397,0.05190314406302491,0.0536579347794637,0.040717257412582,0.04137565908236319,0.14741244225009642,0.12597959371441886,0.14194798816060175,0.1200624075824426,0.12475035335054165,0.14556044299487875,0.14967100810922493,0.11393434518983128,0.200335455553212,0.1687729724958063,0.02665145450538168,7.8324628176635
1.2000000000000002,0.006411887350591142,0.023412072171525976,0.011115716673965723,0.013843864201438263,0.05072931501302271,0.02988881151089749,0.034238359833361175,0.021869474595152018,0.02277621917032128,0.09292980976181452,0.06273071599851873,0.07087725934402221,0.05190265672986796,0.053657327551842667,0.04071724591953259,0.041375645989409474,0.14368349118424198,0.12549358643016167,0.1410694382940853,0.11992730010596493,0.12457704721494553,0.1443456955682449,0.1480019815702549,0.10229842465210723,0.18779183144528602,0.15247705960796823,0.023720228024322956,7.68069170116648
1.25,0.006411715208704204,0.02340533895390582,0.011115712372481002,0.013843853969071443,0.0506481659195325,0.029888384436856704,0.03423752507564703,0.021869472762635105,0.02277621684147579,0.09230122827142158,0.06271306106398668,0.07084504503155875,0.05190206094135719,0.05365658552091841,0.04071723070659166,0.04137562866410541,0.13990490977393258,0.1249553195497039,0.14010329092207702,0.11976730625787545,0.12437251367175255,0.14305277863117458,0.14627118824286423,0.09191170093832943,0.17535801953282218,0.13715623779241012,0.020942711846532333,7.534095817748452
1.3,0.006411536048004146,0.023398333216676618,0.011115707533906179,0.013843842437159137,0.0505638501181219,0.029887903587120547,0.034236585564663045,0.021869470528657318,0.022776214002714897,0.09165175422068345,0.0626932680354542,0.07080898486044239,0.051901338785036555,0.05365568652501898,0.040717210809977165,0.0413756060120702,0.13608709842867067,0.1243626778669175,0.13904733146365464,0.11957965871324858,0.12413346066172737,0.14168378412148278,0.14448060937539323,0.08273116002237359,0.1631357102686218,0.12287493389511332,0.018361937927505526,7.393137100614461
1.35,0.006411349869376879,0.02339105523557483,0.011115702115072915,0.013843829500570294,0.05047638478876672,0.029887364707037133,0.03423553308603355,0.02186946782622192,0.022776210569027244,0.09098192223789586,0.06267118485596143,0.07076881652206694,0.051900470385468994,0.053654605999452834,0.04071718507528281,0.04137557672320714,0.13224032409983222,0.12371375243515179,0.13789984395918076,0.11936154320740805,0.12385657944195068,0.14024104291706305,0.14263242488805836,0.07469974010367755,0.15121574978244212,0.10967064753226495,0.01600307790157397,7.258088731472256
1.4000000000000001,0.006411156673742971,0.023383505296967134,0.011115696071161828,0.013843815050187155,0.05038578773085815,0.029886763395737745,0.03423435915479513,0.02186946458041355,0.02277620644537455,0.09029228096340618,0.06264665685084231,0.07072427497969448,0.05189943380470867,0.053653316859875066,0.04071715213130431,0.041375539242292855,0.1283746782124153,0.12300685653263255,0.13665962869720658,0.11911012764370706,0.1235385828642226,0.13872710755688628,0.1407290128084394,0.06774927178105049,0.13967728355667317,0.0975572523863456,0.013877489111218055,7.129060863476601
1.4500000000000002,0.006410956462057631,0.02337568369782941,0.011115689355707292,0.013843798972920825,0.050292077357095656,0.0298860951084435,0.03423305502110806,0.021869460707829778,0.022776201525975967,0.08958339232716372,0.06261952706406904,0.0706750931972315,0.05189820494707611,0.05365178939170551,0.04071711036199327,0.041375491737511365,0.12450003672952743,0.12224053960320767,0.13532601421994755,0.11882259211916452,0.12317624399800127,0.1371447348953681,0.13877294219640934,0.06180326928766834,0.12858734894553067,0.08652842244183298,0.01198620857104992,7.006026283643959
1.5,0.006410749235310701,0.023367590745725,0.0111156819206024,0.013843781151727382,0.0501952726871789,0.029885355158845356,0.03423161167613974,0.021869456115998907,0.022776195693575755,0.08885583081316197,0.06258963659860421,0.07062100287096494,0.05189675746887365,0.053649991146395695,0.04071705787659811,0.04137543206700878,0.12062602254166094,0.12141359909933158,0.13389886376341714,0.11849615933118249,0.12276643437548448,0.1354968682821507,0.1367669611802445,0.05677951845611841,0.11800085351896533,0.07656101784370234,0.010322834918258151,6.888845000138318
1.55,0.0064105349945266475,0.02335922675878217,0.011115673716104111,0.01384376146562457,0.050095393341302044,0.029884538721556005,0.03423001985811558,0.021869450702784787,0.02277618881869534,0.08811018271211697,0.06255682495996326,0.07056173516213608,0.05189506269365382,0.05364788684530526,0.04071699247807199,0.04137535774356834,0.11676197034870421,0.12052509017749037,0.13237857625695298,0.11812812483992034,0.12230616117504271,0.133786619097531,0.13471398139571159,0.05259242286233163,0.10796087331999452,0.06761831134822868,0.008875832396730154,6.777287138739565
1.6,0.006410313740764545,0.023350592065670816,0.011115664690838564,0.013843739789709028,0.0499924595334535,0.029883640834632148,0.034228270058532656,0.021869444355779494,0.02277618075887083,0.08734704536373802,0.0625209304021885,0.07049702142824998,0.05189308953362534,0.05364543829190738,0.04071691162984828,0.041375265897528435,0.11291689417797042,0.11957433321920682,0.13076608207007206,0.11771588668399885,0.12179260271241539,0.13201724765049108,0.13261705986551856,0.049155083854247196,0.09849920603080525,0.059652975299617,0.007630329870590463,6.671053797081087
1.6500000000000001,0.006410085475118069,0.023341687005578413,0.011115654791806567,0.01384371599517408,0.04988649206452459,0.02988265640216561,0.03422635252853132,0.021869436951684668,0.022776171357877115,0.08656702638995373,0.062481790275436516,0.07042659395104407,0.0518908044177507,0.0536426042929983,0.04071681242110381,0.0413751532380888,0.10909945765656584,0.11856091917305597,0.1290628337516538,0.11725697388048743,0.12122314167408131,0.13019214354421854,0.13047937915886737,0.04638110260938053,0.08963711770528646,0.05260978059384384,0.006569498021551508,6.569795684021116
1.7000000000000002,0.0064098501987154815,0.0233325119281852,0.01111564396438926,0.013843689949328065,0.04977751231523054,0.029881580196941742,0.034224257285419855,0.021869428355682344,0.02277616044493962,0.08577074292046148,0.062439241374383975,0.07035018665907272,0.05188817122705543,0.0536393405895381,0.04071669153064975,0.0413750160131718,0.10531794713143211,0.11748471273452156,0.12727079205683703,0.11674907338187616,0.12059539560112464,0.12831480567731063,0.12830422651347212,0.04418610284442623,0.08138622722907363,0.046427983682689,0.0056755841382485125,6.473129494591445
1.75,0.006409607912719619,0.02332306719363861,0.011115632152353946,0.013843661515613226,0.049665542238847254,0.029880406863163456,0.03422197411934716,0.021869418420796177,0.02277614783393492,0.08495882081196983,0.06239312028666155,0.07026753584290474,0.05188515123763304,0.05363559979769797,0.04071654518960813,0.041374849968026026,0.10158024770562904,0.11634585340080657,0.12539240760035347,0.11619005511116207,0.11990724421189561,0.12638882209079996,0.1260949724743145,0.0424889813039314,0.07374947925144172,0.04104339615083924,0.004930674346025268,6.380652056262688
1.8,0.00640935861832788,0.023313353172526953,0.011115619297860091,0.013843630553625128,0.04955060435376758,0.029879130919239275,0.03421949260011831,0.021869406987243874,0.0227761333225813,0.08413189386250099,0.06234326374053345,0.07017838086097701,0.05188170307179107,0.05363133136063572,0.040716369143049484,0.041374650302778794,0.09789382223511427,0.11514475445668446,0.1234305985110864,0.11557799474948931,0.11915685323509688,0.1244178498728739,0.12385504950236238,0.041212899763365805,0.06672216339228636,0.036390144718351794,0.004317241923609034,6.291952340724192
