Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(6),J_4f5/2(6),J_4f7/2(8),J_5s1/2(2),J_5p1/2(2),J_5p3/2(4),J_5d3/2(4),J_5d5/2(6),J_5f5/2(6),J_5f7/2(8),J_6s1/2(2),J_6p1/2(2),J_6p3/2(4),J_6d3/2(4),J_6d5/2(1),J_7s1/2(2),J_total_Bh_relativistic
0.65,0.005618161312456284,0.020940984363309406,0.009774527246863222,0.01279076926833064,0.04620239106396086,0.02668488342219838,0.031445606229204566,0.020032185336682683,0.020993247836281717,0.0877207477351345,0.05562469639441254,0.0642639359869885,0.04669045038987109,0.04846141221383387,0.036298454001910015,0.036952967171467455,0.15885783505213263,0.1108757586259244,0.12941129028617535,0.10431789434978458,0.10890629653399285,0.11037751340405053,0.1136178331518895,0.27748141563491263,0.2551521235098432,0.30578992321377063,0.34114223240985303,0.3447355644858166,0.08358001766372222,10.00008774494547
0.7000000000000001,0.005618093217223399,0.02093830961387163,0.009774526773701761,0.012790768098025096,0.046169507375512384,0.026684841917973927,0.031445512855849546,0.020032185285282608,0.0209932477685604,0.08746003317910749,0.05562299260808475,0.06426041812779724,0.046690435086929126,0.04846139256048235,0.036298453920445645,0.03695296707727256,0.15705448661559507,0.1108211570172147,0.12929449296317783,0.10431367668084092,0.10890059829650325,0.11037354856045617,0.11361230987812788,0.26312350068554347,0.2522351453369011,0.29860428240608294,0.32548859570507044,0.32094069590531904,0.0662058789599457,9.810724773624784
0.75,0.005618020079307902,0.02093543716385252,0.009774526200437781,0.012790766648952878,0.0461342153641417,0.0266847905492127,0.03144539731418656,0.020032185211997625,0.02099324767200857,0.08718091179652017,0.05562088781331153,0.06425607583740155,0.04669041332349631,0.048461364616639496,0.03629845378723207,0.036952966923264725,0.15514170482710254,0.11075421213377006,0.1291518331700042,0.1043077615881172,0.10889262045516333,0.11036748062559136,0.11360391938818501,0.24859935894259147,0.24882408423722938,0.290468254445932,0.30920599568076323,0.2978038888474655,0.055855702372853366,9.627980418122942
0.8,0.005617941899011615,0.020932367105096616,0.009774525513150058,0.012790764880033091,0.046096520898162435,0.026684727870489516,0.03144525636518959,0.020032185109941904,0.020993247537557654,0.0868835742326774,0.055618324741185526,0.06425079271646299,0.0466903830981399,0.04846132581769065,0.03629845357646927,0.036952966679641625,0.1531243222253882,0.11067334823234676,0.12898020756165554,0.10429966816005128,0.10888172451897184,0.11035852379486623,0.11359162776527824,0.234040227396383,0.24490570999814615,0.28143185230719286,0.2925809208027098,0.2755706729237427,0.0501986705669221,9.448995725319861
0.8500000000000001,0.005617858676657162,0.020929099535753105,0.009774524696963762,0.012790762747378727,0.04605643024173163,0.02668465233999486,0.031445086556472455,0.02003218497072499,0.020993247354158803,0.08656822313567354,0.05561524272249737,0.06424444583368351,0.04669034198614185,0.048461273058309814,0.03629845325254131,0.036952966305273734,0.15100739200839064,0.11057694647658582,0.12877648330852104,0.10428883259807364,0.10886716506254712,0.11034571776303569,0.11357418841787058,0.21957004251044188,0.240475907769227,0.2715675048721104,0.2758582931781228,0.25439254887737345,0.047475997421790365,9.271885304882415
0.9,0.005617770412587963,0.020925634560269957,0.009774523736051756,0.01279076020430206,0.04601395005308919,0.026684562320189054,0.03144488422426919,0.02003218478425002,0.020993247108517757,0.08623507293373762,0.05561157779372029,0.06423690601093722,0.04669028708758977,0.04846120262673864,0.0362984527673034,0.03695296574457951,0.14879616790004008,0.11046335615620285,0.1285375275610125,0.10427460390054742,0.10884808520507087,0.11032791996769321,0.11355013852266463,0.20530394269145943,0.23553971185738323,0.26096649910110425,0.25924083931264524,0.23435221751523938,0.04641938596841968,9.09557977921807
0.9500000000000001,0.005617677107168234,0.02092197228938766,0.009774522613635971,0.012790757201320382,0.04596908738268782,0.026684456078496784,0.03144464549553466,0.020032184538500194,0.020993246784814477,0.08588434960023401,0.05560726280861018,0.06422803812241284,0.04669021497370871,0.04846111013699755,0.03629845205687599,0.03695296492383529,0.14649608343669837,0.11033090607075643,0.12826023670144704,0.10425624066758452,0.10882351373729073,0.1103038034213767,0.11351780295647015,0.19134704607404412,0.23011105043223143,0.24973495463129816,0.24289190848788664,0.21548388100134908,0.04615536867941846,8.919647069293436
1.0,0.005617578760782981,0.02091811284013259,0.009774521311988863,0.012790753686162093,0.04592184967121432,0.02668433178804157,0.03144436629016388,0.020032184219313836,0.02099324636440786,0.08551629040668147,0.055602227555203276,0.06421770140699856,0.046690121631702775,0.048460990459393276,0.03629845103790232,0.03695296374687056,0.14411273078623502,0.11017791599459081,0.1279415651008132,0.10423290913647847,0.10879236402312696,0.11027186037226618,0.1134753055973793,0.17779351076762528,0.224212234282776,0.2379895973123477,0.2269399412181362,0.19778863236260008,0.04611342430575315,8.744122277609696
1.05,0.005617475373837996,0.020914056335810012,0.00977451981243496,0.012790749603773114,0.04587224474750308,0.026684187528419893,0.031444042323328626,0.020032183810148232,0.020993245825525923,0.08513114366417061,0.05559639887798379,0.06420574979311021,0.04669000240838323,0.04846083764969732,0.03629844960322752,0.03695296209010159,0.1416518392136314,0.11000270814020459,0.1275785531095923,0.10420368253174589,0.10875343476209577,0.11023041170484887,0.11342058746288768,0.16472587625877694,0.2178732296536503,0.22585356501567347,0.21148344876142522,0.1812456609527445,0.045946330769419466,8.569360264829438
1.1,0.0056173669467598575,0.020909802905996682,0.009774518095352477,0.012790744896323656,0.04582028082634255,0.026684021286514512,0.031443669107929784,0.020032183291832536,0.0209932451429418,0.08472916845357654,0.055589700804984536,0.06419203223513548,0.04668985195286665,0.04846064487737733,0.036298447616959495,0.036952959796859045,0.1391192533071201,0.10980361853866462,0.1271683540262935,0.10416754178676119,0.10870541265741061,0.1101776217019617,0.11335143082614098,0.1522146770872044,0.21113075935583098,0.21345243682574536,0.19659585323342407,0.1658201754343221,0.045465446648611414,8.395915430337393
1.1500000000000001,0.00561725347999592,0.020905352686533107,0.00977451614017503,0.01279073950321532,0.04576596650617564,0.026683830957346635,0.03144324195716374,0.020032182642310034,0.020993244287636013,0.08431063434497892,0.05558205467957478,0.06417639306064093,0.04668966415863167,0.048460404353269884,0.03629844490887473,0.03695295667096857,0.136520911078196,0.10957900825773599,0.12670825980450962,0.10412337766638285,0.1086468769933549,0.11011151755480822,0.11326548822296299,0.14031831340384188,0.204027277968756,0.20091063069413764,0.18232986466992962,0.15146887831622957,0.04459048384684866,8.224447989383346
1.2000000000000002,0.005617134974014315,0.020900705819515416,0.00977451392539342,0.012790733361088543,0.04570931076669501,0.026683614344966456,0.03144275598720122,0.020032181836370042,0.02099324322644532,0.0838758211067166,0.05557337929668145,0.06415867232746574,0.046689432105227156,0.04846010725708726,0.036298441268135376,0.03695295246954759,0.13386282204740566,0.10932727438109696,0.12619572527879167,0.10406999429246563,0.10857630608537142,0.11003001283621516,0.11316031513149956,0.12908315769251189,0.19660986632682645,0.18834826907905064,0.16872127228856104,0.13814367523390417,0.043311898142356385,8.055653623955054
