Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(6),J_4f5/2(6),J_4f7/2(8),J_5s1/2(2),J_5p1/2(2),J_5p3/2(4),J_5d3/2(4),J_5d5/2(6),J_5f5/2(6),J_5f7/2(8),J_6s1/2(2),J_6p1/2(2),J_6p3/2(4),J_6d3/2(4),J_6d5/2(6),J_7s1/2(2),J_7p1/2(2),J_7p3/2(4),J_total_Og_relativistic
0.5,0.004454784103326135,0.017374461295308438,0.007824692462278784,0.01138841940304731,0.03911154602593557,0.022229946320174762,0.027781495229069825,0.017633981953521675,0.018682249745123863,0.0740501634473989,0.0461253447494622,0.055700879168905475,0.04020214324497788,0.0420212634641012,0.031043201272146475,0.03170684404083896,0.13367330750583692,0.0888729953329247,0.10775601297572161,0.08470086336907663,0.08875772361706737,0.07959487559482092,0.0814860919102215,0.2494067147863494,0.18531071470318303,0.23437778824701602,0.2145926387691614,0.23017145296012642,0.38082353459835105,0.44772876546489476,0.4277086482102179,12.128513511402513
0.55,0.004454753437697692,0.01737324294558427,0.007824692308031579,0.011388419088403962,0.039096119415219115,0.02222993828373029,0.027781471221764026,0.01763398194744824,0.018682249736619656,0.0739299207832822,0.04612502487354163,0.055700047862315354,0.04020214171121657,0.042021261399305586,0.03104320126914506,0.031706844037290745,0.13288373995444067,0.08886401606479671,0.10773253016434432,0.08470058360935276,0.08875733621705068,0.07959486017519614,0.08148607256762551,0.24364652011383514,0.1849901182183585,0.23339957567575248,0.21441062931865246,0.22987262725268504,0.3351327883376707,0.4219937984848761,0.3529072125242576,11.665888268075502
0.6000000000000001,0.004454719851915872,0.017371908674352784,0.007824692123502957,0.011388418675538534,0.03907923097861399,0.022229927741000605,0.02778143973229354,0.017633981937917445,0.01868224972327364,0.07379846113024438,0.04612460565593743,0.05569895903766315,0.0402021393075512,0.0420212581639336,0.031043201263528282,0.031706844030651285,0.13202461267812207,0.08885229147544862,0.10770194162702564,0.08470014798256041,0.08875673348939295,0.07959483174609519,0.08148603694273691,0.23749967489683507,0.18457859168813942,0.23216121159490657,0.21414310267128478,0.22943898204772734,0.2921317245340245,0.3938638787001352,0.2870435418152333,11.236254764175255
0.65,0.004454683346085031,0.017370458512091614,0.007824691904443414,0.01138841814585415,0.03906088272345136,0.022229914218621378,0.02778139935002431,0.017633981923506254,0.018682249703093016,0.0736558479948615,0.04612406853996808,0.055697564913732414,0.04020213567843424,0.04202125327993136,0.03104320125354608,0.031706844018852716,0.13109741990797955,0.08883732981223315,0.1076630103585449,0.08469949484284219,0.08875583064603024,0.0795947820324945,0.08148597471577966,0.2310053904423207,0.18406311619932422,0.23063317799052352,0.2137660469277578,0.22883594264100324,0.2525027219560355,0.36409179316153484,0.23069193505315097,10.844407405389033
0.7000000000000001,0.004454643920318596,0.01736889249192289,0.007824691646235076,0.011388417479144815,0.039041076829846685,0.022229897202686442,0.02778134854442935,0.017633981902391786,0.01868224967352521,0.07350215018952437,0.046123393453795486,0.05569581392403592,0.04020213036989405,0.042021246137132165,0.031043201236567956,0.03170684399878734,0.13010376739993354,0.08881860662201865,0.10761442984910614,0.08469854664869174,0.0887545212491098,0.07959469893953758,0.08148587083263999,0.22420430456267607,0.18343086988078786,0.22878903527405625,0.21325348297611516,0.22802753087034974,0.21670496535882885,0.33344580081277275,0.183585487336038,10.491359225247061
0.75,0.0044546015747390635,0.017367210649611803,0.007824691343891979,0.011388416653597407,0.03901981565025969,0.022229876138902205,0.027781285665777207,0.017633981872282985,0.018682249631362332,0.07333744177901313,0.04612255883464757,0.0556936508070855,0.04020212281337856,0.042021235971670075,0.03104320120876259,0.03170684396592964,0.12904536804309868,0.08879556711619324,0.10755483275411737,0.0846972078525857,0.08875267442959586,0.07959456537553639,0.08148570406437008,0.2171380785648573,0.18266946896211952,0.22660618029006815,0.21257829807255135,0.22697783309081862,0.18499008578437853,0.3026549270527569,0.14495555738113378,10.175636462128123
0.8,0.004454556309478001,0.017365413023565042,0.007824690992060386,0.011388415645793836,0.03899710170901976,0.022229850432754165,0.027781208945873808,0.017633981830347124,0.018682249572638428,0.07316180202307453,0.046121541654822594,0.05569101670304171,0.04020211230858881,0.04202122184307696,0.031043201164699188,0.03170684391386603,0.12792403719848744,0.08876762866698629,0.10748279993759782,0.08469536281215626,0.08875013216689089,0.0795943578868202,0.08148544534530992,0.20984899452494046,0.18176719770514052,0.2240664764326905,0.21171317206297433,0.22565248862149156,0.15742663847757787,0.2723699137379306,0.11378960143061301,9.894295546957496
0.8500000000000001,0.004454508124676042,0.01736349965482916,0.007824690585019115,0.011388414430713357,0.03897293770181688,0.022229819449685467,0.02778111649885728,0.017633981773131188,0.018682249492519593,0.07297531531506499,0.04612031744943985,0.05568784925655548,0.04020209800536435,0.042021202610152956,0.031043201096859787,0.031706843833719925,0.12674168778556696,0.08873418342288861,0.10739686982478064,0.08469287375728082,0.08874670667912123,0.07959404511144373,0.08148505590184649,0.20237955813649958,0.1807132230266397,0.2211567428100008,0.21063153623028782,0.22402009582054186,0.13392991371754706,0.24313951963660868,0.08900559839920481,9.643646874705636
0.9,0.004454457020482891,0.017361470587088777,0.007824690116679899,0.011388412981735044,0.038947326495158294,0.022229782515287424,0.027781006322045367,0.0176339816964782,0.01868224938518711,0.07277807111672605,0.046118860345899265,0.05568408272560236,0.04020207888468601,0.04202117690570501,0.031043200995051506,0.03170684371345907,0.1255003251350208,0.08869460103044685,0.10729554799791897,0.08468957884689526,0.08874217797234273,0.07959358606583676,0.08148448519269488,0.19477211214402318,0.1794977901159284,0.21786909505297447,0.2093085075339584,0.22205345132769774,0.11429397130638212,0.2154000642413962,0.06955817985145982,9.419734619076213
0.9500000000000001,0.004454402997057316,0.017359325866664693,0.007824689580587758,0.011388411270640417,0.038920271125791016,0.02222973891550194,0.027780876296834952,0.017633981595438594,0.01868224924371365,0.07257016388916315,0.046117143095010193,0.05567964809609881,0.04020205373886481,0.04202114311025279,0.03104320084570744,0.031706843537072094,0.12420204162680606,0.08864823144927815,0.10717731696830629,0.08468529034829367,0.08873629159479061,0.07959292828542573,0.08148366869012624,0.18706846501692928,0.17811239590296796,0.2142011358627576,0.2077217481133503,0.21973056112537015,0.09822337110600536,0.18947528443932285,0.05449543396097245,9.218636978077551
1.0,0.004454346054567152,0.017357065542511898,0.007824688969921407,0.01138840926761623,0.03889177480009039,0.022229687896835777,0.02778072418965327,0.017633981464176652,0.018682249059932727,0.07235169302010262,0.046115137103747365,0.055674473202079466,0.040202021150988934,0.04202109932480535,0.03104320063106487,0.031706843283601016,0.12284901113324385,0.08859440784679753,0.1070406460570855,0.08467979297018112,0.08872875663947614,0.07959200584679806,0.08148252553941951,0.17930953909659597,0.17654993783333997,0.21015599850321456,0.2058522099366464,0.21703538649540466,0.08536272403041865,0.16558345757825488,0.04298318733963842,9.036643856707034
