Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(6),J_4f5/2(6),J_4f7/2(8),J_5s1/2(2),J_5p1/2(2),J_5p3/2(4),J_5d3/2(4),J_5d5/2(6),J_5f5/2(6),J_5f7/2(8),J_6s1/2(2),J_6p1/2(2),J_6p3/2(4),J_6d3/2(4),J_6d5/2(6),J_7s1/2(2),J_7p1/2(2),J_7p3/2(4),J_total_Og_relativistic
29.450000000000003,0.003990315225879902,0.005927068278334178,0.006838586513514143,0.00826863480848306,0.0027999043061969335,0.0031734254361709202,0.001635852483760899,0.006786245410245555,0.006235101103664106,0.000861224654279069,0.0020427586750643733,0.0009630130780008821,0.001737614417231039,0.0017705632494690456,0.0012317016179789369,0.0011003680967569978,0.0003211541669777634,0.0007293016203828815,0.0003757619338905481,0.00043193933679034827,0.000450066022216449,0.00033396620305405864,0.00029764718789421555,9.327733052599235e-05,0.00018717465098011876,9.036856757768442e-05,6.957130920289597e-05,6.9424172892112e-05,1.6671449172598936e-05,2.500979576605153e-05,6.503182439639149e-06,0.20720281880983807
29.5,0.003988868416285034,0.005906930175214696,0.006833762901530949,0.00825598906306475,0.0027994656077888432,0.0031509897069334747,0.001628071122682531,0.0067580897037968395,0.006206227004537451,0.0008587408966867372,0.0020314800650100685,0.0009541154243895006,0.0017350228196220314,0.0017665702303035296,0.001220349218126831,0.0010899048611804317,0.0003190045146049284,0.0007260746354958734,0.00037217829505089184,0.000431685226842651,0.0004494621235190157,0.00033101830847084466,0.00029492249169268833,9.252944203788588e-05,0.00018642084925429077,8.950697425627199e-05,6.954330932977353e-05,6.934588585903643e-05,1.6532729402328708e-05,2.4911200286255353e-05,6.4410353600468665e-06,0.2064104496265291
29.55,0.00398741998003538,0.005886835800767414,0.006828928891939569,0.008243333900469345,0.0027990040891673674,0.0031287064262318968,0.001620411344133685,0.00673001480435411,0.006177452912532411,0.0008563258376574897,0.002020217376095275,0.0009453097351694106,0.0017324016715162184,0.0017625514463040213,0.0012091030769371802,0.001079542669908633,0.0003169002186562438,0.0007228388640517598,0.00036862633209365297,0.00043142301028706255,0.0004488485915657885,0.0003280958154769961,0.0002922222788633368,9.179632311375274e-05,0.0001856635755128557,8.865260320695196e-05,6.951409410855042e-05,6.926605681172116e-05,1.639671196648985e-05,2.4812099295764837e-05,6.379364233585849e-06,0.2056219868152173
29.6,0.003985969920680847,0.005866785216998518,0.006824084518350121,0.008230669468523783,0.002798519322438326,0.003106575026455892,0.001612871810345058,0.006702020865272767,0.006148778863685174,0.0008539782170132531,0.002008971304135428,0.0009365955297030115,0.0017297512057155662,0.0017585072755026785,0.0011979622147613982,0.0010692805583774998,0.0003148406389355417,0.0007195946778927809,0.00036510598122616906,0.0004311526527938964,0.00044822548337267594,0.0003251985286658428,0.0002895463488758545,9.107778091646886e-05,0.00018490293139443296,8.780544894343374e-05,6.948365134005822e-05,6.918469124661814e-05,1.626336207656e-05,2.4712515382905125e-05,6.318219562143495e-06,0.20483740780047888
29.650000000000002,0.00398451824177245,0.005846778484797243,0.00681922981450785,0.008217995914865514,0.002798010890296644,0.003084594937163038,0.0016054511918043735,0.006674108035119843,0.006120204889077215,0.0008516967865528127,0.0019977425350687305,0.0009279723221435644,0.0017270716585335829,0.0017544380961927739,0.0011869256603509598,0.0010591175706845077,0.00031282513899142815,0.0007163424462132468,0.00036161717443189466,0.0004308741235735953,0.00044759285791327896,0.00032232625357029416,0.0002868945023584513,9.037362342552375e-05,0.00018413901810134575,8.696550479943713e-05,6.94519695479507e-05,6.910179501330806e-05,1.6132644593637538e-05,2.4612470399954063e-05,6.257648520017908e-06,0.20405669013417754
29.700000000000003,0.003983064946862293,0.005826815663940035,0.006814364814291851,0.00820531338693791,0.0027974783859159164,0.0030627655851518227,0.0015981481672776036,0.006646276457711227,0.006091731014885526,0.0008494803100682711,0.0019865317449758767,0.0009194396216204598,0.0017243632696539678,0.0017503442868268108,0.001175992450800615,0.0010490527595246367,0.0003108530861926864,0.000713082535501025,0.0003581598395695948,0.00043058739529121303,0.0004469507760490582,0.0003194787966720151,0.0002842665411029143,8.968365946947057e-05,0.00018337193637444314,8.613276295445391e-05,6.941903796500314e-05,6.90173743166548e-05,1.6004524178941996e-05,2.4511983497563347e-05,6.197683853216162e-06,0.20327981144650342
29.75,0.003981610039503551,0.005806896813094739,0.006809489551713799,0.008192622031985704,0.0027969214128382974,0.0030410863945340805,0.0015909614238287905,0.006618526272148925,0.0060633572624327154,0.0008473275633583409,0.0019753396001019243,0.0009109969324217579,0.001721626281992056,0.0017462262259172606,0.0011651616314916394,0.0010390851861264512,0.0003089238518007123,0.0007098153094815657,0.00035473390047142137,0.00043029244398229145,0.0004462993004609288,0.00031665596541017254,0.0002816622680692965,8.900769875728074e-05,0.0001826017864688296,8.530721445922536e-05,6.938484652190524e-05,6.89314357307246e-05,1.5878965527146448e-05,2.44110697502428e-05,6.138336371676149e-06,0.20250674941282268
29.8,0.003980153523250452,0.005787021989824784,0.006804604060916671,0.00817992199705047,0.002796339584864745,0.0030195567868068164,0.0015838896568384888,0.006590857612858324,0.006035083648236956,0.0008452373342385417,0.0019641667568802566,0.000902643754174012,0.0017188609415590165,0.0017420842919398747,0.0011544322560351238,0.0010292139201883398,0.00030703681103903574,0.0007065411290644067,0.0003513392770398651,0.0004299892489701196,0.0004456384955822625,0.00031385756818976343,0.00027908148739024175,8.83455519086227e-05,0.00018182866813048159,8.448884926093514e-05,6.934938583745819e-05,6.884398621862431e-05,1.5755933630118265e-05,2.4309739703028126e-05,6.079592682869905e-06,0.20173748174344638
29.85,0.003978695401658262,0.0057671912505934024,0.006799708376173474,0.008167213428966133,0.002795732525945611,0.0029981761809234403,0.0015769315700208536,0.006563270609625485,0.006006910184061816,0.0008432084225483733,0.0019530138619585852,0.0008943795820193963,0.0017160674973287714,0.0017379188632395306,0.0011438033862153254,0.001019438039814933,0.0003051913431599856,0.0007032603522921067,0.00034797588534358207,0.0004296777927843598,0.00044496842753327605,0.00031108341438953715,0.0002765240043749601,8.769703048308475e-05,0.00018105268057373207,8.367765622812111e-05,6.931264720871262e-05,6.875503315077126e-05,1.5635394011271006e-05,2.4207999955897833e-05,6.021418493934104e-06,0.20097198619769258
29.900000000000002,0.0039772356782832655,0.005747404650767851,0.006794802531885975,0.008154496474354523,0.0027950998700716012,0.00297694399336438,0.001570085875439388,0.006535765387634432,0.005978836876965914,0.0008412396401555315,0.0019418815522269151,0.0008862039067901406,0.00171324620110759,0.0017337303179385632,0.001133274091933075,0.001009756631453693,0.00030338683150854973,0.0006999733342915501,0.0003446436377120854,0.00042935806108102605,0.0004442891640567854,0.0003083333143695205,0.0002739896255128587,8.706194700836022e-05,0.00018027392245960238,8.287362317531023e-05,6.927462259954126e-05,6.86645843141751e-05,1.5517312877230974e-05,2.4105854661841075e-05,5.963766553092467e-06,0.20021024061811438
29.950000000000003,0.003975774356682746,0.005727662244623647,0.006789886562583423,0.008141771279620964,0.002794441261165111,0.002955859638207095,0.001563351293521374,0.006508342067504452,0.0059508637293524385,0.0008393298109572371,0.0019307704548474332,0.0008781162151802961,0.0017103973074063274,0.00172951903384754,0.0011228434511492587,0.0010001687898316934,0.0003016226635834868,0.0006966804272275725,0.00034134244282930254,0.0004290300425638011,0.0004436007744553059,0.0003056070794781578,0.00027147815847684354,8.64401150074145e-05,0.00017949249187496235,8.207673688738265e-05,6.9235304626464e-05,6.857264790713562e-05,1.5401657152284636e-05,2.4003307602819525e-05,5.906587337463263e-06,0.19945222297654908
30.0,0.003974311440414972,0.005707964085348822,0.00678496050292128,0.008129037990949895,0.002793756352971944,0.0029349225271954847,0.0015567265530710074,0.006481000765327389,0.0059229907390185065,0.0008374777708787444,0.0019196811872862515,0.0008701159899148427,0.001707521073315263,0.0017252853883784364,0.0011125105498283807,0.0009906736178925905,0.0002998982310957417,0.0006933819802588537,0.0003380722058259933,0.00042869372890667705,0.0004429033295294778,0.0003029045220590754,0.0002689894121262992,8.583134902465233e-05,0.00017870848631249892,8.12869831436683e-05,6.919468654117678e-05,6.847923251697366e-05,1.5288394387715733e-05,2.390036437340855e-05,5.849840035815571e-06,0.19869791142120388
30.05,0.003972846933039176,0.00568831022504818,0.006780024387679946,0.00811629675430053,0.0027930448089534265,0.002914132069808679,0.0015502103912812533,0.006453741592704928,0.005895217899204353,0.0008356823678690953,0.0019086143573469507,0.0008622027099161523,0.0017046177583815072,0.00172102975846017,0.0011022744818822102,0.0009812702267337936,0.00029821293002421797,0.0006900783394960258,0.0003348328283710259,0.00042834911467790467,0.00044219690151779705,0.00030022545545747907,0.0002665231965097581,8.523546465110384e-05,0.00017792200265147388,8.050434674177626e-05,6.915276221004491e-05,6.838434708231978e-05,1.5177492566556855e-05,2.3797034174274954e-05,5.7935013532518956e-06,0.19794728431394615
30.1,0.003971380838115538,0.005668700714747585,0.006775078251763494,0.008103547715402561,0.0027923063021789304,0.0028934876733292397,0.0015438015537444475,0.0064265646567858836,0.005867545198642371,0.0008339424618941877,0.0018975705632058796,0.0008543758504678317,0.0017016876244889366,0.0017167525204564511,0.0010921343491135335,0.0009719577355438471,0.00029656616066896094,0.0006867698479619497,0.00033162420876151186,0.0004279961972652378,0.00044148156403763276,0.00029756969402619553,0.0002640793228672702,8.465227854864825e-05,0.00017713313713925248,7.972881152115407e-05,6.910952609162163e-05,6.828800084520984e-05,1.5068919848024385e-05,2.3693330802389653e-05,5.7375702306660946e-06,0.1972003202494649
30.150000000000002,0.003969913159205169,0.0056491356043982454,0.006770122130198391,0.008090791019751888,0.002791540515218806,0.002872988742910735,0.0015374987944616575,0.00639947006030345,0.005839972621605969,0.0008322569249272178,0.0018865503934491386,0.0008466348833759505,0.0016987309357406207,0.001712454050085905,0.0010820892611600019,0.0009627352715400202,0.0002949573277018018,0.0006834568455541041,0.00032844624201179513,0.0004276349768024572,0.00044075739202750986,0.00029493705313136275,0.00026165760363248026,8.408160847329268e-05,0.00017634198537358313,7.896036038636896e-05,6.906497321385038e-05,6.819020330090838e-05,1.4962644309633394e-05,2.3589272603020748e-05,5.682067547946135e-06,0.19645699805228012
30.200000000000003,0.003968443899870094,0.005629614942881016,0.006765156058132233,0.008078026812606396,0.00279074714003774,0.002852634681644717,0.0015313008758508257,0.006372457901612446,0.005812500147958257,0.000830624640936566,0.0018755544271112097,0.00083897927712768,0.0016957479583437037,0.0017081347223444308,0.0010721383354380975,0.0009536019699061193,0.00029338584021451527,0.000680139669009042,0.00032529881994129657,0.0004272654560971596,0.00044002446169063886,0.0002923273491577794,0.0002592578524344225,8.352327329752508e-05,0.00017554864228561137,7.819897533010124e-05,6.901909915285324e-05,6.809096415434646e-05,1.4858633745651603e-05,2.3484881380566967e-05,5.627030976634942e-06,0.195717296752435
30.25,0.00396697306367323,0.005610138778010717,0.006760180070832475,0.008065255238981758,0.0027899258778885465,0.002832424890627087,0.0015252065687537146,0.006345528274726532,0.00578512775320056,0.0008290445058711859,0.0018645832337151737,0.0008314084970473571,0.0016927389604967072,0.0017037949114297513,0.0010622806970872162,0.0009445569737305259,0.00029185111176454096,0.000676818651868866,0.00032218183126121405,0.0004268876405597976,0.0004392828504396729,0.00028974039951392,0.0002568798840990413,8.2977093031759e-05,0.00017475320212360988,7.744463745583936e-05,6.897190001502105e-05,6.799029329102842e-05,1.4756855568070028e-05,2.338018049912967e-05,5.572506179292335e-06,0.1949811955452672
30.3,0.003965500654178375,0.005590707156540455,0.006755194203685159,0.008052476443647285,0.0027890764392063954,0.0028123587690238486,0.001519214652441671,0.006318681269355386,0.005757855408520737,0.0008275154276435593,0.0018536373733144612,0.0008239220054499888,0.0016897042122792144,0.0016994349906681156,0.0010525154789138762,0.0009355994339444634,0.00029035256041831957,0.0006734941244496709,0.0003190951616600765,0.0004265015381339555,0.00043853263684267283,0.0002871760226366219,0.00025452351465044383,8.244288884488805e-05,0.00017395575843740733,7.669732700026602e-05,6.892337242352514e-05,6.788820076739358e-05,1.465727683353232e-05,2.327519258647642e-05,5.518536375828494e-06,0.19424867374424967
30.35,0.003964026674950183,0.0055713201241659694,0.006750198492193653,0.008039690571121806,0.002788198543503495,0.002792435714136266,0.0015133239146202333,0.006291916970941863,0.005730683080841335,0.000826036326110281,0.001842717396536098,0.0008165192617922231,0.0016866439855439056,0.0016950553324431173,0.001042841821336066,0.0009267285092605059,0.00028888960879229367,0.0006701664138119134,0.0003160386938881567,0.0004261071592278464,0.00043777390057026194,0.00028463403799545403,0.00025218856131189386,8.192048308396842e-05,0.00017315640406350045,7.595702335533004e-05,6.887351350948296e-05,6.778469682150043e-05,1.4559864391834955e-05,2.3169937345562342e-05,5.4651526662694495e-06,0.19351971073746416
30.400000000000002,0.003962551129554153,0.005551977725529974,0.006745192971977377,0.00802689776566959,0.0027872919192642276,0.0027726551214653995,0.001507533151432592,0.006265235460699106,0.005703610732867535,0.0008246061330503306,0.0018318238446253807,0.0008091997228207954,0.001683558553810904,0.0016906563081265852,0.0010332588723277268,0.0009179433661113243,0.0002874616840916214,0.0006668358437326552,0.0003130123078407387,0.0004257045166470164,0.00043700672234395053,0.00028211426609677176,0.0002498748425065504,8.140969929304634e-05,0.00017235523111083212,7.522370509000065e-05,6.882232090701789e-05,6.767979190042489e-05,1.4464585124900669e-05,2.3064429956315026e-05,5.41236723490095e-06,0.19279428595708398
30.450000000000003,0.003961074021556608,0.005532680004226526,0.006740177678770541,0.008014098171296296,0.0027863563038407527,0.002753016384776041,0.0015018411674619328,0.006238636815647607,0.005676638323134918,0.0008232237921410938,0.0018209572494919451,0.0008019628427184757,0.0016804481921644007,0.0016862382880115116,0.0010237657873633837,0.0009092431785886829,0.0002860682181466526,0.0006635027346796389,0.00031001588064024624,0.0004252936255282407,0.00043623118388561277,0.00027961652848746673,0.0002475821778579597,8.091036223114838e-05,0.0001715523309472205,7.449734997170807e-05,6.87697927505777e-05,6.757349669692873e-05,1.4371406225386308e-05,2.29586804226335e-05,5.360170784690631e-06,0.1920723788678212
30.5,0.00395959535452468,0.005513427002805393,0.006735152648420879,0.008001291931744972,0.002785391443349083,0.0027335188961600428,0.0014962467757326724,0.006212121108652239,0.005649765806057024,0.0008218882589321912,0.0018101181337571764,0.0007948080732475342,0.0016773131771515245,0.0016818016412469777,0.0010143617293629332,0.0009006271283826885,0.00028470864744721574,0.0006601674037871505,0.0003070492867172324,0.0004248745032745976,0.00043544736786809644,0.00027714064775842014,0.0002453103881903057,8.042229788945142e-05,0.00017074779418642402,7.377793498747795e-05,6.871592767231811e-05,6.746582218563773e-05,1.4280295455513474e-05,2.285269401454925e-05,5.308534581783182e-06,0.19135396897596732
30.55,0.003958115132026289,0.005494218762776431,0.006730117916888385,0.007988479190492084,0.002784397092565639,0.002714162046099032,0.0014907487977106099,0.0061856884084592135,0.005622993131972718,0.0008205985008171719,0.0017993070108029096,0.0007877348638907433,0.0016741537866834192,0.0016773467357750406,0.0010050458686365832,0.0008920944047212935,0.0002833824131747616,0.0006568301648336229,0.00030411239789023215,0.00042444716949170593,0.0004346553578669478,0.00027468644754766517,0.00024305929552842455,7.994533350764906e-05,0.0001699417106758266,7.306543636476976e-05,6.866072479726085e-05,6.735677964872855e-05,1.419122133100744e-05,2.2746472718727252e-05,5.257416551516645e-06,0.19063903585644495
30.6,0.003956633357630128,0.005475055324613991,0.006725073520244051,0.00797566009074358,0.0027833730148242937,0.002694945223526534,0.0014853460633020132,0.006159338779733007,0.005596320247193358,0.0008193534970031313,0.0017885243848213873,0.0007807426619899418,0.0016709702999384993,0.0016728739382695455,0.0009958173828299687,0.000883644204310068,0.00028208896123241333,0.0006534913282209408,0.0003012050834444838,0.0004240116459251109,0.0004338552383132337,0.0002722537525432701,0.00024082872309759168,7.947929758953121e-05,0.00016913416948472976,7.235982959203201e-05,6.860418373434406e-05,6.724638068306888e-05,1.4104153191117675e-05,2.2640017393523403e-05,5.206770047812568e-06,0.1899275591916108
30.650000000000002,0.003955150034905646,0.0054559367277613085,0.006720019494668603,0.007962834775430997,0.0027823189819139132,0.002675867815889474,0.0014800374108516541,0.006133072283093211,0.005569747094049747,0.000818152238478308,0.0017777707508664139,0.0007738309128821714,0.0016677629972678461,0.0016683836140768235,0.0009866754568694286,0.0008752757312722311,0.00028082774227296655,0.0006501512009554001,0.0002983272102095196,0.0004235679563988045,0.0004330470944474421,0.0002698423884859459,0.0002386184953230845,7.902401991779257e-05,0.0001683252588932358,7.16610894389836e-05,6.854630456233425e-05,6.713463718452082e-05,1.4019061140016138e-05,2.253333017378775e-05,5.1565533667823666e-06,0.18921951881312887
30.700000000000003,0.00395366516742303,0.0054368630106349245,0.006714955876451244,0.007950003387207602,0.0027812347739763947,0.0026569292092090855,0.0014748216871398143,0.006106888975151326,0.005543273610938881,0.0008169937279777149,0.0017670465949056718,0.0007669990600334162,0.0016645321601027145,0.001663876127158243,0.0009776192829074658,0.0008669881970889571,0.00027959821172488685,0.0006468100866302817,0.0002954786426356303,0.000423116126754866,0.00043223101227444415,0.00026745218217138936,0.00023642843782952975,7.857933156808606e-05,0.00016751506638170897,7.09691899766294e-05,6.848708781069747e-05,6.702156130993756e-05,1.3935915872187292e-05,2.242641661643549e-05,5.106737990744446e-06,0.18851489473786714
30.75,0.003952178758753185,0.005417834210629103,0.006709882701988393,0.007937166068444561,0.0027801201794052173,0.0026381287881412094,0.0014696977473782791,0.006080788908547487,0.005516899732370484,0.0008158769799468616,0.0017563523938741565,0.0007602465451699595,0.001661278070864115,0.0016593518400345763,0.0009686480602683859,0.0008587808205399555,0.0002783998298163498,0.0006434682854099999,0.00029265924286920935,0.00042265618479420775,0.0004314070785194998,0.00026508296145236735,0.00023425837744004083,7.814506492233677e-05,0.00016670367862080062,7.028410459701254e-05,6.842653443669872e-05,6.690716542225131e-05,1.3854688418923924e-05,2.2319287130666548e-05,5.057313928671025e-06,0.18781366719048062
30.8,0.003950690812467722,0.005398850364120263,0.006704800007782426,0.007924322961227165,0.0027789749947445055,0.002619465936035988,0.0014646644552053342,0.006054772131987114,0.005490625389013327,0.0008148010205036192,0.0017456886157286796,0.0007535728084073802,0.0016580010128744395,0.0016548111137321476,0.0009597609953941229,0.0008506528276443276,0.00027723206159736694,0.0006401260940157811,0.0002898688708269777,0.0004221881602184128,0.0004305753805852895,0.00026273455524054927,0.000232108142175151,7.77210536813315e-05,0.0001658911814620246,6.960580603270047e-05,6.836464580095554e-05,6.679146202792676e-05,1.3775349869566513e-05,2.2211957385020753e-05,5.008291157353732e-06,0.1871158166082559
30.85,0.003949201332138937,0.0053799115064714215,0.006699707830440422,0.00791147420735107,0.0027777990245886164,0.0026009400349969675,0.0014597206826797904,0.006028838690277499,0.005464450507741332,0.0008137648873982839,0.0017350557195034136,0.0007469772883772137,0.0016547012702711021,0.00165025430773073,0.0009509573017902611,0.0008426034516017106,0.00027609437696004424,0.0006367838057128381,0.0002871073842690986,0.00042171208457264937,0.0004297360065099556,0.0002604067935080961,0.00022997756125155036,7.730713287659931e-05,0.00016507765992887076,6.893426637599918e-05,6.830142364419416e-05,6.667446371808336e-05,1.3697871126255365e-05,2.2104447596465355e-05,4.959696914028435e-06,0.18642132362722574
30.900000000000002,0.003947710321339794,0.005361017672036642,0.006694606206672907,0.007898619948318596,0.0027765920814822502,0.002582550465939588,0.001454865310274043,0.006002988624364307,0.005438375011679454,0.0008127676299718888,0.0017244541553664188,0.0007404594223512922,0.0016513791279221556,0.0016456817799131542,0.0009422361999722492,0.0008346319327337025,0.0002749862506570134,0.0006334417102989947,0.0002843746388711834,0.0004212279911896485,0.00042888904492613536,0.0002580995072890091,0.00022786646508062965,7.690313888159765e-05,0.0001642631982084429,6.826945709788474e-05,6.823687006790684e-05,6.655618312428267e-05,1.3622222743747606e-05,2.1996780840140106e-05,4.911569421766941e-06,0.18573016905233436
30.950000000000003,0.003946217783643908,0.005342168894165492,0.006689495173292599,0.007885760325335039,0.002775353985821098,0.0025642966086490793,0.0014500972268661938,0.005977221971367994,0.005412398820249338,0.0008118083091128171,0.0017138843646771268,0.0007340186463637909,0.0016480348713438597,0.0016410938865165962,0.0009335969174118182,0.0008267375184255791,0.00027390716231808106,0.0006301000940947282,0.00028167048829519527,0.00042073591513473057,0.00042803458502096926,0.00025581252868024537,0.00022577468526683805,7.650890942221891e-05,0.0001634478796436097,6.761134906664336e-05,6.817098752097194e-05,6.643663289732783e-05,1.354837488796101e-05,2.188898072313531e-05,4.863949431366426e-06,0.18504233381800392
31.0,0.003944723722625527,0.005323365205207511,0.00668437476721316,0.00787289547930504,0.0027740845657530265,0.002546177841837759,0.0014454153297312456,0.00595153876462015,0.005386521849214752,0.0008108859972117668,0.0017033467800447355,0.0007276543953310001,0.0016446687866201659,0.0016364909820855138,0.0009250386884836063,0.0008189194630683033,0.0002728565964651378,0.0006267592399345865,0.0002789947842592578,0.0004202358931518665,0.00042717271649706895,0.00025354569084260576,0.00022370205460585913,7.61242835866323e-05,0.000162631786725657,6.695991256621179e-05,6.810377879318353e-05,6.631582571291826e-05,1.3476297422231743e-05,2.178106889858194e-05,4.816871445997365e-06,0.1843577989475612
31.05,0.003943228141859518,0.005304606636516677,0.006679245025447939,0.007860025550828978,0.002772783657079807,0.002528193543201727,0.0014408185245313883,0.005925939033699736,0.005360744010726787,0.0008099997781151181,0.0016928418253874743,0.0007213661031688443,0.001641281160324088,0.0016318734194261948,0.0009165607544119896,0.0008111770280008283,0.0002718340425253675,0.0006234194271599465,0.0002763473766063717,0.0004197279636107602,0.00042630352953442635,0.00025129882800139814,0.00022164840708260863,7.574910183447527e-05,0.00016181500108742948,6.631511731421428e-05,6.803524701526508e-05,6.619377430254086e-05,1.3405960104024991e-05,2.167306292994464e-05,4.770356456751071e-06,0.18367654551981197
31.1,0.0039417310449213466,0.005285893218455902,0.006674105985108731,0.007847150680199408,0.002771451103159395,0.002510343089476975,0.0014363057253053986,0.005900422804469251,0.0053350652133688364,0.0008091487470767503,0.0016823699159927124,0.0007151532029081735,0.001637872279440932,0.0016272415495628906,0.0009081623632181354,0.0008035094814527039,0.0002708389948428001,0.0006200809316130761,0.00027372811337204953,0.00041921216645493764,0.0004254271147532505,0.0002490717754468839,0.0002196135778690599,7.53832060054094e-05,0.00016099760349695233,6.56769324796995e-05,6.796539566359118e-05,6.607049150268036e-05,1.3337332852414452e-05,2.156497494375105e-05,4.724407574047811e-06,0.18299855464905254
31.150000000000002,0.003940232435387059,0.005267224980401508,0.0066689576834045245,0.007834271007397529,0.002770086754808765,0.0024926258564948907,0.0014318758544571597,0.005874990099110794,0.005309485362201332,0.0008083320107083594,0.0016719314585778584,0.0007090151268078443,0.0016344424312933492,0.0016225957216954982,0.0008998427696672665,0.00079591609848698,0.00026987095268824645,0.0006167440256324629,0.0002711368408508708,0.00041868854315082956,0.00042454356317771366,0.00024686436953450945,0.00021759740332189792,7.502643932705482e-05,0.00016017967385152063,6.504532670058482e-05,6.789422856679949e-05,6.594599031140719e-05,1.327038603252468e-05,2.145681134810213e-05,4.6790093219001e-06,0.18232380748195376
