Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(0),J_5s1/2(1),J_total_Nb_relativistic
0.5,0.04069272067988062,0.14737717621973012,0.07395279693372095,0.15219408857405048,0.35321150938600154,0.21898162321935122,0.4478789070577733,0.31090093735522856,0.46989855963988286,0.7212635286626385,0.6040356857363532,1.2352384842252064,1.38665791780442,0.0,0.13703627259188375,6.299320208086121
0.55,0.04068888881947517,0.14720496426630528,0.07395257095135786,0.15219357708856088,0.3503444698973496,0.21893796143625452,0.4477815009878994,0.31089968097410403,0.4698965808204514,0.6844272854293194,0.5979906842089935,1.2217536140228242,1.3579635440194753,0.0,0.09559354830903082,6.169628871231402
0.6000000000000001,0.040684692588998275,0.14701660792433704,0.0739522747376886,0.15219290667452848,0.3472330521366061,0.2188811353905515,0.4476547725880401,0.3108977321846118,0.46989351195821105,0.6464166652080792,0.5905545787233689,1.2052207897942742,1.3238247587003045,0.0,0.0711599689176475,6.045583447527247
0.65,0.040680132143513854,0.14681217673358413,0.07395189514905919,0.15219204760547123,0.34388473518188306,0.21880887577909905,0.4474936893965377,0.310894822607629,0.4698889309198724,0.6076944393387657,0.5816556008690592,1.1855054792354343,1.2848049699834867,0.0,0.05796360003635499,5.92223139497975
0.7000000000000001,0.04067520765151666,0.14659174607191355,0.07395141795963417,0.15219096771346508,0.3403075051756335,0.21871879347629103,0.4472929611817862,0.31089061769685866,0.4698823117048001,0.5687036564806661,0.5712575070501329,1.1625546515810723,1.241629381463223,0.0,0.051652737791479233,5.796299462998474
0.75,0.04066991929491904,0.14635539710375828,0.07395082787634262,0.15218963242441952,0.33650982228005066,0.21860839681275218,0.44704707981870323,0.31088470922268324,0.4698730127351056,0.5298600401329544,0.5593603148213071,1.1363970791385736,1.1950991519605814,0.0,0.049169796261295626,5.665975179883446
0.8,0.0406642672690367,0.14610321672471457,0.07395010855492454,0.1521880047959408,0.33250058603990307,0.21847510945596624,0.44675036047141164,0.31087660824737173,0.46986026594421304,0.49154573618682096,0.5459993541968585,1.1071397988225058,1.1460243817226874,0.0,0.048501316734008225,5.530579115166363
0.8500000000000001,0.04065825178257335,0.14583529750233898,0.07394924261705646,0.15218604555773046,0.3282890993644424,0.2183162887426631,0.44639698372274983,0.31086573875560974,0.4698431669222604,0.4541044790481164,0.5312428735190436,1.0749613806828575,1.0951774280257431,0.0,0.04841040929785156,5.390236685541037
0.9,0.04065187305760436,0.1455517376132079,0.07394821166853344,0.15218371315446297,0.32388503134521,0.2181292443115732,0.4459810382894543,0.31085143209032795,0.46982066635386793,0.4178381830641149,0.5151884914983657,1.0401027521505082,1.043264125895855,0.0,0.04820246295575474,5.245598963448841
0.9500000000000001,0.040645131329559304,0.14525264077630723,0.07394699631848319,0.15218096379108326,0.3192983791299565,0.21791125688553012,0.44549656396399834,0.3108329223269679,0.46979156295646657,0.38300491155350874,0.4979588104347147,1.0028563573118876,0.9909089653586427,0.0,0.04754094457816424,5.0976264067152695
1.0,0.04063802684720358,0.14493811618282312,0.07394557619958703,0.15217775148046164,0.3145394290744874,0.21765959705381555,0.44493759443000347,0.31080934270012917,0.4697544980963446,0.3498181305247704,0.4796965040337408,0.9635544016819986,0.9386501928763804,0.0,0.04631251917212995,4.947431680353875
