Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(4),J_4f5/2(6),J_4f7/2(3),J_5s1/2(2),J_5p1/2(2),J_5p3/2(4),J_6s1/2(2),J_total_Tb_relativistic
0.9,0.011977361731473995,0.04238477447927395,0.020965741967111397,0.022612482468115733,0.09220264142491705,0.056172537775701116,0.05906913410775028,0.03854151553011313,0.03919538009566803,0.17041406362757783,0.1274962720651245,0.13425529464175326,0.10585891990688971,0.10770665320185666,0.12009382466533651,0.12250806745337632,0.186804887524194,0.2677581562374643,0.2674558428384298,0.044914511840043754,6.522854005455267
0.9500000000000001,0.011976642391127787,0.042355510667649234,0.02096570546917695,0.02261243227043575,0.09183019485591544,0.05616839659025215,0.059063827266615444,0.03854148982482438,0.039195351639116596,0.16709514806742826,0.12725121561649524,0.13394047964907738,0.10583460706686357,0.10767933807119294,0.11965288484125464,0.12196207629687947,0.1672942084461907,0.25375423284196735,0.2507492225757896,0.041770002850795046,6.368942426408444
1.0,0.011975884233324569,0.04232468922879573,0.02096566276621127,0.02261237353967859,0.09143933902355528,0.05616356500487606,0.059057637879500476,0.03854145653854089,0.03919531479418378,0.1636717443899417,0.1269695466390944,0.13357938995302487,0.10580388290876087,0.10764485633217333,0.11916219228384292,0.1213648726100755,0.14929936559916185,0.23938649513080132,0.2339025218710812,0.03825158043151604,6.214993593948331
1.05,0.011975087268446236,0.042292313959969734,0.020965613196187855,0.022612305366455785,0.09103033723141966,0.05615797312828165,0.059050477200284314,0.03854141400379583,0.03919526771742398,0.16015386627842346,0.12664863028755635,0.13316889141994287,0.10576561109287501,0.10760195093470257,0.11862190184661756,0.12071730959900046,0.13286558336682636,0.22482089676080647,0.21711849595938731,0.0345599102684735,6.0626358554532125
1.1,0.011974251507404948,0.04225838884706795,0.02096555606471379,0.02261222679716694,0.09060346409340256,0.05615154842536694,0.059042253250781954,0.03854136030122223,0.039195208287428514,0.15655162468028058,0.12628592665004973,0.13270600662248477,0.10571855883729829,0.10754926194047862,0.11803244071973455,0.1200203981727444,0.11800405483746629,0.2102163279448311,0.2005812579238572,0.030859268103171612,5.913270137442841
1.1500000000000001,0.011973376961642804,0.042222918063723754,0.020965490645264224,0.022612136834358015,0.09015900522209683,0.056144215848847406,0.05903287100406741,0.038541293238135904,0.039195134081326924,0.15287518101515826,0.12587901276467592,0.13218794310038415,0.10566140317179117,0.10748533424368913,0.11739447176681041,0.11927528812987902,0.10469618444948296,0.1957207492379316,0.1844529553657783,0.027273856611372355,5.768049897439047
1.2000000000000002,0.011972463643131512,0.04218590597036168,0.02096541617942753,0.022612034437095835,0.08969725690604664,0.056135897975098895,0.05902223257335219,0.038541210326880716,0.03919504235105542,0.14913470130568687,0.12542560330492503,0.1316121193906955,0.10559273889413956,0.10740862716331825,0.11670886382476221,0.11848325465484119,0.09289805946749036,0.18146831743793407,0.16887189670670041,0.023890882539481708,5.6278829027739645
1.25,0.011971511564372034,0.042147357113210646,0.020965331877161056,0.022611918521358593,0.08921852577639837,0.056126515143929946,0.05901023740598583,0.03854110876303354,0.039194929999502026,0.14534031151108523,0.12492356976982574,0.1309761886152118,0.10551108809523642,0.10731752573646408,0.11597666712442864,0.11764568773233307,0.08254496078045387,0.16757744878787642,0.15395191358935517,0.02076634070921772,5.493445366387156
1.3,0.011970520738394217,0.042107276223276036,0.02096523691705734,0.022611787960442244,0.08872312846349881,0.0561159856019917,0.058996782482135864,0.03854098540356689,0.03919479355663863,0.14150205432526997,0.12437095803596848,0.1302780594497634,0.10541491108781599,0.10721035350800447,0.11519909236449279,0.1167640829358752,0.07355575606999373,0.1541497256879855,0.13978272622441523,0.017931378584438627,5.3652027371107485
1.35,0.011969491178756413,0.042065668215271225,0.02096513044662071,0.02261164158538254,0.08821139124400292,0.056104225649527405,0.058981762517696955,0.03854083674506754,0.039194629155750386,0.13762984768073785,0.12376600415102813,0.129515914337854,0.1053026185480333,0.10708538658478714,0.11437749232621963,0.11584003263877587,0.06583705183273723,0.14126953014571453,0.12643108051137608,0.01539822408125153,5.243433692549807
1.4000000000000001,0.011968422899545078,0.042022538186508765,0.020965011582554115,0.02261147818539252,0.08768364967906524,0.05609114979015857,0.05896507017097193,0.038540658902109275,0.0391944325098725,0.1337334451776093,0.12310714827140823,0.1286882248489723,0.1051725846592425,0.10694086870253752,0.1135133452403446,0.11487521712489192,0.05928701305189507,0.12900427730021835,0.1139424423706383,0.013165268418777404,5.128255215355991
