Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(6),J_4f5/2(6),J_4f7/2(8),J_5s1/2(2),J_5p1/2(2),J_5p3/2(4),J_5d3/2(4),J_5d5/2(6),J_5f5/2(6),J_5f7/2(8),J_6s1/2(2),J_6p1/2(2),J_6p3/2(4),J_6d3/2(4),J_6d5/2(6),J_7s1/2(2),J_total_Cn_relativistic
0.5,0.0050799101911934465,0.019273753328785722,0.008871494753558376,0.012119318341157731,0.04289099549198251,0.02458923039162973,0.029682637034297285,0.018877289004741084,0.019877698932241686,0.08151757815197899,0.05108233537588602,0.06010167843765877,0.043521780731108385,0.04531184079923851,0.03370100384708427,0.034357952058518076,0.1490671145754041,0.10015643794704948,0.11883049515399755,0.0944722349101631,0.09878485901965149,0.09322740862354338,0.09559480761594921,0.2855615162961513,0.2225062891058375,0.27945969562451445,0.30250382101923723,0.34267327924634167,0.27317482336183574,11.206897379174432
0.55,0.00507986864945489,0.019272115287385885,0.008871494561608281,0.012119317916096889,0.042870620833374305,0.024589217252016855,0.02968260380389992,0.018877288994980656,0.01987769891903188,0.08135712393410602,0.051081804873988695,0.06010047276957673,0.04352177804146011,0.04531183727159494,0.033701003840262075,0.0343579520505518,0.14797188305198292,0.10014036784258994,0.11879291284989812,0.09447161904888689,0.09878401608973876,0.09322730698010943,0.09559467389205226,0.27660111182284775,0.22174509143534665,0.2771936613555212,0.29953819687071787,0.3353307752827664,0.20817891171373953,10.989727466962892
0.6000000000000001,0.005079823151965759,0.01927032142298349,0.008871494324812278,0.0121193173583525,0.04284831745268904,0.02458920001568586,0.02968256021986546,0.018877288979664453,0.019877698898302595,0.08118176810922861,0.051081109826750105,0.06009889411924666,0.04352177382779219,0.04531183174605817,0.03370100382750238,0.034357952035653845,0.1467820805232685,0.10011941341715265,0.11874403945696435,0.09447066242811615,0.09878270819017898,0.09322712217323312,0.09559443139002713,0.2671318121314314,0.22077852894234026,0.2743782517658741,0.29575592892068336,0.3267052528480068,0.15766829750190675,10.786651975451807
0.65,0.005079773698891172,0.019268371784900328,0.008871494035930806,0.01211931664280663,0.042824088538965376,0.02458917790946433,0.02968250433167775,0.018877288956506366,0.01987769886696002,0.08099161326125025,0.05108021960056265,0.06009687352876677,0.04352176746830349,0.0453118234081989,0.03370100380483962,0.03435795200919625,0.14550026903715396,0.10009271383417365,0.11868194845236846,0.09446923200127753,0.09878075481647026,0.09322680380572788,0.09559401479306985,0.2572328536513169,0.21958192623947945,0.27097333018943326,0.29113310569570416,0.31695497523077254,0.11966233653744918,10.594505239342398
0.7000000000000001,0.005079720290410596,0.019266266426735946,0.008871493687097132,0.012119315742169325,0.04279793755518121,0.024589150094173368,0.02968243402357817,0.018877288922578343,0.019877698821041925,0.08078677046968566,0.051079101097690316,0.06009433666639518,0.043521758169701566,0.045311811219384705,0.0337010037663195,0.03435795196423146,0.14412919380664868,0.10005935604739999,0.11860461903173164,0.09446716138792469,0.09877793082486266,0.09322628009992076,0.09559333152217354,0.24698468998702763,0.21813260415946875,0.2669507446020723,0.2856790098489035,0.3062669117564008,0.09198123587634588,10.410081799394773
0.75,0.005079662926717852,0.019264005406364852,0.008871493269817947,0.012119314626981627,0.042769868237415125,0.02458911566493253,0.029682347015649875,0.018877288874200916,0.019877698755569717,0.08056735920514474,0.051077718805202475,0.06009120397797136,0.043521744939336214,0.045311793880532705,0.03370100370327949,0.03435795189065404,0.1426717738759982,0.10001838002738,0.11850995240657956,0.09446424686596308,0.0987739613177046,0.09322545239331186,0.0955922549731763,0.23646795368889434,0.21641047328923316,0.2622952831637001,0.2794312912667638,0.2948365635340489,0.0725029777143744,10.230512753188863
0.8,0.005079601608021109,0.019261588785933533,0.008871492774973995,0.012119313265618865,0.0427398845939421,0.024589073651488547,0.029682240864985717,0.018877288806825477,0.01987769866438943,0.0803335072171146,0.05107603484743437,0.06008739084879771,0.04352172655568492,0.04531176979377998,0.03370100360345575,0.034357951774160594,0.1411310922600262,0.09996878424026465,0.1183957886545013,0.09446024354790324,0.09876851685563175,0.09322418921933656,0.09559061735844175,0.22576245962756153,0.21439854447312,0.257005067549778,0.27244982216747127,0.28285370027995166,0.05931476714572709,10.05345901505757
0.8500000000000001,0.005079536334542881,0.01925901663185724,0.008871492192820754,0.01211931162429415,0.04270799090426387,0.02458902301856765,0.029682112966939168,0.018877288714908454,0.019877698540001796,0.08008535041418838,0.051074009041887226,0.06008280777561462,0.043521701537316666,0.0453117370222488,0.03370100344989354,0.03435795159498144,0.1395103856029236,0.09990953134488738,0.11825992397626986,0.09445486182385042,0.0987612091117729,0.09322232015204542,0.09558820239971096,0.2149462662387296,0.21208334578716453,0.2510914166885056,0.264810324686338,0.27049352689033596,0.05078435820508408,9.877173813565312
0.9,0.005079467106520031,0.01925628901481655,0.008871491512989174,0.012119309667062131,0.04267419171807427,0.024588962666251418,0.02968196055645748,0.01887728859177747,0.019877698373381596,0.0798230327368987,0.0510715989584754,0.06007736054828037,0.04352166811046731,0.04531169324809282,0.033701003219637746,0.03435795132635717,0.13781303340455073,0.09983955407303029,0.11810012821261115,0.09444776414956241,0.0987515870750127,0.09321962961889971,0.09558473814376957,0.2040948087522038,0.20945523913380704,0.24457823653203178,0.2565984892941996,0.25791211724442437,0.045576931732033865,9.70048191270681
0.9500000000000001,0.005079393924203764,0.019253406009753702,0.008871490724486442,0.012119307355822988,0.04263849185415993,0.02458889143037593,0.029681780709496296,0.01887728842948966,0.019877698153786507,0.07954670602332356,0.05106875998202284,0.060070950440746534,0.043521624175365675,0.0453116357290185,0.03370100288218017,0.034357950932733215,0.1360425468638665,0.09975776125698718,0.11791416247325459,0.09443856225215799,0.09873913389919785,0.09321585090059666,0.09557989018241402,0.19328011614355334,0.20650863321780297,0.23750100813350336,0.24790496863000255,0.24524484906347285,0.042638985076892615,9.522712728104908
1.0,0.005079316787859624,0.01925036769586874,0.008871489815696812,0.012119304650326656,0.04260089639923673,0.024588808082954074,0.029681570344514865,0.018877288218682273,0.019877697868555613,0.07925652986764105,0.051065445377905735,0.06006347441089999,0.043521567271455217,0.04531156125348338,0.0337010023976402,0.03435795036764567,0.13420255739034442,0.09966304396800343,0.11769979673233093,0.09442681481907887,0.09872326448326695,0.09321066054034931,0.09557325555279103,0.18257012103315656,0.2032420930948622,0.2299054564887305,0.23882138174056158,0.23260675010680482,0.04116510990770955,9.343613444812897
