Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(6),J_4d5/2(4),J_4f5/2(6),J_4f7/2(8),J_5s1/2(2),J_5p1/2(2),J_5p3/2(4),J_5d3/2(4),J_5d5/2(6),J_6s1/2(2),J_6p1/2(2),J_6p3/2(4),J_7s1/2(2),J_total_Ra_relativistic
9.700000000000001,0.007713525387401775,0.02081440668072166,0.013514604912991,0.015637005171018167,0.012189659943561023,0.024798558649342592,0.023958194635331515,0.02381288499934476,0.024330089727475218,0.011581592334627269,0.006300704675611574,0.006098049386160967,0.010738128349323901,0.009784185528863015,0.02125302909075837,0.020885523059938585,0.0031929613336543886,0.002744462619608332,0.00183807194782735,0.002910512884712875,0.0026613266233811777,0.0005855989173448746,0.0004971087384843901,0.0002856945466847489,4.1702292567077066e-05,1.0643199109558248
9.75,0.007711227278421688,0.02074788935845523,0.013510401109116528,0.015629521407009305,0.01202049689875031,0.024650961335712245,0.02377294014569834,0.023770707728196488,0.02428245490669152,0.011509666186151273,0.0062306838114876495,0.006076252404066573,0.010500656210679235,0.009560628209668737,0.02100439446267992,0.020635401249208037,0.003191964584677933,0.002670963804814323,0.0017979859890968155,0.002855847438089738,0.002607206535815543,0.0005855439491223542,0.0004830984066487443,0.0002782873668654491,4.169376676687925e-05,1.0552492904218571
9.8,0.007708918363974462,0.020681267856363223,0.013506144236991997,0.015621947934143083,0.011853943337404383,0.024503019577916535,0.023587704331914067,0.02372802114907191,0.024234270180329094,0.011435933870979674,0.006164322344846143,0.006056511281608071,0.010268104479464047,0.009342121614169424,0.020757784119621522,0.020387414610536496,0.003190602499660458,0.0025998367951518184,0.0017599341267226694,0.002801668068698432,0.0025537323685951665,0.0005855230895644626,0.0004694921487051575,0.00027122595584914245,4.1689282690506515e-05,1.0462886226989667
9.850000000000001,0.0077065986590101635,0.020614544888514993,0.013501834020300548,0.015614284396460267,0.01168998571489262,0.024354751553641574,0.023402512495897407,0.023684826395201877,0.02418553744094699,0.011360442140092818,0.006101495663390534,0.006038701395129183,0.010040424297366035,0.009128604335956457,0.020513208576571757,0.0201415715424674,0.0031888287755909954,0.0025310487651147083,0.0017238505704155196,0.0027479985992217267,0.002500922133109463,0.0005855189363656884,0.00045628705468196294,0.00026450045603031977,4.168747480520653e-05,1.0374366489749398
9.9,0.007704268178540709,0.02054772316291793,0.01349747018548454,0.015606530444338936,0.011528609982311477,0.024206175419560143,0.023217389739345055,0.023641124713530658,0.024136258706845215,0.011283239286633153,0.006042080921568687,0.006022701648585191,0.009817565501426788,0.008920013946667658,0.020270677337004373,0.019897879434199177,0.003186601139747949,0.002464565218906043,0.0016896699494102331,0.002694861405000285,0.002448792411228381,0.0005855152526833638,0.0004434797475654498,0.0002581009888367655,4.1687066534517136e-05,1.028692098570871
9.950000000000001,0.007701926937639654,0.02048080538134155,0.013493052461775217,0.015598685734535652,0.011369801600185168,0.02405730930535727,0.023032360956301373,0.023596917463849412,0.024086436120788368,0.011204375007690033,0.00598595709172006,0.006008394458550838,0.009599476706247386,0.008716287080855744,0.02003019891922018,0.019656344693510196,0.003183881197200453,0.0024003501323912315,0.0016573274052746148,0.0026422774464281377,0.0023973583978218393,0.0005854969293653123,0.00043106641483748746,0.0002520176751383667,4.168686735936563e-05,1.0200536906992272
10.0,0.007699574951441985,0.020413794239143142,0.013488580581221933,0.015590749930225469,0.011213545552126187,0.02390817130784356,0.022847450825943742,0.023552206117882873,0.024036071948679676,0.011123900270392582,0.0059330050111499315,0.00599566573543663,0.009386105384291351,0.008517359518479664,0.01979178088249485,0.019416972774416463,0.003180634279108359,0.002338366090013142,0.0016267586779841426,0.002590266302452575,0.0023466339436345645,0.0005854499468976156,0.0004190428390554058,0.00024624065430606034,4.16857699651947e-05,1.0115201361458734
10.05,0.00769721223514391,0.02034669242509494,0.013484054278720887,0.015582722701040774,0.011059826358449282,0.023758779485157977,0.022662683805583964,0.02350699225833041,0.023985168578186954,0.01104186718230926,0.005883107425244088,0.005984404861123372,0.00917739794426468,0.008323166265017721,0.019555429853011647,0.019179768204542775,0.003176829292154599,0.0022785744166633104,0.0015979001855115139,0.002538846205005122,0.0022966315983770943,0.0005853613372045003,0.0004074044274564048,0.00024076010196302493,4.16827474363079e-05,1.003090138877265
10.100000000000001,0.007694838804002645,0.020279502621212926,0.013479473292043407,0.015574603723108978,0.010908628089732968,0.023609151851062014,0.02247808412388629,0.0234612775778627,0.0239337285173221,0.010958328866145612,0.005836149026738331,0.005974504663220025,0.008973299807557317,0.00813364162920569,0.019321151549560062,0.01894473461219004,0.003172438569415062,0.0022209353045188943,0.0015706890971794228,0.0024880340742026623,0.0022473626539049676,0.0005852191454212693,0.00039614624057607365,0.00023556624647947543,4.167685046026521e-05,0.9947623975741238
10.15,0.007692454673336205,0.02021222750258715,0.013474837361863758,0.01556639267908903,0.010759934380322534,0.02345930636932674,0.022293675774302083,0.023415063878075248,0.023881754392975643,0.010873339338724588,0.005792016491257695,0.005965861386144903,0.008773755482733821,0.007948719298406454,0.019088950808982236,0.018711874753082378,0.0031674377229439186,0.0021654079348688493,0.001545063401023739,0.002437845554169368,0.002198837187368634,0.0005850123917507471,0.0003852630198744146,0.00023064938427002664,4.166720449449889e-05,0.9865356070929919
10.200000000000001,0.00769005985852319,0.02014486973721371,0.01347014623178647,0.015558089258206781,0.01061372844176886,0.023309260948214366,0.022109482508721252,0.02336835306839991,0.023829248949407952,0.01078695339422748,0.0057505985092406176,0.0059583746592252115,0.008578708638065006,0.007768332411621377,0.01885883161135069,0.018481190536779303,0.003161805498326441,0.0021119505949655695,0.0015209619654123826,0.002388295049341209,0.002151064104226758,0.0005847310335039633,0.00037474921436441707,0.00022599989394991187,4.165300687114046e-05,0.9784084598571742
10.25,0.007687654375002573,0.020077431985828294,0.013465399648373212,0.015549693156289186,0.01046999307619749,0.023159033435055876,0.021925527831340354,0.023321147164975794,0.023776215046698652,0.010699226491667421,0.005711785814363469,0.0059519474620047235,0.008388102172095775,0.0075924136301568305,0.018630797104862176,0.01825268305273954,0.003155523631426849,0.002060520789949713,0.0014983245951626478,0.0023393957611252806,0.002104051181025171,0.0005843659274167817,0.00036459900624103656,0.00022160824939936732,4.163352385522738e-05,0.9703796471787017
10.3,0.007685238238273485,0.02000991690174138,0.013460597361169162,0.015541204075797333,0.010328710689602415,0.023008641610925924,0.02174183499274696,0.023273448289480667,0.023722655659155843,0.010610214646561578,0.005675471208580644,0.005946486086944116,0.008201878282247454,0.007420895205962133,0.018404849630433415,0.018026352596024003,0.003148576707535443,0.002011075349906224,0.0014770920823965765,0.0022911597247959065,0.002057805107852675,0.0005839087923257606,0.00035480633551394637,0.00021746503178471718,4.1608087707310705e-05,0.9624478605130778
10.350000000000001,0.007682811463895002,0.01994232713067504,0.01345573912272892,0.015532621725858326,0.010189863305059471,0.022858103185416492,0.021558426984219985,0.02322525866792419,0.023668573873686715,0.010519974326763066,0.005641549583895232,0.0059419000996932085,0.008019978531456447,0.007253709047658275,0.018180990745986066,0.017802198692627075,0.003140952023097319,0.0019635705321189483,0.001457206252370419,0.002243597846518765,0.002012331530393476,0.0005833521722785507,0.00034536492365363645,0.00021356094058927805,4.157609381162342e-05,0.9546117926486727
10.4,0.0076803740674859285,0.019874665310601402,0.013450824688641939,0.015523945822296003,0.010053432575854102,0.022707435791510355,0.02137532653224532,0.023176580629404232,0.023613972888131097,0.010428562352408454,0.005609917940974673,0.005938102297108956,0.007842343912853567,0.007090786784279094,0.01795922125040904,0.01758022012442602,0.003132639450184192,0.0019179621185994383,0.0014386100045101062,0.0021967199404028075,0.0019676350915037682,0.00058268940014651,0.0003362682962640085,0.00020988680370693778,4.153699790272286e-05,0.9468701388326053
10.450000000000001,0.007677926064724584,0.01980693407158275,0.013445853817557465,0.015515176087660489,0.009919399798518629,0.022556656980555527,0.021192556093245985,0.02312741660482753,0.023558856009559558,0.010336035799932291,0.005580475404725198,0.005935008663187674,0.00766891491249143,0.006932059826749201,0.017739541207187556,0.017360414953739682,0.003123631303851291,0.0018742055089729526,0.0014212473488802442,0.002150534765487901,0.0019237194722473323,0.0005819145618000065,0.0003275098047948471,0.00020643358664249552,4.149031338304114e-05,0.9392215978348714
10.5,0.007675467471348585,0.019739136035613305,0.01344082627120901,0.015506312251256602,0.009787745925774277,0.022405784217341778,0.021010137848526095,0.023077769125595983,0.023503226652537634,0.010242451910095802,0.005553123236937995,0.00593253832307457,0.007499631570129855,0.006777459427125174,0.0175219499676894,0.01714278054748872,0.003113922212502875,0.0018322558088111334,0.0014050634383093487,0.0021050500625838108,0.0018805874323317403,0.0005810224609002092,0.0003190826473068178,0.0002031924008539576,4.1435608694168995e-05,0.9316648729524064
10.55,0.007672998303154628,0.019671273816462664,0.013435741814438322,0.015497354049171103,0.009658451579373251,0.022254834875280006,0.020828093699427407,0.023027640822259814,0.023447088337357716,0.01014786799997293,0.005527764846119002,0.005930613495308235,0.007334433538091449,0.006626916735628389,0.017306446194099556,0.016927313600950185,0.0031035089913726186,0.0017920679135064402,0.0013900045963889374,0.00206027259088335,0.00183824084989294,0.0005800085843551292,0.00031097988830276177,0.00020015451127128266,4.137250472151999e-05,0.924198672954798
10.600000000000001,0.007670518575998272,0.019603350019520932,0.013430600215218894,0.015488301224298786,0.009531497062836528,0.02210382623168551,0.02064644526269753,0.02297703442313893,0.023390444688240215,0.010052341378833443,0.005504305794613142,0.005929159442452378,0.007173260138202143,0.006480362855500069,0.017093027881995758,0.016714010161100735,0.0030923905192089024,0.0017535965877883994,0.0013760183415588143,0.0020162081642795464,0.0017966807605819517,0.0005788690684821959,0.000303194477642137,0.0001973113430304485,4.1300672239236825e-05,0.9168217129734831
10.65,0.007668028305793723,0.019535367241645528,0.013425401244678968,0.015479153526367423,0.009406862374082975,0.021952775463165798,0.020465213866068352,0.022925952752913713,0.023333299431505507,0.009955929267859405,0.005482653803132479,0.005928104420261686,0.007016050416833234,0.006337728895710523,0.016881692382557906,0.01650286564954317,0.0030805676182398428,0.0017167965409858156,0.0013630534074853082,0.0019728616873231704,0.0017559073959128315,0.0005776006659145581,0.0002957192685579416,0.00019465448746228565,4.121982941190434e-05,0.9095327153362646
10.700000000000001,0.00766552750851361,0.0194673280710097,0.01342014467712406,0.015469910711961557,0.00928452721794571,0.02180169964111363,0.020284420544043367,0.022874398731186525,0.023275656393718244,0.00985868872362843,0.005462718752796409,0.00592737962552335,0.006862743198063642,0.006198946021556306,0.016672436424405527,0.016293874885012057,0.0030680429374787275,0.0016816224981426634,0.0013510597599335527,0.0019302371907632546,0.0017159202208363667,0.0005762007132833895,0.0002885470347953938,0.00019217570737089693,4.112973935831737e-05,0.9023304103489601
10.75,0.00766301620018877,0.019399235086952765,0.013414830290059,0.015460572544545154,0.009164471018571764,0.021650615727306057,0.020104086033892445,0.02282237537101521,0.023217519499805585,0.009760676565294458,0.005444412684790464,0.005926919142710533,0.006713277134982925,0.006063945503180441,0.016465256135058167,0.016087032105454997,0.0030548208394172867,0.0016480292670982724,0.001339988610329053,0.001888337866619062,0.0016767179705089277,0.0005746670997036961,0.0002816704868898002,0.0001898669416337765,4.1030207769753e-05,0.8952135370259555
10.8,0.007660494396908025,0.01933109085983202,0.013409457864209474,0.015451138794483106,0.009046672931701121,0.021499540569609732,0.01992423077185226,0.022769885777419854,0.02315889277115081,0.00966194930539424,0.005427649797748686,0.00592665988957873,0.006567590759157065,0.005932658762051933,0.016260147062014143,0.015882330989686628,0.0030409072901419125,0.0016159718016447062,0.0013297924261978353,0.001847166102737365,0.0016382986862305314,0.000572998236086556,0.0002750822876001135,0.00018772030915907895,4.092108059044559e-05,0.8881808437714526
10.850000000000001,0.007657962114817963,0.01926289795087643,0.013404027183543093,0.015441609239061597,0.008931111856821635,0.02134849089779322,0.01974487488953085,0.02271693314586405,0.023099780323663915,0.009562563084205776,0.0054123464429628185,0.0059265415618308635,0.0064256225282808745,0.005805017415442185,0.01605710419344424,0.015679764678613494,0.0030263097528965247,0.001585405260876118,0.0013204249386684814,0.0018067235167940157,0.0016006597505305949,0.0005711930252965547,0.00026877506651621394,0.0001857281122396618,4.080224176553453e-05,0.8812310890132191
10.9,0.0076554193701227164,0.01919465891204201,0.013398538035289955,0.015431983662507334,0.008817766449196164,0.021197483319446465,0.019566038210514287,0.02266352076071197,0.02304018636583063,0.009462573607582838,0.005398421117519758,0.005926506576971746,0.006287310872042013,0.005680953318936688,0.015856121978497176,0.015479325796028188,0.0030110370851051814,0.0015562850648461184,0.0013118411472132748,0.0017670109897033632,0.0015637979213837755,0.0005692508331695006,0.0002627414338606768,0.0001838828393417575,4.0673611052254736e-05,0.8743630417906054
10.950000000000001,0.007652866179083739,0.01912637628586895,0.013392990209962725,0.015422261856005638,0.008706615131758673,0.021046534316007826,0.01938774024717357,0.022609651993662404,0.02298011519674138,0.009362036088188214,0.005385794455466827,0.005926500017467549,0.006152594236223065,0.005560398607021372,0.015657194347214635,0.01528100646897213,0.002995099438857743,0.0015285669466501243,0.0013039973217996196,0.001728028698403439,0.0015277093655419686,0.0005671714604022586,0.00025697399350732136,0.00018217716735986525,4.053514186698346e-05,0.8675754822985164
11.0,0.007650302558019584,0.019058052605340502,0.01338738350137623,0.015412443617717419,0.008597636106876085,0.02089566023889893,0.0192100001976698,0.022555330302161142,0.022919571204101662,0.009261005190046809,0.005374389217102482,0.005926469573320895,0.006021411125069301,0.005443285731783761,0.015460314730054199,0.015084798347666802,0.002978508164852889,0.0015022070010501268,0.0012968510026168177,0.0016897761479888378,0.0014923896909718004,0.0005649551153235027,0.00025146535523830766,0.00018060396336569927,4.0386819148901795e-05,0.8608672023889914
11.05,0.007647728523305682,0.018989690393743593,0.013381717706666548,0.015402528752795006,0.008490807367972798,0.020744877305767375,0.019032836943155287,0.0225005592277928,0.02285855886222529,0.009159534976338481,0.0053641302764880685,0.005926365484167332,0.005893700141950632,0.005329547499769565,0.015265476077018938,0.014890692625013706,0.002961275719784476,0.001477161729759392,0.0012903609975372197,0.001652252203166942,0.0014578339783898814,0.0005626023875511695,0.00024620814626052397,0.00017915628588018297,4.02286572585122e-05,0.8542370060321065
11.100000000000001,0.007645144091374116,0.018921292164531228,0.013375992626309624,0.015392517073396875,0.008386106711015032,0.02059420159683755,0.018856269045168635,0.022445342394653393,0.022797082730011936,0.009057678860349652,0.005354944607274157,0.005926140480994101,0.005769400028347492,0.005219117107036105,0.015072670876393275,0.014698680055664118,0.002943415577149638,0.0014533880835044255,0.0012844873774647725,0.0016154551190167682,0.0014240368118908764,0.0005601142225393357,0.00024119502200254967,0.00017782738569865775,4.006069795991511e-05,0.8476837097379631
11.15,0.007642549278713397,0.018852860421186626,0.013370208064139374,0.01538240839870125,0.008283511745852205,0.020443649051369406,0.018680314743221245,0.02238968350770488,0.02273514744891045,0.008955489559501716,0.005346761266932894,0.005925749727577439,0.005648449701190961,0.005111928172444184,0.01488189117308494,0.01450875097465986,0.002924942141450068,0.001430843500980936,0.0012791914697180054,0.0015793825710330137,0.001390992308665906,0.0005574918970142812,0.000236418676215677,0.00017661070629653718,3.9883008557788014e-05,0.8412061429415136
11.200000000000001,0.0076399441018682405,0.01878439765708913,0.01336436382736532,0.015372202554918585,0.008182999907412737,0.020293235464225238,0.018504991952572984,0.02233358635111278,0.02267275774086927,0.008853019052373824,0.005339511379485657,0.005925150761730023,0.0055307882885883555,0.005007914769230473,0.014693128586573524,0.014320895315647035,0.0029058706657516123,0.0014094859448197507,0.0012744358495886158,0.0015440316844411018,0.001358694147811237,0.0005547369952968596,0.00023187185040447265,0.00017549988383831362,3.9695680224658595e-05,0.8348031483518814
11.25,0.007637328577439339,0.018715906355381916,0.01335845972658971,0.015361899375302959,0.008084548466751886,0.020142976482544366,0.018330318262194587,0.022277054786568225,0.022609918406275395,0.008750318538637142,0.005333128116813101,0.0059243034364456415,0.005416355163966169,0.0049070114549027615,0.014506374328466616,0.014135102628665026,0.002886217172561571,0.0013892739346775412,0.0012701843302110017,0.001509399062772016,0.0013271355982294709,0.0005518513865061329,0.00022754734261240658,0.0001744887468122244,3.949882650760758e-05,0.8284735822677022
11.3,0.007634702722083137,0.018647388988841444,0.013352495575824167,0.015351498700162346,0.007988134541949184,0.01999288760252545,0.018156310932914088,0.02222009275159544,0.022546634321883245,0.008647438401817328,0.005327546678632493,0.0059231698610237825,0.00530508997866266,0.004809153299500406,0.014321619219664674,0.013951362097513314,0.002865998377977906,0.0013701665775658948,0.0012664019508723601,0.0014754808156884074,0.0012963095456275267,0.0005488372026374574,0.00022343801558647933,0.0001735713153158476,3.929258192593693e-05,0.8222163148598348
11.350000000000001,0.007632066552511606,0.018578848019748725,0.013346471192505833,0.015341000376867801,0.00789373510885343,0.019842984166316312,0.01798298689574488,0.022162704257845972,0.02248291043873476,0.008544428174802032,0.005322704271224987,0.005921714342252528,0.005196932693003093,0.004714275912262651,0.01413885370713661,0.013769662556699317,0.0028452316190599467,0.0013521235955307894,0.0012630549638873612,0.001442272586056055,0.00126620851861773,0.0005456968175066396,0.00021953680434343582,0.00017274180001950896,3.9077100537378104e-05,0.8160302304226961
11.4,0.007629420085492013,0.018510285899762363,0.01334038639751303,0.015330404259861548,0.007801327011673083,0.01969328135901085,0.01781036275039257,0.022104893389380726,0.022418751780072067,0.008441336508010079,0.005318540084993247,0.005919903325723919,0.005091823605890813,0.004622315466747248,0.013958067880307989,0.013589992507970515,0.002823934784365983,0.0013351053507927872,0.0012601108201558812,0.0014097695762569369,0.0012368247139300163,0.0005424328265501502,0.00021583672316028205,0.0001719946008322389,3.8852554392772256e-05,0.8099142275955198
11.450000000000001,0.0076267633378466985,0.018441705069793368,0.013334241015180423,0.01531971021066398,0.007710886973410207,0.01954379420575273,0.017638454763937952,0.022046664300940967,0.02235416343924401,0.008338211140139308,0.005314995270927559,0.005917705337351911,0.004989703382947814,0.004533208724441912,0.013779251487064426,0.01341234013643459,0.002802126247599494,0.00131907286845643,0.0012575381535168937,0.0013779665737422581,0.0012081500207448263,0.0005390480274696377,0.0002123308720127515,0.00017132430529223788,3.861913187541316e-05,0.8038672195549521
11.5,0.007624096326452844,0.01837310795988181,0.013328034873313702,0.015308918097879586,0.007622391606136231,0.019394537568945516,0.017467278869693372,0.021988021216209463,0.022289150577607837,0.008235098871410341,0.005312012916056326,0.005915090925159031,0.004890513083238687,0.004446893056910989,0.013602393949372992,0.013236693326271674,0.0027798248043024976,0.0013039878568953047,0.0012553067640063372,0.0013468579758255943,0.0011801760441575804,0.0005355454017072305,0.00020901244248537572,0.0001707256867038344,3.83770360360584e-05,0.7978881341805799
11.55,0.007621419068242244,0.01830449698907522,0.013321767803203759,0.015298027797201793,0.007535817421107794,0.019245526145568553,0.017296850666229487,0.021928968426062786,0.022223718422427277,0.008132045539223896,0.005309538017954536,0.0059120326013940095,0.0047941941846119,0.004363306466519414,0.013427484378524587,0.013063039676042798,0.0027570496115316622,0.0012898127259170994,0.0012533876001216318,0.0013164378137179428,0.0011528941277866994,0.0005319280967366255,0.00020587472317521932,0.0001701937020444722,3.8126483056463225e-05,0.7919759141950126
11.600000000000001,0.007618731580201078,0.018235874565308858,0.013315439639640398,0.015287039191416748,0.0074511408387212714,0.019096774464598336,0.017127185416569723,0.021869510286815937,0.02215787226476826,0.008029095996149958,0.00530751745838158,0.005908504785038883,0.004700688607692696,0.0042823876057759835,0.013254511590000816,0.012891366513599244,0.0027338201304504166,0.0012765106028107577,0.0012517527401905107,0.0012866997758080674,0.0011262953755381473,0.0005281994091538918,0.00020291110460925998,0.000169723489664652,3.7867700944254545e-05,0.7861295172800222
11.65,0.007616033879369681,0.01816724308528771,0.013309050220925534,0.015275952170406027,0.007368338198304527,0.018948296884534567,0.016958298047549312,0.02180965121846034,0.0220916174573935,0.00792629409016766,0.005305899976117485,0.00590448374476047,0.00460993873856172,0.004204075795337466,0.013083464117968865,0.01272166091059737,0.0027101560717681657,0.001264045346375475,0.0012503753729369552,0.0012576372301929019,0.001100370672540269,0.0005243627685512462,0.0002001150836944074,0.00016931036680048055,3.7600928462216885e-05,0.7803479161700095
11.700000000000001,0.007613325982842308,0.018098604934370346,0.01330259938888592,0.015264766631148294,0.007287385767744658,0.018800107591030357,0.016790203149336023,0.021749395702896256,0.022024959412657055,0.00782368264707554,0.00530463613906441,0.0058999475423575495,0.004521887450153657,0.004128311040714865,0.012914330229408277,0.012553909696623922,0.0026860773439560085,0.0012523815590288942,0.0012492297773322846,0.0012292432464641788,0.0010751107052635064,0.000520421722156557,0.00019748026771962437,0.00016894982691572147,3.7326414154738e-05,0.7746300987237282
11.75,0.007610607907766911,0.018029962486454575,0.013296086988885375,0.015253482477719913,0.007208259752950645,0.018652220594625932,0.016622914975109582,0.021688748282160684,0.021957903600400154,0.0077213034549927315,0.005303678315678019,0.005894875976751711,0.004436478122410077,0.004055034047722722,0.012747097937873765,0.012388099472937016,0.002661604004166927,0.0012414845970893792,0.0012482913018148697,0.0012015106167587103,0.001050505980840314,0.0005163799202207469,0.0001950003779303411,0.0001686375368900144,3.704441533533124e-05,0.7689750679751739
11.8,0.007607879671344903,0.0179613181038649,0.013289512869836538,0.015242099621294507,0.007130936307149806,0.01850464972858499,0.016456447440896634,0.021627713556651728,0.02189045554584927,0.0076191972508724845,0.005302980645791111,0.0058892505285665035,0.004353654661220474,0.003984186236711844,0.01258175501689822,0.012224216625827908,0.0026367562117872454,0.0012313205793247116,0.001247536342957482,0.0011744318760808787,0.0010265468456012415,0.0005122411021344727,0.00019266925269508615,0.00016836933407046153,3.675519696379827e-05,0.7633818421646416
11.850000000000001,0.007605141290830925,0.017892674137241802,0.013282876884212126,0.015230617980141494,0.007055391540017259,0.01835740864683307,0.016290814125558276,0.021566296183350483,0.021822620827517698,0.007517403708950555,0.005302499010889699,0.005883054305336374,0.004273361516185531,0.003915709755625476,0.012418289013040516,0.012062247339609204,0.0026115541845453463,0.0012218563938570163,0.001246942323656995,0.0011479993219069866,0.001003223502843824,0.0005080090832545962,0.0001904808502830881,0.0001681412232025909,3.645903045063316e-05,0.7578494547511259
11.9,0.007602392783532615,0.017824032925432835,0.013276178888055717,0.01521903747962358,0.0069816015266375465,0.018210510821997018,0.016126028270926938,0.021504500874041387,0.021754405075111578,0.007415961431051984,0.005302191003899559,0.005876271987383768,0.004195543697236243,0.0038495474919183316,0.012256687258582597,0.011902177609234907,0.002586018157102972,0.0012130597035111092,0.0012464876709169942,0.001122205033081953,0.0009805260298513874,0.0005036877424202563,0.00018842925127072292,0.00016794937325427777,3.6156192534991514e-05,0.7523769544074178
11.950000000000001,0.007599634166810378,0.017755396795385514,0.013269418740992042,0.015207358052193238,0.006909542316297778,0.01806396954354469,0.01596210278208952,0.021442332393532017,0.021685813967441535,0.007314907938680994,0.005302015898539117,0.005868889774399838,0.004120146790142462,0.0037856430833774044,0.012096936883880706,0.011743993252558076,0.0025601683420540915,0.00120489894969087,0.0012461517932898314,0.0010970408880196308,0.0009584443941793078,0.0004992810101380481,0.0001865086605949871,0.00016779011414491928,3.584696430036796e-05,0.7469634049990421
12.0,0.007596865458077148,0.01768676806204206,0.0132625963062368,0.015195579637388172,0.006839189941111771,0.01791779791602409,0.015799050227813662,0.02137979555787329,0.02161685323034093,0.007214279666820014,0.005301934618292413,0.005860895332761333,0.004047116970944085,0.0037239409278829287,0.011939024829375672,0.01158767992223193,0.002534024893256147,0.0011973433548656245,0.0012459150580407974,0.0010724985822186306,0.000936968469226529,0.0004947928574158857,0.00018471340927318336,0.00016765993339259503,3.553163032543323e-05,0.7416078855480234
12.05,0.007594086674798156,0.01761814902823593,0.013255711450605992,0.015183702181825775,0.006770520424474679,0.017772008857400805,0.015636882841113843,0.021316895232580946,0.021547528634591664,0.0071141119593649245,0.005301909705053812,0.005852277743613505,0.003976401019337763,0.003664386192147174,0.011782937857267181,0.011433223117260157,0.002507607871418505,0.0011903629237458866,0.0012457587680933457,0.0010485696451060145,0.0009160880491102653,0.0004902272852253762,0.0001830379558084609,0.0001675554726922601,3.521047796078072e-05,0.7363094901824195
12.100000000000001,0.007591297834490695,0.01754954198459018,0.013248764044524774,0.015171725639196582,0.0067035097893478465,0.01762661509749301,0.01547561251995426,0.021253636330859308,0.02147784599385864,0.0070144390661251955,0.00530190528749403,0.005843027451746235,0.0039079463310517995,0.0036069248194682637,0.011628662562857316,0.011280608194202577,0.0024809372118731942,0.0011839284432252184,0.0012456651388107144,0.0010252454562216992,0.000895792862861911,0.0004855883145726893,0.00018147688730013543,0.00016747352443687347,3.488379660348953e-05,0.7310673280722884
12.15,0.007588498954723887,0.017480949209417625,0.01324175396203584,0.015159649970256737,0.006638134066373593,0.01748162917650277,0.015315250828085143,0.021190023811828097,0.021407811162633704,0.00691529414131871,0.005301887049195077,0.00583313621528803,0.0038417009292413687,0.0035515035365354494,0.011476185385568452,0.011129820378042016,0.0024540326944533573,0.001178011481162343,0.0012456172746658377,0.0010025172607567385,0.0008760725879621346,0.0004808799771577863,0.0001800249202764192,0.00016741102819174344,3.455187696238994e-05,0.7258805233529491
12.200000000000001,0.007585690053118444,0.01741237296862285,0.013234681080807314,0.015147475142819477,0.006574369301819814,0.01733706344364275,0.015155808996009336,0.02112606267875326,0.02133743003419006,0.006816709243492618,0.005301822196599661,0.005822597056240139,0.0037776134749359395,0.0034980698593216767,0.011325492619640892,0.01098084477271858,0.0024269139154053975,0.0011725843840750694,0.0012455991458481205,0.0009803761844590366,0.0008569168632331449,0.00047610630660160165,0.0001786769012663939,0.00016736506713178193,3.4215010361718106e-05,0.7207482150364788
12.25,0.007582871147346437,0.017343815515606015,0.013227545282140181,0.015135201131745636,0.006512191565354397,0.017192930055857234,0.014997297922075955,0.0210617579772826,0.02126670853854808,0.006718715336802993,0.005301679426818709,0.005811404211870683,0.0037156332765703056,0.003446572098098613,0.011176570424515654,0.010833666371337482,0.0023996002612614903,0.0011676202738150267,0.0012455955648524686,0.0009588132479203745,0.0008383153011060954,0.00047127133022056063,0.00017742780712803508,0.00016733286445157284,3.387348800516757e-05,0.7156695569121015
12.3,0.007580042255131055,0.01727527909116846,0.01322034645097524,0.015122827918933181,0.006451576957649443,0.01704924097663621,0.014839728173697778,0.020997114793687054,0.021195652640453266,0.00662134229358741,0.00530142889533867,0.005799553086986474,0.003655710298630144,0.0033969593616085428,0.01102940483490774,0.010688270066056476,0.002372110884599888,0.001163093043289654,0.0012455921630929135,0.0009378193802589021,0.0008202574992815625,0.0004663790613279244,0.00017627274514911374,0.0001673117797578394,3.3527600331772215e-05,0.7106437174365053
12.350000000000001,0.007577203394246371,0.01720676592342016,0.013213084475899589,0.015110355493305801,0.006392501617815533,0.016906007974921575,0.014683109988689247,0.02093213825310843,0.021124268337367372,0.006524618898166245,0.005301042183668471,0.005787040207098076,0.003597795169442665,0.0033491815604269337,0.010883981770575516,0.010544640657659234,0.0023444646816214174,0.0011589773512954093,0.0012455753675802508,0.0009173854322115524,0.0008027330518010609,0.00046143349204193847,0.0001752069529370234,0.00016729930545273677,3.3177636501471854e-05,0.7056698796149246
12.4,0.007574354582517106,0.01713827822768897,0.01320575924915263,0.01509778385080053,0.00633494173066621,0.016763242624104096,0.01452745327672175,0.02086683351781436,0.021052561657473354,0.006428572851809808,0.005300492266964081,0.005773863172491601,0.0035418391881423187,0.0033031894095486756,0.010740287045791615,0.01040276286482074,0.0023166802714715347,0.0011552486165236694,0.0012455323777003165,0.0008975021886509856,0.000785731559547486,0.0004564385865814167,0.00017422579811203278,0.00016729306311539418,3.2823883886598564e-05,0.7007472408734379
