Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(4),J_5s1/2(2),J_5p1/2(2),J_5p3/2(2),J_6s1/2(1),J_total_Ba_relativistic
0.5,0.014326922193628605,0.051086608539545,0.025329884555423322,0.026753804990749117,0.11561002910412363,0.06939427512616303,0.07205314807462004,0.047596651315412214,0.048200658752716785,0.2340479673114777,0.1624496536620586,0.16874461217700695,0.13629182176339508,0.13800113493827343,0.39252106572087475,0.40770609416897774,0.42127816082934405,0.07613487927381368,7.705298318060223
0.55,0.01432623775678502,0.05105786063283683,0.02532986746430916,0.02675378341867637,0.11521323516798279,0.06939205961439432,0.0720504804765547,0.047596643960062336,0.04820065080793635,0.2300199871006974,0.1622943462147528,0.1685574512918599,0.13628232187022551,0.13799078120994984,0.35512769616820644,0.3942984867499796,0.40521438327694603,0.07109224843383288,7.5192728998921705
0.6000000000000001,0.01432548818769717,0.051026395378424474,0.02532984504908054,0.026753755125977517,0.11478030627847918,0.06938916128091879,0.07204699153235465,0.04759663245421932,0.048200638381002525,0.22569285978862094,0.1620940023599706,0.1683163518880101,0.13626781655420328,0.1379749838793171,0.3186295658381616,0.37876463797319543,0.38682859953553705,0.07035924713817841,7.329077340468579
0.65,0.014324673500600278,0.05099221836193509,0.02532981630659971,0.026753718846857493,0.11431168577658662,0.06938545513574818,0.07204253129079538,0.04759661511727049,0.04820061965770916,0.2210876119481866,0.1618416986800068,0.1680131796681458,0.13624652540981871,0.13795181477387608,0.2836363802418672,0.3613169743297387,0.36643787414469325,0.06981871819858063,7.129366849459536
0.7000000000000001,0.014323793710964906,0.050955335646714534,0.02532978014865295,0.026753673208394013,0.11380785211901064,0.0693808068964392,0.07203693879478489,0.04759658981248013,0.04820059233187547,0.2162262802773803,0.16153043278872986,0.16763976425232302,0.13621631270323717,0.13791896518372276,0.2506440509785946,0.34224303004149537,0.3444364035460801,0.06785900840824613,6.9200368163952435
0.75,0.014322848835496319,0.0509157537718424,0.025329735402484985,0.02675361673126724,0.11326931804577531,0.06937507336640192,0.07203004256791315,0.04759655387611753,0.048200553529083034,0.21113173781905775,0.16115322545153205,0.1671880271728436,0.1361746790648351,0.1378737387711078,0.22003101337840147,0.3218831104297343,0.32126463468626837,0.06420294712434582,6.7037054974482695
0.8,0.01432183889213381,0.050873479749993074,0.025329680811374575,0.026753547830545493,0.11269662969159254,0.06936810283733341,0.07202166113144753,0.047596504043451775,0.04820049972710143,0.20582751733404434,0.16070322098886236,0.16665010654606388,0.13611876367656855,0.1378130560464608,0.19206040427988585,0.30060737012287986,0.2973797591344473,0.05917152530304253,6.484082244113756
0.8500000000000001,0.014320763900049972,0.05082852106514385,0.025329615035250927,0.026753464816526525,0.11209036564328888,0.06935973551444531,0.07201160354994375,0.04759643637213994,0.04820042667358036,0.20033763375899075,0.1601737844342255,0.16601847641055423,0.13604535725454717,0.1377334706523886,0.16688703774674235,0.2787943320584293,0.27322991341058533,0.05327342406566535,6.265014817657465
0.9,0.014319623879649922,0.050780885670131316,0.02532953665135056,0.02675336589563373,0.11145113594569132,0.06934980396308507,0.07199967000355087,0.04759634616355361,0.04820032930160571,0.19468640762976255,0.15955859402623618,0.16528605889544484,0.13595092568797107,0.1376311972082556,0.14456799909756873,0.25681226133567403,0.24923344682378434,0.04700365590054094,6.049988221138303
0.9500000000000001,0.014318418852570472,0.05073058198405728,0.0253294441549142,0.026753249171366757,0.11077958105849053,0.0693381335752886,0.0719856523850069,0.04759622788260342,0.04820020164373261,0.18889829127456895,0.15885172774682205,0.1644463275888307,0.13583164378421472,0.13750215001506422,0.12507567252245747,0.23500420625210314,0.2257637716979375,0.04076240799401204,5.841898530823189
1.0,0.014317148841679252,0.05067761888954548,0.025329335959923267,0.026753112645305815,0.11007637076670891,0.06932454305474567,0.07196933491924813,0.04759607507663213,0.048200036745119884,0.18299769948096295,0.15804774276984332,0.16349340070712018,0.13568343820371845,0.13734199152266754,0.10831210008789528,0.21367699889281266,0.20313965933757203,0.03483628003995216,5.64298393073325
1.05,0.014315813871073784,0.0506220057298506,0.025329210399875533,0.02675295421816908,0.10934220304750028,0.06930884491860931,0.07195049480349143,0.04759588029395376,0.04819982657639711,0.1770088462199982,0.15714174685183024,0.1624221229152549,0.13550203836094318,0.13714618913331866,0.09412371285009027,0.19309410569883412,0.1816204057496471,0.02940802140866044,5.454840701616778
1.1,0.014314413966080504,0.05056375230582093,0.025329065728599415,0.026752771690922432,0.1085778028960982,0.06929084601453725,0.07192890286559425,0.047595635002619104,0.04819956194689797,0.17095558887221568,0.15612946087469187,0.16122813490779814,0.13528303382813836,0.13691007866659655,0.08231565202535893,0.17347194267426116,0.16140504496008168,0.024576537444543974,5.278482062305999
1.1500000000000001,0.014312949153253736,0.05050286887271631,0.025328900121106453,0.02675256276594083,0.1077839211138103,0.06927034805131638,0.07190432423845193,0.04759532950998737,0.04819923241889197,0.16486128124695157,0.15500727193457947,0.15990793012513485,0.1350219366119221,0.13662893264522838,0.07266508726384024,0.15497910956281957,0.1426346967093046,0.020378234897965548,5.114416054664408
1.2000000000000002,0.01431141946037462,0.05043936613688293,0.02532871167448143,0.026752325048220515,0.10696133306102713,0.06924714814139099,0.07187651904815658,0.04759495288367872,0.048198826223440454,0.1587486365220208,0.15377227655719364,0.15845889824096304,0.13471424657945114,0.13629803147897418,0.06493312254436792,0.13773793143028684,0.12539715563859755,0.01680589296528815,4.962729212957386
1.25,0.014309824916449979,0.05037325525228667,0.025328498408809557,0.02675205604664127,0.10611083737827436,0.06922103935359224,0.07184524311361618,0.04759449287447429,0.04819833017849274,0.15263960105847657,0.1524223138035481,0.15687935531091554,0.13435551828840742,0.13591273562021355,0.05887504583570092,0.1218277001287048,0.10973291992065266,0.013823860347279556,4.823168689977313
1.3,0.014308165551711154,0.050304547816906776,0.02532825826814021,0.02675175317527787,0.10523325467838811,0.06919181127434933,0.07181024865531666,0.047593935841717915,0.04819772960982392,0.1465552398681767,0.15095598820773873,0.1551685607122378,0.1339414275172803,0.13546855683253528,0.054248819144879584,0.10728905862129895,0.09564198507269135,0.011379595558769346,4.69521884053296
1.35,0.014306441397612772,0.05023325586899161,0.025327989121486573,0.02675141375475989,0.10432942621293416,0.06915925057565316,0.071771285010903,0.04759326668175852,0.048197008275397905,0.14051563433348416,0.1493726826562295,0.153326721226428,0.1334678358912919,0.134961226842397,0.05082181771433276,0.09412904819135265,0.08309086853863018,0.009412051571980665,4.5781701704099715
1.4000000000000001,0.014304652486831477,0.05015939188317846,0.025327688763860604,0.026751035013678936,0.1034002125160217,0.06912314158803953,0.0717280993552591,0.04759246875995281,0.04819614829371737,0.1345397926016017,0.14767256147366067,0.15135498281692314,0.13293085214503964,0.13438676182212914,0.048375910909680145,0.08232642675318788,0.07201946587378266,0.007857530917324048,4.471179696340397
1.4500000000000002,0.01430279885326461,0.05008296876647925,0.025327354917342695,0.026750614090042393,0.10244649202868325,0.06908326687686266,0.07168043742277797,0.047591523846726116,0.048195130076697276,0.12864557290356973,0.1458565641208361,0.14925541082946295,0.13232688874488333,0.13374152136778958,0.04671103491751787,0.07183695494265954,0.062347460162112255,0.006653603535409303,4.3733224727761915
