Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(4),J_4f5/2(6),J_5s1/2(2),J_5p1/2(2),J_5p3/2(4),J_6s1/2(2),J_total_Sm_relativistic
1.5,0.012676211994238126,0.04438103156342057,0.02227915512306481,0.023849695265298926,0.09120365264861612,0.0598803876324065,0.0626474711978418,0.041151530616191534,0.04178664082025771,0.1262123313252589,0.12861768826819417,0.13318869912202938,0.11233329772958515,0.11395198005926527,0.11395198005926527,0.046309531756591395,0.09393896558004351,0.08077991925257257,0.00830045921562793,4.7387844328149855
1.55,0.01267481401068917,0.04432440814061711,0.02227893762483883,0.02384940541261931,0.09051850405943068,0.05985624109073602,0.06261741059457974,0.04115106598315532,0.04178613201433517,0.12177276870193235,0.12751711919717765,0.1318577579099281,0.11204325376942431,0.1136353812070909,0.1136353812070909,0.04364104008364542,0.0840009003736528,0.07142907352956131,0.007035521733107752,4.644266937150772
1.6,0.012673370418437906,0.044266012097011385,0.02227869832115756,0.02384908653638444,0.08981662645340141,0.05982981467515164,0.06258453097031304,0.04115052417810957,0.04178553880680694,0.11736976080087677,0.12634438277845386,0.13044407785190626,0.11171848043205777,0.1132813689248692,0.1132813689248692,0.04163043123891985,0.07493085788222859,0.0630492573667295,0.0060053653789798375,4.556105056819093
1.6500000000000001,0.012671881239385433,0.04420585140642565,0.022278435829683862,0.023848736802937132,0.08909852369317026,0.059800986231061296,0.06254868438031345,0.04114989569548967,0.04178485082631592,0.11301328228261387,0.12509968998087587,0.1289485711440988,0.11135703416939036,0.1128879395437418,0.1128879395437418,0.04016370102804226,0.06670707318109977,0.05559232925379208,0.005178496874665427,4.4737938687976095
1.7000000000000002,0.012670346496120258,0.04414393427324079,0.02227814873009928,0.023848354329053797,0.08836470802403552,0.05976963292020209,0.0625097224577879,0.04114917026939023,0.04178405687660104,0.10871275417455983,0.12378359763343492,0.12737257518699457,0.11095708935651868,0.11245322763485485,0.11245322763485485,0.03913653644535596,0.059298766065252966,0.049003406249739465,0.0045252302613573965,4.396809039963413
1.75,0.012668766211917575,0.04408026913034217,0.02227783556463757,0.023847937182723003,0.08761569946452555,0.05973563146333563,0.062467496731740096,0.041148336850047804,0.04178314491171998,0.10447702042706829,0.12239700224111413,0.12571783865926978,0.1105169565574003,0.11197552502452573,0.11197552502452573,0.03845488716680812,0.05266808060982968,0.04322304289443336,0.004018185984924779,4.324621544995443
1.8,0.012667140410738496,0.044014864637011764,0.02227749483863166,0.023847483383943237,0.08685202519280072,0.05969885838263081,0.06242185894337498,0.041147383582049536,0.04178210201322223,0.10031432891476312,0.12094113114998374,0.12398650435501299,0.11003509902350482,0.11145329771852644,0.11145329771852644,0.03803518141473324,0.04677185435133719,0.03818911443879605,0.0036325576391624155,4.256709662042507
1.85,0.01266546911722928,0.04394772967676728,0.02227712502107381,0.023846990905539416,0.08607421892992075,0.05965919024321237,0.06237266136031652,0.04114629778438884,0.041780914369403704,0.09623231680861032,0.1194175312593319,0.12218108911387827,0.1095101472476828,0.1108852005633736,0.1108852005633736,0.037804249651057574,0.04156319987613667,0.03383841142996572,0.0033462110221175513,4.19256849641911
1.9000000000000001,0.012663752356720534,0.04387887335514926,0.02227672454518867,0.023846457673997744,0.08528282032100719,0.05961650389336147,0.062319757087924664,0.04114506593248108,0.04177956725676447,0.0922380002109324,0.11782805549509084,0.12030446118915507,0.10894091144061602,0.11027008952410954,0.11027008952410954,0.03769901549086895,0.036992892110840066,0.03010796125511482,0.003139664855963844,4.131717299558199
1.9500000000000002,0.012661990155226385,0.043808304997456915,0.022276291809018973,0.023845881570318472,0.08447837431532287,0.059570676702863846,0.06226300037701347,0.041143673642243944,0.04177804502378162,0.0883377679153255,0.11617484727155022,0.11835981540841883,0.10832639184138032,0.10960703150781913,0.10960703150781913,0.037666007920641696,0.03301056265659641,0.026936097822758846,0.0029959905049907485,4.073704854457635
