Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(4),J_4f5/2(6),J_5s1/2(2),J_5p1/2(2),J_5p3/2(4),J_6s1/2(2),J_total_Sm_relativistic
20.150000000000002,0.0096176641256817,0.0027325440028151335,0.01122030655723064,0.010773706971731438,0.0021485958433503645,0.0020702117463488037,0.0022602805138046476,0.0031844369127337264,0.002997058697874137,0.000715113469799593,0.0004265317380529725,0.0004701263768335365,0.0007551359264837724,0.000712204641527267,0.000712204641527267,0.0001291173313294,5.7371841630775885e-05,6.0803499917030116e-05,8.925524240845057e-06,0.1507182279350713
20.200000000000003,0.009605115698014761,0.002705457127932006,0.011174293923845979,0.010723724238198635,0.0021231444504009466,0.0020695211732550383,0.002257905418485377,0.003149249767168382,0.002963179008915185,0.0007068968901663074,0.0004264818455498735,0.0004700726705578073,0.0007471887015848125,0.0007044979431534721,0.0007044979431534721,0.0001276501148533185,5.73525249865011e-05,6.080188107964856e-05,8.824095348409432e-06,0.14983967595090159
20.25,0.009592559196613861,0.0026787271221558064,0.011128375271000563,0.010673878073747827,0.0020979322988842457,0.0020687842382003264,0.0022554590265506332,0.003114452581473392,0.0029296837412259424,0.0006987437908447004,0.00042644082805129945,0.0004700103399167723,0.000739319311231729,0.0006968695392891583,0.0006968695392891583,0.00012619349585862155,5.7335479825723105e-05,6.079964056066453e-05,8.723375503596671e-06,0.14896750924098365
20.3,0.009579994737959353,0.002652350578174607,0.011082551506227748,0.010624169284251266,0.0020729589621563457,0.002068000057626523,0.0022529413845152444,0.003080041269240325,0.002896568748022811,0.00069065451645775,0.0004264077242578264,0.00046993887449445107,0.0007315272019324559,0.000689318824615928,0.000689318824615928,0.0001247475626444565,5.73205394772026e-05,6.079668735654708e-05,8.623416347427951e-06,0.14810167157096008
20.35,0.009567422438304133,0.002626324104459112,0.011036823523665463,0.010574598659128125,0.0020482239691936074,0.002067167799654116,0.0022503525750522725,0.003046011778856154,0.0028638299196896535,0.0006826293857213007,0.00042638160457439525,0.000469857788845833,0.0007238118177790866,0.0006818451926443583,0.0006818451926443583,0.00012331239824440679,5.7307542482088024e-05,6.079293446572068e-05,8.524247451969095e-06,0.1472421072509472
20.400000000000002,0.009554842413672014,0.0026006443254508542,0.010991192204107086,0.01052516697144757,0.002023726805787794,0.002066286682722758,0.0022476927157445907,0.003012360093432914,0.0028314631836606325,0.0006746686920124532,0.00042636157039255913,0.0004697666218020204,0.0007161726006870943,0.0006744480359327827,0.0006744480359327827,0.00012188808053572724,5.729633247841922e-05,6.0788298780535735e-05,8.425857197303924e-06,0.14638876110412044
20.450000000000003,0.009542254779856105,0.002575307881744539,0.010945658415053603,0.010475874978032923,0.0019994669157254574,0.0020653559742569503,0.0022449619578646,0.002979082230730295,0.0027994645042966177,0.0006667727039334628,0.0004263467533840386,0.00046966493578948676,0.000708608990627245,0.0006671267462989171,0.0006671267462989171,0.0001204746823483226,5.72867580874054e-05,6.078270098142859e-05,8.32820515744907e-06,0.14554157849930643
20.5,0.009529659652417213,0.0025503114302646065,0.010900223010767034,0.010426723419566823,0.0019754437019514695,0.00206437498935659,0.0022421604851816435,0.0029461742430714134,0.0027678298827553843,0.0006589416658709088,0.00042633631480555053,0.00046955231616328363,0.0007011204258503609,0.0006598807150244944,0.0006598807150244944,0.00011907227157334014,5.727867280148057e-05,6.0776065433195993e-05,8.231256731703694e-06,0.144700505417336
20.55,0.00951705714668225,0.002525651644436073,0.010854886832325042,0.010377713020697382,0.0019516565277166126,0.0020633430895121052,0.0022392885127966804,0.0029136322172519844,0.002736555356855835,0.0006511757985499118,0.0004263294448148713,0.0004694283705540249,0.0006937063431050941,0.0006527093330530752,0.0006527093330530752,0.00011768091127125573,5.727193487411089e-05,6.076832008334725e-05,8.13501367859311e-06,0.14386548849514702
20.6,0.009504447377742661,0.002501325214349751,0.010809650707676777,0.010328844490145301,0.001928104717709171,0.0020622596813438874,0.0022363462860037807,0.002881452274443169,0.002705637000936513,0.0006434752995832013,0.0004263253617980877,0.0004692927282284759,0.0006863661778488765,0.0006456119911812059,0.0006456119911812059,0.00011630065977936726,5.726640721132729e-05,6.075939636253782e-05,8.039517256093908e-06,0.1430364750084525
20.650000000000002,0.00949183046045286,0.0024773288469218872,0.010764515451699843,0.010280118520811872,0.0019047875591704376,0.0020611242153657345,0.0022333340791780044,0.0028496305700882792,0.002675070925708582,0.0006358403440148322,0.00042632331170798293,0.0004691450394635726,0.0006790993644521948,0.0006385880802430828,0.0006385880802430828,0.00011493157081863735,5.72619572649813e-05,6.0749229087090244e-05,7.94482130915539e-06,0.14221341280009125
20.700000000000003,0.009479206509428678,0.0024536592660483144,0.010719481866258405,0.01023153578988786,0.0018817043029941073,0.0020599361847720146,0.0022302521946892364,0.0028181632937935974,0.002644853278103542,0.0006282710848583808,0.00042632256741349914,0.0004689849749336944,0.0006719053363963549,0.0006316369912888869,0.0006316369912888869,0.0001135736935998408,5.7258456927750444e-05,6.07377563635605e-05,7.850955250544147e-06,0.14139625020200114
20.75,0.009466575639045835,0.002430313212753184,0.010674550740262405,0.010183096958963222,0.001858854164809518,0.002058695124248259,0.0022271009618415427,0.0027870466692135197,0.002614980241115868,0.0006207676536294527,0.00042632242806021355,0.0004688122251110114,0.0006647835264648828,0.0006247581157569479,0.0006247581157569479,0.0001122270729289479,5.725578242992716e-05,6.072491949523779e-05,7.757904453922495e-06,0.14058493600360603
20.8,0.009453937963438403,0.0024072874453323423,0.010629722849727826,0.010134802674137614,0.0018362363260487036,0.002057400608804895,0.0022238807358376245,0.002756276953930228,0.0025854480336407904,0.0006133301608723486,0.00042632221844175885,0.0004686264996787274,0.0006577333669287111,0.0006179508456398853,0.0006179508456398853,0.00011089174931163201,5.7253814238007275e-05,6.0710662890422404e-05,7.665622627601498e-06,0.13977941948510297
20.85,0.009441293596497303,0.002384578739491447,0.010584998957838036,0.010086653566131679,0.0018138499349972706,0.0020560522526338228,0.0022205918967679447,0.002725850439328128,0.0025562529103074407,0.000605958696680756,0.0004263212883821145,0.0004684275269570376,0.0006507542897253013,0.0006112145736448834,0.0006112145736448834,0.00010956775905674915,5.72524369550653e-05,6.0694933972348705e-05,7.574067255341619e-06,0.1389796504866517
20.900000000000002,0.00942864265186881,0.0023621838884788616,0.01054037981500611,0.010038650250399047,0.0017916941078290642,0.0020546497079875423,0.0022172348486241057,0.002695763450463216,0.0025273911613075267,0.000598653331212328,0.0004263190121286911,0.0004682150533416187,0.0006438457266318339,0.0006045486933482315,0.0006045486933482315,0.00010825513437861837,5.7251539222885064e-05,6.067768309070926e-05,7.48323250090027e-06,0.13818557945868296
20.950000000000003,0.009415985242953064,0.0023400997032134298,0.010495866158938157,0.009990793327239029,0.0017697679296246561,0.0020531926640805376,0.0022138100183360615,0.0026660123459276088,0.0024988591122197647,0.0005914141151970389,0.00042631478775612575,0.0004679888427544692,0.0006370071094326128,0.0005979525993442765,0.0005979525993442765,0.00010695390349795671,5.725101362581707e-05,6.0658863434847635e-05,7.39315585045211e-06,0.13739715745235215
21.0,0.009403321482902603,0.0023183230124071844,0.0104514587146976,0.009943083381909981,0.0017480704553736607,0.0020516808460126234,0.002210317854832751,0.0026365935177094114,0.002470653123830247,0.00058424108043921,0.00042630803658070203,0.0004677486761069174,0.000630237870080814,0.0005914256873889215,0.0005914256873889215,0.00010566409074137444,5.725075659634809e-05,6.063843094875545e-05,7.303893576378501e-06,0.1366143360519669
21.05,0.009390651484620895,0.0022968506626830617,0.010407158194770377,0.00989552098474327,0.0017266007109609013,0.0020501140137139575,0.002206758828125738,0.0026075033910481125,0.002442769591948919,0.0005771342403131025,0.00042629820258530533,0.000467494350774612,0.0006235374408547117,0.0005849673545378,0.0005849673545378,0.00010438571663939943,5.7250668322377836e-05,6.061634424798397e-05,7.215482332777295e-06,0.13583706729253606
21.1,0.009377975360760907,0.0022756795186877118,0.010362965299131078,0.009848106691257864,0.001705357694136483,0.0020484919609114268,0.0022031334284154584,0.0025787384242857148,0.0024152049472223806,0.0005700935902520029,0.00042628475185482024,0.0004672256800843131,0.0006169052545085186,0.0005785769992792644,0.0005785769992792644,0.00010311879802305053,5.7250652656189634e-05,6.059256453846871e-05,7.127913985571242e-06,0.13506530361611185
21.150000000000002,0.009365293223723663,0.0022548064631994465,0.010318880715309918,0.009800841042275457,0.001684340375469786,0.0020468145141161087,0.0021994421652196615,0.002550295108713743,0.002387955654943141,0.0005631191082307094,0.00042626717202187356,0.00046694249281229903,0.0006103407444179603,0.0005722540216623118,0.0005722540216623118,0.00010186334811899226,5.7250617025081727e-05,6.056705553714019e-05,7.041141342545328e-06,0.13429899789317395
21.200000000000003,0.009352605185656827,0.0022342283972314166,0.010274905118460584,0.009753724564036127,0.0016635476992874557,0.0020450815316315177,0.002195685566523655,0.0025221699684163357,0.0023610182148555378,0.0005562107552413614,0.0004262449717228241,0.00046664463269420464,0.0006038433447207226,0.0005659978234195829,0.0005659978234195829,0.00010061937664329295,5.725047234360928e-05,6.053978339415743e-05,6.9551108559170044e-06,0.13353810349007156
21.25,0.0093399113584533,0.0022139422401300825,0.010231039171428905,0.009706757768314494,0.0016429785845954365,0.0020432929025823404,0.0021918641779519518,0.002494359560109579,0.0023343891609584667,0.0005493684757625487,0.0004262176800638969,0.000466331957946109,0.000597412490451894,0.000559807808085563,0.000559807808085563,9.938688989377746e-05,5.725013292738746e-05,6.051071661671179e-05,6.869799880481306e-06,0.13278257433217772
21.3,0.009327211853749821,0.0021939449296690394,0.010187283524822299,0.009659941152536326,0.001622631925985117,0.002041448545963366,0.0021879785619609298,0.0024668604729772446,0.002308065061305083,0.0005425921982216456,0.0004261848460973579,0.00046600434079668764,0.0005910476176745304,0.0005536833811101122,0.0005536833811101122,9.816589084094765e-05,5.72495164084242e-05,6.047982599456019e-05,6.7852330912250504e-06,0.1320323649156778
21.35,0.009314506782925596,0.002174233422138291,0.010143638817080022,0.009613275199895615,0.0016025065945236736,0.002039548409708322,0.002184029297052119,0.002439669328503117,0.0022820425177996566,0.0005358818354503363,0.0004261460383076218,0.0004656616670302482,0.0005847481636054724,0.000547623949967459,0.000547623949967459,9.695637921745164e-05,5.724854365197421e-05,6.044708452761367e-05,6.701466848605377e-06,0.13128743025584305
21.400000000000002,0.009301796257100923,0.0021548046924290075,0.010100105674544141,0.009566760379472015,0.0015826014386286721,0.0020375924697783212,0.0021800169770057284,0.0024127827803000377,0.0022563181659916967,0.000529237285133282,0.00042610084410718476,0.0004653038355404664,0.0005785135667365308,0.0005416289242607738,0.0005416289242607738,9.57583516061138e-05,5.724713867491835e-05,6.041246735587587e-05,6.618551946994293e-06,0.13054772580242274
21.450000000000003,0.00928908038713584,0.0021356557341138606,0.010056684711531238,0.009520397146348676,0.0015629152849270288,0.002035580729269633,0.002175942210134034,0.002386197513935841,0.0022308886748675263,0.0005226584302499124,0.0004260488693422709,0.00046493075789464234,0.0005723432669511642,0.0005356977158224527,0.0005356977158224527,9.457180152658583e-05,5.724522856566762e-05,6.037595169175827e-05,6.536499661762968e-06,0.12981320737474117
21.5,0.00927635928362879,0.0021167835595230005,0.010013376530404808,0.009474185941730426,0.0015434469390984223,0.0020335132175404846,0.0021718056185542588,0.002359910246756328,0.002205750746639441,0.0005161451395093135,0.0004259897378080803,0.00046454235790829585,0.0005662367056367677,0.0005298297388102266,0.0005298297388102266,9.339671952071147e-05,5.7242743405576036e-05,6.033751675443076e-05,6.455273628017402e-06,0.12908383115569216
21.55,0.009263633056915284,0.0020981851998157284,0.00997018172164831,0.009428127193062241,0.0015241951867032443,0.0020313899893566116,0.0021676078374805643,0.0023339177277054133,0.0021809011165325825,0.0005096972677781968,0.00042592309077352437,0.00046413857122992237,0.0005601933257926789,0.000524024409799208,0.000524024409799208,9.223309323670247e-05,5.7239616191836405e-05,6.029714370564477e-05,6.374812806314063e-06,0.12835955374464486
21.6,0.00925090181706659,0.0020798577050479584,0.009927100863938915,0.009382221314148051,0.0015051587939952159,0.002029211124055265,0.0021633495145347978,0.002308216737142616,0.0021563365525696953,0.000503314656501946,0.0004258485865153335,0.0004637193449357316,0.0005542125721340222,0.0005182811478699916,0.0005182811478699916,9.108090751219693e-05,5.723578276183927e-05,6.0254815586573195e-05,6.295070485399281e-06,0.12764033223099752
21.650000000000002,0.009238165673888438,0.002061798144235507,0.009884134524221818,0.009336468705269758,0.0014863365087187485,0.002026976724727394,0.0021590313090756237,0.0022828040866579957,0.0021320538553538594,0.0004969971341187302,0.0004257658998614204,0.00046328463713419144,0.0005482938911914852,0.0005125993746929063,0.0005125993746929063,8.994014445622084e-05,5.723118171899784e-05,6.021051725561523e-05,6.216044105167701e-06,0.12692612423735766
21.700000000000003,0.009225424736919719,0.002044003605413297,0.00984128325778519,0.009290869753306515,0.0014677270608911867,0.0020246869174177207,0.0021546538915456883,0.002257676618884695,0.0021080498578493604,0.0004907445164666908,0.00042567472174338095,0.00046283441658020254,0.0005424367314071399,0.0005069785146085257,0.0005069785146085257,8.881078353003175e-05,5.722575436006693e-05,6.0164235327554476e-05,6.1377767575487564e-06,0.12621688790121133
21.75,0.009212679115431218,0.0020264711956905373,0.009798547608335696,0.009245424831854202,0.0014493291635700423,0.0020223418503424228,0.0021502179428364624,0.0022328312073092126,0.00208432142516081,0.0004845566071842101,0.00042557475875801563,0.00046236866229872856,0.0005366405432264059,0.0005014179947045348,0.0005014179947045348,8.769280162680103e-05,5.7219444603992025e-05,6.011595811461029e-05,6.060329406457251e-06,0.12551258180334698
21.8,0.009199928918424345,0.002009198041301934,0.009755928108074543,0.009200134301345074,0.0014311415136053364,0.002019941693124149,0.0021457241536704105,0.0022082647560795264,0.0020608654543106337,0.0004784331981032704,0.0004254657327377505,0.00046188736321770994,0.0005309047791862532,0.0004959172448890487,0.0004959172448890487,8.658617315010111e-05,5.721219892230308e-05,6.006567556963402e-05,5.983741524360799e-06,0.12481316488514133
21.85,0.009187174254629891,0.0019921812876550235,0.009713425277774107,0.00915499850916759,0.001413162792377195,0.0020174866360440883,0.002141173224000149,0.0021839741998112136,0.002037678874015068,0.0004723740696359274,0.0004253473803298392,0.00046139051781009005,0.0005252288939997478,0.0004904756979604837,0.0004904756979604837,8.549087009119709e-05,5.720396627101934e-05,6.0013379231127346e-05,5.908005037598894e-06,0.12411859640356858
21.900000000000002,0.009174415232506788,0.001975418099373662,0.009671039626855024,0.009110017789786332,0.0013953916665188039,0.0020149768893108115,0.0021365658624242453,0.002159956503391656,0.0020147586444587496,0.00046637899115391246,0.00042521945258422526,0.0004608781337447836,0.0005196123446370292,0.00048509278967406974,0.00048509278967406974,8.44068621051723e-05,5.719469802397939e-05,5.995906216928309e-05,5.833067795156758e-06,0.12342883594860989
21.950000000000003,0.009161651960240883,0.001958905660337759,0.009628771653463786,0.009065192464862063,0.0013778267886248733,0.0020124126823456243,0.0021319027856193306,0.0021362086617824744,0.0019921017570680346,0.00046044772136139483,0.0004250817145499437,0.00046035022754641936,0.0005140545904028218,0.0004797679588051062,0.0004797679588051062,8.333411658593357e-05,5.718434790748437e-05,5.9902718932227495e-05,5.758864210682756e-06,0.1227438435087124
22.0,0.00914888454574373,0.0019426411737193056,0.009586621844550804,0.009020522843371844,0.001360466797945746,0.002009794263084146,0.0021271847177881894,0.002112727699820299,0.001969705234283145,0.0004545800086609326,0.00042493394487994144,0.0004598068242636905,0.0005085550930105725,0.0004745006472090521,0.0004745006472090521,8.227259874012412e-05,5.717287193616437e-05,5.984434549215353e-05,5.685354142338779e-06,0.122063579540836
22.05,0.009136113096651384,0.0019266218620147698,0.009544590675948893,0.008976009221729198,0.0013433103210672807,0.002007121897293856,0.0021224123901235027,0.0020895106720159695,0.0019475661293292443,0.00044877559151264344,0.0004247759354441951,0.0004592479571461479,0.0005031133166533078,0.0004692902998785459,0.0004692902998785459,8.122227165993447e-05,5.716022835004244e-05,5.9783939191798734e-05,5.612546336931328e-06,0.1213880049995463
22.1,0.009123337720323232,0.001910844967073921,0.009502678612452211,0.008931651883904339,0.0013263559725766724,0.0020043958679073354,0.0021175865402869253,0.002066554662352313,0.0019256815259865656,0.00044303419878663936,0.0004246074909510047,0.00045867366732927316,0.0004977287280713087,0.00046413636499745243,0.00046413636499745243,8.018309639476174e-05,5.71463775528428e-05,5.972149869226729e-05,5.540492286627554e-06,0.12071708130475088
22.150000000000002,0.009110558523840802,0.001895307750125138,0.009460886107895574,0.008887451101544385,0.0013096023557143315,0.0020016164743709396,0.0021127079119031738,0.002043856784080555,0.0019040485383596585,0.00043735555010875684,0.0004244284285763424,0.0004580840035276694,0.0004924007966166861,0.00045903829399202175,0.00045903829399202175,7.915503202164164e-05,5.71312820516215e-05,5.9657023923161386e-05,5.469254250114519e-06,0.12005077026468124
22.200000000000003,0.009097775614006612,0.0018800074917972732,0.009419213605234154,0.00884340713409355,0.001293048063011987,0.0019987840320086427,0.00210777725406882,0.002021414179515501,0.0018826643106458778,0.00043173935619963315,0.0004242385776011348,0.000457479021736211,0.0004871289943149519,0.0004539955415792543,0.0004539955415792543,7.813803571438732e-05,5.7114906397757864e-05,5.959051603535585e-05,5.3988666927353025e-06,0.1193890339975052
22.25,0.009084989097343022,0.0018649414921381308,0.009377661536623547,0.008799520228913327,0.0012766916769171588,0.00199589887140079,0.0021027953208754783,0.0019992240198295754,0.0018615260169031966,0.00042618531920717294,0.0004240377790563578,0.0004568587849389936,0.0004819127959236691,0.0004490075658125558,0.0004490075658125558,7.71320628114001e-05,5.709721712924813e-05,5.952197735587352e-05,5.329314113673145e-06,0.11873183489534016
22.3,0.009072199080091102,0.0018501070706296138,0.009336230323500158,0.00875579062140258,0.0012605317704041435,0.001992961337777505,0.002097762870947079,0.0019772835048458043,0.0018406308608174284,0.0004206931330324528,0.0004238258853758235,0.0004562233628259296,0.00047675167898826256,0.00044407382812476154,0.00044407382812476154,7.613706688215949e-05,5.7078182714146836e-05,5.9451411343717345e-05,5.2605381414819355e-06,0.11807913564870164
22.35,0.009059405668209505,0.001835501566199619,0.009294920376661946,0.008712218535117595,0.0012445669075716894,0.0019899717904264935,0.0020926806669909425,0.0019555898628298594,0.0018199760754689666,0.00041526248364912206,0.0004236027600565388,0.00045557283151683375,0.00047164512389507554,0.00043919379336861505,0.00043919379336861505,7.515299979242924e-05,5.7057773494979235e-05,5.9378822545570027e-05,5.1924694414276376e-06,0.11743089931384047
22.400000000000002,0.009046608967373361,0.0018211223372307155,0.009253732096349426,0.008668804181891998,0.001228795644227487,0.0019869306021149946,0.0020875494753623412,0.001934140350281225,0.0017995589230990962,0.0004098930494163462,0.00042336827732651486,0.0004549072732928486,0.00046659261392174205,0.00043436692985476653,0.00043436692985476653,7.4179811768216e-05,5.70359616340352e-05,5.930421655100172e-05,5.1250657993139015e-06,0.11678708938114615
22.450000000000003,0.009033809082973184,0.001806966761565685,0.009212665872326975,0.00862554776195657,0.0012132165284596565,0.0019838381585256274,0.0020823700656422755,0.001912932251723594,0.0017793766948759836,0.00040458450138535645,0.00042312232181990943,0.00045422677633505805,0.000461593635284955,0.0004295927093873698,0.0004295927093873698,7.32174514584936e-05,5.701272105961758e-05,5.9227599947856566e-05,5.058334545894231e-06,0.11614766980300961
22.5,0.009021006120113785,0.0017930322365099776,0.009171722083964402,0.00858244946405892,0.0011978281011953784,0.001980694857705887,0.00207714321022817,0.001891962879494573,0.0017594267106604143,0.00039933650359966184,0.0004228647882593816,0.00045353143447014277,0.00045664767718570125,0.0004248706072973446,0.0004248706072973446,7.226586599666843e-05,5.6988027413462034e-05,5.914898027924313e-05,4.992326634511291e-06,0.11551260496309071
22.55,0.009008200183613202,0.0017793161788311352,0.009130901100318738,0.008539509465582984,0.0011826288967468279,0.0019775011095310466,0.0020718696839372073,0.0018712295735347712,0.0017397063187713495,0.00039414871338898404,0.00042259558114554196,0.0004528213469229303,0.0004517542318520326,0.00042020010247337063,0.00042020010247337063,7.132500106073448e-05,5.696185799956924e-05,5.906836600355906e-05,4.9271058872874555e-06,0.11488185960228185
22.6,0.008995391378001642,0.0017658160247552574,0.009090203280216296,0.008496727932668376,0.001167617443344585,0.001974257335180224,0.002066550263622032,0.0018507297011763739,0.0017202128957513963,0.00038902078165698346,0.0004223146144533797,0.00045209661807569704,0.00044691279457944867,0.0004155806773906861,0.0004155806773906861,7.03948009320671e-05,5.693419173455646e-05,5.898576645814288e-05,4.862710992971455e-06,0.11425539874109983
22.650000000000002,0.008982579807520437,0.0017525292299605463,0.00904962897233489,0.008454105020329505,0.0011527922636586634,0.001970963966625371,0.0020611857277985433,0.0018304606569312482,0.0017009438461322347,0.0003839523531628335,0.0004220218113355505,0.0004513573572340799,0.0004421228637689535,0.0004110118181377506,0.0004110118181377506,6.947520855282954e-05,5.690500909940224e-05,5.890119182584402e-05,4.799131685830609e-06,0.11363318763976239
22.700000000000003,0.008969765576121011,0.0017394532695680024,0.009009178515286277,0.008411640872574509,0.0011381518753073362,0.0019676214461329536,0.0020557768562855113,0.0018104198622786803,0.0016818966022000934,0.00037894306679671624,0.0004217171038324088,0.00045060367839945716,0.00043738394096286005,0.0004064930144408446,0.0004064930144408446,6.856616558201054e-05,5.687429209225993e-05,5.881465310273094e-05,4.736312157021266e-06,0.1130151918153407
22.75,0.008956948787463863,0.0017265856381293244,0.008968852237698758,0.00836933562252393,0.0011236947913539155,0.001964230225778087,0.0020503244298557565,0.0017906047654528052,0.0016630686237613318,0.00037399255584930427,0.00042140043258866915,0.0004498357000476628,0.0004326955308784094,0.00040202375968667045,0.00040202375968667045,6.766761245014548e-05,5.684202418198204e-05,5.872616206496734e-05,4.6741794086062595e-06,0.11240137710345066
22.8,0.008944129544917549,0.0017139238496120624,0.008928650458299926,0.008327189392529142,0.0011094195207916456,0.0019607907669708952,0.0020448292298986285,0.0017710128412297965,0.001644457397908189,0.0003691004482752977,0.0004210717465765831,0.0004490535449138959,0.00042805714143926977,0.00039760355094302016,0.00039760355094302016,6.677948841278421e-05,5.680819026216992e-05,5.863573123379988e-05,4.612680777251012e-06,0.11179170972809055
22.85,0.008931307951557704,0.0017014654373820953,0.008888573485999581,0.008285202294290531,0.001095324569016888,0.0019573035399948688,0.0020392920380935342,0.0017516415907149025,0.0016260604387847793,0.00036426636695109123,0.0004207310028255176,0.00044825733978369405,0.00042346828380498687,0.0003932318889775797,0.0003932318889775797,6.590173160275146e-05,5.677277660586013e-05,5.854337383921975e-05,4.5518102730853814e-06,0.11118615633973099
22.900000000000002,0.008918484110166042,0.001689207954183468,0.008848621619972743,0.00824337442897537,0.001081408438290743,0.0019537690235569946,0.002033713636094261,0.001732488541129366,0.0016078752873533704,0.0003594899299266357,0.00042037816615782275,0.0004474472152898372,0.00041892847239844333,0.00038890827827492755,0.00038890827827492755,6.503427908120522e-05,5.673577082121352e-05,5.844910378431735e-05,4.491609667664363e-06,0.11058468399941913
22.950000000000003,0.008905658123229401,0.0016771489721156565,0.00880879514974277,0.008201705887335396,0.001067669628189287,0.0019501877043494355,0.002028094805223848,0.001713551245597315,0.0015898995111610216,0.0003547707506715729,0.0004200132089308777,0.0004466233057150526,0.00041443722493139456,0.0003846322270517931,0.0003846322270517931,6.417706688746572e-05,5.669716180862876e-05,5.8352935612766494e-05,4.432143923970032e-06,0.10998726011572801
23.0,0.008892830092938779,0.0016652860826083112,0.008769094355264587,0.008160196749824072,0.001054106636042586,0.0019465600766225407,0.0020224363261797692,0.0016948272829326756,0.0015721307041066301,0.000350108438315714,0.0004196361107852039,0.0004457857488003939,0.00040999406242813943,0.0003804032472706327,0.0003804032472706327,6.33300300875729e-05,5.665693971950759e-05,5.825488448088604e-05,4.373464326171626e-06,0.10939385236656604
23.05,0.008880000121188385,0.001653616896393526,0.008729519507007955,0.008118847086713513,0.0010407179573626423,0.00194288664176897,0.0020167389787491812,0.0016763142574261623,0.0015545664862084345,0.000345502597883935,0.00041924685839853657,0.000444934685559167,0.0004055985092473822,0.00037622085465157653,0.00037622085465157653,6.249310282154854e-05,5.661509591654326e-05,5.8154966133754446e-05,4.315579054985449e-06,0.10880442864557215
23.1,0.008867168309574716,0.0016421390434756987,0.00869007086604084,0.008077656958211079,0.0010275020862604573,0.0019391679079187206,0.0020110035415340116,0.0016580097986324223,0.0015372045033720469,0.0003409528305255681,0.0004188454452457462,0.00044407026009628096,0.0004012500931023448,0.0003720845686828036,0.0003720845686828036,6.166621834938125e-05,5.657162293507648e-05,5.8053196882933596e-05,4.258446575030694e-06,0.10821895705899676
23.150000000000002,0.008854334759395633,0.0016308501730990192,0.008650748684112803,0.008036626414575584,0.0010144575158523514,0.0019354043895448416,0.0020052307916856487,0.0016399115611573617,0.0015200424271590365,0.0003364587337383578,0.0004184318713645026,0.0004431926194328998,0.00039694834507917676,0.00036799391262938845,0.00036799391262938845,6.084930909579525e-05,5.6526514444948765e-05,5.794959358259212e-05,4.201994843769675e-06,0.1076374059718749
23.200000000000003,0.008841499571649451,0.0016197479537126487,0.008611553203738406,0.00799575549623314,0.0010015827386557212,0.0019315966070796314,0.0019994215046490156,0.0016220172244457284,0.0015030779545561349,0.0003320199015870628,0.00041800614312657543,0.0004423019133362773,0.00039269279965371747,0.0003639484135406713,0.0003639484135406713,6.004230669389106e-05,5.647976521246471e-05,5.784417360173643e-05,4.146155997999611e-06,0.10705974407699478
23.25,0.008828662847034048,0.0016088300729336365,0.008572484658280663,0.007955044233892615,0.0009888762469743926,0.001927745086541111,0.0019935764539157994,0.0016043244925689972,0.0014863088077450995,0.00032763592491677663,0.0004175682730146659,0.0004413982941546561,0.000388482994706659,0.0003599476022561957,0.0003599476022561957,5.9245142027739334e-05,5.643137106247913e-05,5.773695479248607e-05,4.090898628491401e-06,0.10648594044939087
23.3,0.008815824685945979,0.0015980942375076212,0.008533543272034464,0.007914492648660664,0.0009763365332737261,0.0019238503591695719,0.001987696410786622,0.001586831094013599,0.0014697327338732775,0.00032330639156104377,0.00041711827940466635,0.0004404819166571152,0.0003843184715371562,0.0003559910134102578,0.0003559910134102578,5.845774527397583e-05,5.6381328841057873e-05,5.762795545675367e-05,4.036241335887795e-06,0.1059159645572435
23.35,0.008802985188479608,0.0015875381732673782,0.008494729260310011,0.007874100752156377,0.000963962090545653,0.0019199129610739983,0.001981782144141938,0.0015695347814695616,0.0014533475048249284,0.00031903088654485043,0.00041665618635324463,0.000439552937878253,0.0003801987748749356,0.00035207818543511494,0.00035207818543511494,5.7680045942404385e-05,5.632963637939701e-05,5.751719431503061e-05,3.982240891532004e-06,0.10534978622237375
23.400000000000002,0.008790144454426248,0.0015771596250892471,0.008456042829516197,0.007833868546625468,0.0009517514126637835,0.0019159334328881683,0.0019758344202214493,0.001552433331619586,0.0014371509169933243,0.0003148089922825618,0.00041618202339065163,0.00043861151696759324,0.0003761234528909449,0.0003482086605628932,0.0003482086605628932,5.691197291558458e-05,5.627629245958225e-05,5.740469048047372e-05,3.92896121516203e-06,0.10478737554897097
23.450000000000003,0.008777302583273318,0.0015669563568474984,0.00841748417724397,0.007793796025054024,0.0009397029947287632,0.0019119123194362374,0.001969854002411828,0.0015355245449286167,0.0014211407910536841,0.000310640288770887,0.000415695825318652,0.0004376578150436047,0.0003720920572065945,0.0003443819848262437,0.0003443819848262437,5.615345448738495e-05,5.622129678234595e-05,5.729046343929984e-05,3.876439012944942e-06,0.10422870285505235
