Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(1),J_5s1/2(1),J_total_Tc_relativistic
1.1500000000000001,0.038555641677797535,0.13651112915734542,0.06983860776806111,0.14414462052892021,0.2863178001043823,0.2020801518311337,0.4136780791427248,0.28617799140900174,0.4327457151891247,0.28815076065629114,0.4183768298549354,0.8386380095318884,0.8306420293272101,0.20699918386469637,0.07806177984749903,4.670918329891013
1.2000000000000002,0.03854830975691715,0.1361924935552544,0.06983675536442417,0.14414037998819168,0.2818430547095875,0.2017864583859593,0.41302176483004255,0.2861481679411574,0.4326987418009629,0.2637876168152502,0.40232359831502296,0.8041503885184708,0.7934807042006926,0.1974726778898008,0.07439990607443508,4.5398310181461685
1.25,0.038540667882215614,0.13586117829693573,0.06983466121850006,0.14413558656468148,0.27725789302786885,0.2014586643300563,0.41228975489509223,0.28611219809318833,0.4326421035312923,0.2409707271261587,0.3858303584671558,0.7688822184325123,0.7564760476385195,0.18801440650492918,0.07022560280933711,4.4085320688184435
1.3,0.03853271630827369,0.13551729043006558,0.06983230578325424,0.14413019566389668,0.2725707385859115,0.20109484570370498,0.41147788205100805,0.2860692061346903,0.43257442789580913,0.2197360024627691,0.3690130107115406,0.7330900086105633,0.7198397779330861,0.17867627643933182,0.06569550031077503,4.27785018502468
1.35,0.03852445529990629,0.13516094079792573,0.06982966887672722,0.14412416126125155,0.2677900723143148,0.20069313436883718,0.4105821184262896,0.2860182513665359,0.43249424164371836,0.20009714646281937,0.3519864520779069,0.6970244994359671,0.6837547621688074,0.16950263252858705,0.060956408944147944,4.148538945973742
1.4000000000000001,0.03851588513214372,0.1347922439736215,0.06982672970050419,0.14411743594617088,0.26292440714530063,0.2002517281777758,0.4095985983233769,0.2859583299861072,0.4323999738747016,0.18204780471056667,0.3348625484985661,0.6609264212286105,0.6483767259424366,0.160530798149388,0.05613786590692047,4.021267496696191
1.4500000000000002,0.03850700609021225,0.13441131819230218,0.06982346685870448,0.14410997096741116,0.25798226307859096,0.19976890062476796,0.4085236396847107,0.28588837760531594,0.43228996018181703,0.16556383499155033,0.31774840074544214,0.6250229849325413,0.613836254110081,0.15179166587975737,0.05134901719132312,3.8966170611345277
1.5,0.038497818469513986,0.13401828528144685,0.06981985837746914,0.14410171627954535,0.2529721428158126,0.1992430099311107,0.4073537641556322,0.28580727239885406,0.43216244778192536,0.1506056323570659,0.30074491360621725,0.5895251032221959,0.5802409272604291,0.1433103025862649,0.0466781663536933,3.7750813608771767
1.55,0.03848832257560598,0.13361327058927905,0.06981588172492445,0.1440926205905561,0.24790250805779263,0.198672507520217,0.40608571564746504,0.28571383885216545,0.4320156015827116,0.1371204507981299,0.2839456657755088,0.5546253148344679,0.5476774862559112,0.1351065451128141,0.04219387634578842,3.657069606263337
1.6,0.038478518724178665,0.1331964029113763,0.06981151383159886,0.14408263141048128,0.24278175655268827,0.19805594584468864,0.40471647731844956,0.285606852071422,0.4318475111240756,0.12504467191153631,0.26743606827279737,0.5204963654279631,0.5162139526732893,0.12719557143436125,0.037946896772775796,3.542911136281682
1.6500000000000001,0.03846840724103362,0.13276781441554109,0.06980673111127018,0.1440716951010542,0.23761819997612205,0.19739198553329096,0.403243286904696,0.28548504261139995,0.43165619832171365,0.11430597964574403,0.251292791891088,0.487290384588245,0.4859016588935356,0.11958843830911665,0.03397245288530746,3.4328610674291586
