Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(4),J_4f5/2(6),J_4f7/2(7),J_5s1/2(2),J_5p1/2(2),J_5p3/2(4),J_5d3/2(1),J_6s1/2(2),J_total_Lu_relativistic
1.85,0.01069993814088471,0.03734795158963015,0.018659981202875778,0.02046309109677816,0.07517820873398041,0.04946578178889893,0.0525135103519535,0.034187426375010495,0.03488162210096766,0.10165260525249459,0.10469368656915484,0.1097298757965865,0.09139261337994016,0.09319303225280802,0.09184973490054929,0.09309974957564411,0.0360655602207133,0.07267690996388403,0.058100032670470855,0.028078987845305117,0.006352330079079233,4.490455676166914
1.9000000000000001,0.010698878833694796,0.03730607789244525,0.01865981154622579,0.02046284171307596,0.07469562491697344,0.049448448413427264,0.05249032837570311,0.03418708548949273,0.03488123820282833,0.09864801998020974,0.10394650003570365,0.1087626120521041,0.09119800440665021,0.09297369329468994,0.09128763897843714,0.09247572417322111,0.034538248920852714,0.06617592030212545,0.052242759433617614,0.02517936853132417,0.005547217057842419,4.424068882281181
1.9500000000000002,0.010697791433161297,0.03726314162606588,0.01865962814862436,0.020462572164871295,0.07420359292208281,0.049429793326734195,0.052465395188748036,0.034186699095054424,0.03488080313895014,0.09566654101656293,0.10315975100569746,0.10774786737476015,0.09098458222582553,0.09273353056958067,0.09070085505301205,0.09182699349342356,0.033348998969116,0.060161655470542155,0.046938285647784427,0.022562902747987973,0.004872223134807027,4.361310830666174
2.0,0.010696675951478624,0.037219146978354475,0.018659430302796376,0.020462281419255466,0.07370235728313196,0.04940975910106727,0.05243863685050145,0.03418626265628245,0.0348803118260642,0.09271272258651254,0.10233354193066956,0.106686210939877,0.09075148322666447,0.09247164419204207,0.09009017675039184,0.0911545077362651,0.03244561062343703,0.05462210540010959,0.04215800635103637,0.020204616064825657,0.004312409550011954,4.301898012019277
2.0500000000000003,0.010695532401153982,0.037174098235665455,0.018659217285698637,0.020461968420827932,0.07319216577837157,0.0493882880636289,0.052409979334862834,0.0341857713422445,0.034879758852139224,0.08979090318448993,0.10146810277289049,0.10557838018651232,0.09049788502694306,0.09218718566271293,0.08945645081176748,0.09045925925611521,0.03177993287768373,0.0495420043291395,0.03787144021201779,0.018081585768674666,0.00385351577434094,4.245545992020959
2.1,0.010694360795007067,0.0371279997820787,0.01865898835871259,0.020461632092015843,0.07267326922685613,0.04936532237431437,0.05237934864135616,0.034185220018962056,0.034879138468323106,0.08690519834562842,0.1005637892526185,0.1044252756192364,0.09022301197250993,0.0918793636922186,0.08880056882749822,0.08974227440915383,0.031307992352636316,0.04490344735390939,0.03404692141176722,0.016172767928924515,0.003482146985371552,4.191973783398896
2.15,0.010693161146169753,0.03708085609861665,0.018658742767841036,0.020461271333399925,0.07214592128373526,0.049340804103367386,0.052346670905739606,0.034184603242331496,0.03487844458141077,0.08405949458668999,0.0996210804293298,0.10322795473826463,0.08992614023044633,0.09154744950965071,0.08812345946630615,0.08900460597912313,0.03099002992093609,0.04068645958056272,0.03065219962849643,0.014458843075591251,0.0031858930075247508,4.140907452437919
2.2,0.01069193346808578,0.037032671762445256,0.018658479743908725,0.020460885024046596,0.0716103782346983,0.04931467530883944,0.05231187250990903,0.03418391525152,0.03487767074686763,0.0812574445004961,0.0986405756557941,0.1019876251763426,0.08960660243726122,0.09119078161799651,0.08742608121024799,0.08824732617504952,0.03079045980150603,0.03686951426454668,0.027654952335374308,0.012922077545482722,0.002953393484454929,4.0920830256088685
2.25,0.010690677774510424,0.03698345144605901,0.018658198502766756,0.020460472021846168,0.07106689878980968,0.04928687811374011,0.052274880190920636,0.03418314996286124,0.0348768101624365,0.07850246298163344,0.09762299094684494,0.1007056371235187,0.0892637918707232,0.0908087699676619,0.08670941559939721,0.08747152019025817,0.030677764951537314,0.033429998297712635,0.025023214984827465,0.011546198133739704,0.0027743615082203112,4.0452487650869795
2.3000000000000003,0.01068939407951017,0.03693319991645029,0.01865789824550076,0.020460031163857053,0.07051574387697068,0.04925735478276753,0.052235621148961665,0.03418230096427462,0.03487585566235382,0.07579772455561191,0.09656915480716828,0.09938347512274112,0.08889716612112207,0.09040089952780125,0.0859744609839921,0.08667828030889554,0.030624341493376023,0.0303446249887787,0.022725735526925084,0.010316278131327912,0.0026395757464761607,4.000166882515227
