Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(4),J_4f5/2(6),J_4f7/2(8),J_5s1/2(2),J_5p1/2(2),J_5p3/2(4),J_5d3/2(4),J_5d5/2(6),J_6s1/2(2),J_6p1/2(1),J_total_Tl_relativistic
0.9,0.008969250846691302,0.031920245664455435,0.015543048337625213,0.01763049941930109,0.06908272058810591,0.04114996550439304,0.04462459271237052,0.02874591613686992,0.02951154000911671,0.13176907819523417,0.09032507319688683,0.09799514958436968,0.0737292677663704,0.07558184745560453,0.06290891218679606,0.0637648805187135,0.21037941915206165,0.20649123755294232,0.22301812256700468,0.22579927352251705,0.23294378945252422,0.048037777494900055,0.04632053506985922,7.515623033745622
0.9500000000000001,0.008968932550265029,0.03190764939650083,0.015543039693798492,0.01763048488704913,0.0689287536592706,0.041149070594625886,0.044623254677097705,0.028745912969728362,0.029511536300001737,0.13042840077195653,0.09027875401677361,0.09792626304931114,0.07372734979395516,0.07557958031727297,0.06290862337981103,0.06376455152219111,0.2000851244536267,0.20391946279314588,0.2191562507617709,0.22245036407585905,0.2287714586703843,0.043750986006126806,0.03544196442129553,7.413145437334911
1.0,0.008968597066280216,0.03189437822240517,0.015543029581967276,0.01763046787967617,0.06876685651641415,0.04114802478665394,0.044621691515420905,0.028745908860871566,0.02951153148845524,0.12903090718374935,0.09022501059773164,0.09784646334764091,0.07372488743999975,0.07557667156365148,0.06290821954703844,0.06376409199514814,0.18983183624369915,0.20106263100197833,0.214916932412962,0.21871017156420078,0.22417588124475557,0.041339105596664844,0.02732815443383167,7.310881559136598
1.05,0.008968244397522912,0.03188043308192131,0.015543017844949917,0.017630448132080246,0.06859709001236053,0.04114681233541303,0.044619879871838325,0.028745903600070875,0.02951152532854562,0.12757887481959534,0.09016317058809482,0.09775479637677147,0.07372176919784072,0.07557299049537587,0.06290766583972958,0.06376346263399127,0.1796768889970044,0.1979214635169257,0.21031247616194898,0.2145938098847161,0.2191852235479506,0.04013981343814305,0.02132799070717905,7.207248074013648
1.1,0.008967874546921687,0.031865814962128834,0.015543004317717534,0.017630425365992568,0.06841951784380315,0.04114541680027351,0.044617795387289313,0.028745896944322842,0.029511517536057855,0.1260746507406184,0.0900925520501953,0.09765030162111106,0.07371786924617653,0.07556838985979908,0.06290692006789739,0.06376261595031282,0.16967361938025877,0.1945001098893309,0.20536024644808623,0.21012234310571193,0.21383314117259938,0.039657034830223765,0.016934707215888443,7.1012141498342185
1.1500000000000001,0.008967487517547577,0.031850524897305034,0.015542988827425785,0.017630399290041177,0.06823420651097568,0.04114382106122375,0.04461541272707274,0.028745888614795885,0.029511507784941816,0.12452064550130966,0.09001246655974247,0.09753201724688394,0.07371304682761536,0.07556270518923351,0.06290593187741836,0.06376149538320496,0.1598710168601483,0.19080602490106552,0.20008218242960135,0.20532170689854784,0.208157307496226,0.039531016663081904,0.01375614048229842,6.99219583237274
1.2000000000000002,0.008967083312614033,0.031834563968789746,0.015542971193448123,0.017630369599817574,0.06804122527564023,0.04114200733570037,0.04461270560984061,0.028745878293685828,0.02951149570365769,0.12291932686876758,0.08992222231705577,0.09739898516952974,0.07370714572576001,0.07555575426202357,0.06290464195619837,0.06376003445145607,0.15031345597847723,0.18684978326197524,0.19450423866697833,0.20022162604975005,0.20219805675874397,0.03951065777705743,0.011490003712930377,6.879960362448822
1.25,0.008966661935476856,0.03181793330484412,0.015542951227410543,0.01763033597794631,0.06784064611743172,0.041139957196045955,0.04460964683762819,0.028745865620987923,0.02951148087142761,0.12127321346302321,0.08982112725500244,0.09725025606543101,0.0736999938495287,0.07554733669621772,0.06290298128763404,0.06375815596596483,0.141040508756378,0.18264484113341292,0.18865577068421813,0.19485457841542372,0.19599717881860912,0.039429294007959054,0.009903958927809124,6.764543131297485
1.3,0.008966223389634148,0.031800634080503376,0.0155429287332278,0.01763029809415749,0.0676325436885989,0.041137651587574244,0.04460620832688102,0.02874585019119314,0.029511462814402926,0.1195848683414798,0.08970849212873883,0.09708489430057196,0.07369140293216453,0.07553723368399888,0.0629008704689724,0.06375577132174076,0.13208683425491058,0.178207254221869,0.18256888761363216,0.18925483957138906,0.18959688270676234,0.03918431128120223,0.00881986315622894,6.646177739310411
1.35,0.008965767678726238,0.03178266751742349,0.015542903507141102,0.017630255605362195,0.0674169952671835,0.041135070847222045,0.04460236114043763,0.028745831549916685,0.02951144100175676,0.11785689255034598,0.08958363357268607,0.09690198274976197,0.07368116835107069,0.07552520787334764,0.06289821911103705,0.06375277988733147,0.12348214108333226,0.17355536240995423,0.17627779251192405,0.18345762888659503,0.18303893155114742,0.038720478366296246,0.008101463550934865,6.525238408654215
1.4000000000000001,0.00896529480653562,0.03176403488372195,0.015542875337757245,0.017630208155730794,0.06719408070868066,0.04113219472276674,0.04459807552042594,0.028745809190466893,0.029511414841711676,0.11609191866568339,0.0894458771105851,0.09670062748125119,0.07366906907324307,0.07551100340167852,0.06289492533420857,0.06374906850750213,0.11525121762141553,0.16870945077999877,0.16981812879016264,0.17749836706271654,0.17636394163934688,0.03801664031704122,0.007644855590684743,6.402193425956736
1.4500000000000002,0.008964804776986886,0.03174473749381257,0.015542844006089216,0.017630155376774124,0.06696388239622462,0.04112900239258739,0.0445933209220301,0.028745782550362763,0.029511383677512416,0.1142926043463292,0.08929456010496722,0.09647996228290892,0.07365486772967464,0.07549434608443154,0.06289087537359221,0.06374451113258497,0.10741402391321987,0.16369139648649744,0.16322634870273403,0.17141204720685413,0.16961083236678123,0.037075309744460466,0.007371112760173021,6.277568097242462
1.5,0.008964297594146653,0.0317247767082343,0.01554280928559822,0.017630096887427494,0.06672648518934543,0.04112547248594721,0.04458806604808362,0.028745751007808556,0.02951134678335387,0.11246162592049425,0.0891290346329395,0.09623915300761408,0.07363831082069758,0.07547494375984312,0.0628859433040575,0.06373896858521284,0.09998583859441212,0.15852431030020409,0.15653911715080845,0.1652327158932561,0.16281641063984514,0.03591467628435478,0.007220602459929912,6.151915715318366
1.55,0.008963773262223494,0.031704153933474276,0.015542770942237136,0.017630032294137538,0.0664819763713428,0.041121583103774326,0.044582278884443806,0.028745713878133936,0.029511303360274497,0.11060167202728342,0.08894867027581349,0.09597740171710459,0.0736191290528255,0.0754524867893857,0.06287999089337756,0.06373228847225385,0.09297745382523721,0.15323218083283371,0.14979276131423952,0.1589930569973801,0.15601507214450078,0.034562585149462845,0.007148601974411501,6.025795164878099
1.6,0.008963231785567854,0.031682870621784945,0.0155427287344954,0.017629961190951823,0.06623044559532519,0.041117311839917625,0.04457592673610139,0.028745670410208295,0.02951125253202557,0.10871543733374205,0.08875285681079591,0.09569395060523377,0.07359703780627931,0.0754266487116765,0.06287286758911488,0.06372430524677292,0.08639541100321488,0.14783952850972296,0.14302277394843066,0.15272406892360038,0.14923860208412415,0.03305208830337523,0.007121912940648552,5.899753959975585
1.6500000000000001,0.008962673168671978,0.03166092827099539,0.015542682413445287,0.01762988315961127,0.06597198482896242,0.0411126358028537,0.04456897626397902,0.028745619782837902,0.02951119334092661,0.10680561634730545,0.08854100679370402,0.09538808568336989,0.07357173773104088,0.07539708704603335,0.06286441064227777,0.06371484042185457,0.08024227000632962,0.1423710753376713,0.13626337566101662,0.1464548248112788,0.14251605902151346,0.031418231493860194,0.007116241622833339,5.774315686602314
1.7000000000000002,0.00896209741616983,0.03163832842431692,0.015542631722789586,0.017629797769645274,0.06570668829800162,0.04110753163782073,0.04456139352237098,0.02874556110115459,0.029511124743717483,0.10487489734272538,0.08831255802246057,0.09505914021253266,0.07354291546799499,0.0753634442403174,0.06285444536818349,0.06370370293521509,0.07451690484884836,0.1368514354608392,0.12954713918438576,0.14021230506781457,0.135873726951538,0.029695798747355884,0.0071141667365375765,5.649970991187049
1.75,0.008961504532837004,0.0316150726701429,0.015542576398910667,0.01762970457846956,0.06543465242859704,0.04110197554935463,0.04455314399697636,0.028745493393004747,0.02951104560741763,0.10292595642167163,0.08806697587195655,0.09470649786877233,0.07351024449050546,0.07532534875626663,0.06284278554247798,0.06369068966078592,0.06921481889613845,0.13130483044736657,0.12290467662876983,0.1340212918801705,0.1293351224225563,0.027917788754001156,0.007103558826397071,5.5271714053736245
1.8,0.008960894523590645,0.0315911626418429,0.015542516170920916,0.017629603131486732,0.06515597578850499,0.04109594332420256,0.04454419264347723,0.028745415605347335,0.029510954705202895,0.1009614517222682,0.08780375549173809,0.09432959563024472,0.07347338606063876,0.07528241628420347,0.06282923392793688,0.06367558606092526,0.0643284731593559,0.12575483223518313,0.11636438896165344,0.12790431599704463,0.12292104524851154,0.026114443192780983,0.0070763476161419805,5.40632542571902
1.85,0.008960267393489355,0.03156660001755118,0.015542450760714524,0.01762949296218946,0.06487075902719608,0.041089410354588414,0.04453450392661281,0.028745326600669675,0.02951085071231037,0.0989840177948264,0.08752242385886946,0.09392792637640418,0.07343199029320767,0.07523425107780835,0.06281358292555632,0.06365816697066023,0.0598476216530392,0.1202241357126014,0.10995227552064013,0.12188164690483197,0.11664966300670017,0.024312685236432045,0.007027558430686303,5.28779637448706
1.9000000000000001,0.008959623147733102,0.03154138651994964,0.015542379883020638,0.01762937359226631,0.06457910481493778,0.04108235166180479,0.04452404185970042,0.028745225153429754,0.02951073220198164,0.09699626015898942,0.08722254167924118,0.09350104119170927,0.07338569731986823,0.07518044739859622,0.06279561534157005,0.06363819750341393,0.05575964832660398,0.11473436203661795,0.10369180022319051,0.11597131843848428,0.11053662103835869,0.022535857751699057,0.006954557497209373,5.17190165648335
1.9500000000000002,0.00895896179166313,0.03151552391604508,0.015542303245457832,0.017629244531710164,0.06428111778090051,0.041074741920105656,0.04451277004455367,0.02874510994653363,0.02951059764145475,0.09500075005641194,0.08690370513152326,0.0930485513681978,0.07333413854467265,0.07512059105882476,0.06277510526043029,0.06361543406605155,0.05204990065390604,0.10930589301236886,0.09760381027205581,0.11018918280321797,0.10459517102973845,0.02080367590290264,0.006856460081727275,5.058913099419165
2.0,0.00895828333076186,0.03148901401694107,0.015542220548589903,0.017629105278929226,0.0639769044503416,0.041066555480873686,0.04450065171174801,0.028744979567856602,0.02951044538801505,0.09300001941197103,0.08656554744890299,0.0925701301032245,0.07327693798176334,0.07505426105080386,0.06275181901247613,0.06358962546980003,0.0487020155645484,0.10395773617853495,0.09170650254664608,0.10454898688835365,0.09883631244223434,0.019132328905438794,0.006733666119056936,4.949058124226528
2.0500000000000003,0.00895758777065279,0.03146185867760428,0.015542131485982985,0.017628955320860534,0.06366657318092168,0.04105776639703608,0.04448764976118379,0.028744832506816594,0.02951027368511504,0.09099655601534734,0.08620774033468656,0.09206551389055134,0.07321371366529414,0.07498103124997094,0.06272551622399362,0.06356051412265477,0.0456982340095937,0.09870741966872555,0.08601543249014222,0.09906246560149794,0.09326894208885446,0.01753468146853672,0.006587496100362391,4.8425215395327665
2.1,0.008956875117100395,0.03143405979662542,0.015542035744263943,0.017628794133086,0.06335023409820856,0.04104834844770261,0.04447372680289684,0.028744667151008173,0.029510080658573117,0.08899279893363722,0.08582999520878021,0.09153450360482558,0.07314407912118452,0.07490047217864393,0.06269595093664178,0.06352783728827749,0.04301970105814031,0.09357091544720189,0.08054356011950949,0.09373944772453965,0.08790000803489266,0.01602053781807955,0.006419906129107682,4.739447793255518
2.15,0.008956145376010027,0.03140561931597477,0.01554193300318005,0.01762862117995092,0.06302799903042396,0.04103827516299945,0.04445884519806653,0.028744481782905458,0.029509864312860973,0.08699113416446178,0.08543206428299073,0.09097696528126105,0.07306764488995236,0.07481215281706391,0.06266287278276995,0.06349132839609238,0.04064674900743706,0.08856258914488126,0.07530132776959379,0.08858797048731792,0.0827346647475216,0.014596940779709735,0.0062332657323335705,4.639943545754702
2.2,0.008955398553427803,0.031376539220752404,0.015541822935659944,0.017628435914684902,0.0626999814424892,0.04102751984907237,0.044442967100171545,0.028744274576642064,0.029509622527489253,0.08499389053783701,0.08501374146399444,0.09039283059404372,0.07298402008962927,0.0747156424481872,0.06262602820296768,0.06345071838728274,0.038559161547722445,0.08369517444220624,0.07029676430276201,0.08361439967111182,0.0777764270462942,0.01326848580240203,0.006030185579942613,4.544080454615144
2.25,0.008954634655540496,0.03134682153893316,0.015541705207875815,0.017628237779525234,0.062366296369425624,0.04101605561323273,0.0444260544962435,0.02874404359487602,0.029509353053500772,0.08300333587386499,0.08457486308371041,0.08978209703860365,0.07289281400763667,0.07461051252267831,0.06258516169224806,0.06340573708164678,0.03673641754583804,0.07897976975130198,0.0655356107433565,0.07882355259565224,0.0730273209298486,0.012037635487495873,0.00581338499687035,4.4518980821177125
2.3000000000000003,0.008953853688675429,0.03131646834110633,0.015541579479306847,0.017628026205842584,0.06202706034916614,0.04100385538921989,0.0444080692481691,0.028743786785747485,0.029509053510080485,0.08102167340210638,0.08411530845767402,0.08914482782442258,0.07279363771048743,0.0744963385306827,0.06254001706154591,0.06335611455076111,0.035157913492994,0.07442585483194283,0.06102146260526198,0.07421882181467589,0.06848802979014078,0.010905024530977745,0.005585591263195905,4.363406853728751
2.35,0.008953055659300354,0.031285481740210244,0.015541445402803871,0.01762780061426906,0.06168239135483439,0.04099089196255352,0.044388973133991545,0.02874350197993685,0.02950872138129102,0.07905103844730745,0.0836350002728368,0.08848115148647365,0.07268610566027087,0.07437270186721413,0.06249033870168519,0.06330158248358878,0.03380316409784486,0.07004132492469428,0.05675592454765014,0.06980229775187997,0.06415803488895508,0.009869748278324451,0.0053494643296292405,4.278591010212521
