Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_total_Kr_relativistic
3.2,0.04575736703594651,0.12738541410322535,0.08491184868124145,0.1733870145061366,0.05870960593290518,0.1404600369923115,0.2768697595753808,0.3043509873052075,0.45696968998126386,0.028185787776129817,0.015032746758353203,0.02983134052454536,1.7418515991726473
3.25,0.04572277979793053,0.12619534813812125,0.08482625496540745,0.173200419887884,0.055918921000525035,0.1366750669666792,0.2690959128828419,0.30028389828158186,0.4507664389523671,0.026663741032056865,0.014953007182906444,0.029619389515916125,1.7139211786042177
3.3000000000000003,0.04568769298804843,0.12499945777872647,0.08473741130008779,0.17300679606979827,0.05329628978095566,0.13292400030203597,0.2614037536217031,0.29618609662004963,0.44451926274818004,0.02519002725706389,0.014854295644102735,0.02936776724978217,1.686172851360534
3.35,0.04565210824787309,0.1237981740491074,0.08464526969655171,0.17280604322909626,0.050835860706010184,0.12921064752254405,0.25380088098515824,0.29206211864613907,0.43823507814357704,0.023767749570950167,0.01473643021194097,0.02907705207841168,1.65862741308736
3.4000000000000004,0.04561602724026175,0.1225919250625078,0.084549783816797,0.17259806529107888,0.04853168935463701,0.1255385886478912,0.24629438512610236,0.2879163969577357,0.4319206340641284,0.022399337152264085,0.014599593750955969,0.02874841997726587,1.631304846441626
3.45,0.04557945164919335,0.12138113577861369,0.08445090901833847,0.17238277002308863,0.046377766986368855,0.12191117213718694,0.23889084809654293,0.28375325056440454,0.4255824971450089,0.021086600898547192,0.014444266186053774,0.02838352127851853,1.6042241897618659
3.5,0.04554238317960404,0.1201662277674779,0.08434860239646072,0.17216006912263995,0.04436804722531236,0.11833151501434921,0.23159634721002317,0.27957687635029455,0.419227039320335,0.01983078905769209,0.01427116538440062,0.027984373950275622,1.5774034359788651
3.5500000000000003,0.04550482355722096,0.1189476189802469,0.08424282282391504,0.1719298782996886,0.042496470899366416,0.11480250408119722,0.224416460610946,0.2753913417931431,0.41286042733381845,0.01863264195402714,0.014081195790877556,0.027553271677320742,1.5508594578017683
3.6,0.0454667745283943,0.11772572352681979,0.08413353098804573,0.17169211735301698,0.040756989051116195,0.11132679812495863,0.21735627483819087,0.27120057886870735,0.40648861405742776,0.01749244512265473,0.013875404020271941,0.02709270514401896,1.5246079556236234
3.6500000000000004,0.045428237859927625,0.11650095146055753,0.08402068942533492,0.17144671024072308,0.039143584147320144,0.10790683102817314,0.21042039417547603,0.26700837906791336,0.40011733150228956,0.016410080327558505,0.013654940672772918,0.026605295056068026,1.4986634249641146
3.7,0.04538921533890651,0.11527370857014854,0.08390426255336009,0.17119358514481064,0.037650289523131764,0.10454481569092464,0.20361295158729922,0.2628183894529923,0.3937520854051213,0.0153850740761492,0.013421027699612285,0.026093735566432907,1.4730391406088894
3.75,0.04534970877252555,0.11404439617872432,0.08378421670016242,0.17093267452988858,0.03627120710522707,0.10124274867785887,0.19693762104675855,0.2586341096787227,0.3873981512738429,0.014416643358158494,0.01317493070254955,0.0255607468925852,1.4477471549170042
3.8000000000000003,0.04530971998791374,0.11281341095030754,0.08366052013102872,0.17066391519599758,0.03500052346490257,0.09800241550545526,0.19039763106991658,0.25445888990550514,0.3810605717774896,0.013503738432877494,0.012917935604793243,0.025009036025619186,1.4227983080518067
3.85,0.04526925083195824,0.11158114470366311,0.08353314307269365,0.1703872483255908,0.03383252425802758,0.09482539648842706,0.18399577928042193,0.2502959295322345,0.37474415536794514,0.012645082568192044,0.01265132918200881,0.02444126453628051,1.3982022481474434
3.9000000000000004,0.045228303171126596,0.11034798423361071,0.08340205773497329,0.17010261952470557,0.03276160711354664,0.09171307306784816,0.17773444783767656,0.24614827667870307,0.3684534760241861,0.011839208699907153,0.012376382989717837,0.02386002258005015,1.3739674596560518
3.95,0.04518687889128739,0.10911431113984708,0.08326723832984478,0.1698099788583714,0.031782293036101354,0.0886666345475721,0.17161561957177696,0.24201882834947228,0.36219287401351713,0.011084493032379504,0.012094340267382757,0.023267808294336736,1.3501012983318894
4.0,0.04514497989752942,0.10788050166331373,0.08312866108799075,0.1695092808803087,0.03088923639134418,0.08568708516965053,0.16564089467861412,0.23791033121369573,0.3559664575685523,0.010379185643157285,0.01180640544037114,0.022667011864506564,1.3266100314990341
4.05,0.045102608113979356,0.10664692653013602,0.08298630427283102,0.16920048465698043,0.030077233544722547,0.0827752514637193,0.1598115078387778,0.23382538293819508,0.3497781053833502,0.009721438186688284,0.011513735879290728,0.02205990361122375,1.3034988824198945
4.1000000000000005,0.04505976548361799,0.10541395080314822,0.08284014819206754,0.16888355378606743,0.029341230225986788,0.07993178980964066,0.1541283456341542,0.22976643401410676,0.34363146983702697,0.009109328816623229,0.01121743561156694,0.021448625520962075,1.2807720777349687
4.15,0.045016453968095,0.10418193374100872,0.08269017520677197,0.1685584564094456,0.028676327692490348,0.07715719415702749,0.14859196414624581,0.22573579002057623,0.337529980858269,0.008540884464105801,0.01091855071226272,0.020835185706128807,1.2584328970824274
