Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(4),J_4f5/2(6),J_4f7/2(8),J_5s1/2(2),J_5p1/2(2),J_5p3/2(4),J_5d3/2(4),J_5d5/2(6),J_6s1/2(2),J_6p1/2(2),J_6p3/2(4),J_total_Rn_relativistic
2.0,0.008211780114318536,0.029052084969073917,0.01422754224930442,0.01646815153167577,0.05963631296518925,0.03765362620312774,0.04130226114610369,0.02659176153374989,0.027393574835455507,0.0907287630040779,0.07922548044771872,0.08575291063926332,0.06629159738015492,0.06805327057834376,0.05460855824745281,0.05535157531243561,0.061123993185273756,0.11533417277408856,0.10871236652596342,0.12773676329784406,0.12654855302832402,0.04032570781111576,0.01599894079355561,0.014159838564995834,5.153535754149634
2.0500000000000003,0.008211232290876872,0.029030755114991858,0.014227483467725276,0.016468044278147714,0.059391437429029595,0.037647855107947166,0.041293195495233546,0.02659167617924535,0.027393473169986596,0.08910252204223357,0.07899488651794795,0.08541046254367425,0.06625902336312754,0.06801496627758999,0.05460168022885741,0.05534394700228079,0.057467937095201246,0.11129264048745878,0.10384034369345704,0.12390210714307912,0.12238915323464832,0.0387130117831164,0.01592603371736953,0.014110649084853101,5.068660810715807
2.1,0.00821067099619986,0.029008916662912835,0.014227420273161746,0.016467928979310847,0.05914161973493098,0.03764166712250219,0.04128348128016551,0.026591580139718376,0.027393358798313342,0.08746901870461586,0.07875058558161299,0.08504873342740348,0.06622296121740488,0.06797260292702857,0.05459381367741337,0.05533523014227838,0.054079654535511966,0.1072444906637859,0.09902997965358921,0.1200189251487116,0.118198787460023,0.037001140042732576,0.01589983944592284,0.014023491770375688,4.983731592309394
2.15,0.008210096234324019,0.028986570917062172,0.014227352453165929,0.016467805249721565,0.0588869354580224,0.03763504421244553,0.04127309121407765,0.026591472400419102,0.02739323051734022,0.0858299931193182,0.07849230444918825,0.0846674615731456,0.0661831698570368,0.06792590663691253,0.0545848582083883,0.05532531561964987,0.05095251037677873,0.10320238387811949,0.09429646754351448,0.1161008427227734,0.11399230735484459,0.03521520173361037,0.015894873407393643,0.013893061410350486,4.898940361625128
2.2,0.008209508009382216,0.028963719210990658,0.014227279790677455,0.016467672695773334,0.05862746139276201,0.03762796814203865,0.0412619977806745,0.026591351880894874,0.0273930870465967,0.0841871611764215,0.07821979203937339,0.0842664244521035,0.06613940320572945,0.06787459873273388,0.054574708262758835,0.05531408891342537,0.048078725519764554,0.0991785619587583,0.08965384605340343,0.11216118438874283,0.10978402168022522,0.03337963370904556,0.01589102639798558,0.013716885044270155,4.814487942342058
2.25,0.00820890632560361,0.028940362907427727,0.014227202064058734,0.016467530915774495,0.05836327551425766,0.03762042048872437,0.0412501732602119,0.026591217432883982,0.027392927025819244,0.08254221183406525,0.07793282017857257,0.08384543952833517,0.06609141090956795,0.06781839663395729,0.054563253306401854,0.05530143033588825,0.045449520672713094,0.0951847684812629,0.08511494053016985,0.10821286702697311,0.10558759664408901,0.03151759143452163,0.01587283308550263,0.013494722388547487,4.7305775182919865
2.3000000000000003,0.00820829118731358,0.02891650339813155,0.01422711904713093,0.016467379500027614,0.058094456939152474,0.03761238265781486,0.04123758975564398,0.02659106783824697,0.027392749012583397,0.0808968045396903,0.07763118431874454,0.0834043649039888,0.06603893908397329,0.06775701476798442,0.05455037806759789,0.055287215314965,0.0430552578326337,0.09123217937711013,0.08069132255861401,0.10426830782681216,0.10141597385594683,0.029650510157755074,0.015828804180897556,0.013228056625079882,4.647409516386691
2.35,0.008207662598933659,0.0288921421037361,0.01422703050921064,0.016467218030910342,0.05782108588610372,0.03760383589728169,0.04122421921886494,0.02659090180693985,0.02739255147999115,0.07925256677092275,0.07731470417248405,0.08294309980603043,0.0659817310906076,0.06769016551385973,0.054535962811115404,0.055271314715373485,0.040885578188983654,0.08733134371640294,0.07639328685324646,0.10033934668520078,0.09728130506394793,0.02779780914559102,0.015750821780316036,0.012919664648159135,4.565177461036243
2.4000000000000004,0.008207020564981463,0.028867280473595158,0.014226936215147293,0.01646704608295778,0.0575432436358835,0.03759476131263484,0.04121003347701839,0.02659071797503345,0.027392332814418663,0.07761109170007745,0.07698322426455426,0.0824615849158028,0.06591952833979425,0.06761756017009873,0.054519883646788524,0.055253595195969306,0.03892953532926281,0.08349213457089871,0.07222984413981298,0.09643718255354554,0.09319490264222363,0.025976714285594785,0.015633596133899183,0.0125732569634164,4.4840646919715175
2.45,0.008206365090070623,0.02884191998562338,0.01422683592536122,0.016466863222946312,0.057261012491129755,0.0375851398818774,0.04119500425884717,0.02659051490278312,0.027392091313329408,0.07597393598576772,0.0766366143994424,0.08195980254345726,0.06585207111390942,0.06753890994093768,0.05450201287018398,0.05523391960040256,0.03717572278651127,0.07972370972869804,0.0682087285956645,0.09257232305018628,0.08916720465723489,0.024202176968294357,0.015474181216987168,0.012193178441775152,4.40424184293114
2.5,0.008205696178910708,0.02881606214613434,0.014226729395882444,0.016466669009978913,0.0569744757357763,0.03757495247052272,0.041179103221056515,0.026590291072752834,0.027391825183157498,0.07434261769461578,0.07627477004485632,0.08143777664997118,0.06577909940712989,0.06745392693527083,0.05448221933267753,0.05521214737791955,0.03561239512606095,0.07603448191556655,0.06433641834867233,0.0887545465161718,0.0852077532514065,0.022486869779365617,0.015271545880164068,0.011784162055152678,4.325864985097686
2.5500000000000003,0.008205013836307156,0.028789708489675686,0.014226616378390127,0.016466462995571876,0.05668371759419056,0.03756417984666087,0.041162301974663834,0.02659004488799766,0.027391532537266047,0.07271861435556867,0.07589761263141566,0.08089557272009722,0.06570035377688761,0.067362325172554,0.054460368838028295,0.05518813503091633,0.034227581921019316,0.07243209807994104,0.0606181675010974,0.08499287559237066,0.08132518503357995,0.02084124205387015,0.015026196972298442,0.011351128557156379,4.249074346077946
2.6,0.008204318067161197,0.02876286057886133,0.014226496620252709,0.01646624472374296,0.05638882319004787,0.037552802696061184,0.04114457211130848,0.02658977467030857,0.027391211393985117,0.07110336114883936,0.07550508976911695,0.08033329749018653,0.06561557620238244,0.06726382159001054,0.05443632456235139,0.05516173658567388,0.033009194111078784,0.06892342721870445,0.05705804814319778,0.08129556133113036,0.0775272321519081,0.019273620720711992,0.014739850616274884,0.01089902583001104,4.173993522358215
2.6500000000000004,0.008203608876469773,0.028735520004200807,0.014226369864568694,0.01646601373110093,0.05608987850497093,0.03754080163729784,0.04112588522949506,0.026589478658523253,0.02739085967473371,0.06949824923101346,0.07509717538146546,0.07975109853538227,0.06552451094554092,0.06715813704557502,0.05440994749424528,0.0551328040825778,0.03194512237591643,0.06551455615801385,0.053659000846894456,0.07767007682081917,0.07382073273943045,0.017790344060497298,0.014415147730536686,0.010432702309755123,4.100729110344476
2.7,0.008202886269325464,0.028707688383925737,0.014226235850208114,0.016465769546936487,0.05578697033696329,0.03752815723688535,0.04110621296074428,0.02658915500690671,0.027390475202230154,0.06790462419739195,0.0746738697584673,0.07914916372119242,0.06542690540987749,0.06704499731114863,0.054381096891729874,0.055101188082046906,0.03102332728156023,0.06221079265679451,0.050422892178088395,0.07412311929192616,0.07021164945996677,0.01639591799571721,0.014055409898614995,0.009956809525985322,4.029370688145165
