Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(6),J_4f5/2(6),J_4f7/2(8),J_5s1/2(2),J_5p1/2(2),J_5p3/2(4),J_5d3/2(4),J_5d5/2(6),J_6s1/2(2),J_6p1/2(2),J_6p3/2(4),J_6d3/2(2),J_7s1/2(2),J_total_Th_relativistic
0.5,0.007667348576562102,0.027590951022019732,0.013264401200216207,0.015635228630020356,0.06030350354129996,0.035237412510277545,0.0390935645423297,0.025070506303268257,0.025901684060582967,0.11829020768488581,0.07552800629084429,0.08340507756181142,0.061602859166308095,0.06337814914541554,0.04961652258043246,0.050317339488918075,0.22909025537377703,0.1633449251393186,0.18127071032128886,0.15323842253322648,0.15814417237972658,0.37707770374501054,0.3765261980216589,0.41540901681215775,0.4697428780471209,0.09487650021395921,10.180764011123836
0.55,0.0076672307312349655,0.027586313347283252,0.01326440041637978,0.015635227152185543,0.06024680630821572,0.03523733539050972,0.0390934352572293,0.025070506231076265,0.02590168397285285,0.11780151888250824,0.07552433710061038,0.08339907139458327,0.06160282658962149,0.06337810967280996,0.04961652219792336,0.050317339057216894,0.22505253670963038,0.16318068800026908,0.180998144411152,0.15322126731541297,0.15812287398524974,0.34576641350917214,0.3673397465668149,0.3999349447252447,0.4306883598629028,0.07839629770801392,9.915979512803862
0.6000000000000001,0.007667101665598768,0.02758123498596818,0.013264399395252067,0.015635225213191613,0.060184773858263325,0.03523723426674114,0.039093265760768964,0.025070506117833537,0.025901683835242387,0.11726872340863961,0.0755195393307974,0.08339122396252446,0.061602775685335676,0.06337804800943284,0.04961652148632063,0.05031733825428533,0.22071641434620345,0.16296875512045508,0.18064782017143494,0.15319513093031079,0.15809049288977864,0.3147214235620245,0.3564339555849695,0.38211917394304906,0.3914352757726032,0.07246859589808653,9.658414524887931
0.65,0.007666961380486689,0.02757571620964004,0.013264398092541119,0.01563522272581174,0.06011742370344517,0.03523710462883148,0.0390930485120647,0.02507050594668244,0.025901683627272788,0.11669247194926809,0.0755134075072736,0.08338120302819321,0.06160269907297025,0.06337795523130998,0.04961652022975425,0.050317336836804685,0.21610335689978674,0.1627017640377573,0.1802083893064087,0.15315685977284227,0.15804318395192296,0.2844533503234277,0.3438711414192272,0.3622470034354634,0.35313409319874944,0.07113251854601431,9.400681895930644
0.7000000000000001,0.007666809876804309,0.027569757313361518,0.01326439646013152,0.015635219595303004,0.060044774842042424,0.035236941588867365,0.0390927753438255,0.025070505696052243,0.0259016833227426,0.11607346601405782,0.07550572128180169,0.0833686533781387,0.06160258739247801,0.06337782002794128,0.04961651810732367,0.05031733444322783,0.21123587378867464,0.16237225916316536,0.1796685933188356,0.1531026933647526,0.15797638644449358,0.2554039053612242,0.32977641424369053,0.3406880653653146,0.3165801223111649,0.07092509505809672,9.140000571385794
0.75,0.007666647155529592,0.027563358615663204,0.01326439444609137,0.015635215719423546,0.059966847749564185,0.035236739884729154,0.039092437469594066,0.025070505338864575,0.02590168288876426,0.11541245654567707,0.0754962461473051,0.08335319822212019,0.06160242900703959,0.06337762834709693,0.04961651465719946,0.050317330553472206,0.20613733861269345,0.1619727999718855,0.1790174626187088,0.15302826024524976,0.15788482955229227,0.2279388744560869,0.3143286393410611,0.3178677379502286,0.28227227929279386,0.07010845649449622,8.876621720811967
0.8,0.007666473217712877,0.02755652045851203,0.013264391994679825,0.015635210988451102,0.05988366436900246,0.035236493883928514,0.03909202549153125,0.025070504841682155,0.02590168228473231,0.11471024243693301,0.07548473419750394,0.08333444067358803,0.06160220969618612,0.06337736302910368,0.04961650923311999,0.05031732444012623,0.20083180920686364,0.16149606788155077,0.17824450799505923,0.1529285939356077,0.15776256323882856,0.20234488828336375,0.297748970046806,0.2942384425959416,0.25048288831017523,0.06802107684888282,8.612527489379737
0.8500000000000001,0.007666288064476859,0.027549243207277387,0.01326438904635519,0.015635205285202864,0.059795248100399746,0.03523619758771357,0.039091529408736,0.025070504163802337,0.025901681461225175,0.11396766895987857,0.07547092492814589,0.08331196530490163,0.061601912342095014,0.06337700343420355,0.04961650095267845,0.05031731511051525,0.19534384629184595,0.16093497022462389,0.17733990110460807,0.15279816916580083,0.15760301418121625,0.1788296470391316,0.28028812327803126,0.27025330963355754,0.2213213058804131,0.06460669962920085,8.35048681116987
0.9,0.0076660916970165745,0.027541527250694905,0.013264385537783554,0.015635198485056696,0.059701623789736605,0.03523584463543807,0.03909093862609232,0.0250705032562971,0.025901680358842643,0.11318562611128118,0.07545454607691983,0.08328533977047112,0.06160151661197387,0.06337652506664437,0.04961648863689961,0.05031730123909502,0.18969833260550742,0.16028273981715896,0.17629464097802441,0.15263095768512203,0.15739906535291157,0.15752512021756235,0.2622134591419125,0.24634388953217007,0.19478521667925067,0.06010456917560392,8.093431071657111
0.9500000000000001,0.007665884116599384,0.027533373000827983,0.01326438140184798,0.015635190455973696,0.05960281771714677,0.03523542830919082,0.039090241963634,0.025070502061001202,0.025901678906981227,0.11236504687905183,0.0754353144990155,0.08325411649075869,0.061600998639491984,0.06337589919920575,0.049616470740727864,0.050317281089782555,0.18392029433642457,0.15953302874593242,0.1751007039453463,0.15242050218370992,0.15714315683937438,0.13849315508521445,0.24379674240314012,0.22290280877536073,0.17079914883410297,0.05486215196575217,7.844075275485595
1.0,0.007665665324564957,0.027524780893026977,0.013264376567658245,0.01563518105852209,0.05949885758446821,0.035234941538681376,0.039089427666417514,0.025070500509450366,0.025901677022549748,0.11150690543442451,0.07541293707518182,0.0832178343898626,0.06160033070823853,0.06337509250187422,0.04961644527418579,0.05031725242799307,0.17803472659336003,0.1586799951369991,0.17375117482356464,0.1521600061622808,0.1568274046447767,0.12173288993033424,0.22530324251919637,0.20027161037181393,0.14924209152693757,0.049231609241742635,7.604712037578016
1.05,0.007665435322325247,0.027515751385886113,0.01326437096056111,0.015635170145902454,0.05938977250213868,0.035234376906377964,0.039088483414892926,0.02507049852177137,0.025901674608627547,0.1106122152548492,0.0753871116490398,0.08317602067923262,0.06159948094018057,0.06337406667835938,0.04961640971411286,0.05031721242232465,0.17206642453699852,0.157718381827084,0.17224035767787851,0.15184243702867706,0.1564437336174872,0.10718937411503368,0.20698260185721945,0.17873352065882883,0.12996667333266457,0.04351930661681145,7.377120475893556
1.1,0.007665194111364479,0.027506284961198123,0.013264364502151158,0.01563515756397426,0.05927559297544478,0.03523372665289306,0.03908739633576204,0.025070496005526074,0.025901671553067922,0.10968202718271734,0.07535752799032369,0.08312819267993113,0.061598412992063555,0.06337277811408802,0.04961636090655392,0.05031715753601471,0.16603982167409226,0.15664358603077308,0.17056386495018477,0.151460639288317,0.15598402020322263,0.09476283743928593,0.1890616919213455,0.15851055301810688,0.11281216509985478,0.03796670194004285,7.162548141248149
1.1500000000000001,0.00766494169323912,0.027496382123906597,0.013264357110282142,0.01563514315128375,0.05915635089013427,0.035232982682612185,0.039086153013312766,0.02507049285451146,0.02590166772704938,0.10871742742517528,0.07532386878065613,0.08307385967575925,0.06159708576264215,0.06337117753922723,0.049616294960033135,0.05031708340848177,0.15997883667244575,0.15545171927701418,0.1687186842309455,0.15100745443821326,0.15544024052925423,0.08431811663095139,0.1717394998041451,0.13976417804709731,0.09761312518997742,0.032748460473626145,6.961737294004632
1.2000000000000002,0.007664678069577866,0.027486043402056057,0.0132643486990789,0.015635126739093116,0.059032079497401295,0.035232136569561055,0.03908473950121802,0.025070488947517865,0.025901662983577503,0.10771953550039878,0.07528581061841032,0.08301252478951153,0.06159545311355084,0.06336920971017102,0.04961620713011856,0.05031698472745682,0.15390672990081977,0.1541396570738075,0.1667032224215376,0.15047584406930242,0.15480461932097966,0.07569382743165232,0.15518394886121445,0.12259872900355843,0.08420504396163482,0.02797908285889218,6.774976431918906
1.25,0.007664403242081612,0.027475269346739783,0.013264339178949784,0.015635108151410986,0.058902813398255136,0.035231179563506104,0.03908314133478714,0.025070484147047625,0.02590165715594026,0.10668950213580061,0.07524302503917395,0.08294368687460689,0.06159346360652304,0.06336681311278017,0.049616091695850933,0.050316855092398804,0.1478459707338881,0.15270507794610347,0.16451732748258582,0.14985901272031626,0.15406977533400745,0.06871095827707507,0.13953045997240276,0.10706673777452222,0.07242795580547909,0.023722964486752752,6.602164551150281
1.3,0.007664117212523429,0.027464060532045385,0.013264328456599644,0.015635087205024205,0.05876858852728306,0.03523010259628325,0.039081343543657256,0.025070478297996465,0.025901650056119652,0.1056285071237218,0.07519517954830603,0.08286684241436648,0.06159106025954535,0.06336391969049297,0.04961594182877538,0.050316686870072354,0.1418181164918902,0.15114649167501937,0.16216228838011784,0.14915052719323688,0.1532288593239573,0.0631806489600731,0.12488199963300636,0.09317547915221927,0.06212868949084129,0.020005099700671165,6.442880006037834
