Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(4),J_4f5/2(6),J_4f7/2(7),J_5s1/2(2),J_5p1/2(2),J_5p3/2(4),J_6s1/2(2),J_total_Tm_relativistic
21.05,0.008761817478446765,0.003412023395739091,0.011240459758165794,0.010921978847573685,0.002867435065584265,0.0018456491439091181,0.0021052604845744794,0.004225351131845034,0.003964388162933017,0.0009607646110133834,0.00040963062683495484,0.00044003431939885167,0.0010249991581702455,0.0009652513483397435,7.741845075896258e-05,7.11506787369135e-05,0.00016409016935785574,5.3038728000177444e-05,5.222150555126039e-05,9.763006939736925e-06,0.1650691282797852
21.1,0.008752370487920623,0.0033802950583749066,0.011203607137225876,0.010879841073036725,0.0028411853523528036,0.0018454575978202126,0.002104976308113575,0.004184799294984291,0.003925202526190385,0.0009528543020072686,0.00040836844403508815,0.0004397951769926313,0.0010160648460378193,0.0009564932975524935,7.610998398264795e-05,6.993648919785839e-05,0.00016278672324321732,5.280626019662113e-05,5.2167792306538076e-05,9.685948760863264e-06,0.16416580286049942
21.150000000000002,0.008742915548688815,0.0033488893870590184,0.011166789627260873,0.01083777599262055,0.0028150790900082013,0.001845293673934843,0.0021046608214311644,0.004144624889554438,0.00388639365446742,0.0009449614944989274,0.00040716153994560837,0.00043957725739212494,0.001007193937817825,0.0009478017903156431,7.482508544993493e-05,6.874434799837868e-05,0.0001614847120918552,5.258303235400888e-05,5.21179026204148e-05,9.609001152399328e-06,0.1632686710371218
21.200000000000003,0.008733452734872174,0.003317804155284939,0.011130008036771043,0.01079578443695781,0.0027891175409246243,0.0018451549872092316,0.002104312770035001,0.004104824853736068,0.003847958345700651,0.0009370872402105209,0.00040600820670907804,0.00043937936695003036,0.0009983863602789516,0.0009391766651544122,7.356330495988672e-05,6.757382851902673e-05,0.0001601843452527151,5.2368779758147934e-05,5.2071657892793564e-05,9.532142450867103e-06,0.16237768081681217
21.25,0.008723982120497338,0.003287037139290214,0.011093263167121592,0.010753867226342952,0.002763301917869179,0.001845039214786078,0.002103930951602898,0.0040653961394374475,0.0038098934144515065,0.000929232566741734,0.00040490677089453486,0.0004392003440489405,0.000989642029576872,0.0009306177513058489,7.232420361849806e-05,6.642451875305877e-05,0.00015888582773762608,5.21632428033675e-05,5.202888408553691e-05,9.455347261777912e-06,0.16149278077791204
21.3,0.008714503779495788,0.0032565861182515254,0.011056555812535911,0.010712025170756291,0.0027376333846789694,0.0018449440949337048,0.002103514214829962,0.0040263357125083004,0.003772195692083868,0.000921398477715066,0.00040385559305034245,0.00043903905851704387,0.0009809608515576375,0.0009221248690146771,7.110735293651752e-05,6.52960193823434e-05,0.0001575893602336476,5.19661669312497e-05,5.198941164374177e-05,9.378612283855658e-06,0.16061392009935882
21.35,0.008705017785702908,0.003226448874476558,0.011019886760089798,0.010670259069889202,0.0027121130569399345,0.0018448674259960451,0.0021030614582929425,0.003987640552945203,0.003734862026933369,0.0009135859529307612,0.0004028530672567372,0.0004388944110495065,0.0009723427220557063,0.0009136978298234134,6.991233280330852e-05,6.41879388968436e-05,0.00015629513911802887,5.177730256908932e-05,5.1953075417715254e-05,9.301967405265138e-06,0.1597410485332098
21.400000000000002,0.008695524212857034,0.0031966231935925972,0.010983256789706594,0.010628569713170314,0.0026867420026670296,0.001844807065353535,0.0021025716293316013,0.0039493076550887254,0.003697889284468566,0.0009057959485308683,0.00040189762067833074,0.00043876533263564335,0.0009637875271866265,0.0009053364368567964,6.873872958255982e-05,6.309988894328265e-05,0.0001550033564756707,5.1596405068102255e-05,5.19197145855467e-05,9.225464357446277e-06,0.15887411633461876
21.450000000000003,0.00868602313459851,0.00316710686473192,0.01094666667415327,0.010586957879792767,0.002661521242985405,0.0018447609283949733,0.0021020437229469988,0.003911334027812513,0.003661274347444205,0.0008980293971719512,0.0004009877131168202,0.00043865078399197996,0.0009552951436344223,0.0008970404851005979,6.758613548521395e-05,6.203148288305126e-05,0.0001537142001189765,5.1423234641441306e-05,5.188917257623604e-05,9.149150271373405e-06,0.15801307419175048
21.5,0.008676514624468763,0.0031378976807139814,0.010910117179037447,0.010545424338742466,0.002636451752812205,0.001844726987500393,0.002101476780716605,0.00387371669470448,0.003625014116046737,0.0008902872082059786,0.00040012183656414443,0.0004385497550012965,0.0009468654389337214,0.000888809761674875,6.645414952077144e-05,6.0982338361202074e-05,0.0001524278536099628,5.125755630212203e-05,5.186129699341034e-05,9.073043642809436e-06,0.15715787319806626
21.55,0.008666998755909363,0.003108993438224415,0.010873609062805297,0.010503969848827309,0.0026115344615386285,0.001844703271034994,0.002100869889726119,0.0038364526942402393,0.0035891055080322517,0.0008825702678689329,0.00039929851475631626,0.00043846126415773796,0.0009384982717466652,0.0008806440461017208,6.534237929352039e-05,5.995208205485139e-05,0.000151144496284484,5.109913980097641e-05,5.183593953969789e-05,8.997128669155475e-06,0.15630846488168507
21.6,0.00865747560226111,0.003080391937990895,0.010837143076740385,0.01046259515870743,0.0025867702537119295,0.0018446878623541703,0.0021002221815178915,0.0037995390799490034,0.0035535454588570296,0.0008748794394767064,0.000398516302728151,0.00043838435801806815,0.0009301934921346558,0.000872543110567589,6.425044236388084e-05,5.894035339532869e-05,0.00014986430327841948,5.094775956472436e-05,5.181295594181324e-05,8.92137183787316e-06,0.15546480126946244
21.650000000000002,0.008647945236763111,0.0030520909849558434,0.010800719964963361,0.010421301006926351,0.0025621599697170047,0.0018446788988196658,0.002099532831055834,0.003762972920572032,0.0035183309218008354,0.0008672155636278453,0.00039777378636909915,0.00043831811065913576,0.0009219509418249782,0.0008645067201802434,6.317796618807588e-05,5.794680478379356e-05,0.00014858744555567113,5.0803194634196606e-05,5.1792205876349166e-05,8.845750166279802e-06,0.1546268349413044
21.700000000000003,0.008638407732551865,0.0030240883884460347,0.010764340464432543,0.010380088121943078,0.0025377044064572693,0.0018446745708268833,0.0020988010557066953,0.003726751300213846,0.0034834588680831505,0.0008595794584127364,0.0003970695819803854,0.00043826162314161606,0.0009137704544723564,0.0008565346332204089,6.212458657822254e-05,5.697109812195785e-05,0.00014731408993783564,5.066522860269232e-05,5.1773552896210004e-05,8.77027297953573e-06,0.15379451903689517
21.75,0.008628863162660361,0.002996381962339111,0.01072800530494537,0.010338957222165122,0.0025134043180345123,0.0018446731208433655,0.0020980261142375866,0.0036908713184863376,0.003448926286972501,0.000851971919628833,0.0003964023358336438,0.000438214022980083,0.0009056518559154938,0.0008486266013881842,6.108994556967056e-05,5.6012899818316664e-05,0.00014604439913543554,5.053364955444019e-05,5.175686435759689e-05,8.694983188570228e-06,0.15296780720720654
21.8,0.00861931160001717,0.0029689695252270174,0.010691715209140674,0.010297909015982395,0.002489260416427427,0.0018446728424584633,0.002097207305829624,0.0036553300906459257,0.0034147301858890233,0.0008443937210015298,0.00039577072373123227,0.0004381744636194615,0.0008975949644286484,0.0008407823700442814,6.007368995006527e-05,5.507187734651589e-05,0.00014477853178061014,5.0408250003158186e-05,5.174201134749032e-05,8.619937027280944e-06,0.15214665353776913
21.85,0.008609753117445556,0.0029418489005764168,0.010655470892501843,0.010256944201801997,0.002465273372168564,0.0018446720794441994,0.002096343969107567,0.0036201247477239376,0.0033808675905004646,0.0008368456144103205,0.00039517345056839983,0.00043814212391790315,0.0008895995909683051,0.0008330016784461661,5.9075471282020116e-05,5.414769939772954e-05,0.0001435166424611798,5.028882683075464e-05,5.1728868611655804e-05,8.545174885863343e-06,0.15133101248826766
21.900000000000002,0.00860018778766258,0.00291501791688606,0.01061927306336076,0.010216063468083852,0.002441443815019396,0.00184466922482733,0.002095435481185314,0.0035852524366503245,0.003347335544811725,0.0008293283301198652,0.0003946092498974717,0.0004381162076361215,0.0008816655394149902,0.0008252842599791514,5.8094947310186894e-05,5.3240039387693145e-05,0.00014225888175599353,5.017518122624514e-05,5.171731448327991e-05,8.470701522249591e-06,0.15052083888269163
21.950000000000003,0.008590615683278215,0.002888474407841169,0.010583122422902581,0.010175267493377178,0.0024177723346432665,0.0018446627199726054,0.002094481256727129,0.003550710320370888,0.0033141311112481297,0.0008218425770156255,0.0003940768834942102,0.0004380959429332195,0.0008737926068102899,0.0008176298423825231,5.7131783786453945e-05,5.234858002351423e-05,0.0001410053962714631,5.006711862495412e-05,5.170723081237718e-05,8.396488034702192e-06,0.14971608795294913
22.0,0.008581036876794472,0.0028622162124648473,0.01054701966517132,0.010134556946357778,0.0023942594812759567,0.0018446510536772192,0.0020934807470244566,0.003516495577958155,0.003281251370732568,0.0008143890428437269,0.00039357514092649976,0.00043808058186903373,0.0008659805835891269,0.0008100381479707568,5.618565550498422e-05,5.1473016037067446e-05,0.0001397563286791749,4.996444864802596e-05,5.1698502896071e-05,8.322494465688413e-06,0.14891671540618162
22.05,0.008571451440604517,0.0028362411752665263,0.010510965477076202,0.01009393248586613,0.0023709057663936274,0.0018446327612764398,0.0020924334390881854,0.0034826054047160278,0.003248693422756641,0.0008069683944547197,0.0003931028391254992,0.0004380693999130173,0.0008582292538073453,0.0008025088938498923,5.5256245833710574e-05,5.0613053372427705e-05,0.00013851181775446518,4.9866985042214524e-05,5.169101940976546e-05,8.248699306701858e-06,0.14812267747205213
22.1,0.008561859446991808,0.002810547146387509,0.010474960538398822,0.010053394760946271,0.002347711663377929,0.0018446064237604032,0.0020913388547562244,0.0034490370122783913,0.0032164543854459908,0.0007995812780509305,0.0003926588219593944,0.00043806169545967575,0.0008505383953646692,0.0007950417921291404,5.4343244947516756e-05,4.9768405298624464e-05,0.0001372719984158522,4.977454561988438e-05,5.168467233914517e-05,8.175118037161304e-06,0.1473339308988032
22.150000000000002,0.00855226096812923,0.0027851319817435868,0.010439005521801055,0.010012944410885427,0.002324677608178028,0.0018445706669020527,0.0020901965498162454,0.0034157876287017625,0.003184531395619915,0.0007922283194370921,0.0003922419598098794,0.0004380567893505679,0.0008429077802230771,0.0007876365501277789,5.344634775222496e-05,4.8938787745459776e-05,0.00013603700176523264,4.968695219916114e-05,5.1679356912920264e-05,8.101799430104584e-06,0.14655043289756858
22.200000000000003,0.008542656076078238,0.002759993543164792,0.010403101092833723,0.009972582065254398,0.0023018039999693585,0.0018445241603961978,0.0020890061131434434,0.003382854498552156,0.0031529216088454375,0.0007849101242739636,0.00039185114915148557,0.00043805402440287664,0.000835337174620657,0.0007802928705774139,5.2565252661663485e-05,4.812391657457401e-05,0.00013480695512877662,4.960403054420796e-05,5.1674971536288356e-05,8.028801692292914e-06,0.14577214106503447
22.25,0.008533044842788006,0.0027351296985322912,0.01036724790994601,0.009932308343948674,0.0022790912018088964,0.0018444656170096654,0.0020877671658531727,0.0033502348829862914,0.003121622199485965,0.0007776272783346591,0.000391485312133873,0.00043805276494455217,0.0008278263392809958,0.0007730104518196739,5.1699661869992855e-05,4.732350829249404e-05,0.00013358198209847762,4.952561030565467e-05,5.167141772517834e-05,7.956162589787357e-06,0.14499901332715137
22.3,0.008523427340094574,0.0027105383219124444,0.010331446624495597,0.009892123857230246,0.002256539541286751,0.0018443937917425116,0.0020864793604683054,0.0033179260598272583,0.003090630360744653,0.0007703803477634072,0.0003911433961671906,0.00043805239635602534,0.0008203750296181549,0.0007657889879994019,5.0849282878556077e-05,4.6537283659471195e-05,0.00013236220257432918,4.9451524961237e-05,5.166860004140915e-05,7.883881259258839e-06,0.14423100793403215
22.35,0.008513803639720017,0.0026862172936880724,0.010295697880759536,0.00985202920577014,0.002234149311173915,0.0018443074810002588,0.002085142380101167,0.0032859253236348068,0.0030599433047026484,0.0007631698793364903,0.0003908243735106059,0.0004380523246184838,0.0008129829959373,0.0007586281692534248,5.0013830306679704e-05,4.576497198385663e-05,0.00013114773280710539,4.93816117567e-05,5.1666426028891814e-05,7.811922400340941e-06,0.1434680835061328
22.400000000000002,0.0085041738132716,0.002662164500686929,0.010260002315945819,0.009812024980691598,0.0022119207700659624,0.0018442055217771187,0.0020837559376498923,0.0032542299857703447,0.003029558262352299,0.0007559964007250972,0.0003905272408640992,0.00043805197586870167,0.0008056499836310322,0.0007515276818949576,4.9193026862999084e-05,4.500631354611925e-05,0.00012993868544171352,4.93157116469882e-05,5.1664806150926916e-05,7.740240408141549e-06,0.14271019910220126
22.450000000000003,0.008494537932240951,0.0026383778363074243,0.01022436056020564,0.009772111763613926,0.0021898541430225584,0.0018440867908501581,0.002082319775009049,0.0032228373744568016,0.002999472483625488,0.000748860420759858,0.00039025101896361067,0.0004380507959604078,0.0007983757333714863,0.0007444872085937215,4.8386602857011694e-05,4.426105873480148e-05,0.00012873516956107847,4.9253669237708244e-05,5.166365372855187e-05,7.668809556810516e-06,0.14195731426757344
22.5,0.008484896068003244,0.002614855200641619,0.010188773236646362,0.009732290126696993,0.0021679496222026086,0.0018439502039843637,0.002080833662294382,0.003191744834833473,0.0029696832374172116,0.0007417624296968223,0.00038999475217962344,0.00043804825003217646,0.0007911599812982571,0.0007375064285518404,4.7594294474147424e-05,4.352896438385743e-05,0.0001275372907305076,4.91953327268315e-05,5.1662884879836845e-05,7.5976429850454775e-06,0.14120938903308078
22.55,0.008475248291816366,0.0025915945005955013,0.010153240961345124,0.009692560632686337,0.002146207367494887,0.0018437947151485551,0.002079297397081511,0.0031609497290059556,0.0029401878116045144,0.000734702899484655,0.00038975750811926077,0.0004380438220818184,0.0007840024592022094,0.0007305850176755838,4.6815841736221345e-05,4.280978936655494e-05,0.00012634515104248447,4.914055384661837e-05,5.166241846004785e-05,7.526789627156398e-06,0.14046638386277654
22.6,0.008465594674820113,0.0025685936500066025,0.01011776434336315,0.009652923834958903,0.0021246275071440295,0.0018436193157420958,0.002077710803658437,0.0031304494360913254,0.0029109835130609377,0.0007276822840328414,0.0003895383772319689,0.00043803701454724975,0.0007769028947052421,0.0007237226487430293,4.605098723875387e-05,4.210329187295635e-05,0.0001251588491618495,4.908918780578593e-05,5.1662176002670243e-05,7.456310726810417e-06,0.13972825957729285
22.650000000000002,0.008455935288035381,0.0025458505697589385,0.010082343984760682,0.009613380277569349,0.002103210138371716,0.0018434230338323465,0.002076073732291696,0.003100241352258634,0.002882067667666556,0.000720701019480684,0.0003893364724188533,0.00043802734789381105,0.0007698610114360583,0.0007169189915677012,4.529947630737731e-05,4.1409229796812956e-05,0.00012397848037133834,4.904109323198716e-05,5.166208166135713e-05,7.3862491128234295e-06,0.13899497729302063
22.700000000000003,0.008446270202363364,0.002523363187895329,0.010046980480612555,0.009573930495296938,0.002081955327992946,0.0018432049334028045,0.002074386058505999,0.003070322890764872,0.0028534376203137547,0.0007137595244668999,0.00038915092864573057,0.00043801436020800744,0.000762876529202009,0.0007101737131582599,4.456105841728875e-05,4.0727363904561654e-05,0.00012280413661746667,4.899613211470024e-05,5.1662062152880696e-05,7.316608424893813e-06,0.138266498408264
22.75,0.008436599488584754,0.002501129439727111,0.01001167441902442,0.009534575013692993,0.0020608631130272703,0.0018429641136118676,0.002072647682377209,0.003040691481986503,0.0028250907349088527,0.0007068582003996255,0.0003889809025599535,0.00043799760679763734,0.0007559491641570697,0.000703486477874303,4.3835489029754174e-05,4.005746194337546e-05,0.00012163590655675707,4.895416974862537e-05,5.166204670110721e-05,7.247353769262533e-06,0.13754278464135045
22.8,0.008426923217358951,0.0024791472679412657,0.00997642638114954,0.009495314349128871,0.0020399335013048573,0.0018426997080621633,0.002070858527838486,0.0030113445734466673,0.002797024394369675,0.0006999974317266426,0.0003888255721110623,0.0004379766597982751,0.000749078628966007,0.0006968569475783391,4.312253078422204e-05,3.939930137660762e-05,0.00012047387560230047,4.891507467765572e-05,5.166196698192586e-05,7.178433348997838e-06,0.13682379809723746
22.85,0.008417241459223282,0.0024574146227050054,0.00994123694120626,0.009456149008844507,0.002019166472067311,0.0018424108840803743,0.0020690185419994533,0.0029822796298382,0.0027692360006192174,0.0006931775862056582,0.0003886841361753107,0.0004379511077860701,0.000742264632964803,0.0006902847817840069,4.242195334957678e-05,3.8752669242693114e-05,0.00011931812597063483,4.8878718639441685e-05,5.166175706900034e-05,7.10980925017197e-06,0.1361095013242707
22.900000000000002,0.008407554284592212,0.0024359294617678144,0.009906106666495999,0.00941707949099743,0.001998561976563108,0.0018420968420074981,0.002067127694478214,0.002953494133042529,0.002741722974575472,0.0006863990151744608,0.00038855581418411174,0.0004379205553968232,0.000735506882317384,0.0006837696378005916,4.173353197646938e-05,3.811735921699069e-05,0.00011816873672890227,4.884497651052586e-05,5.1661353380223364e-05,7.041480791281101e-06,0.13539985732871637
22.950000000000003,0.008397861763756578,0.0024146897505609955,0.009871036117421877,0.00937810628471229,0.001978119938637575,0.0018417568144994676,0.002065185976746066,0.002924985582144592,0.002714482756137552,0.0006796620538207978,0.00038843984575644266,0.00043788462295129844,0.0007288050801687192,0.000677311170873909,4.105704548895189e-05,3.7493167446715797e-05,0.00011702578384223435,4.881372625200663e-05,5.1660694624835384e-05,6.973487927887198e-06,0.13469482953747244
23.0,0.008388163966882817,0.0023936934622947365,0.009836025847507899,0.009339229870130866,0.0019578402553173196,0.001841390065838064,0.002063193401484757,0.0028967514934438612,0.0026875128041682133,0.0006729670214518199,0.0003883354903352463,0.0004378429460867268,0.0007221589267943443,0.0006709090343236175,4.039227473941851e-05,3.687988934212215e-05,0.000115889340221306,4.878484885569935e-05,5.1659721751268324e-05,6.905892885313463e-06,0.13399438172673003
23.05,0.0083784609640122,0.002372938578052717,0.009801076403418681,0.009300450718462526,0.001937722797389011,0.0018409958912520492,0.002061150001956112,0.002868789400461577,0.0026608105964728633,0.0006663142217629425,0.00038824202682786113,0.00043779517539445606,0.0007155681197463619,0.00066456287967702,3.973900229366999e-05,3.627731894206335e-05,0.00011475947577000395,4.875822829079716e-05,5.165837789582897e-05,6.8387498075923295e-06,0.1332984779520909
23.1,0.00836875282506008,0.002352423086884303,0.009766188324979767,0.009261769292035163,0.0019177674099724673,0.0018405736162484408,0.0020590558313838842,0.0028410968539443137,0.0026343736297751905,0.0006597039431059898,0.00038815875325050894,0.00043774097606369964,0.0007090323539959824,0.000658272356799423,3.9097013455730984e-05,3.5685251088983963e-05,0.00011363625743316953,4.8733751451071936e-05,5.165660833230461e-05,6.772078517072462e-06,0.13260708251463207
23.150000000000002,0.008359039619815132,0.0023321449858943223,0.009731362145198454,0.009223186044346543,0.0018979739130879382,0.0018401225959538568,0.002056910962347666,0.0028136714218639407,0.0026081994196894775,0.0006531364587564792,0.00038808498637686584,0.00043768002753133493,0.0007025513220726511,0.0006520371140211093,3.8466098040620084e-05,3.510348518644869e-05,0.00011251974924438966,4.871130810267767e-05,5.1654360422470295e-05,6.705856113279101e-06,0.13192015997823753
23.200000000000003,0.008349321417938614,0.0023121022803304736,0.009696598390285157,0.00918470142011608,0.0018783421022175405,0.0018396422144658481,0.0020547154861886964,0.0027865106894141077,0.0025822855006897194,0.0006466120271799257,0.0003880200613907386,0.0004376120231377013,0.0006961247141998233,0.0006458567982609914,3.784605192927416e-05,3.453182853020264e-05,0.00011141001237382385,4.86907908326111e-05,5.165158356736357e-05,6.640030604102401e-06,0.13123767522672405
23.25,0.008339598288963624,0.0022922929836683816,0.009661897579675302,0.00914631585533702,0.00185887174886078,0.0018391318842141417,0.002052469512427416,0.002759612259003333,0.002556629426075639,0.0006401308922970411,0.00038796333154286517,0.0004375366697883447,0.0006897522184274414,0.000639731055147006,3.7236677568118976e-05,3.3970097481603066e-05,0.00011030710517605653,4.8672094997848635e-05,5.164822915914641e-05,6.574549369921104e-06,0.13055959352921853
23.3,0.00832987030229436,0.0022727151176943215,0.0096272602260517,0.009108029777329002,0.0018395626010840934,0.0018385910453317133,0.002050173168192602,0.0027329737502447874,0.0025312287679356816,0.0006336932837477106,0.000387914167811855,0.0004374536876216561,0.0006834335207611675,0.0006336595291333112,3.6637783126283915e-05,3.3418115891479455e-05,0.00010921108323795625,4.8655118675130874e-05,5.164425053343982e-05,6.509387872088247e-06,0.12988588057874445
23.35,0.008320137527205394,0.0022533667125856573,0.009592686835367464,0.009069843604791022,0.0018204143840643786,0.001838019165035607,0.0020478265976619347,0.0027065927999428874,0.0025060811171071077,0.0006272994171536437,0.0003878719585692823,0.0004373628096823484,0.0006771683052884337,0.0006276418636143502,3.6049180711412014e-05,3.287571158886246e-05,0.0001081219994265122,4.863976261133111e-05,5.1639602922177724e-05,6.444564080946751e-06,0.12921650248307487
23.400000000000002,0.00831040003284095,0.0022342458069889892,0.009558177906869367,0.009031757747854741,0.0018014268006264417,0.001837415737017417,0.002045429961513829,0.002680467062076755,0.0024811840831332416,0.0006209494943795851,0.00038783610924894145,0.0004372637816007169,0.0006709562543013579,0.0006216777010358353,3.547068451254827e-05,3.234271269920479e-05,0.00010703990393660286,4.86259301743418e-05,5.163424340720184e-05,6.380131380461235e-06,0.12855142571092879
23.450000000000003,0.008300657888214179,0.0022153504480960607,0.009523733933121708,0.008993772608138145,0.001782599531774335,0.00183678028084335,0.0020429834363903812,0.0026545942077806574,0.0024565352942179874,0.0006146437037929943,0.0003878060420202721,0.00043715636127762496,0.0006647970484165875,0.000615766683002717,3.490210975841239e-05,3.1818945591208686e-05,0.00010596484433864867,4.861352730444677e-05,5.162813087490482e-05,6.31615356376045e-06,0.12789061701866591
23.5,0.008290911162206451,0.0021966786917174417,0.009489355400030637,0.00895588857879954,0.0017639322372165445,0.0018361123413637784,0.002040487214371272,0.002628971925321507,0.002432132397177693,0.000608382220522096,0.0003877811954659583,0.0004370403185751581,0.0006586903666921259,0.0006099084503841928,3.4343272962272285e-05,3.130423540140361e-05,0.00010489686562610392,4.860246246620139e-05,5.16212259721524e-05,6.252674522163794e-06,0.12723404339215652
23.55,0.008281159923566645,0.0021782286023540034,0.009455042786868923,0.008918106044591869,0.0017454245558849843,0.0018354114881322012,0.002037941502458471,0.002603597920073496,0.0024079730573904395,0.0006021652067122117,0.00038776102426370344,0.0004369154350128867,0.0006526358867411926,0.0006041026434158121,3.3793993283135694e-05,3.079840879019514e-05,0.00010383601026275562,4.85926466008903e-05,5.161349106349039e-05,6.189697750228991e-06,0.12658167203062637
23.6,0.008271404240910447,0.0021599982532662376,0.009420796566301199,0.00888042538191735,0.0017270761064477882,0.0018346773148335224,0.0020353465220715864,0.0025784699144899793,0.0023840549587428603,0.0005959928117802938,0.0003877449988721801,0.00043678150346967813,0.0006466332848431817,0.0005983489017987382,3.325409428802287e-05,3.030129750489419e-05,0.00010278231822981509,4.858399307964548e-05,5.160489018937123e-05,6.127185657304426e-06,0.12593347037819347
23.650000000000002,0.008261644182719656,0.0021419857265414116,0.009386617204409616,0.008842846958882388,0.001708886487815849,0.0018339094387215592,0.0020327025085537134,0.0025535856480726456,0.002360375803574543,0.0005898651726675741,0.00038773260522115304,0.0004366383278909979,0.0006406822360517606,0.0005926468647962135,3.272340522101258e-05,2.9812740977514245e-05,0.00010173582707279759,4.857641765727891e-05,5.1595389024966486e-05,6.065078783538247e-06,0.12528940618551998
23.700000000000003,0.008251879817341488,0.002124189113158607,0.009352505160719934,0.008805371135352786,0.0016908552796431,0.0018331075000656916,0.0020300097106876135,0.0025289428773380925,0.0023369333126201162,0.0005837824140902594,0.00038772334440576885,0.0004364857230016379,0.0006347824143001697,0.0005869961713272907,3.2201761140393374e-05,2.933258669648905e-05,0.0001006965719481911,4.856983842682547e-05,5.158495483918049e-05,6.003325452182694e-06,0.12464944756998425
23.75,0.0082421112129879,0.0021066065130516615,0.00931846088822804,0.008767998263009214,0.0016729820428205155,0.0018322711616065616,0.002027268390222089,0.0025045393757818684,0.0023137252249490936,0.0005777446487881995,0.00038771673238500586,0.00043632351402381057,0.0006289334925037724,0.000581396460057879,3.168900183831663e-05,2.8860688195107612e-05,9.966458566990656e-05,4.856417577473398e-05,5.15735564537528e-05,5.941907623032296e-06,0.12401356304428665
23.8,0.008232338437734896,0.0020892360351700318,0.009284484833426847,0.00873072868540294,0.0016552663199638131,0.0018314001080207323,0.00202447882140839,0.0024803729338400545,0.0022907492979035394,0.0005717519777714608,0.00038771229968427513,0.0004361515364005468,0.0006231351426599028,0.00057584736948916,3.1184970041650404e-05,2.8396901633496302e-05,9.863989875548733e-05,4.8559352336616385e-05,5.1561164202713204e-05,5.880850695400838e-06,0.12338172149881788
23.85,0.008222561559521866,0.00207207579753762,0.00925057743633363,0.008693562738011813,0.001637707635894859,0.0018304940453942168,0.0020216412905465094,0.0024564413588484854,0.002268003307033661,0.0005658044905647487,0.00038770959110216095,0.00043596963552433376,0.0006173870359450671,0.0005703485380434293,3.0689509724474825e-05,2.794108258493035e-05,9.762253947204236e-05,4.855529295348205e-05,5.1547749892735235e-05,5.820212671062668e-06,0.12275389214487105
23.900000000000002,0.008212780646150912,0.0020551239273095684,0.009216739130517713,0.008656500748296464,0.001620305498116751,0.001829552700704782,0.0020187560955412143,0.0024327424749996515,0.0022454850460313625,0.0005599022654496122,0.00038770816542128806,0.00043577766647093073,0.0006116888428095379,0.0005648996041474119,3.0202465292376937e-05,2.7493084499757237e-05,9.661253388185611e-05,4.8551924628434835e-05,5.1533286764952424e-05,5.760057877412109e-06,0.12213004444397288
23.950000000000003,0.008202995765286183,0.002038378560827056,0.009182970343128554,0.008619543035756731,0.0016030593972825875,0.0018285758213129383,0.0020158235454676636,0.0024092741232973783,0.0022231923266618635,0.0005540453697043827,0.00038770759512330127,0.00043557549373829786,0.0006060402330693958,0.0005595002063131084,2.972368197914719e-05,2.7052759495698826e-05,9.560990588763276e-05,4.854917648386885e-05,5.1517749458507646e-05,5.700427725116566e-06,0.12151014805486972
24.0,0.008193206984453222,0.0020218378436701306,0.009149271494924201,0.0085826899119883,0.0015859688076579202,0.0018275631744615202,0.0020128439601464695,0.002386034161509348,0.0022011229786934377,0.0005482338598417935,0.0003877074661079403,0.0004353629909905748,0.0006004408759960626,0.0005541499832162235,2.9253007228490504e-05,2.6619961034172422e-05,9.461467727734282e-05,4.8546979719232064e-05,5.1501113975617024e-05,5.641322196032038e-06,0.12089417282111228
24.05,0.008183414371038311,0.0020054999307085783,0.009115643000300091,0.008545941680739525,0.0015690331875768846,0.0018265145467837674,0.0020098176697280518,0.002363020464117524,0.0021792748498253374,0.000542467781844231,0.0003877073774161928,0.00043514004080704474,0.0005948904404033704,0.000548848573772226,2.8790292382162596e-05,2.619454719085025e-05,9.362686776865747e-05,4.854526756942019e-05,5.148335764747825e-05,5.582700465023558e-06,0.12028208880292858
24.1,0.008173617992287826,0.0019893629861508877,0.009082085267318227,0.008509298637968454,0.001552251979892029,0.0018254297438198095,0.0020067450142861433,0.0023402309222665726,0.002157645805613992,0.0005367471713965792,0.00038770694095750514,0.000434906534436019,0.0005893885947322187,0.0005435956172100995,2.8335393871235732e-05,2.5776382992548217e-05,9.264649505297232e-05,4.8543975263821726e-05,5.146445910017706e-05,5.524500063498378e-06,0.11967386633668443
24.150000000000002,0.008163817915307594,0.001973425183591299,0.00904859869773667,0.00847276107190001,0.0015356246124178297,0.001824308589541465,0.002003626343420301,0.0023176634437103135,0.0021362337293975167,0.0005310720541166101,0.0003877057812410312,0.00043466237155357837,0.0005839350071328591,0.0005383907531438241,2.788817335006682e-05,2.5365340761840395e-05,9.167357483902782e-05,4.8543039985983524e-05,5.144439821996524e-05,5.466665653297369e-06,0.11906947609329108
