Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(4),J_5s1/2(1),J_total_Cd_relativistic
0.5,0.017089499128212088,0.06132929630637983,0.030588526092544848,0.031821684728118776,0.14244893102846715,0.0865867092554968,0.08910835438257068,0.05993727127498978,0.0605171235201793,0.29827523741002115,0.22389083565346674,0.23145681467546272,0.225001759563234,0.2288647354204699,0.22334690107823946,6.452706564047055
0.55,0.017088353385842962,0.06127965116460876,0.03058848242039448,0.03182163297501272,0.14170469744288594,0.08657999829218148,0.08910062565654467,0.05993722917277741,0.06051707879444426,0.2892710519036315,0.22313551260625092,0.23056696274325558,0.22441395884567314,0.22819497529421348,0.16108049286487344,6.29709044226634
0.6000000000000001,0.017087098646893797,0.06122532904467799,0.030588425155065675,0.03182156511567176,0.14089433686969077,0.08657123534395929,0.08909053660265406,0.0599371634922475,0.06051700902863934,0.27974669997619184,0.2221791136617023,0.22944332932579173,0.2236068248114762,0.22728112937292702,0.11590765240516196,6.170786290007451
0.65,0.01708573494454793,0.0611663438250893,0.03058835174217739,0.03182147812497138,0.14001910982147173,0.0865600527361452,0.08907766568588488,0.05993706481814762,0.060516904229323265,0.26977934380200874,0.22099859621190923,0.22806049413714105,0.22254549441606483,0.22608710946346308,0.0843014110448777,6.066390759142011
0.7000000000000001,0.01708426231486608,0.06110271056249487,0.030588259413238457,0.03182136872479171,0.1390803712632969,0.08654605828362065,0.08906156376869725,0.0599369212553181,0.060516751774012355,0.2594471886283142,0.2195731465358508,0.22639601292896328,0.22120026327504305,0.22458322078035972,0.06300543939651343,5.977119227933877
0.75,0.017082680796784308,0.06103444548459093,0.03058814518762863,0.031821233386503736,0.1380795670063515,0.0865288370357716,0.08904175621993987,0.05993671807602478,0.060516536038684614,0.24882847537245037,0.2178847234832084,0.2244310310502312,0.21954794770594116,0.22274745532138915,0.0492442212690444,5.897240885186666
0.8,0.017080990432111837,0.06096156598246773,0.030588005874729565,0.031821068333643135,0.1370182298838034,0.08650795311487657,0.08901774513348917,0.059936437362249656,0.06051623802042903,0.2380005234738847,0.21591850320648337,0.2221507637067575,0.21757264193681486,0.2205660816433104,0.04078362199667749,5.822207331804323
0.8500000000000001,0.017079191265528693,0.060884090602421524,0.03058783807620387,0.031820869544769065,0.13589797572393625,0.08648295163833934,0.0889890116444099,0.059936057647332064,0.060515834959951074,0.2270388395471423,0.2136632174923727,0.21954483631056418,0.2152659201314521,0.2180336214669675,0.03590370422248025,5.74859913681247
0.9,0.01707728334458319,0.06080203903723467,0.03058763818842007,0.03182063275650528,0.13472049913625436,0.08645336071481234,0.08895501833001648,0.059935553561361224,0.06051529996864805,0.2160163048086848,0.2111113826805856,0.21660748427350202,0.2126265812046618,0.2151523484683575,0.03332904625844996,5.67398207946427
0.9500000000000001,0.017075266719689258,0.06071543211693014,0.03058740240502139,0.03182035346676056,0.13348756912684379,0.08641869350397326,0.088915211682887,0.05993489548467867,0.06051460166491523,0.20500245151320182,0.20825942027540484,0.21333761694718656,0.20966005469688753,0.21193145666103724,0.032145526783860644,5.596732403959166
1.0,0.017073141444123606,0.06062429179900741,0.030587126719635947,0.0318200269381255,0.13220102455976415,0.08637845032950273,0.08886902464264194,0.05993404921375671,0.060513703824236764,0.1940628358362027,0.20510767399351135,0.20973875494685335,0.20637758524415545,0.20838603527705804,0.03171984219552682,5.51586497230445
1.05,0.017070907574022732,0.06052864115816675,0.030586806928725976,0.03181964820144228,0.13086276948165065,0.08633212083466234,0.08881587917315101,0.05993297564357948,0.06051256504745776,0.18325851187603232,0.2016603310391053,0.20581885369979064,0.20279529924838652,0.2045359640853174,0.03162942171376597,5.430880819874315
1.1,0.017068565168379755,0.060428504375529525,0.030586438634573502,0.03181921205954414,0.12947476832701899,0.08627918616979209,0.0887551888717702,0.05993163047046853,0.060511138451427034,0.17264560880428947,0.1979252577893765,0.20159002868042186,0.1989332370174102,0.20040481559078008,0.03160520184707266,5.341639974883767
1.1500000000000001,0.017066114289041114,0.060323906727362375,0.03058601724839976,0.03181871309116099,0.1280390410219905,0.08621912120103296,0.08868636159723871,0.05992996391906891,0.06050937138594939,0.16227501074047643,0.19391376178886152,0.19706819944738507,0.19481441187823026,0.19601882382676922,0.03148692396071506,5.248259564964407
1.2000000000000002,0.017063555000703088,0.06021487457331349,0.030585537993615602,0.031818145654987355,0.12655765800429067,0.08615139672963198,0.08860880210297796,0.059927920496947416,0.06050720518069399,0.15219213672103699,0.18964029300714577,0.19227267034768525,0.19046393768189587,0.19140595640758287,0.031189346644044946,5.151034472015201
