Q,J_1s1/2,J_2s1/2,J_2p1/2,J_2p3/2,J_3s1/2,J_3p1/2,J_3p3/2,J_3d3/2,J_3d5/2,J_4s1/2,J_4p1/2,J_4p3/2,J_4d3/2,J_4d5/2,J_4f5/2,J_4f7/2,J_5s1/2,J_5p1/2,J_5p3/2,J_5d3/2,J_5d5/2,J_5f5/2,J_5f7/2,J_6s1/2,J_6p1/2,J_6p3/2,J_7s1/2,J_total_No_relativistic
53.35,0.0037720288269840045,0.0005664957259127795,0.0031794230167240933,0.002115273851046103,0.00023950528548368876,0.0008328776290310127,0.0007488626214878261,0.00030642459750684605,0.00022741261363520683,9.06478901579666e-05,0.000225381849360543,0.0002224468589130884,0.00011091465299666346,8.349926480613109e-05,4.664450284868655e-06,3.694768047155762e-06,2.7796496195366573e-05,5.978749670780377e-05,5.941176020886521e-05,2.687984636632388e-05,1.998446904394938e-05,6.802773411983825e-07,5.084031027716901e-07,5.576103831047512e-06,9.626426375105663e-06,7.739852707358872e-06,2.834093811643773e-07,0.03446174829708899
53.400000000000006,0.003768892750283694,0.0005658212906767851,0.003172397021342666,0.0021086635653725892,0.0002382813941479012,0.0008317161404858006,0.0007468009511336299,0.00030475825444033883,0.00022608750175590107,9.01035330194968e-05,0.00022515297591369244,0.0002218757025534021,0.00011031280667661695,8.301201923772288e-05,4.626972169857215e-06,3.664118983273333e-06,2.7622621695704643e-05,5.9733852495866304e-05,5.926280796641911e-05,2.6734143049591773e-05,1.986785620726254e-05,6.7481498015154e-07,5.04188688632518e-07,5.540895991266413e-06,9.618105397294589e-06,7.720640271200988e-06,2.8158272643351824e-07,0.03437380126168898
53.45,0.0037657577515941005,0.0005651545968905076,0.0031653850330015704,0.002102073281412696,0.0002370673140483087,0.0008305530650270215,0.0007447430547038327,0.0003031016058173987,0.0002247705891968979,8.956331113358924e-05,0.000224923140724701,0.0002213052009012162,0.00010971441356499353,8.252776742991321e-05,4.589818675303866e-06,3.633742611202e-06,2.7450049594391158e-05,5.9679915778324486e-05,5.911399055673226e-05,2.6589271972620934e-05,1.9751958178177875e-05,6.69394821768794e-07,5.000073045391804e-07,5.505945903948176e-06,9.609723971126639e-06,7.701415619929465e-06,2.797694762223425e-07,0.0342861553416236
53.5,0.0037626238352767185,0.0005644955795234696,0.0031583870387367793,0.002095502949496127,0.00023586298251012956,0.0008293884268333867,0.0007426889434012573,0.00030145459262007323,0.00022346182300947697,8.902719959629983e-05,0.00022469235112535988,0.00022073536105745255,0.00010911945337794856,8.204649048232043e-05,4.552986793805284e-06,3.603636345494259e-06,2.7278772196628386e-05,5.9625688410608506e-05,5.896531018457161e-05,2.644522819013651e-05,1.9636770308525974e-05,6.640160451118168e-07,4.958581554681888e-07,5.4712547435575606e-06,9.601281525967279e-06,7.682176977078803e-06,2.779704232842782e-07,0.0341988092988661
53.550000000000004,0.003759491005679712,0.0005638441739319767,0.003151403025490007,0.00208895251998101,0.00023466833714299502,0.0008282222499871141,0.0007406386282297244,0.0002998171561970216,0.0002221611505946586,8.849517359933849e-05,0.00022446061445213945,0.0002201661900414189,0.00010852790594765118,8.156816961281323e-05,4.516473547568611e-06,3.5737976266817434e-06,2.7108781835059962e-05,5.957117225432147e-05,5.8816769029821886e-05,2.6302006786104525e-05,1.9522287979925185e-05,6.586780772446748e-07,4.917407151056907e-07,5.436823763320434e-06,9.592777966349508e-06,7.662923713399927e-06,2.7618562412333964e-07,0.03411176190876508
53.6,0.0037563592671379263,0.0005632003158574834,0.003144432980109531,0.002082421943254755,0.00023348331584072327,0.0008270545584734258,0.0007385921199955368,0.00029818923826127565,0.0002208685197009081,8.796720843031755e-05,0.00022422793804544773,0.00021959769479128367,0.00010793975122171035,8.10927861568302e-05,4.480275988103462e-06,3.5442239210000052e-06,2.694007086989455e-05,5.951636917696902e-05,5.866836924774328e-05,2.615960287786242e-05,1.9408506609891832e-05,6.533806150739088e-07,4.876547435770849e-07,5.402654190733543e-06,9.584213691370985e-06,7.643656382594862e-06,2.744147470915386e-07,0.03402501196101433
53.650000000000006,0.0037532286239728937,0.0005625639414249611,0.0031374768893509975,0.002075911169734897,0.00023230785678107709,0.0008258853761800604,0.0007365494293089564,0.00029657078088801133,0.00021958387842185219,8.744327947298861e-05,0.0002239943292489009,0.00021902988216455045,0.00010735496926260135,8.062032156670146e-05,4.44439119591724e-06,3.5149127201163078e-06,2.677263168902419e-05,5.94612810516955e-05,5.852011296928579e-05,2.60180116200545e-05,1.9295421657700303e-05,6.481236222944587e-07,4.836002697811049e-07,5.3687471245606725e-06,9.575589595584324e-06,7.624376709964063e-06,2.72657507751623e-07,0.03393855826014027
53.7,0.0037500990804928487,0.0005619349871412687,0.0031305347398782398,0.002069420149869942,0.00023114189842550936,0.000824714726896802,0.0007345105665856797,0.0002949617265123357,0.00021830717519401256,8.692336220746977e-05,0.00022375979540860665,0.00021846275893853384,0.00010677354024709489,8.015075741097406e-05,4.4088162802138655e-06,3.4858615408605044e-06,2.6606456708137846e-05,5.940590975702663e-05,5.837200230145523e-05,2.5877228208219564e-05,1.91830286297676e-05,6.429073015219385e-07,4.79577560268968e-07,5.335103437195808e-06,9.56690705114162e-06,7.605087534138913e-06,2.709140605259682e-07,0.03385239962542712
53.75,0.003746970640992735,0.0005613133898935258,0.003123606518264076,0.0020629488341401946,0.00022998537951889175,0.0008235426343150227,0.0007324755420483032,0.00029336201792708297,0.00021703835879455076,8.64074322104613e-05,0.0002235243438724588,0.00021789633181083448,0.00010619544446568634,7.968407537373926e-05,4.3735483785957205e-06,3.457067924958834e-06,2.6441538370829454e-05,5.9350257176617824e-05,5.822403932772265e-05,2.5737247881888604e-05,1.907132308435244e-05,6.377320461908233e-07,4.7558707657511194e-07,5.301723686033468e-06,9.558167871693972e-06,7.585792704815477e-06,2.691852446359734e-07,0.03376653489013694
53.800000000000004,0.0037438433097542177,0.0005606990869474877,0.003116692210991116,0.002056497173058581,0.00022883823908923084,0.0008223691220272409,0.0007304443657277872,0.00029177159828062553,0.00021577737833902878,8.589546515545162e-05,0.00022328798198944445,0.00021733060739981505,0.0001056206623220271,7.922025725396327e-05,4.338584656768889e-06,3.42852943877071e-06,2.6277869148701008e-05,5.9294325199007844e-05,5.8076226108468304e-05,2.5598065927068774e-05,1.8960300635384288e-05,6.32598380216394e-07,4.7162940615879635e-07,5.268608037107414e-06,9.549374259282544e-06,7.566496941867197e-06,2.674726020447734e-07,0.03368096289981722
53.85,0.003740717091045694,0.000560092015945924,0.0031097918044525634,0.0020500651171714694,0.00022770041644737046,0.0008211942135266945,0.0007284170474649132,0.00029019041107469675,0.00021452418327918367,8.538743681291308e-05,0.00022305071710896257,0.00021676559224507633,0.00010504917433235749,7.875928496482074e-05,4.303922308251616e-06,3.4002436730284175e-06,2.6115441541460583e-05,5.923811571737705e-05,5.792856468144911e-05,2.545967767801079e-05,1.8849956955268166e-05,6.275068960279184e-07,4.677051662465381e-07,5.235756203758329e-06,9.540528736152331e-06,7.547205663036792e-06,2.6577812320595893e-07,0.033595682509703705
53.900000000000006,0.003737591989122302,0.0005594921149069985,0.0031029052849530035,0.002043652617059471,0.00022657185118667863,0.000820017932206926,0.0007263935969117336,0.0002886184001622241,0.0002132787234007142,8.488332305048691e-05,0.00022281255658015408,0.00021620129280793262,0.00010448096112494007,7.830114053303056e-05,4.269558554085886e-06,3.372208242579652e-06,2.5954248077015123e-05,5.918163062930949e-05,5.778105706227731e-05,2.5322078518182637e-05,1.874028777654821e-05,6.224582022248479e-07,4.638149152305909e-07,5.203167402492183e-06,9.531634064038352e-06,7.527924788394736e-06,2.641037644093296e-07,0.033510692581690364
53.95,0.003734468008225934,0.0005588993222226527,0.003096032638709204,0.002037259623338248,0.00022545248318272352,0.0008188403013613861,0.0007243740235330198,0.0002870555097451777,0.000212040948821084,8.43830998331593e-05,0.00022257350775124374,0.0002156377154718883,0.00010391600343949583,7.78458060981954e-05,4.235490642552217e-06,3.3444207861329595e-06,2.5794281311558748e-05,5.912487183655837e-05,5.7633705244898195e-05,2.5185263880401803e-05,1.8631288892354746e-05,6.17452888618114e-07,4.5995911626753246e-07,5.170840327520264e-06,9.522693153986524e-06,7.508660529921805e-06,2.6245089162025277e-07,0.033425991981623354
54.0,0.003731345152585245,0.0005583135766569911,0.0030891738518508956,0.002030886086659296,0.00022434225259293373,0.0008176613441830464,0.0007223583366077001,0.0002855016843724278,0.00021081080998733564,8.38867432234267e-05,0.000222333577968893,0.00021507486654311327,0.00010335428212664041,7.739326391214303e-05,4.201715848887479e-06,3.316878966005929e-06,2.5635533829656113e-05,5.9067841244813944e-05,5.7486511202053234e-05,2.504922924610758e-05,1.8522956155603044e-05,6.124915092331917e-07,4.56138162160967e-07,5.138773144757155e-06,9.513708970153848e-06,7.48941917414312e-06,2.608198609625474e-07,0.03334157957745401
54.050000000000004,0.0037282234264156638,0.0005577348173446695,0.003082328910421561,0.002024531957710735,0.0002232410998562471,0.0008164810837640297,0.0007203465452302954,0.0002839568689376163,0.0002095882576739204,8.339422938145205e-05,0.00022209277457756419,0.00021451275225091895,0.00010279577814732283,7.694349633827132e-05,4.168231475005821e-06,3.2895804678762e-06,2.54779982443216e-05,5.9010540763473394e-05,5.73394768857164e-05,2.49139701437875e-05,1.8415285476958373e-05,6.075745766012136e-07,4.5235242622690335e-07,5.106963505324467e-06,9.504684431269202e-06,7.470206865042174e-06,2.5920989145896113e-07,0.033257454238277175
54.1,0.0037251028339194067,0.0005571629837892868,0.0030754978003792186,0.002018197187218084,0.00022214896569274685,0.000815299543095252,0.0007183386583123489,0.0002824210086770408,0.00020837324298054126,8.290553456521164e-05,0.00022185110491889588,0.00021395137874823428,0.00010224047257226552,7.649648585089591e-05,4.135034849222635e-06,3.262523000535219e-06,2.5321667197094404e-05,5.8952972305411986e-05,5.7192604227491436e-05,2.477948214660212e-05,1.8308272821626406e-05,6.027025570232301e-07,4.4860229242559656e-07,5.07540857789329e-06,9.495622313517854e-06,7.45102939383741e-06,2.5761925235114004e-07,0.033173614833895734
54.150000000000006,0.0037219833792854844,0.0005565980158617777,0.0030686805075971933,0.0020118817259450264,0.00022106579110328347,0.0008141167450660783,0.0007163346845838469,0.00028089404916754787,0.000207165717330008,8.242063513063182e-05,0.0002216085763310887,0.0002133907521120807,0.00010168834658140524,7.605221503460022e-05,4.102123325981457e-06,3.2357042956446673e-06,2.5166533358109637e-05,5.8895137786754924e-05,5.704589513895882e-05,2.4645760869282017e-05,1.820191420507126e-05,5.978758579739056e-07,4.448881430389735e-07,5.044105098524049e-06,9.486525158539018e-06,7.431892001815166e-06,2.560456652577396e-07,0.03309006023451657
54.2,0.003718865066689717,0.0005560398537988098,0.0030618770178648994,0.002005585524694175,0.00021999151736908646,0.0008129327124639918,0.0007143346325946385,0.0002793759363244419,0.00020596563246610795,8.19395075317175e-05,0.00022136519614830263,0.00021283087834404797,0.00010113938146333661,7.561066658358914e-05,4.069494285583902e-06,3.2091221074956313e-06,2.5012589426166252e-05,5.8837039126649626e-05,5.689935151196368e-05,2.451280196439828e-05,1.8096205687803318e-05,5.93094803822167e-07,4.412103179834074e-07,5.013049436051971e-06,9.477395190002173e-06,7.412799202304969e-06,2.5448677686159355e-07,0.03300678931040701
54.25,0.003715747900294742,0.000555488438201183,0.003055087316888604,0.001999308534307822,0.00021892608605136188,0.0008117474679742755,0.0007123385107158455,0.0002778666163994026,0.00020477294045148796,8.146212832067066e-05,0.00022112097170006408,0.00021227176337076874,0.0001005935586147561,7.517182330104481e-05,4.037145133922458e-06,3.182774212770369e-06,2.4859828128791555e-05,5.877867824703794e-05,5.6752975218836534e-05,2.4380601118130357e-05,1.7991143369412606e-05,5.883596010921142e-07,4.3756907385167023e-07,4.982237670538666e-06,9.468234241866846e-06,7.393754627904924e-06,2.5294058282169007e-07,0.03292380093153252
