Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(6),J_4f5/2(6),J_4f7/2(8),J_5s1/2(2),J_5p1/2(2),J_5p3/2(4),J_5d3/2(4),J_5d5/2(6),J_5f5/2(6),J_5f7/2(4),J_6s1/2(2),J_6p1/2(2),J_6p3/2(4),J_7s1/2(2),J_total_Cf_relativistic
0.5,0.006651672829371863,0.024247853793118734,0.011520434666920017,0.014172693366565164,0.05314476399554114,0.030879177134348818,0.03512434085016006,0.02244976902547129,0.023341147638786416,0.10271202244031268,0.06511052765094853,0.07324633593824717,0.053601383925895356,0.05535563410354546,0.042200974375052734,0.04286312937927448,0.1940199442695514,0.13453384594073634,0.1526918948919312,0.1257577936998679,0.13058586321499244,0.16530871709124761,0.1774086138865897,0.3619139464515435,0.33296845958958365,0.3930995041051039,0.07977301979187655,9.828819709442978
0.55,0.006651591771088323,0.02424467381727733,0.01152043423084926,0.014172692454750228,0.05310594868235878,0.03087913694015675,0.0351242646852497,0.02244976899248563,0.023341147597229023,0.10239167782152371,0.06510876654632147,0.07324316275162136,0.053601372047275116,0.055355619345744234,0.042200974307336526,0.042863129302158756,0.19158981413076254,0.1344675693071158,0.1525681046689357,0.12575310073291696,0.13057972025183268,0.16498245652384846,0.17628666531747564,0.339176013704073,0.32782663129601247,0.3813300210453758,0.059055008455401126,9.671815686763441
0.6000000000000001,0.0066515029946654855,0.024241191522321067,0.011520433668385182,0.014172691258361493,0.053063470979850876,0.0308790842255773,0.03512416481198414,0.022449768940733576,0.023341147532030617,0.10204202710604104,0.06510646157564283,0.07323901251274949,0.05360135346170441,0.055355596260396975,0.04220097418098426,0.04286312915829072,0.1889651347141434,0.13438159433762414,0.1524080819013482,0.1257458834464249,0.13057029071348641,0.16456190293749057,0.17505667174497977,0.31605136709180487,0.3215987745320483,0.36765159996677854,0.05020552533421197,9.526294551357548
0.65,0.006651406500566179,0.024237407054243203,0.011520432956409775,0.014172689723552255,0.05301734020972009,0.030879016633362198,0.03512403677500545,0.0224497688625012,0.023341147433475515,0.10166339338993986,0.06510351265021208,0.07323370682931654,0.05360132545041745,0.055355561475565696,0.04220097395714391,0.04286312890346425,0.18615535446175932,0.13427266231744506,0.15220609833011028,0.12573520749125017,0.13055637056750286,0.16404196674140806,0.173732391774697,0.2928663675195128,0.31426811032018426,0.3522319553240185,0.04727473267037755,9.38164934788923
0.7000000000000001,0.006651302289293453,0.024233320571682454,0.011520432069806222,0.014172687791828594,0.05296756648916393,0.03087893160709072,0.03512387574549492,0.0224497687479135,0.023341147289127402,0.10125612572637624,0.06509981204794342,0.07322705421303502,0.05360128455505122,0.05535551070420837,0.04220097357773648,0.042863128471616316,0.18317048845947936,0.13413739138653422,0.1519563033149858,0.1257199321161393,0.1305364965358806,0.16341968854017855,0.1723232949665452,0.2699234201823932,0.30585160631434477,0.33530401791883435,0.04670343888133803,9.232328477185924
0.75,0.006651190361390574,0.024228932245910613,0.011520430981461771,0.014172685400058135,0.05291416072712686,0.030878826392609773,0.03512367652462909,0.0224497685845681,0.02334114708336877,0.10082059860450199,0.06509524467221457,0.0732188506591569,0.05360122646198022,0.05535543860203135,0.04220097295867014,0.04286312776712589,0.18002106117103064,0.13397231090448888,0.15165280023078762,0.12569869650802484,0.1305089317631707,0.16269369313820714,0.17083560258281283,0.24749552553625706,0.29639823738893,0.3171477004506001,0.04657151655737384,9.076246224106761
0.8,0.006651070717441019,0.02422424226081919,0.011520429662270817,0.014172682480479497,0.05285713462026218,0.030878698039584672,0.0351234335472986,0.022449768357142165,0.023341146796906832,0.10035721139199123,0.0650896883280344,0.07320888026275835,0.05360114588129439,0.05535533861908223,0.042200971981504624,0.042863126655360934,0.17671804700542554,0.133773896487637,0.15128972276809724,0.1256699103979765,0.13047165749939743,0.16186374053409594,0.16927327832060202,0.22582225155843297,0.2859857228336487,0.298071129014265,0.045986022731059305,8.91347078122168
0.8500000000000001,0.006650943358068469,0.024219250812905053,0.011520428081138212,0.014172678960712434,0.052796500648605894,0.03087854340315958,0.03512314088608678,0.022449768046973042,0.02334114640624668,0.09986638774235344,0.06508301401478361,0.07319691586971507,0.05360103642123763,0.05535520284614903,0.04220097048339576,0.042863124951283596,0.1732728091860578,0.13353860533876222,0.15086131010034545,0.12563174941766475,0.13042237133654327,0.1609303939968192,0.16763882704545763,0.20510712337170903,0.2747161383018298,0.2783929834890222,0.044646011725616726,8.745270662944032
0.9,0.006650808283936801,0.024213958111255113,0.01152042620498281,0.01417267476376867,0.05273227207096486,0.03087835914572651,0.0351227922555046,0.02244976763161327,0.02334114588313244,0.09934857496827718,0.0650750862347413,0.07318271976017825,0.0536008904589565,0.05535502185707084,0.04220096824515752,0.04286312240593366,0.1696970373948531,0.13326291149398464,0.15036197992365094,0.125582155539,0.1303584923116557,0.15989479279291732,0.16593388891224933,0.18551636407373118,0.2627108131174315,0.25842708378375906,0.04255996353379292,8.57347646716915
0.9500000000000001,0.006650665495750082,0.024208364377530003,0.011520423998741232,0.014172669808063408,0.05266446292002178,0.03087814173880172,0.035122381016478486,0.02244976708436059,0.023341145193957365,0.09880424338231525,0.06506576331657017,0.07316604436226276,0.053600699008435,0.05535478454809644,0.04220096497729036,0.04286311869062339,0.16600268466513926,0.13294334062020485,0.14978639843569236,0.1255188427712714,0.1302771729609226,0.1587585060602962,0.1641596612323983,0.16717887046916122,0.25010490092294135,0.23846987074259382,0.039875374198272875,8.400080202025489
1.0,0.006650514994252557,0.024202469845946806,0.011520421425371853,0.014172664007427544,0.05259308799715963,0.030877887465008278,0.0351219001810873,0.022449766373763603,0.02334114429914365,0.09823388560628436,0.06505489775289715,0.07314663299357023,0.05360045158651236,0.05535447797545176,0.04220096030383843,0.042863113378693994,0.1622019039924917,0.13257650400992582,0.1491295463933907,0.1254393081316022,0.13017531818635053,0.15752344409703897,0.1623171886206208,0.15018727047601432,0.23704196377504952,0.21879101541666207,0.03678318050573859,8.226998846711322
