Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(1),J_5s1/2(1),J_total_Ru_relativistic
1.75,0.03749318501488005,0.12877127245205836,0.06789966561343008,0.14034737063967845,0.2253335115942434,0.19016373686804178,0.38867325027826244,0.2746765851658016,0.4154254448434749,0.10327928522014566,0.23061056419568646,0.4448713180563209,0.42925699966229824,0.31497176790992576,0.011576132975790724,3.4033500904900387
1.8,0.037482944563599484,0.1283426025040378,0.06789427508293357,0.14033497037901824,0.22044382867408877,0.189462681530316,0.38711436519844244,0.27454151867296356,0.41521311414682205,0.09533647341030918,0.21643492358733965,0.415937232150825,0.4041157921331861,0.29617500921323503,0.010309271190077308,3.2991390024371943
1.85,0.03747241966442332,0.1279035078375731,0.06788843476828506,0.14032153757157392,0.21553619306720348,0.18871608325540745,0.38545578348785103,0.27439042269002756,0.4149756686649918,0.08838564145857977,0.20272908750996327,0.38810841036604465,0.38007561651864313,0.27823373318830774,0.009160935466588,3.199353475515463
1.9000000000000001,0.037461610649886415,0.12745411864462258,0.06788212190251781,0.14030702024964822,0.21061744993710005,0.18792316723931834,0.38369601216890625,0.27422212425020204,0.414711285073456,0.08235082797550075,0.18952942642756873,0.3614484917358539,0.35712659291054827,0.2611363108459127,0.008127450237621722,3.1039940102486643
1.9500000000000002,0.03745051786134896,0.12699456771553683,0.06787531336397275,0.14029136566886954,0.2056942931462437,0.18708326957323163,0.3818338143782535,0.2740354349826574,0.41441811821431473,0.07715572190685888,0.17686526208711376,0.33600586975778696,0.33525396422163056,0.24486784152054752,0.007203731612431532,3.013029086010798
2.0,0.03743914164897367,0.12652499036752615,0.06786798569569147,0.14027452035454516,0.20077325200825963,0.1861958396700978,0.3798682137643785,0.2738291562872443,0.4140943092838467,0.07272465124084022,0.16475921649323805,0.3118146869444405,0.31443884653498977,0.22941069151704196,0.006383696645599403,2.9263991984567133
2.0500000000000003,0.03742748237170231,0.12604552437209954,0.06786011512502507,0.1402564301484924,0.19586067898141934,0.18526044210759643,0.37779849751485295,0.2736020846234102,0.4137379941808853,0.06898343258808082,0.15322762213176527,0.2888959280137811,0.2946588948934181,0.21474496907481933,0.005660599348488613,2.844020695475837
2.1,0.037415540397231724,0.12555630988153477,0.06785167758343873,0.14023704025629813,0.19096273832185243,0.18427675789486928,0.3756242180387709,0.27335301686875585,0.41334731194520624,0.06586008686014284,0.14228097649064003,0.2672585751676381,0.27588889424800783,0.200848943500198,0.0050273033490155815,2.765789390803601
2.15,0.037403316101989194,0.12505748935443992,0.06784264872649196,0.14021629529495652,0.18608539570954574,0.183244585173777,0.3733451933377666,0.2730807557033504,0.4129204132164317,0.06328542816008192,0.1319244258217177,0.24690079394532533,0.25810128396146276,0.18769941514742777,0.004476500385930528,2.6915839400406947
2.2,0.03739080987110734,0.1245492074804671,0.06783300395397444,0.14019413934083497,0.1812344088549584,0.18216383936856165,0.3709615061062266,0.27278411497707905,0.41245546864602134,0.06119353439429228,0.12215826501958535,0.2278111230327358,0.24126662313244066,0.17527204197747584,0.0040008829156662805,2.6212689690714273
