Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(6),J_4f5/2(6),J_4f7/2(8),J_5s1/2(2),J_5p1/2(2),J_5p3/2(4),J_5d3/2(4),J_5d5/2(6),J_5f5/2(6),J_5f7/2(1),J_6s1/2(2),J_6p1/2(2),J_6p3/2(4),J_6d3/2(1),J_7s1/2(2),J_total_Cm_relativistic
0.5,0.0068956405080637445,0.025042507336817652,0.011936568344146742,0.014515284524806505,0.05482769506165934,0.03190462954715567,0.036047067505458455,0.023058032620729908,0.02393418756323112,0.10631696643141898,0.06750861393821132,0.07556279302317433,0.05540729292884297,0.05716280037271778,0.0438096054445678,0.044477231582021645,0.2017722830742287,0.1407245467257908,0.15864558983885002,0.1312274739723892,0.13599396996729707,0.1677853244207893,0.17476157923368302,0.36447193820146395,0.3389037948090398,0.3912332468109665,0.445320316223373,0.09931828559997233,9.990049138781657
0.55,0.006895551499941161,0.02503901406117277,0.011936567842019326,0.014515283499614694,0.0547850736960374,0.03190458233014321,0.0360469809359455,0.023058032580878143,0.023934187513491002,0.10596182994839086,0.06750650809145013,0.0755590966620536,0.055407277853136226,0.05716278177043044,0.043809605344620216,0.04447723146855147,0.19903484502677488,0.14064274644304753,0.15849806638247638,0.13122132746048343,0.1359860621667421,0.16765958625474967,0.1745368019509349,0.34042056125408077,0.3333732314450845,0.37993350786493396,0.396723933608516,0.0736379900997355,9.777627222041907
0.6000000000000001,0.006895454016819154,0.02503518871777883,0.01193656719224579,0.014515282154475102,0.05473843324809229,0.03190452040768974,0.036046867424141656,0.023058032518356197,0.023934187435458314,0.10557429968034471,0.0675037524755777,0.0755542632230593,0.055407254271613395,0.05716275267924823,0.04380960515822894,0.044477231256978146,0.19608168496180603,0.14053674321002138,0.15830757077794733,0.13121188920734453,0.13597394178021097,0.16747572641053052,0.17422331268782196,0.3160511366737653,0.3266800568231319,0.3667216736236652,0.3518458590143554,0.06160155363500576,9.584394417427033
0.65,0.006895348059233466,0.02503103147699525,0.011936566367634238,0.014515280428852775,0.054687784609640036,0.03190444101241055,0.036046721909306155,0.023058032423847453,0.023934187317508283,0.10515475894860278,0.06750022778701766,0.07554808561669647,0.0554072187409827,0.05716270885803221,0.04380960482822209,0.04447723088245587,0.19292426219384784,0.14040258545674922,0.15806740772143485,0.13119795104812856,0.13595607839449098,0.16722096968064465,0.1738075817079636,0.2917189440791189,0.3188095361641981,0.35173882799747613,0.3111569770212688,0.0569994314763989,9.399531639072864
0.7000000000000001,0.006895233627766399,0.0250265425239339,0.011936565338642577,0.014515278256990184,0.05463313960084815,0.031904341143545914,0.03604653890734095,0.023058032285426387,0.023934187144762396,0.10470362168464784,0.06749580572235386,0.07554034173836766,0.05540716688396372,0.05716264491809543,0.04380960426922219,0.0444772302481783,0.18957469696398943,0.14023619112709712,0.1577707745189829,0.131178043522791,0.135930619075815,0.16688326724328317,0.17327826761303908,0.2677504597179817,0.30978395952667354,0.33519439235040444,0.2746880456615952,0.05580878763707491,9.216447054253308
0.75,0.006895110723046806,0.025021722058443753,0.011936564073382094,0.01451527556791754,0.05457451096557689,0.031904217568762744,0.036046312514924156,0.023058032088116895,0.023934186898538264,0.10422133176801439,0.06749034930995391,0.07553079518403594,0.05540709324441847,0.057162554146473296,0.04380960335774902,0.04447722921418421,0.18604569579354796,0.14003339270653348,0.15741085602473892,0.13115042097467092,0.13589537353915834,0.16645175177665816,0.172626360857254,0.24443740989098106,0.299660681353375,0.31735003300527365,0.24222522062216317,0.055652118111770725,9.031811716567516
0.8,0.006894979345750081,0.025016570295094357,0.011936562537621312,0.01451527228546392,0.05451191236636039,0.03190406682609435,0.03604603641395692,0.023058031813418468,0.023934186555759657,0.1037083623184476,0.06748371326343677,0.07551919601048758,0.055406991136174116,0.05716242832192296,0.043809601920092076,0.044477227583651045,0.1823504742905561,0.13978998286488015,0.15698091883767304,0.1311130526292496,0.13584780749012165,0.16591702550833903,0.1718451289419986,0.22203250337055772,0.2885284624967941,0.29850217172620697,0.2134392574140931,0.05527782888800892,8.844566026940438
0.8500000000000001,0.006894839496598156,0.02501108746315806,0.011936560694790124,0.014515268328269203,0.054445358379030785,0.031903885226016955,0.03604570387631986,0.02305803143880094,0.02393418608832766,0.10316521494392918,0.06747574435595807,0.07550528153745813,0.055406852486636814,0.05716225752507207,0.0438095997177195,0.044477225086417854,0.17850267806253306,0.13950176018107655,0.15647440340025956,0.13106362021776408,0.13578504473181796,0.1652713067186652,0.1709299488565961,0.200746824415546,0.27650255180654076,0.27896473301179786,0.18796295049845424,0.05414578050734672,8.655085216990281
0.9,0.006894691176359487,0.02500527380659103,0.011936558505984218,0.014515263609796818,0.054374864486988306,0.0319036688536615,0.03604530776893482,0.023058030937168544,0.023934185462453978,0.10259241894626288,0.06746628181423012,0.07548877718874898,0.055406667676335807,0.057162029944184733,0.043809596430005336,0.044477221359497596,0.17451630239229302,0.13916457442740024,0.15588501271444352,0.1309995224883097,0.13570387831188715,0.16450846874222053,0.16987808934326293,0.18074879472592764,0.2637189627505667,0.2590533774374816,0.16543356693564315,0.052130359944614874,8.464551723446036
0.9500000000000001,0.006894534385849047,0.024999129584013093,0.011936555929969781,0.01451525803834731,0.054300447075120654,0.03190341357115913,0.036044840559127524,0.02305803027629414,0.02393418463795743,0.10199053048599985,0.06745515773114093,0.0754693973693368,0.05540642537556892,0.05716173167804992,0.04380959163407656,0.04447721592436191,0.17040561132970825,0.13877437090810738,0.15520679648276917,0.1309178867203986,0.13560079066894754,0.1636240043619541,0.16868848261500535,0.1621645544513518,0.250328379418136,0.2390720550053223,0.14551361235296356,0.0493236004567613,8.27451697021207
1.0,0.006894369125928318,0.024992655068686302,0.01193655292318848,0.014515251517072692,0.054222123423375256,0.031903115020118784,0.03604429432028652,0.023058029418224428,0.02393418356752479,0.10136013170856692,0.06744219749578853,0.07544684637536693,0.05540611237934448,0.05716134653752385,0.04380958478160572,0.04447720816081053,0.16618505684162235,0.13832723337158717,0.15443422959309303,0.1308155871365137,0.1354719824362749,0.16261494278607053,0.16736150723999604,0.1450795704005075,0.23649007595820476,0.21930232439956932,0.1278990678947702,0.045912985679584975,8.086613315667453
1.05,0.0068941953975052775,0.02498585054849237,0.01193654943976272,0.014515243943991622,0.054139911699987955,0.03190276862423504,0.03604366073781325,0.02305802831865706,0.023934182195937126,0.10070182983353788,0.06742722023970216,0.07542081933382465,0.05540571344183077,0.057160855847273415,0.043809575172403706,0.04447719727727087,0.1618691986448329,0.13781942504526815,0.1535622839908404,0.13068926989409166,0.1353134092844929,0.16147973952916975,0.1658987918156604,0.1295412537828607,0.2223661648653335,0.19999555890828627,0.11232085137842039,0.042110589173308864,7.902376022454907
1.1,0.006894013201534387,0.02497871632590886,0.011936545431501192,0.01451523521200536,0.05405383095437216,0.03190236959202449,0.03604293111535828,0.023058026926290616,0.023934180459262915,0.1000162562090591,0.06741003929798238,0.07539100316859422,0.055405211111531835,0.057160238249272445,0.043809561924699154,0.044477182277411154,0.15747262532365044,0.13724742737798637,0.15258649312009334,0.13053538415057717,0.13512082594377708,0.16021815325449124,0.1643030418529273,0.11556235894785272,0.20811641248679652,0.181367913527547,0.09854291967158692,0.038115398481246336,7.723141959320642
