Q,J_1s_one_electron,J_2s_one_electron,J_3s_one_electron,J_2p_one_electron,J_1s(2),J_2s(2),J_2p(6),J_3s(1),J_total_sodium
1.7000000000000002,0.07507188616780597,0.08386939754777092,0.005454816040318597,0.13467332119716507,0.15014377233561194,0.16773879509554185,0.8080399271829904,0.005454816040318597,1.131377310654463
1.75,0.07471186899038962,0.07741366159854123,0.004905756605276147,0.12993748654718998,0.14942373798077924,0.15482732319708245,0.7796249192831399,0.004905756605276147,1.0887817370662778
1.8,0.07434405788983754,0.07136800364739956,0.0044083899949347825,0.12527282303331813,0.14868811577967508,0.14273600729479913,0.7516369381999088,0.0044083899949347825,1.047469451269318
1.85,0.07396864626704355,0.06571931664372713,0.0039587774670424595,0.12069000317507719,0.1479372925340871,0.13143863328745425,0.7241400190504632,0.0039587774670424595,1.007474722339047
1.9000000000000001,0.07358582927499904,0.06045318112851301,0.003553028354148385,0.11619820369173076,0.14717165854999809,0.12090636225702601,0.6971892221503846,0.003553028354148385,0.968820271311557
1.9500000000000002,0.07319580362671249,0.0555541715549467,0.0031873867235151054,0.11180518676973403,0.14639160725342498,0.1111083431098934,0.6708311206184041,0.0031873867235151054,0.9315184577052376
2.0,0.0727987674068964,0.05100613171736205,0.002858286100250306,0.10751739086453661,0.1455975348137928,0.1020122634347241,0.6451043451872197,0.002858286100250306,0.8955724295359869
2.0500000000000003,0.07239491988745483,0.046792419770358,0.002562381116912982,0.10334002751890098,0.14478983977490967,0.093584839540716,0.6200401651134059,0.002562381116912982,0.8609772255459445
2.1,0.07198446134677405,0.04289612383717799,0.002296562766489725,0.09927718123368165,0.1439689226935481,0.08579224767435598,0.5956630874020898,0.002296562766489725,0.8277208205364837
2.15,0.07156759289280021,0.03930024959976847,0.002057962234966375,0.09533190994735811,0.14313518578560042,0.07860049919953695,0.5719914596841487,0.002057962234966375,0.7957851069042524
2.2,0.07114451628987761,0.03598788154757184,0.0018439469848822664,0.09150634415741131,0.14228903257975523,0.07197576309514368,0.5490380649444678,0.0018439469848822664,0.765146807604249
2.25,0.07071543378931817,0.03294231975325106,0.001652111770939984,0.08780178314403606,0.14143086757863635,0.06588463950650213,0.5268106988642163,0.001652111770939984,0.7357783177202948
2.3000000000000003,0.07028054796367358,0.030147194155870423,0.0014802665239260404,0.08421878713225647,0.14056109592734717,0.060294388311740846,0.5053127227935388,0.0014802665239260404,0.7076484735565528
2.35,0.06984006154468671,0.027586558379310015,0.0013264224834864601,0.08075726455241836,0.13968012308937341,0.05517311675862003,0.48454358731451014,0.0013264224834864601,0.6807232496459901
2.4000000000000004,0.06939417726490502,0.02524496510843138,0.0011887775487842255,0.07741655383331932,0.13878835452981003,0.05048993021686276,0.4644993229999159,0.0011887775487842255,0.6549663852953729
2.45,0.06894309770294688,0.023107524998987328,0.001065701513598457,0.07419549939025795,0.13788619540589375,0.046215049997974655,0.4451729963415477,0.001065701513598457,0.6303399432590145
2.5,0.06848702513241924,0.021159951019346535,0.0009557216318624692,0.07109252165618384,0.13697405026483847,0.04231990203869307,0.426555129937103,0.0009557216318624692,0.606804803872497
2.5500000000000003,0.06802616137449354,0.019388590021300688,0.0008575088002146248,0.06810568115248923,0.13605232274898707,0.038777180042601375,0.4086340869149354,0.0008575088002146248,0.5843210985067384
2.6,0.06756070765415391,0.01778044322074426,0.0007698645300929242,0.06523273671149046,0.13512141530830782,0.03556088644148852,0.3913964202689428,0.0007698645300929242,0.5628485865488321
2.6500000000000004,0.06709086446013834,0.016323177142865034,0.0006917088013538059,0.06247119804990316,0.1341817289202767,0.03264635428573007,0.37482718829941897,0.0006917088013538059,0.5423469803067795
2.7,0.06661683140859939,0.015005126455552376,0.0006220688334210859,0.05981837295597347,0.13323366281719878,0.030010252911104752,0.3589102377358408,0.0006220688334210859,0.5227762222975654
2.75,0.06613880711051531,0.013815289982929259,0.0005600687719131318,0.05727140939639265,0.13227761422103063,0.027630579965858517,0.34362845637835593,0.0005600687719131318,0.5040967193371582
2.8000000000000003,0.06565698904288636,0.012743321061295896,0.000504920263606947,0.05482733287630858,0.13131397808577272,0.02548664212259179,0.32896399725785147,0.000504920263606947,0.48626953772982295
2.85,0.0651715734237532,0.011779513274641296,0.00045591387681289726,0.05248307939984063,0.1303431468475064,0.023559026549282592,0.3148984763990438,0.00045591387681289726,0.4692565636726457
2.9000000000000004,0.0646827550910758,0.010914782487912698,0.00041241131505508364,0.050235524382274105,0.1293655101821516,0.021829564975825395,0.30141314629364463,0.00041241131505508364,0.4530206327666767
2.95,0.06419072738551161,0.010140645984582582,0.0003738383674000949,0.048081507860926034,0.12838145477102322,0.020281291969165165,0.28848904716555623,0.0003738383674000949,0.4375256322731447
3.0,0.06369568203713111,0.009449199411437407,0.0003396785374079028,0.04601785634152495,0.12739136407426221,0.018898398822874814,0.2761071380491497,0.0003396785374079028,0.42273657948369464
3.0500000000000003,0.06319780905610721,0.008833092138304929,0.00030946729344632633,0.04404140160249383,0.12639561811221442,0.017666184276609858,0.264248409614963,0.00030946729344632633,0.4086196792972336
