event_number,record_index,vlm,pro,pdg,theta_deg,et_keV,Eprime_k_keV,Eprime_from_E0_minus_et_keV,difference_k_minus_E0_minus_et_keV,px,py,pz,theta_bin_left_deg,theta_bin_right_deg,theta_bin_center_deg
6528,2,2,2013,22,47.007128857341336,193.19121692442747,468.80878307557253,468.80878307557253,0.0,0.5322927731998375,-0.6819073582697386,-0.501663989475837,46.0,48.0,47.0
6799,2,2,2013,22,27.70295788958068,413.23858622438394,576.4020716848125,248.76141377561606,327.6406579091965,0.060537548115093556,-0.8853696271448335,-0.46092930976195395,26.0,28.0,27.0
6923,2,2,2013,22,157.15723713257398,68.53428275092406,189.71731459666879,593.465717249076,-403.7484026524072,0.3646242108085585,0.9215736715006255,0.13323345259015498,156.0,158.0,157.0
7017,2,2,2013,22,27.15553796125622,82.72210185514206,579.277898144858,579.277898144858,0.0,-0.2372584229792182,-0.8897708175476795,0.389892719816552,26.0,28.0,27.0
7070,2,2,2013,22,38.646846572969146,146.30390629883638,515.6960937011636,515.6960937011636,0.0,0.5652315329147165,-0.7810101104804755,0.2655871260550013,38.0,40.0,39.0
7153,2,2,2013,22,151.97564235151896,59.48154386258735,192.49203682203955,602.5184561374126,-410.02641931537306,0.37986111354834123,0.8827479307810076,0.27651695267318366,150.0,152.0,151.0
7179,2,2,2013,22,87.61637637619228,366.6780988612313,295.32190113876874,295.3219011387687,5.684341886080802e-14,0.2624613898539816,-0.04159008105267048,-0.9640457893658105,86.0,88.0,87.0
7233,2,2,2013,22,28.568427308770346,90.19222198881704,571.807778011183,571.807778011183,0.0,0.08774526036585052,-0.8782466240246622,-0.47008896676332734,28.0,30.0,29.0
7386,2,2,2013,22,106.26788103915183,412.9788662003848,249.0211337996152,249.0211337996152,0.0,-0.8414018035506786,0.2801286156443519,0.46213738615139555,106.0,108.0,107.0
7398,2,2,2013,22,42.37496511146533,167.3980239662176,494.6019760337824,494.6019760337824,0.0,0.17529290324836516,-0.7387499006409448,-0.6507848971616915,42.0,44.0,43.0
7427,2,2,2013,22,101.02170378762565,50.6915514001715,260.304347709147,611.3084485998285,-351.00410089068146,-0.978493018934356,0.19118082456231278,-0.07746808514739473,100.0,102.0,101.0
7458,2,2,2013,22,34.75320406846723,124.26864417761674,537.7313558223833,537.7313558223833,0.0,0.3415228147933583,-0.8216150615582848,0.4564108429871023,34.0,36.0,35.0
7488,2,2,2013,22,104.38588919999034,409.0744436665261,252.92555633347385,252.92555633347388,-2.842170943040401e-14,-0.20095779594043972,0.24845133704158617,0.9475694683626149,104.0,106.0,105.0
7493,4,2,2013,22,15.64085748771967,316.4163595969367,631.6964408828616,345.5836404030633,286.11280047979824,0.06955565510050729,-0.9629705558243593,0.2604797870447219,14.0,16.0,15.0
7635,4,2,2013,22,9.37026000306304,417.3582318865756,650.7510310120211,244.6417681134244,406.10926289859674,-0.1556626347147174,-0.9866568048153814,0.047723093625359835,8.0,10.0,9.0
7639,2,2,2013,22,52.75721952873576,7.657051051694636,437.9835510714533,654.3429489483053,-216.35939787685203,0.5058429353287789,-0.6051936833663433,-0.6147060520211617,52.0,54.0,53.0
7682,2,2,2013,22,119.79468113109729,30.29898036677952,225.2292040987128,631.7010196332204,-406.47181553450764,-0.44378856048192394,0.496893402679099,0.7457537528966036,118.0,120.0,119.0
7732,2,2,2013,22,60.12135031448243,438.5854158066282,401.18086192504404,223.4145841933718,177.76627773167223,0.3734983941807927,-0.4981646705699163,0.7825157573751061,60.0,62.0,61.0
7743,2,2,2013,22,138.4106601229504,140.04774537980188,202.79156635223967,521.9522546201981,-319.16068826795845,-0.5125024297693206,0.7479216038445295,-0.42184657635587053,138.0,140.0,139.0
7750,2,2,2013,22,20.5624541007168,50.47330538288119,611.5266946171188,611.5266946171188,0.0,-0.07789584205904472,-0.9362898964207832,-0.34248133912707057,20.0,22.0,21.0
