Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(6),J_5s1/2(2),J_5p1/2(2),J_5p3/2(3),J_total_I_relativistic
11.700000000000001,0.013318394769514125,0.011743086923272018,0.020663652982268927,0.020951428458707205,0.00737221058360044,0.0033203530803441795,0.003160515575432221,0.01325171372666405,0.012954614814766768,0.0018528710818771462,0.0011583781891242211,0.00098448811935575,0.0021618641862178344,0.0021239654893578847,0.0002574773301073373,0.00012299725660791576,9.651210469997085e-05,0.37241990279778864
11.75,0.013303181545704425,0.011602352821390646,0.020594418821267987,0.020873398554699694,0.007324436702445939,0.0032755434924914657,0.003127548955504067,0.013083466111955431,0.012787084055313098,0.0018475523210661575,0.0011306269938759308,0.0009621051773323762,0.0021410390483412893,0.002102763301479718,0.00025696072086577986,0.00011991398899118615,9.416173338839118e-05,0.3692817755484525
11.8,0.013287927699446905,0.011462953062233529,0.02052499501577867,0.020795201528287156,0.007276071348277107,0.0032324678515384723,0.0030960650016240206,0.012917062059272524,0.012621436276883577,0.0018419491589904068,0.0011037303795598504,0.0009405048217719301,0.002120242131317603,0.0020816069860682073,0.00025640388179224484,0.00011692224618477769,9.189071627310314e-05,0.3661770751832269
11.850000000000001,0.013272633490574634,0.011324884149314002,0.02045538635618446,0.02071684303719255,0.00722713669888006,0.0031910766695750106,0.003066015063854302,0.012752491153243234,0.012457659919976488,0.0018360630170462186,0.0010776699561768166,0.0009196672134379416,0.0020994797874760982,0.002060502611474465,0.0002558065239396581,0.00011402019125879723,8.969714030768231e-05,0.36310540573634464
11.9,0.013257299179092555,0.011188142420581425,0.020385597630034724,0.02063832872533132,0.007177654954537056,0.003151321374113146,0.0030373515437940634,0.012589742711466166,0.01229574317418095,0.0018298958115675285,0.0010524274427657029,0.0008995727525339144,0.0020787581522594112,0.00203945602490252,0.0002551684636604732,0.00011120599072363768,8.757911067817673e-05,0.3600663746022274
11.950000000000001,0.013241925025168987,0.011052724051943146,0.020315633621046932,0.02055966422169304,0.007127648311979576,0.00311315430452004,0.00301002788522741,0.01242880579736415,0.012135673991159059,0.0018234499215494125,0.0010279846812806406,0.0008802020878062955,0.0020580831470542104,0.0020184728558210207,0.0002544896163687225,0.00010847781645246436,8.553475197714957e-05,0.35705959259501224
12.0,0.013226511289127146,0.010918625060769642,0.020245499108123424,0.020480855139243564,0.0070771389395937415,0.003076528707877695,0.0029839985643132566,0.012269669232734887,0.011977440097307192,0.0018167281576066613,0.0010043236495547515,0.0008615361248181115,0.002037460482183157,0.0019975585195053393,0.0002537699905382997,0.00010583384744942484,8.356220924693443e-05,0.3540846740030695
12.05,0.013211058231436697,0.010785841309381775,0.02017519886438279,0.020401907073847703,0.007026148953844402,0.003041398734299344,0.002959219079347995,0.01211232161000074,0.011821029006099163,0.001809733732141995,0.0009814264733852983,0.0008435560334310773,0.0020168956600412446,0.0019767182206945305,0.00025300968193133866,0.00010327227146259983,8.165964891971763e-05,0.3511412366387288
12.100000000000001,0.013195566112705321,0.010654368508519394,0.02010473765620609,0.02032282560321261,0.006974700396884527,0.0030077194317314673,0.002935645940130939,0.011956751304160145,0.011666428030114426,0.0018024702306978788,0.0009592754377745203,0.0008262432545329298,0.0019963939783608302,0.001955956957348675,0.00025220886805119285,0.0001007912864541208,7.982525968986933e-05,0.34822890188348704
12.15,0.013180035193670307,0.010524202220790334,0.020034120242297927,0.020243616285851803,0.006922815215316623,0.002975446740269523,0.0029132366569614193,0.011802946484443114,0.011513624292754427,0.0017949415844653366,0.0009378529973596601,0.0008095795060456127,0.001975960533590707,0.001935279524493101,0.00025136780281507604,9.838910195564237e-05,7.805725333558209e-05,0.3453472947289434
12.200000000000001,0.013164465735190164,0.010395337864098969,0.019963351372762523,0.02016428466006994,0.006870515240073232,0.0029445374860146744,0.002891949729295409,0.011650895125673584,0.011362604739650579,0.00178715204392273,0.0009171417860649845,0.0007935467882488872,0.001955600224375542,0.0019146905181369037,0.00025048681144110454,9.606394033334273e-05,7.635386549938382e-05,0.34249604381368
12.25,0.013148857998236268,0.010267770715053583,0.019892435788194926,0.020084836242968414,0.006817822167383854,0.0029149493744980077,0.0028717446340885415,0.01150058501934163,0.011213356149767472,0.001779106153577117,0.0008971246260078508,0.0007781273884528694,0.0019353177551228427,0.0018941943392539915,0.000249566285543643,9.381403797555962e-05,7.471335643969468e-05,0.33967478145628677
12.3,0.013133212243884518,0.010141495912351643,0.019821378218787367,0.020005276529471667,0.006764757540795878,0.002886640983697852,0.002852581813851369,0.011352003784388482,0.011065865146204924,0.0017708087277805388,0.0008777845356900757,0.0007633038850519167,0.0019151176396452964,0.0018737951978155466,0.00024860667843060413,9.163764641632784e-05,7.313401174770121e-05,0.3368831436846705
12.350000000000001,0.013117528733307033,0.01001650846014235,0.019750183383450904,0.01992561099137438,0.006711342734217578,0.0028595717566750976,0.0028344226644417838,0.011205138877707766,0.010920118206702892,0.0017622648275934132,0.0008591047375051245,0.0007490591509912702,0.0018950042048670283,0.001853497116863475,0.00024760850059715663,8.953303340632333e-05,7.161414300390418e-05,0.3341207702617288
12.4,0.013101807727763853,0.00989280323136562,0.019678855988952387,0.019845845076409442,0.006657598935951483,0.002833701993850538,0.0028172295226185184,0.011059977604366207,0.010776101673853084,0.0017534797386670991,0.0008410686645908069,0.0007353763566767909,0.001874981594582916,0.0018333039366149819,0.0002465723154113386,8.749848392851069e-05,7.015208835564352e-05,0.3313873047074541
12.450000000000001,0.013086049488594683,0.009770374971066831,0.019607400729066814,0.019765984207336725,0.00660354713368693,0.0028089928449475292,0.002800965653378741,0.010916507127547392,0.010633801765021446,0.0017444589501176614,0.0008236599670563901,0.0007222389723571229,0.0018550537732607954,0.001813219318589057,0.00024549873498718594,8.553230114799397e-05,6.874621300721105e-05,0.3286823943175518
12.5,0.013070254277210662,0.009649218299686707,0.01953582228374515,0.019686033781052634,0.006549208100420995,0.002785406300622478,0.00278559523710185,0.010774714478222234,0.01049320458198576,0.0017352081343629028,0.0008068625176122366,0.0007096307700066018,0.0018352245298770967,0.0017932467497463014,0.0002443884162400266,8.36328072930027e-05,6.739490961035043e-05,0.32600569017865344
12.55,0.013054422355086144,0.009529327716325548,0.019464125318297613,0.019605999167720427,0.006494602381277419,0.002762905183804885,0.002771083356520642,0.010634586564549782,0.010354296120292535,0.0017257331278948008,0.0007906604166292447,0.0006975358247362072,0.0018154974817771628,0.0017733895466341628,0.0002432420571176571,8.17983444672836e-05,6.609659855119422e-05,0.32335684718023183
12.600000000000001,0.01303855398375052,0.009410697601981342,0.019392314482592512,0.019525885709921236,0.006439750281193675,0.002741453140767963,0.002757395983540208,0.010496110181012345,0.010217062278337682,0.0017160399129596473,0.000775037996654602,0.0006859385157588995,0.0017958760785522546,0.0017536508595303382,0.00024206039300124073,8.002727538772468e-05,6.484972815127655e-05,0.3207355240233802
12.65,0.013022649424780057,0.009293322222761009,0.019320394410270624,0.01944569872182578,0.006384671853446748,0.0027210146319500785,0.002744499965924007,0.010359272017288729,0.010081488866175329,0.001706134600118362,0.0007599798264095298,0.000674823526934682,0.0017763636059258694,0.001734033676577653,0.00024084419327069056,7.831798404275641e-05,6.365277480344629e-05,0.3181413832266242
12.700000000000001,0.013006708939789773,0.009177195733064266,0.019248369717975146,0.019365443488386654,0.006329386888988706,0.0027015549225465605,0.002732363013865768,0.010224058666869623,0.009947561614059316,0.0016960234116596968,0.0007454707142939282,0.0006641758469197919,0.0017569631896425764,0.0017145408279042734,0.00023959425802979497,7.666887627746218e-05,6.250424305414304e-05,0.31557409112893237
12.75,0.012990732790425329,0.009062312178739589,0.019176245004597265,0.019285125264551204,0.006273914906563713,0.002683040072890715,0.002720953686465056,0.010090456635419267,0.009815266180721958,0.0016857126658393288,0.000731495711422046,0.0006539807689434896,0.00173767779935303,0.001695174989723545,0.000238311414985714,7.507838031235689e-05,6.140266564772079e-05,0.31303331789009653
12.8,0.012974721238354957,0.008948665500211624,0.01910402485053727,0.019204749274494858,0.006218275143578539,0.002665436928642166,0.002710241378123526,0.009958452348887365,0.009684588161394581,0.0016752087619181341,0.0007180401142125164,0.0006442238902349895,0.0017185102524891588,0.0016759386884080967,0.00023699651647644346,7.354494719729275e-05,6.034660355185928e-05,0.3105187374886491
12.850000000000001,0.012958674545261414,0.008836249535579694,0.019031713816981318,0.019124320710874866,0.006162486547699293,0.0026487131107999955,0.002700196304878148,0.009828032161375597,0.009555513095574597,0.0016645181659733106,0.0007050894665553606,0.0006348911111222087,0.0016994632181239091,0.0016568343045332446,0.00023565043663973203,7.20670512063637e-05,5.933464596862287e-05,0.30803002771744475
12.9,0.012942592972833964,0.008725058023686783,0.018959316445193747,0.01904384473410433,0.006106567769147524,0.0026328370055574515,0.002690789490686919,0.009699182362762796,0.009428026474543664,0.0016536473974563628,0.0006926295615777925,0.0006259686338231207,0.0016805392208102063,0.0016378640768850423,0.00023427406871807737,7.064319018743677e-05,5.83654103266093e-05,0.30556687017701983
12.950000000000001,0.012926476782760385,0.00861508460715859,0.018886837255824962,0.018963326471646447,0.006050537153669465,0.002617777754014363,0.002681992753681847,0.009571889186093101,0.00930211374864167,0.0016426030164723858,0.0006806464430299298,0.0006174429609496785,0.0016617406443942139,0.001619030106428749,0.00023286832249577472,6.927188587564952e-05,5.743754225642596e-05,0.30312895026685593
13.0,0.012910326236719016,0.008506322835412274,0.018814280748234893,0.018882771017328884,0.005994412736152736,0.0026035052417627638,0.0026737786924033082,0.009446138814731402,0.00917776033430128,0.0016313916117555065,0.0006691264063107959,0.0006093008937434495,0.001643069735798394,0.0016003343602339017,0.00023143412186433807,6.795168417217852e-05,5.65497155507341e-05,0.30071595717465394
13.05,0.012894141596370817,0.00839876616763434,0.018741651399831947,0.0188021834306781,0.005938212234865317,0.0025899900883605757,0.0026661206720291534,0.009321917389290264,0.009054951620847644,0.001620019789315771,0.000658055999154258,0.0006015295300612985,0.0016245286087703075,0.0015817786753525881,0.00022997240251202878,6.668115539060904e-05,5.570063210107489e-05,0.29832758386369246
13.100000000000001,0.01287792312335148,0.008292407975727419,0.018668953665427458,0.01872156873627359,0.005881953046292286,0.002577203636707632,0.0026589928106113153,0.009199211014332782,0.008933672977068112,0.0016084941617332538,0.0006474220219938691,0.0005941162621287013,0.001606119247593575,0.0015633647626479576,0.00022848410973294502,6.545889447390675e-05,5.488902180860479e-05,0.29596352705836254
