Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(4),J_4f5/2(6),J_4f7/2(8),J_5s1/2(2),J_5p1/2(2),J_5p3/2(4),J_5d3/2(4),J_5d5/2(5),J_6s1/2(1),J_total_Pt_relativistic
24.6,0.007426537631742116,0.002927931654948933,0.0095972596910748,0.009232314826390588,0.0025341633452281775,0.0015817704936266792,0.0018860707132263242,0.0036633717828411807,0.003373444718606847,0.0008876790972723449,0.00037590598605353456,0.0004125111246718015,0.000979104803101023,0.0009097050662589092,0.00011208013352356023,0.0001027301335817414,0.000187847277191925,6.636862590711638e-05,6.667377902738351e-05,8.231431842487182e-05,7.123120174259099e-05,1.3020817345478934e-05,0.14402277040187217
24.650000000000002,0.0074196088511210515,0.002904684477178375,0.009570816111614274,0.009200795575681433,0.0025146797989465106,0.0015814992056687833,0.0018857259026858256,0.0036332574449637247,0.00334462497503617,0.0008816469619348337,0.00037463248406443986,0.0004123627583863493,0.0009718671380540734,0.0009026134272819657,0.00011046287009546874,0.00010122868961987581,0.00018662843405883173,6.604715942923252e-05,6.662079689078243e-05,8.172118757960213e-05,7.068759701152302e-05,1.2937034864561528e-05,0.1433323023563627
24.700000000000003,0.007412675314019424,0.002881638387235822,0.009544393095796277,0.009169328375461938,0.002495282773664684,0.0015812530187354315,0.0018853563907605772,0.0036033825383376896,0.0033160443099444657,0.0008756227446501616,0.00037340217501034666,0.00041222704057955456,0.0009646719694432992,0.000895567482761158,0.00010887038392488534,9.975050713272093e-05,0.0001854097406078999,6.573558086210412e-05,6.657121903479483e-05,8.11312359115611e-05,7.014725735125918e-05,1.2853237390735482e-05,0.14264598738027381
24.75,0.007405737060763626,0.002858792202561363,0.009517991068293126,0.009137913660059517,0.002475973019378746,0.0015810305296590677,0.0018849615819010565,0.0035737454186842077,0.003287700977851499,0.0008696070820917656,0.00037221401212986644,0.0004121033001636795,0.0009575192900130924,0.0008885671553906505,0.00010730227601624913,9.829520768982544e-05,0.0001841913543619515,6.54336684101861e-05,6.652490347234516e-05,8.054447990152246e-05,6.961020075775862e-05,1.2769411740110742e-05,0.14196379506467904
24.8,0.00739879413163162,0.0028361447418315975,0.009491610450617784,0.009106551858707788,0.002456751262835294,0.0015808303648081,0.0018845409041862223,0.003544344447581857,0.003259593240897181,0.0008636005995247847,0.00037106696548571837,0.0004119908818747742,0.000950409086545172,0.000881612362738175,0.00010575815405051137,9.68624192547206e-05,0.00018297343036272016,6.514120364742201e-05,6.648171137166153e-05,7.996093031081525e-05,6.907643551414119e-05,1.268555686454942e-05,0.14128569521839152
24.85,0.0073918465668525585,0.0028136948250356716,0.009465251661120935,0.009075243395560382,0.002437618207786784,0.001580651179677192,0.0018840938088596781,0.0035151779925613833,0.0032317193689179423,0.0008576039108404687,0.000369960021803109,0.00041188914602293916,0.0009433413399948356,0.0008747030173788227,0.00010423763227051994,9.545177607416304e-05,0.0001817561211685406,6.485797148976151e-05,6.644150700899133e-05,7.938059026375262e-05,6.854595655174152e-05,1.2601689195501626e-05,0.14061165784458912
24.900000000000002,0.007384894406606406,0.0027914412735502055,0.009438915114988367,0.00904398868970506,0.00241857453524787,0.0015804916584807203,0.0018836197698719021,0.003486244427197423,0.0032040776395201465,0.0008516176185947291,0.0003688921843071731,0.0004117974682446467,0.0009363160256253104,0.0008678390270267138,0.00010274033136839036,9.406291856932218e-05,0.00018053957685334766,6.458376016728845e-05,6.640415772159892e-05,7.880345621123552e-05,6.801874709287014e-05,1.2517840733550832e-05,0.13994165314814494
24.950000000000003,0.0073779376910235615,0.0027693829102131465,0.009412601224238662,0.009012788155178213,0.002399620903752676,0.001580350513749431,0.0018831182834285146,0.0034575421311973105,0.0031766663381506285,0.0008456423140506768,0.0003678624725595735,0.00041171523925715727,0.0009293331131402174,0.0008610202946645695,0.00010126587837483348,9.2695493228877e-05,0.00017932394500693485,6.431836119598732e-05,6.63695338610544e-05,7.822952140608245e-05,6.74947849095995e-05,1.2434050607076438e-05,0.1392756515695818
25.0,0.0073709764601844864,0.0027475185593965447,0.009386310397721202,0.008981642200979684,0.0023807579496128773,0.0015802264859303182,0.0018825888675445494,0.003429069490487,0.0031494837581643995,0.0008396785772249824,0.00036686992229435366,0.00041164186461506387,0.0009223925668141525,0.0008542467186711968,9.981390655040918e-05,9.134915250398672e-05,0.0001781093707364224,6.406156934917639e-05,6.63375087468273e-05,7.765878049058253e-05,6.697405065021713e-05,1.2350353520056047e-05,0.13861362383073123
25.05,0.007364010754119331,0.0027258470470782462,0.009360043041114464,0.008950551231087928,0.0023619862871764674,0.0015801183429897587,0.0018820310616046974,0.003400824897294154,0.003122528200889562,0.0008337269769379009,0.00036591358525313387,0.0004115767644689964,0.0009154943456213911,0.0008475181929469017,9.838405527867629e-05,9.002355470510255e-05,0.00017689599666888584,6.381318262863569e-05,6.630795862020211e-05,7.70912333408746e-05,6.645653486158107e-05,1.226676979059476e-05,0.13795554097251678
25.1,0.007357040612807565,0.002704367200912537,0.009333799556924647,0.008919515644475514,0.002343306509087114,0.001580024880019918,0.0018814444259294897,0.003372806750228466,0.003095797975689517,0.000827788070866816,0.0003649925290197404,0.0004115193733265143,0.0009086384033627308,0.0008408346070368544,9.697596996120989e-05,8.871836390059195e-05,0.00017568396295510006,6.357300223545578e-05,6.628076259853408e-05,7.652688661148793e-05,6.594224088033173e-05,1.2183301028258839e-05,0.13730137436854883
25.150000000000002,0.007350066076177607,0.0026830778502997137,0.009307580344484563,0.00888853583512494,0.002324719186543974,0.0015799449188484585,0.0018808285413473814,0.0033450134543592286,0.0030692914000224735,0.0008218624056031442,0.000364105836854351,0.0004114691398152155,0.0009018246887904733,0.0008341958462524132,9.558930191445242e-05,8.743324981714406e-05,0.0001744734072743529,6.334083254062883e-05,6.625580262986022e-05,7.596575234933846e-05,6.543118244028639e-05,1.2099933206604986e-05,0.13665109570800052
25.200000000000003,0.007343087184106465,0.0026619778264546055,0.009281385799952847,0.008857612192044758,0.002306224869561882,0.0015798773076515643,0.0018801830087727042,0.0033174434212902264,0.0030430067994983443,0.0008159505167124631,0.00036325260752724075,0.00041142552644808547,0.0008950531457315599,0.0008276017917904329,9.422370826836665e-05,8.616788774192877e-05,0.0001732644648402885,6.311648105540016e-05,6.623296344787695e-05,7.540784421900868e-05,6.492337695858654e-05,1.2016645924569145e-05,0.13600467695353816
25.25,0.007336103976419366,0.00264106596247405,0.009255216316313443,0.00882674509928603,0.0022878240872317964,0.0015798209205703073,0.001879507448789449,0.0032900950692319885,0.0030169425079330627,0.0008100529287977187,0.00036243195515220773,0.0004113880093911104,0.0008883237132088715,0.0008210523208505724,9.287885186685516e-05,8.492195842647921e-05,0.00017205726840774038,6.289975840139436e-05,6.621213252729061e-05,7.485317283018863e-05,6.441883716738982e-05,1.193342421181599e-05,0.1353620902899593
25.3,0.007329116492889393,0.0026203410934033215,0.009229072283375378,0.00879593493595906,0.0022695173479814023,0.0015797746573303672,0.0018788015012408384,0.0032629668230714374,0.002991096867400366,0.0008041701555653709,0.0003616430090197551,0.0004113560782331747,0.0008816363255606998,0.0008145473067506186,9.155440116991045e-05,8.369514799226618e-05,0.00017085194828051674,6.269047828052891e-05,6.619320003954432e-05,7.430174201354889e-05,6.391756438959453e-05,1.185026824887554e-05,0.13472330808278565
25.35,0.00732212477323713,0.0025998020563015407,0.009202954087772846,0.008765182076250462,0.0022513051398357956,0.0015797374428651258,0.0018780648248246544,0.0032360571144390096,0.002965468228281119,0.0007983026998943531,0.00036088491343010516,0.0004113292357582628,0.0008749909125584081,0.0008080866190398505,9.02500301574624e-05,8.248714783793357e-05,0.00016964863232010304,6.248845744472831e-05,6.61760588089241e-05,7.375354751967146e-05,6.341954609006871e-05,1.1767197189999297e-05,0.13408830286205548
25.400000000000002,0.007315128857130303,0.0025794476903060397,0.009176862112965532,0.008734486889440483,0.0022331879306781216,0.001579708226942147,0.0018772970966942795,0.0032093643817732546,0.0029400549493101896,0.0007924510539077023,0.0003601568275261162,0.0004113069977199816,0.0008683873995222852,0.0008016701236104549,8.896541823488786e-05,8.129765454815997e-05,0.00016844744595524377,6.229351566545387e-05,6.616060426904947e-05,7.320857866888383e-05,6.292475864960244e-05,1.168424556705974e-05,0.13345704733663974
25.450000000000003,0.007308128784183421,0.0025592768366957145,0.009150796739239249,0.008703849739920633,0.0022151661685101015,0.0015796859837930567,0.0018764980120654098,0.0031828870703829865,0.0029148553976209523,0.0007866156990467427,0.00035945792512617243,0.00041128889261842085,0.0008618257074356105,0.0007952976828070179,8.770025014015335e-05,8.012636980411509e-05,0.00016724851219236908,6.210547570306707e-05,6.614673441975706e-05,7.266682233490082e-05,6.243317428352056e-05,1.1601453630658908e-05,0.1328295144325806
25.5,0.007301124593957423,0.0025392883389533634,0.009124758343706829,0.008673270987211601,0.0021972402817123536,0.0015796697117468354,0.0018756672838284,0.003156623632507021,0.002889867948787457,0.0007807971061476938,0.0003587873945571137,0.0004112744614793633,0.0008553057530569416,0.0007889691555341105,8.645421585256233e-05,7.897300029547898e-05,0.00016605195162682884,6.192416327604717e-05,6.613434978438893e-05,7.212826774805162e-05,6.19447694489264e-05,1.1518855330622398e-05,0.13220567733981592
25.55,0.007294116325959327,0.002519481042827009,0.00909874730030929,0.00864275098598142,0.0021794106793044123,0.0015796584328665296,0.001874804642166199,0.003130572527371535,0.0028650909868643015,0.0007749957355205825,0.00035814443848726984,0.000411263257635859,0.0008488274490306339,0.0007826843973619842,8.522701050308107e-05,7.783725763399356e-05,0.00016485788245489675,6.174940703008487e-05,6.612335336749839e-05,7.159291029186523e-05,6.145953153981785e-05,1.1436468539176794e-05,0.1315855095485853
25.6,0.00728710401964188,0.0024998537963902344,0.009072763979817284,0.00861229008606393,0.002161677751204385,0.0015796511925893957,0.0018739098341778336,0.0031047322212451197,0.002840522904424278,0.0007692120370303475,0.0003575282737596621,0.00041125484651217357,0.0008423907039956136,0.0007764432606304037,8.401833428622066e-05,7.671885826852062e-05,0.00016366642048650862,6.158103850707366e-05,6.611365061298507e-05,7.106075284937219e-05,6.097746134171492e-05,1.1354291239526998e-05,0.13096898486082334
25.650000000000002,0.007280087714403209,0.002480405450101512,0.009046808749832784,0.00858188863247749,0.002144041868488141,0.0015796470593704803,0.0018729826235073938,0.0030791011874915274,0.002816162102593807,0.0007634464501800133,0.0003569381312254313,0.00041124880541011915,0.0008359954226924072,0.0007702455945506259,8.282789237344993e-05,7.561752340157892e-05,0.00016247767915869674,6.141889211401824e-05,6.610514936266685e-05,7.053180418179126e-05,6.0498570334400105e-05,1.1272305115116295e-05,0.13035607737134916
25.700000000000003,0.007273067449586474,0.002461134856862548,0.009020881974791057,0.008551546965443942,0.0021265033836479733,0.001579645124329645,0.001872022789978481,0.003053677906620193,0.0027920069910862253,0.0007576994041958293,0.00035637325557755125,0.0004112447232977774,0.0008296415060684491,0.0007640912453055532,8.165539482811686e-05,7.4532978907338e-05,0.00016129176954968592,6.12628050918768e-05,6.609775981529269e-05,7.000607493733843e-05,6.0022873866545703e-05,1.1190485192527012e-05,0.1297467614250145
25.75,0.007266043264479529,0.0024420408720756516,0.008994984015962878,0.00852126542040784,0.0021090626308506535,0.0015796445009020384,0.001871030129234071,0.0030284608663345516,0.002768055988232968,0.0007519713181142645,0.00035583290518488266,0.0004112422006006196,0.000823328851381679,0.0007579800561480762,8.050055652185295e-05,7.346495525104507e-05,0.0001601088003936179,6.111261748435096e-05,6.609139448599593e-05,6.948357276977418e-05,5.955038275080126e-05,1.1108811962979548e-05,0.12914101156489657
25.8,0.007259015198314574,0.0024231223537001167,0.008969115231457004,0.00849104432805591,0.002091719926194798,0.001579644324492021,0.0018700044523817484,0.0030034485615781916,0.0027443075210126745,0.0007462626008707498,0.00035531635192662125,0.0004112408489950294,0.0008170573523024407,0.0007519118674976258,7.93630970524334e-05,7.241318740986128e-05,0.000158928878095872,6.0968172106634984e-05,6.608596816618603e-05,6.89642983714666e-05,5.908109639002737e-05,1.1027281520451166e-05,0.1285388024898466
25.85,0.007251983290267816,0.002404378162307657,0.00894327597622291,0.008460884014336766,0.0020744755679674987,0.001579643752130544,0.001868945585644267,0.0029786394945789086,0.0027207600250782915,0.0007405736513900737,0.0003548228810271921,0.00041124029120423206,0.0008108268990137039,0.0007458865170349581,7.824274066306659e-05,7.137741479508447e-05,0.00015775210674895493,6.0829314514136004e-05,6.608139788387715e-05,6.844824388452872e-05,5.861499995532146e-05,1.0945909994670373e-05,0.1279401090361285
25.900000000000002,0.007244947579459137,0.0023858071611368627,0.00891746660205375,0.00843078480048085,0.002057329836900122,0.001579641962135984,0.0018678533700153893,0.0029540321748906632,0.002697411944782179,0.0007349048586783228,0.00035435179089163873,0.00041124016079663263,0.0008046373783096153,0.0007399038397951862,7.713921616308291e-05,7.035738117573142e-05,0.00015657858814893083,6.069589297117736e-05,6.607760286445349e-05,6.793539427953387e-05,5.8152066631602804e-05,1.0864730642727938e-05,0.12734490618894967
25.950000000000003,0.00723790810495175,0.0023674082161467148,0.008891687457589581,0.008400747003020603,0.002040282996423232,0.001579638153778434,0.001866727660920961,0.0029296251194335125,0.002674261733199285,0.0007292566019162776,0.000353902392941556,0.00041124010198656394,0.0007984886736923999,0.0007339636682590825,7.605225684999593e-05,6.935283460345489e-05,0.0001554084218123678,6.056775841969999e-05,6.607450449187447e-05,6.742573120980469e-05,5.769226409948707e-05,1.07837846373152e-05,0.12675316911879467
26.0,0.007230864905751872,0.002349180196069149,0.00886593888832083,0.008370770933810862,0.002023335292920571,0.0015796315469474474,0.0018655683278851725,0.0029054168525315433,0.0026513078521484255,0.000723629250554169,0.0003534740114516109,0.00041123976943744533,0.0007923806654676266,0.000728065832442672,7.498160043290925e-05,6.836352733876869e-05,0.00015424170499377617,6.044476444797872e-05,6.607202627032383e-05,6.691923795733614e-05,5.7235562907804025e-05,1.0703108878725008e-05,0.12616487322862796
26.05,0.007223818020808386,0.002331121972460678,0.008840221236591977,0.008340856900049466,0.00200648695598202,0.001579621381823237,0.0018643752542019585,0.002881405905948839,0.0026285487722116974,0.000718023164407701,0.0003530659833866967,0.0004112388280673503,0.0007863132308378501,0.000722210159985132,7.392698895724414e-05,6.738921577855475e-05,0.0001530785327035139,6.0326767259371974e-05,6.60700937863071e-05,6.641590370168448e-05,5.6781943738301886e-05,1.0622725222239628e-05,0.12557999419428761
26.1,0.007216767489012517,0.002313232419753093,0.008814534841605503,0.008311005204298096,0.0019897381986555165,0.0015796069185513215,0.0018631483366114933,0.0028575908189235407,0.002605982972752094,0.0007124386937552595,0.0003526776582397607,0.00041123695285698146,0.0007802862439946528,0.0007163964762350262,7.288816873076696e-05,6.642966038482903e-05,0.00015191899772613664,6.0213625641123795e-05,6.606863467119977e-05,6.591572559158845e-05,5.633140098757977e-05,1.0542634969889231e-05,0.12499850798296444
26.150000000000002,0.0072097133491974994,0.0022955104153032273,0.008788880039426048,0.0082812161445033,0.0019730892176978328,0.0015795874369206192,0.0018618874849817297,0.0028339701382000112,0.0025836089419293234,0.000706876179436213,0.0003523083978703478,0.0004112338286600498,0.0007742995762090929,0.0007106246043348864,7.186489025089496e-05,6.548462561474253e-05,0.0001507631906391662,6.010520093323533e-05,6.606757856424564e-05,6.54187078828973e-05,5.588394142055085e-05,1.0462820557745668e-05,0.12442039084252274
26.200000000000003,0.007202655640138255,0.002277954839441809,0.008763257162984806,0.008251490014017728,0.001956540193824188,0.0015795622360449814,0.0018605926219949353,0.002810542418059161,0.0025614251767139,0.0007013359529502284,0.0003519575763438968,0.00041122915001605355,0.0007683530959205824,0.0007048943653041643,7.085690813326287e-05,6.455387985179814e-05,0.0001496111998322548,6.0001356997420704e-05,6.606685707600166e-05,6.492485844378787e-05,5.5439578394011826e-05,1.0383253813777635e-05,0.12384561926473486
26.25,0.0071955944005510685,0.002260564575521405,0.008737666542084147,0.008221827101621575,0.0019400912919566346,0.0015795306340481608,0.0018592636828391783,0.002787306220346966,0.002539430182899533,0.0006958183365575194,0.00035162457977182694,0.00041122262096545233,0.000762446668824207,0.0006992055781205772,6.986398104153172e-05,6.363719533826424e-05,0.00014846311152672093,5.990196018615874e-05,6.60664037522236e-05,6.443418385034102e-05,5.499832369030651e-05,1.0303907886099117e-05,0.12327416993462068
26.3,0.007188529669093261,0.0022433385099634505,0.008712108503402443,0.008192227691544188,0.0019237426614711595,0.0015794919677522075,0.0018579006149047144,0.0027642601145012042,0.002517622475113846,0.0006903236433799489,0.00035130880615245023,0.0004112139548672304,0.0007565801579565055,0.0006935580597998618,6.88858716184208e-05,6.273434810876717e-05,0.0001473190097954338,5.980687931184929e-05,6.606615403818699e-05,6.394668478014834e-05,5.4560179810765154e-05,1.0224768708913832e-05,0.12270601968283877
26.35,0.007181461484362878,0.002226275532304401,0.00868658337049915,0.008162692063485893,0.0019074944364434754,0.001579445592369286,0.0018565033774852254,0.0027414026775764728,0.002496000576827488,0.0006848521775029139,0.00035100966521274264,0.00041120287421884174,0.0007507534237797285,0.0006879516254739654,6.792234641794384e-05,6.184511792504584e-05,0.00014617897658302656,5.971598561608134e-05,6.606604524343876e-05,6.346235329956828e-05,5.4125135387687255e-05,1.0145842064456077e-05,0.12214114545686423
26.400000000000002,0.007174389884898367,0.002209374535240978,0.00866109146382007,0.008133220492639981,0.0018913467358934277,0.0015793908811969023,0.0018550719414838614,0.002718732494267489,0.0024745630203616372,0.0006794042340779337,0.0003507265782510066,0.00041118911047853025,0.0007449663242645863,0.000682386088467685,6.697317583882643e-05,6.096928821184917e-05,0.0001450430917264179,5.9629152739019276e-05,6.60660165069779e-05,6.298117298164615e-05,5.3693165269988256e-05,1.0067153822922956e-05,0.1215795243200571
26.450000000000003,0.007167314909178262,0.0021926344146745414,0.00863563310070284,0.008103813249714877,0.0018752996640279934,0.0015793272253165343,0.001853606289124039,0.002696248156930732,0.00245330834689396,0.0006739800994258761,0.0003504589779804553,0.0004111724038900156,0.0007392187149715094,0.0006768612603737834,6.603813405908327e-05,6.0106645993957705e-05,0.00014391143297562647,5.954625668891505e-05,6.60660087628654e-05,6.250312181946063e-05,5.3264235226605064e-05,9.988743277024205e-06,0.12102113347811874
26.5,0.007160236595620873,0.0021760540697545864,0.008610208595382631,0.008074470600956481,0.0018593533104828226,0.001579254033295654,0.0018521064136649435,0.002673948265604452,0.002432235106463056,0.0006685800511407504,0.0003502063083737482,0.00041115250330953616,0.0007335104491304348,0.0006713769511265977,6.511699897173135e-05,5.92569818343091e-05,0.00014278407601486256,5.9467175811755025e-05,6.606596470626498e-05,6.202817694988568e-05,5.283830965111262e-05,9.91065184351977e-06,0.12046595032318522
26.55,0.007153154982583969,0.0021596324029213676,0.00858481825899805,0.008045192808170669,0.0018435077505622773,0.0015791707308931314,0.001850572319121689,0.002651831428027077,0.002411341857971408,0.0006632043581939996,0.00034996802450850474,0.0004111291660352392,0.0007278413777191344,0.0006659329690741624,6.420955212161577e-05,5.8420089773205755e-05,0.00014166109448388373,5.9391790761051834e-05,6.606582875991608e-05,6.155631959832421e-05,5.2415359661141505e-05,9.832910971041557e-06,0.11991395248000616
26.6,0.0071460701083644745,0.0021433683199476752,0.00855946239959725,0.008015980128745971,0.0018277630454779446,0.0015790767607680072,0.0018490040199900851,0.002629896259654069,0.002390627169186904,0.0006578532810392332,0.0003497435924138238,0.00041110215763890697,0.0007222113495401081,0.000660529121048869,6.331557864332739e-05,5.7595767268584435e-05,0.0001405425599996025,5.931998446779211e-05,6.606554704103824e-05,6.108753859142847e-05,5.199536888699564e-05,9.75553332804122e-06,0.11936511783814434
26.650000000000002,0.007138982011198158,0.002127260729979746,0.008534141322144235,0.00798683281567639,0.0018121192425855656,0.0015789715821916234,0.0018474015409759637,0.002608141383673232,0.0023700896167429255,0.0006525270717173317,0.0003495324889178327,0.00041107125180000803,0.0007166202112960499,0.0006551652124366785,6.24348672001907e-05,5.67838151373263e-05,0.0001394285421779319,5.925164211054975e-05,6.606506732866459e-05,6.0621831271172646e-05,5.157833504601905e-05,9.678510189279054e-06,0.11881942455892865
26.700000000000003,0.007131890729259328,0.002111308545577335,0.008508855328525364,0.007957751117584377,0.0017965763756203623,0.001578854670763098,0.0018457649167290125,0.002586565431018531,0.0023497277861370654,0.0006472259739618659,0.00034933420149629033,0.00041103623014206164,0.0007110678076639115,0.0006498410472449098,6.156720992430515e-05,5.598403749758908e-05,0.00013831910865585702,5.9186651085772636e-05,6.606433903139959e-05,6.0159201510771155e-05,5.1164266812776876e-05,9.601815835689537e-06,0.1182768510543288
26.75,0.007124796300660531,0.002095510682752948,0.008483604717556048,0.007928735278743958,0.0017811344649307208,0.0015787255181281307,0.0018440941915810704,0.0025651670403824445,0.0023295402717284966,0.0006419502233047749,0.00034914822812226617,0.00041099688207130267,0.0007055539813675752,0.0006445564281686238,6.071240235762299e-05,5.5196241712143795e-05,0.00013721432511371764,5.9124900978247736e-05,6.606331315559605e-05,5.9699655490370186e-05,5.0753177045426354e-05,9.52541747092253e-06,0.11773737594418772
26.8,0.0071176987634522446,0.0020798660610102395,0.008458389784987638,0.00789978553910399,0.0017657935177101962,0.0015785836317011243,0.0018423894192888314,0.0025439448582268735,0.002309525676734018,0.0006367000471822422,0.000348974077116917,0.00041095300461763384,0.0007000785732491556,0.0006393111566556199,5.987024339404862e-05,5.44202383326999e-05,0.0001361142552976865,5.906628353174636e-05,6.606194227394727e-05,5.924319662024719e-05,5.0345074607302466e-05,9.449287395557202e-06,0.11720097800529859
26.85,0.007110598155622585,0.002064373603381596,0.008433210823514503,0.00787090213431158,0.0017505535282278228,0.0015784285343906086,0.0018406506627809125,0.002522897538792662,0.00228968261322283,0.0006314756650407215,0.00034881126700138105,0.00041090440227785173,0.0006946414223389483,0.0006341050329700705,5.9040535222545493e-05,5.365584104520499e-05,0.00013501896104242832,5.901069261984946e-05,6.606018049449278e-05,5.8789821266027965e-05,4.993995744891789e-05,9.373413500734528e-06,0.11666763612833256
26.900000000000002,0.007103494515097006,0.0020490322364648938,0.008408068122781292,0.007842085295735608,0.001735414478056681,0.0015782597643279495,0.0018388779939092317,0.002502023744107729,0.002270009702110045,0.0006262772884430542,0.0003486593263498081,0.0004108508868611321,0.0006892423659240374,0.0006289378562548054,5.822308327123432e-05,5.290286661610373e-05,0.00013392850229392155,5.895802421695153e-05,6.605798343003911e-05,5.833951665859275e-05,4.95378091704084e-05,9.297804719680399e-06,0.11613732929588566
26.950000000000003,0.007096387879738004,0.0020338408904594513,0.008382961969390373,0.0078133352504904,0.0017203763363007076,0.0015780768745993288,0.0018370714932046486,0.0024813221439938657,0.0022505055731489804,0.0006211051211746318,0.00034851779364354396,0.00041079227733676,0.0006838812396155844,0.0006238094245922716,5.741769615246704e-05,5.216113483954215e-05,0.00013284293713242823,5.890817636944222e-05,6.605530816799946e-05,5.7892261659239564e-05,4.913860013797383e-05,9.222489704712549e-06,0.11561003658796305
27.0,0.007089278287344824,0.0020187984992011813,0.00835789264690946,0.007784652221459513,0.001705439059819719,0.0015778794329809774,0.0018352312496368215,0.002460791416072219,0.002231168864922263,0.0006159593593495546,0.0003483862171264852,0.0004107283996840896,0.000678557877414811,0.0006187195350641849,5.662418560885882e-05,5.143046848550159e-05,0.00013176232179559595,5.886104916706619e-05,6.60521132406571e-05,5.744803013296704e-05,4.8742292762283995e-05,9.147509168251866e-06,0.11508573721238957
27.05,0.0070821657756531715,0.0020039040001969427,0.0083328604358794,0.0077560364273196345,0.0016906025934526191,0.0015776670216776445,0.0018333573603782265,0.002440430245767485,0.0022119982248317628,0.0006108401915167363,0.00034826415466162025,0.00041065908674471765,0.0006732721117776941,0.0006136679838098911,5.584236646025887e-05,5.071069324884531e-05,0.0001306867107016775,5.8816544714463626e-05,6.604835859585629e-05,5.700679585632005e-05,4.834884923479437e-05,9.072904350073804e-06,0.11456441054979458
27.1,0.007075050382334918,0.0019891563346581156,0.008307865613822156,0.007727488082564625,0.0016758668702387806,0.0015774392370642872,0.0018314499305722943,0.0024202373263108585,0.0021929923090874062,0.000605747798765916,0.00034815117358877096,0.00041058417807685494,0.0006680237736783925,0.0006086545660834613,5.5072056551641676e-05,5.0001637699261e-05,0.00012961615647285606,5.8774567102895754e-05,6.604400556812129e-05,5.656853741188596e-05,4.795823927148601e-05,8.998705289378247e-06,0.11404603619840546
27.150000000000002,0.00706793214499782,0.001974554447533386,0.008282908455248938,0.007699007397529635,0.001661231811637562,0.0015771956894309591,0.0018295090731056144,0.0024002113587417483,0.002174149782694877,0.0006006823548335269,0.00034804685058354844,0.00041050351981187914,0.0006628126926714164,0.0006036790763095327,5.4313076701898325e-05,4.9303133232080186e-05,0.00012855070995866202,5.8735022382160116e-05,6.603901685019975e-05,5.613324153871423e-05,4.757044544725456e-05,8.924922597614533e-06,0.11353059400413833
27.200000000000003,0.007060811101185229,0.0019600972875407643,0.008257989231668513,0.007670594578415352,0.0016466973277459514,0.001576936002730883,0.0018275349083841572,0.0023803510519082947,0.0021554693194422436,0.0005956440262083835,0.00034795077151753554,0.00041041696451305214,0.0006576386969525609,0.0005987413081379197,5.3565250653510764e-05,4.861501401995759e-05,0.00012749042025947058,5.869781853270059e-05,6.603335646502277e-05,5.5700903900060654e-05,4.7185464484525586e-05,8.851545267812327e-06,0.11301806406618503
27.25,0.007053687288375809,0.0019457838071988364,0.008233108211595678,0.007642249827312345,0.0016322633175143131,0.001576659814331686,0.0018255275641134664,0.0023606551224667205,0.0021369496018855427,0.0005906329722371488,0.00034786253131970763,0.0004103243710363849,0.0006525016134186193,0.000593841054497012,5.282840502309215e-05,4.793711696539358e-05,0.00012643533475006766,5.8662865437915507e-05,6.60269897380709e-05,5.5271527037922446e-05,4.680330413246858e-05,8.778545131091265e-06,0.11250842671596689
27.3,0.007046560743983257,0.001931612962857254,0.008208265660559882,0.007613973342225491,0.0016179296689602177,0.0015763667747697803,0.001823487175082774,0.0023411222948795294,0.0021185893213333325,0.0005856493452295365,0.00034778173383910225,0.0004102256043936318,0.0006474012677258903,0.0005889781076459762,5.210236925277851e-05,4.726928165408417e-05,0.00012538549910327048,5.863007485666557e-05,6.601988327013593e-05,5.484511615367844e-05,4.642397663608917e-05,8.705886519951643e-06,0.11200166247556803
27.35,0.007039431505356025,0.0019175837147264831,0.008183461841114032,0.007585765317098527,0.0016036962593803485,0.0015760565475078671,0.001821413882952988,0.002321751301412603,0.0021003871778302696,0.0005806932905632208,0.00034770799170874756,0.00041012053561739753,0.0006423374843475013,0.0005841522592257865,5.138697556245949e-05,4.661135030908588e-05,0.00012434095731359005,5.859936039598152e-05,6.60120049104703e-05,5.4421674015013635e-05,4.604749082359676e-05,8.633538151117032e-06,0.11149775200800346
27.400000000000002,0.007032299609777038,0.0019036950269067988,0.008158697012843425,0.007557625941838661,0.001589562955560454,0.0015757288086955463,0.0018193078360485074,0.002302540882131193,0.0020823418801397047,0.0005757649467884074,0.0003476409262108585,0.0004100090416283376,0.0006373100866295581,0.0005793633003090933,5.068205890283535e-05,4.596316774578222e-05,0.00012330175172091873,5.8570637483970536e-05,6.600332373032198e-05,5.4001196543132626e-05,4.5673845231204724e-05,8.561483625141475e-06,0.11099667607403094
