event_number,record_index,volume,pdg,pro,E0_keV,Eprime_k_keV,Et_E0_minus_Eprime_keV,theta_deg,q_gamma_keV_c,Q_keV_c,Q_signed_au,Q_absolute_au
588564,9,2,22,2013,662.0,166.49051620661925,495.50948379338075,125.82189643615676,771.3466423869129,-57.409305633759494,-15.40205335483892,15.40205335483892
588570,3,3,22,2013,662.0,615.1390666345914,46.86093336540864,19.74644450025921,223.8028570382649,-4.905757120578161,-1.3161408604913265,1.3161408604913265
588572,3,3,22,2013,662.0,319.5529884600306,342.4470115399694,80.04955963591638,683.5569142156485,-85.77867236756133,-23.013127818349975,23.013127818349975
588574,3,3,22,2013,662.0,327.2108556266744,334.7891443733256,77.86470336398465,673.9714733573131,-83.15117611103004,-22.308210086181187,22.308210086181187
588600,3,3,22,2013,662.0,281.1600467019454,380.8399532980546,92.61156484374213,730.9286367817161,-99.21504815816941,-26.617905380768637,26.617905380768637
588633,3,3,22,2013,662.0,526.4651581346529,135.53484186534706,36.74756779540311,396.0883819047132,-23.18850884387761,-6.221128203692033,6.221128203692033
588638,3,3,22,2013,662.0,336.4923524191671,325.5076475808329,75.32731098006808,662.2864447159908,-79.991459792275,-21.46050571508003,21.46050571508003
588639,3,3,22,2013,662.0,296.9729907611676,365.0270092388324,87.06459079148107,711.5486808062069,-93.62951918061114,-25.119391953761394,25.119391953761394
588639,5,2,22,2013,662.0,151.84365238287108,510.1563476171289,94.02004712715534,689.4886332702229,33.347331367711945,8.946587513940608,8.946587513940608
588649,3,3,22,2013,662.0,547.017070640132,114.98292935986797,33.09710058791608,361.5707084197717,-18.282486763338053,-4.904916258427649,4.904916258427649
588653,4,2,22,2013,662.0,478.56997914223246,183.43002085776754,45.23993044664519,470.22510991127865,-35.776665224007274,-9.59834125418049,9.59834125418049
588661,3,3,22,2013,662.0,623.0023870230773,38.99761297692271,17.883691592721664,203.4116251975697,-3.7380577477430483,-1.0028646791427351,1.0028646791427351
588664,3,3,22,2013,662.0,347.58238199468656,314.41761800531344,72.4372727284717,648.2226150661194,-76.25293439634501,-20.45751557296144,20.45751557296144
588665,3,3,22,2013,662.0,255.15138212086947,406.84861787913053,103.34574713650474,762.4461937819897,-108.54858499529834,-29.121952952287756,29.121952952287756
588669,3,3,22,2013,662.0,276.80268568670397,385.19731431329603,94.25380628204505,736.2389465738821,-100.7662878434409,-27.034079660093926,27.034079660093926
588690,3,3,22,2013,662.0,568.8447252866649,93.15527471333507,29.121264296149253,322.3079162624561,-13.461819723583352,-3.6116037869987365,3.6116037869987365
588696,3,3,22,2013,662.0,458.07167831911727,203.92832168088273,48.9772899202375,500.00106057657763,-41.58622760908237,-11.156959475310371,11.156959475310371
588711,3,3,22,2013,662.0,635.6006681623642,26.399331837635827,14.54755833170546,166.36401145979232,-2.0944048079127917,-0.5618973133709984,0.5618973133709984
588711,4,3,22,2013,662.0,601.3963481899212,60.60365181007876,31.555931551785637,348.4456141468781,-85.34676783623314,-22.89725432776726,22.89725432776726
588716,3,3,22,2013,662.0,565.1309149493981,96.86908505060194,29.808889081117897,329.2166663242471,-14.251113968048209,-3.823359563030388,3.823359563030388
588740,3,3,22,2013,662.0,590.9325142262041,71.06748577379585,24.88304494532586,278.71383723796157,-9.060247343904921,-2.4307281103361933,2.4307281103361933
588748,3,3,22,2013,662.0,535.2583036447678,126.7416963552322,35.1920914698746,381.5667634545116,-21.048978627850094,-5.647124421939832,5.647124421939832
588754,3,3,22,2013,662.0,581.2887664883228,80.71123351167716,26.769920842662454,298.3303670654759,-10.917640280075549,-2.9290387028088225,2.9290387028088225
588758,3,3,22,2013,662.0,627.7921334558338,34.20786654416622,16.676609913250473,190.0803597652639,-3.0779181021102473,-0.8257591396933629,0.8257591396933629
588763,3,3,22,2013,662.0,357.09166766986766,304.90833233013234,70.06830659747277,636.0697619487764,-73.08036947027891,-19.606364113741797,19.606364113741797
588778,3,3,22,2013,662.0,436.98129390464464,225.01870609535536,52.94956959316753,529.7188359700849,-47.79226649485044,-12.821946379186032,12.821946379186032
588779,3,3,22,2013,662.0,247.589595993186,414.410404006814,106.97732647694242,771.5325737967089,-111.29476924694342,-29.858712888662655,29.858712888662655
588781,3,3,22,2013,662.0,562.7344084297765,99.26559157022348,30.249763562637433,333.6208564457041,-14.767423979082535,-3.9618777744910725,3.9618777744910725
588786,3,3,22,2013,662.0,263.0966469901582,398.9033530098418,99.80794978694561,752.8626981125066,-105.678642222626,-28.351990465856982,28.351990465856982
588786,4,3,22,2013,662.0,260.40984719483333,401.59015280516667,88.57852186251765,705.3398402126751,-61.72850947856954,-16.560830792290975,16.560830792290975
588792,2,2,22,2013,662.0,322.8448181984975,339.1551818015025,79.09966008269659,679.4424874745833,-84.64697167530066,-22.70950954163532,22.70950954163532
588795,3,3,22,2013,662.0,437.514209361618,224.485790638382,52.84724531081234,528.9781270071024,-47.63276423605237,-12.779154321816494,12.779154321816494
588810,3,3,22,2013,662.0,542.6548974216254,119.34510257837462,33.87690136276067,369.07138628213625,-19.295716041003146,-5.176750436232191,5.176750436232191
588814,2,2,22,2013,662.0,434.13789044143056,227.86210955856944,53.49743283299061,533.6625527446539,-48.645575716388585,-13.050876410880722,13.050876410880722
588817,3,3,22,2013,662.0,544.2039853636048,117.79601463639517,33.600383266760396,366.4193925371605,-18.934101949173787,-5.07973481350809,5.07973481350809
588832,3,3,22,2013,662.0,315.30793314275576,346.69206685724424,81.29963071947853,688.8497120280633,-87.24300187276951,-23.405985403358258,23.405985403358258
588846,3,3,22,2013,662.0,413.42238646516785,248.57761353483215,57.59636954053542,561.9934244135543,-54.974209098579465,-14.748753574516003,14.748753574516003
588865,3,3,22,2013,662.0,416.91285104609875,245.08714895390125,56.89134681494377,557.2667606481244,-53.894454625740046,-14.459071687281694,14.459071687281694
588867,3,3,22,2013,662.0,201.5343132030528,460.46568679694724,139.78626598317786,826.2103707946707,-128.313352384002,-34.42454281130499,34.42454281130499
588890,3,3,22,2013,662.0,424.99230491430393,237.00769508569607,55.28257503544683,546.2545150665945,-51.41571310052324,-13.794062612484705,13.794062612484705
588891,3,3,22,2013,662.0,610.1319745953627,51.86802540463725,20.871831604267133,236.00699343583014,-5.699362861914841,-1.5290533462954785,1.5290533462954785
588898,3,3,22,2013,662.0,419.868323372635,242.13167662736498,56.299200094141,553.2502096633049,-52.98436399599646,-14.214908057669586,14.214908057669586
588900,3,3,22,2013,662.0,660.7597863937962,1.240213606203838,3.0845904856631976,35.62349971105917,-0.021550747904670042,-0.0057817415730808345,0.0057817415730808345
588906,3,3,22,2013,662.0,204.30050913700603,457.69949086299397,136.82861736536617,822.9560776939031,-127.2776469057637,-34.14667860689377,34.14667860689377
588918,3,3,22,2013,662.0,598.1568021148174,63.843197885182576,23.420502472811137,263.2936819915959,-7.740054199563255,-2.0765401433616253,2.0765401433616253
588930,3,3,22,2013,662.0,232.92907735523457,429.07092264476546,114.9542505541637,789.0572883052087,-116.65878004881215,-31.29779632042135,31.29779632042135
588930,4,3,22,2013,662.0,204.196032764148,457.80396723585204,70.95676078622398,625.8817585699214,60.832319972428486,16.32039662509014,16.32039662509014
588941,3,3,22,2013,662.0,609.4557304800313,52.54426951996868,21.020772149240475,237.61529656629347,-5.809360240638712,-1.5585639888175373,1.5585639888175373
588976,3,3,22,2013,662.0,458.6750582825807,203.32494171741928,48.86574932452289,499.1379359568069,-41.41198824807057,-11.110213675039994,11.110213675039994
588989,3,3,22,2013,662.0,357.95532971869653,304.04467028130347,69.85773759516525,634.9615356354883,-72.79377845822283,-19.52947605509039,19.52947605509039
589000,3,3,22,2013,662.0,500.0743798508939,161.92562014910612,41.404782574081196,437.84419289880634,-29.941648065754407,-8.032893900207226,8.032893900207226
589000,4,3,22,2013,662.0,265.599943455639,396.400056544361,78.37632530232383,661.7666349063775,-24.792894924066513,-6.651560861534513,6.651560861534513
589002,2,2,22,2013,662.0,258.2652507534465,403.7347492465535,101.92786623911377,758.6947879993653,-107.42189757046312,-28.8196796598316,28.8196796598316
589013,3,3,22,2013,662.0,564.3438391533685,97.65616084663145,29.953918853482254,330.6676719096225,-14.420086496207183,-3.86869235125133,3.86869235125133
589023,3,3,22,2013,662.0,638.7078272781598,23.29217272184019,13.626884191309417,156.03549293314092,-1.7383049297637672,-0.4663610712521307,0.4663610712521307
589035,3,3,22,2013,662.0,435.5912715221753,226.4087284778247,53.21699286133505,531.6485110148002,-48.208936635665914,-12.93373271189573,12.93373271189573
589039,3,3,22,2013,662.0,447.33206236349025,214.66793763650975,50.98115399728072,515.240223330362,-44.71880628335725,-11.997383224505484,11.997383224505484
589040,3,3,22,2013,662.0,345.3811960185228,316.6188039814772,72.9994932411525,651.023190427759,-76.9917095732033,-20.655717842882478,20.655717842882478
589040,4,3,22,2013,662.0,181.72803784367485,480.2719621563251,147.55308809258426,821.1671209306121,-111.71751187856556,-29.972128379334965,29.972128379334965
589040,6,2,22,2013,662.0,155.95430127745036,506.0456987225497,107.54581414810144,724.4404549960111,-5.269769715182357,-1.4137999654401636,1.4137999654401636
589042,3,3,22,2013,662.0,185.42183827394476,476.5781617260552,169.72746498131428,845.0967912480925,-134.37851595576407,-36.05173498697854,36.05173498697854
589046,3,3,22,2013,662.0,346.1781175575934,315.8218824424066,72.79531836658049,650.0097974599314,-76.72405348929375,-20.583909740700907,20.583909740700907
589051,3,3,22,2013,662.0,365.0640115686668,296.9359884313332,68.15171655726625,625.8106056004968,-70.4449022724968,-18.89930789790598,18.89930789790598
589075,3,3,22,2013,662.0,194.65662546031842,467.3433745396816,148.56453428319807,834.2863655227353,-130.89558929848567,-35.11731814263254,35.11731814263254
589080,4,2,22,2013,662.0,600.4354021955161,61.564597804483924,22.94868833171575,258.28101836601763,-7.337096461795626,-1.9684326421764418,1.9684326421764418
589090,3,3,22,2013,662.0,189.00622577617975,472.99377422382025,158.7025196725865,840.9052958477611,-133.0245394057842,-35.688483440321136,35.688483440321136
589091,3,3,22,2013,662.0,437.86709741676555,224.13290258323445,52.77954885039037,528.4873658383174,-47.527218868299826,-12.75083808688672,12.75083808688672
589091,4,3,22,2013,662.0,316.3490487033227,345.6509512966773,76.5565433547596,664.0368991667972,-66.02775488822984,-17.71425368173619,17.71425368173619
589099,3,3,22,2013,662.0,293.7583170717259,368.2416829282741,88.14442850496559,715.5027143426325,-94.7593430190982,-25.422506698833548,25.422506698833548
589114,2,2,22,2013,662.0,310.87312658995234,351.12687341004766,82.6374267110068,694.3637234182098,-88.77862683206106,-23.81797048652433,23.81797048652433
589119,3,3,22,2013,662.0,643.0886448790578,18.911355120942176,12.231211744711853,140.30325391579183,-1.2743757388936812,-0.3418958461154165,0.3418958461154165
589119,4,3,22,2013,662.0,589.545692154257,72.45430784574296,34.13021111660316,373.75048972140064,-87.81410025384504,-23.559202510569097,23.559202510569097
589130,3,3,22,2013,662.0,296.68219716686184,365.31780283313816,87.16134516788622,711.9066618381153,-93.7315998205737,-25.146778654329236,25.146778654329236
589142,3,3,22,2013,662.0,424.87513672633213,237.12486327366787,55.30568465726849,546.4149468270815,-51.45145111499629,-13.80365058432365,13.80365058432365
589142,4,3,22,2013,662.0,251.85853586615397,410.14146413384606,48.42435967726693,529.5181385691722,131.0390590641695,35.155808923203296,35.155808923203296
589149,3,3,22,2013,662.0,219.9190426202668,442.0809573797332,123.48204843823996,804.5131121264474,-121.46141945700036,-32.58627224940853,32.58627224940853
589160,3,3,22,2013,662.0,507.1269764888302,154.87302351116978,40.1582069543017,426.9256912118496,-28.09073836739192,-7.536322662940703,7.536322662940703
589162,3,3,22,2013,662.0,215.25474759629205,446.7452524037079,127.01503979763122,810.0333293125611,-123.19267579395621,-33.05074228921017,33.05074228921017
589162,4,3,22,2013,662.0,212.14501037061194,449.85498962938806,111.85775333166109,766.6955872072319,-83.5209737598184,-22.407421234169416,22.407421234169416
589171,2,2,22,2013,662.0,638.8441898583687,23.155810141631264,13.585291260011486,155.56792416303668,-1.7231735479329875,-0.4623015490593895,0.4623015490593895
589190,3,3,22,2013,662.0,410.23294468034334,251.76705531965666,58.24618202019476,566.2967701027789,-55.9654448326152,-15.01468721531349,15.01468721531349
589207,3,3,22,2013,662.0,237.53678045019097,424.463219549809,112.2927775724495,783.5620650597346,-114.96734429520639,-30.844009544292877,30.844009544292877
589219,3,3,22,2013,662.0,302.28092931148905,359.71907068851095,85.32952987370747,705.003486426195,-91.77048633147302,-24.620641397301327,24.620641397301327
589236,4,2,22,2013,662.0,220.578929691019,441.42107030898103,123.0058350474707,803.731256621622,-121.2168852520592,-32.52066739963706,32.52066739963706
589247,3,3,22,2013,662.0,235.57775940363322,426.4222405963668,113.40505459543455,785.8998203105965,-115.68586286409749,-31.036777270924212,31.036777270924212
589272,3,3,22,2013,662.0,225.3837801830152,436.61621981698477,119.69200025378166,798.0316711991278,-119.43935213590476,-32.043781995907246,32.043781995907246
589272,4,3,22,2013,662.0,133.6854670970296,528.3145329029704,23.6129174356413,542.1586350960865,226.8722206868342,60.866405004811476,60.866405004811476
589275,3,3,22,2013,662.0,256.33643121165846,405.66356878834154,102.80114756420001,761.0191942370434,-108.1195112696827,-29.006838924306805,29.006838924306805
589275,4,3,22,2013,662.0,180.0530538838407,481.9469461161593,131.43700440986242,792.7350477702036,-85.70270572413267,-22.99274711033827,22.99274711033827
589287,3,3,22,2013,662.0,644.2663797667557,17.733620233244324,11.831956131949415,135.7873429508821,-1.1578495478717623,-0.3106336214369778,0.3106336214369778
589289,3,3,22,2013,662.0,299.08914324331573,362.91085675668427,86.36589400599516,708.9417426076236,-92.88739179172327,-24.92029033576487,24.92029033576487
589292,3,3,22,2013,662.0,511.343923498882,150.65607650111798,39.41418595904072,420.3182545888372,-26.999689769204224,-7.243610731721537,7.243610731721537
589304,3,3,22,2013,662.0,204.67422471944124,457.3257752805588,136.44751182249428,822.5161458004973,-127.1378494109844,-34.10917304138145,34.10917304138145
589310,3,3,22,2013,662.0,505.04188078537413,156.95811921462587,40.526407339168586,430.1705555428456,-28.634583075548303,-7.682228019560201,7.682228019560201
589313,2,2,22,2013,662.0,451.95902648460157,210.04097351539843,50.11336790336088,508.7028873504762,-43.36200340413969,-11.633373416217207,11.633373416217207
589319,3,3,22,2013,662.0,315.1926932112671,346.8073067887329,81.333973947057,688.993192666089,-87.28283042733554,-23.416670805588787,23.416670805588787
589319,5,2,22,2013,662.0,153.53567589095817,508.46432410904185,138.60204575033524,783.7764401416297,-60.38390798308537,-16.200094431768527,16.200094431768527
589323,3,3,22,2013,662.0,494.49415827477844,167.50584172522156,42.394111619618826,446.37295179313514,-31.428698509428386,-8.431847171318294,8.431847171318294
589330,3,3,22,2013,662.0,525.9061708619378,136.09382913806223,36.84625345553723,397.0001599798318,-23.326481336749776,-6.258144148637857,6.258144148637857
589348,3,3,22,2013,662.0,574.4246491349882,87.57535086501184,28.076765989003768,311.72304975555977,-12.301386071512828,-3.300276889266141,3.300276889266141
589361,3,3,22,2013,662.0,302.00009745080996,359.99990254919004,85.41989228997292,705.3502998091876,-91.8686396466394,-24.64697445568721,24.64697445568721
589368,4,2,22,2013,662.0,251.14549218878778,410.8545078112122,105.23455648286158,767.263864592244,-110.00161659879164,-29.511779480168816,29.511779480168816
589370,4,2,22,2013,662.0,257.3736162493964,404.6263837506036,102.32956870337225,759.7695654174962,-107.74426602071678,-28.906166267114372,28.906166267114372
589372,3,3,22,2013,662.0,459.6201798756915,202.37982012430848,48.691242827369344,497.78441776795586,-41.13944605697949,-11.03709470378107,11.03709470378107
589382,3,3,22,2013,662.0,326.60071542665,335.39928457335,78.03562759736784,674.7369989528055,-83.35984916824073,-22.364193929312474,22.364193929312474
589384,3,3,22,2013,662.0,654.6707615473223,7.329238452677714,7.5378905085367025,86.85725909325646,-0.30913799904047484,-0.08293707618769078,0.08293707618769078
589398,3,3,22,2013,662.0,603.1393113610238,58.86068863897617,22.381398580142232,252.2302046539765,-6.867639733127827,-1.8424844617741758,1.8424844617741758
589411,3,3,22,2013,662.0,499.9904646371939,162.0095353628061,41.41963767868271,437.9731515840588,-29.963864534568014,-8.038854244688766,8.038854244688766
589412,4,2,22,2013,662.0,473.1818117454209,188.81818825457913,46.212887226131386,478.14650996140415,-37.2813518966907,-10.00202606031333,10.00202606031333
589422,3,3,22,2013,662.0,186.24113706203784,475.75886293796214,166.372297716458,844.1392162625183,-134.06879703555333,-35.968642058377014,35.968642058377014
589432,3,3,22,2013,662.0,443.32265809229085,218.67734190770915,51.738993205136694,520.8719099518561,-45.9031311091777,-12.315119764869076,12.315119764869076
589445,3,3,22,2013,662.0,235.0217934335784,426.9782065664216,113.72580495777167,786.5628933410668,-115.88994320326726,-31.09152895687246,31.09152895687246
589458,3,3,22,2013,662.0,395.27976675406813,266.72023324593187,61.370152408633366,586.2825084803385,-60.669643340588834,-16.27675293117118,16.27675293117118
589480,3,3,22,2013,662.0,376.471140308017,285.528859691983,65.50821227573603,611.0127673537571,-66.71391468395362,-17.89834003615237,17.89834003615237
589493,3,3,22,2013,662.0,470.10153596954206,191.89846403045794,46.77188077833661,482.6435873372041,-38.14885675966668,-10.234764569125412,10.234764569125412
589530,3,3,22,2013,662.0,660.9884388372765,1.011561162723524,2.785226548008207,32.1688756266984,-0.015870165845984156,-0.0042577268338576035,0.0042577268338576035
589537,2,2,22,2013,662.0,391.90792947273576,270.09207052726424,62.09371321363191,590.7480290613374,-61.74302255134262,-16.564724431461944,16.564724431461944
589541,3,3,22,2013,662.0,362.05365424889544,299.94634575110456,68.86837733383318,629.6922437223094,-71.43740243216533,-19.16558076508575,19.16558076508575
589584,3,3,22,2013,662.0,418.7682861027738,243.2317138972262,56.51909409553995,554.7467422195564,-53.32265329178908,-14.305665988385696,14.305665988385696
589584,4,3,22,2013,662.0,183.26786275514144,478.73213724485856,109.06502040245176,742.3539849630683,-41.64131666200853,-11.171739039756753,11.171739039756753
589585,3,3,22,2013,662.0,409.53106823672846,252.46893176327154,58.38991895326726,567.2417997516401,-56.184162689812354,-15.07336592722297,15.07336592722297
589595,3,3,22,2013,662.0,597.7327090387039,64.26729096129611,23.507720897842617,264.21831115056034,-7.8157803802935515,-2.096856338847542,2.096856338847542
589615,3,3,22,2013,662.0,279.1303937952486,382.8696062047514,93.36979091173922,733.4037348152078,-99.93697450734618,-26.8115873636029,26.8115873636029
589627,3,3,22,2013,662.0,489.94617776454464,172.05382223545536,43.20304907570614,453.2561626642628,-32.65498089920538,-8.7608402951149,8.7608402951149
589628,4,2,22,2013,662.0,473.82957097645516,188.17042902354484,46.0956012737098,477.1979448922978,-37.099594126878614,-9.953263184027014,9.953263184027014
589646,3,3,22,2013,662.0,209.79891554022393,452.2010844597761,131.58716815411367,816.4767867527677,-125.22391224464297,-33.595692482291305,33.595692482291305
589646,5,2,22,2013,662.0,207.6179289425306,454.3820710574694,118.72817970272187,783.2461671836636,-95.17830283375277,-25.534907316601142,25.534907316601142
589651,3,3,22,2013,662.0,475.4663730473691,186.53362695263093,45.79963175654886,474.7965396739799,-36.64136575709675,-9.830327403456785,9.830327403456785
589651,4,3,22,2013,662.0,449.076988579218,212.92301142078202,57.25447967752041,564.1823794071897,-89.23926307954073,-23.941552264470147,23.941552264470147
589653,3,3,22,2013,662.0,610.2301899671763,51.76981003282367,20.8501430597172,235.7726579274926,-5.683441829528894,-1.5247819727339025,1.5247819727339025
589657,3,3,22,2013,662.0,515.5525599110945,146.44744008890552,38.67214915555305,413.6614766013819,-25.922807254590857,-6.954699347689491,6.954699347689491
589661,3,3,22,2013,662.0,257.69500914061996,404.30499085938004,102.18438323227522,759.3822126618516,-107.6280439042306,-28.874985621061064,28.874985621061064
589663,3,3,22,2013,662.0,268.60856229233696,393.39143770766304,97.49795509241885,746.1916744413592,-103.6971940113287,-27.820397708666327,27.820397708666327
589668,3,3,22,2013,662.0,218.34926524160832,443.65073475839165,124.6373753160667,806.3721586315684,-122.04352865249929,-32.742443392543635,32.742443392543635
589669,3,3,22,2013,662.0,250.26621371349182,411.7337862865082,105.65948977145368,768.3200783364842,-110.32108750640208,-29.597488720334947,29.597488720334947
589694,3,3,22,2013,662.0,428.6011135553032,233.3988864446968,54.57382690148395,541.302312326977,-50.31802944816013,-13.499570596011175,13.499570596011175
589701,3,3,22,2013,662.0,575.588065919152,86.41193408084803,27.8570832688429,309.4831669157519,-12.063392733099912,-3.236426855619741,3.236426855619741
589704,3,3,22,2013,662.0,627.295784308477,34.70421569152302,16.80472153829632,191.49938738364162,-3.144414580190941,-0.8435991447587691,0.8435991447587691
589711,2,2,22,2013,662.0,351.28793024398203,310.71206975601797,71.50284355141358,643.4975122177294,-75.01296516830311,-20.124850476287126,20.124850476287126
589715,3,3,22,2013,662.0,551.8181882028111,110.18181179718886,32.234300057209936,353.1934358270101,-17.185754636316627,-4.610679521893831,4.610679521893831
589718,3,3,22,2013,662.0,573.19934565812,88.80065434187998,28.307393611957412,314.0694690088818,-12.553532584691682,-3.367924006860498,3.367924006860498
589724,3,3,22,2013,662.0,363.0608040193122,298.9391959806878,68.62768020223442,628.3946606221251,-71.10498927350883,-19.076399313595296,19.076399313595296
589735,2,2,22,2013,662.0,546.3780372214051,115.62196277859493,33.21156416250199,362.67593272868265,-18.429932916029237,-4.944473843833802,4.944473843833802
589745,3,3,22,2013,662.0,473.3695520573308,188.6304479426692,46.178884890993665,477.8716903877895,-37.22864881135943,-9.987886615091412,9.987886615091412
589751,3,3,22,2013,662.0,221.27365063880447,440.7263493611955,122.51028924752286,802.9078921551006,-120.95954974140614,-32.45162815205483,32.45162815205483
589752,3,3,22,2013,662.0,613.6883794864292,48.3116205135708,20.07680564331935,227.3947746149499,-5.131840345202605,-1.3767955897178727,1.3767955897178727
589767,2,2,22,2013,662.0,593.7023155127544,68.29768448724565,24.327896206655392,272.88213273010797,-8.546592572223336,-2.2929222596631775,2.2929222596631775
589767,3,2,22,2013,662.0,248.07176797010925,413.92823202989075,113.87951283267613,795.4519272929043,-131.81759217878397,-35.36467764992675,35.36467764992675
589777,3,3,22,2013,662.0,292.84473894963173,369.15526105036827,88.45549442550623,716.6250615183457,-95.08096305895637,-25.50879251886214,25.50879251886214
589778,2,2,22,2013,662.0,517.7544543445805,144.2455456554195,38.28399646377168,410.1529112976999,-25.364275631141737,-6.804853712565324,6.804853712565324
589797,3,3,22,2013,662.0,243.73451629373338,418.26548370626665,108.94360153180243,776.1523222854436,-112.7002380963974,-30.235779044904838,30.235779044904838
589801,2,2,22,2013,662.0,533.1323754019422,128.86762459805777,35.56880629568943,385.1094598647758,-21.560861870226958,-5.784454997941438,5.784454997941438
589809,3,3,22,2013,662.0,241.77925371575898,420.22074628424105,109.97389352184064,778.492236460295,-113.41446404742902,-30.42739512671877,30.42739512671877
589811,3,3,22,2013,662.0,433.9385069638829,228.0614930361171,53.53597210651134,533.9385669856783,-48.705554016669446,-13.066967686865691,13.066967686865691
589820,3,3,22,2013,662.0,349.26163315116867,312.73836684883133,72.01197332619398,646.0829786096674,-75.69043572398711,-20.306605638273293,20.306605638273293
589858,4,2,22,2013,662.0,623.8954732035754,38.10452679642458,17.66331167625931,200.98432346941155,-3.6119033301920664,-0.9690193460801062,0.9690193460801062
589871,3,3,22,2013,662.0,507.962499679635,154.03750032036498,40.01073023065505,425.6213587575332,-27.873619609292916,-7.478072965271294,7.478072965271294
589876,3,3,22,2013,662.0,233.50656805359492,428.49343194640505,114.6118561141164,788.3691867106127,-116.44651401940392,-31.240848536882183,31.240848536882183
589880,3,3,22,2013,662.0,388.0923524059724,273.9076475940276,62.921709013792416,595.7838686410689,-62.96310309890338,-16.892053694258,16.892053694258
589886,4,2,22,2013,662.0,605.3981384353585,56.60186156464147,21.90083080109417,247.0844994320533,-6.48289825522978,-1.7392641091677745,1.7392641091677745
589890,3,3,22,2013,662.0,628.6291672306863,33.370832769313665,16.45883672304479,187.66600870040537,-2.966812527781046,-0.7959511849559331,0.7959511849559331
589891,4,2,22,2013,662.0,346.0080400054525,315.9919599945475,72.83883284935007,650.2261245391103,-76.78115823898824,-20.599230086277288,20.599230086277288
589896,3,3,22,2013,662.0,348.94821813682415,313.05178186317585,72.09111723461415,646.4825262441288,-75.79534766715207,-20.334751934911942,20.334751934911942
589910,3,3,22,2013,662.0,585.2673751433778,76.73262485662224,25.99944145394277,290.3592103649079,-10.138697568548851,-2.720060087393518,2.720060087393518
589915,3,3,22,2013,662.0,355.8742554357777,306.1257445642223,70.36637955196916,637.630625892069,-73.48478909695521,-19.714863817736642,19.714863817736642
589946,3,3,22,2013,662.0,198.64932300606515,463.3506769939348,143.17453491567233,829.6006458857559,-129.3952944895774,-34.71481160750377,34.71481160750377
589958,3,3,22,2013,662.0,574.3616851820972,87.63831481790282,28.088635419137233,311.8439367961033,-12.314305757397303,-3.303743046696957,3.303743046696957
589960,3,3,22,2013,662.0,649.592644261647,12.407355738352976,9.850827700333113,113.28827385470711,-0.6793087366648882,-0.18224831829995553,0.18224831829995553
589961,4,2,22,2013,662.0,290.5881938962718,371.4118061037282,89.23203290979058,719.3947357838438,-95.87637577385935,-25.72218978850006,25.72218978850006
589980,3,3,22,2013,662.0,319.7150452257324,342.2849547742676,80.00240572827771,683.354569651014,-85.72288039535113,-22.998159671230496,22.998159671230496
589988,2,2,22,2013,662.0,332.63695003101054,329.36304996898946,76.3673715164951,667.1494118574439,-81.300604291476,-21.811729496717803,21.811729496717803
589994,3,3,22,2013,662.0,206.3588254750237,455.6411745249763,134.7780420519788,820.5322461605426,-126.50806083257797,-33.94021023683605,33.94021023683605
589997,3,3,22,2013,662.0,398.8871569373695,263.1128430626305,60.60416960271275,581.4887103018518,-59.52634451197368,-15.970023048890557,15.970023048890557
590001,4,2,22,2013,662.0,448.21026895556474,213.78973104443526,50.81590113226773,514.0026149406743,-44.46045769992199,-11.928072184730826,11.928072184730826
590046,3,3,22,2013,662.0,264.72013805153836,397.27986194846164,99.11605181358544,750.8997546617107,-105.09420309425592,-28.195194236771112,28.195194236771112
590053,3,3,22,2013,662.0,241.95443419265192,420.0455658073481,109.8806347583954,778.282679950024,-113.35043564531806,-30.410217269320018,30.410217269320018
590066,3,3,22,2013,662.0,220.9747731725535,441.0252268274465,122.72275962419161,803.2621434381533,-121.07024515725956,-32.48132606744136,32.48132606744136
590068,2,2,22,2013,662.0,249.41911975220714,412.58088024779283,106.07254831357439,769.3372101575283,-110.62904606217484,-29.6801093696309,29.6801093696309
590071,2,2,22,2013,662.0,589.6383323569981,72.36166764300185,25.14024861345548,281.406605336102,-9.303358727822028,-2.49595123862392,2.49595123862392
590081,3,3,22,2013,662.0,374.42536206314065,287.57463793685935,65.974285110022,613.6772974807486,-67.37950532901964,-18.076907996775116,18.076907996775116
590093,2,2,22,2013,662.0,580.8782603357723,81.12173966422768,26.848840632548484,299.14374093000646,-10.998992959538228,-2.9508644032908444,2.9508644032908444
590094,3,3,22,2013,662.0,314.8667522122794,347.1332477877206,81.43122837222757,689.3989514121857,-87.39550206910918,-23.446898912670342,23.446898912670342
590118,4,2,22,2013,662.0,476.16616703331084,185.83383296668916,45.673263345798716,473.7678605069067,-36.44591712108343,-9.77789147365802,9.77789147365802
590129,3,3,22,2013,662.0,438.1258567266406,223.87414327335938,52.729940372524645,528.1273694916044,-47.44986425243879,-12.73008500674436,12.73008500674436
590135,4,2,22,2013,662.0,489.3706758261498,172.6293241738502,43.30560522408188,454.122975127298,-32.811054345400656,-8.80271245362712,8.80271245362712
590142,2,2,22,2013,662.0,607.0466620155181,54.95333798448189,21.54599680103061,243.2736339546487,-6.206487543000342,-1.6651072718639746,1.6651072718639746
590142,5,2,22,2013,662.0,391.59375992862965,270.40624007137035,37.43323747427315,424.1369616286754,113.71682246569652,30.508513343339427,30.508513343339427
