p_or_Q,chi_2p(p),I_2p(p),J_2p(Q)
26.900000000000002,0.00337442487128403,0.008239561255592082,0.0007829943226635796
26.950000000000003,0.0033536979850978393,0.008168934972509012,0.0007753765993807775
27.0,0.0033331127250167507,0.008098927879060401,0.0007678381648552776
27.05,0.0033126681162309584,0.00802953497876123,0.0007603781552099852
27.1,0.003292363108127735,0.007960750907930884,0.0007529957161367921
27.150000000000002,0.0032721967158222125,0.007892570623506777,0.0007456900028477773
27.200000000000003,0.0032521679477907767,0.007824989051454177,0.0007384601798717594
27.25,0.003232275818923038,0.007758001150359587,0.0007313054209851249
27.3,0.0032125193494584405,0.007691601906495925,0.0007242249091163741
27.35,0.0031928975642085914,0.0076257863303200585,0.0007172178362554074
27.400000000000002,0.0031734094921732226,0.0075605494548931455,0.0007102834033659556
27.450000000000003,0.003154054166591692,0.0074958863363903065,0.0007034208202992996
27.5,0.003134830625398904,0.007431792056516281,0.0006966293057074453
27.55,0.003115737921875141,0.007368261773095409,0.0006899080869330326
27.6,0.0030967750761227365,0.0073052904907270734,0.0006832563999811637
27.650000000000002,0.003077941174850644,0.007242873532822625,0.0006766734893819533
27.700000000000003,0.0030592352438339795,0.007181005939428298,0.0006701586081126643
27.75,0.0030406564446662228,0.007119683392633387,0.000663711017375437
27.8,0.0030222037711280262,0.007058900790750942,0.000657329986601269
27.85,0.0030038763426697467,0.006998653626083082,0.0006510147934766883
27.900000000000002,0.002985673256936376,0.006938937292576829,0.000644764723661981
27.950000000000003,0.0029675936184319182,0.006879747220433821,0.000638579070761935
28.0,0.0029496365378306032,0.006821078872959361,0.0006324571362380508
28.05,0.002931801131463279,0.006762927744261444,0.000626398229323965
28.1,0.0029140865210838954,0.006705289358268224,0.0006204016669430937
28.150000000000002,0.0028964918339524476,0.006648159269208251,0.0006144667736272272
28.200000000000003,0.00287901620319311,0.006591533063339115,0.0006085928814348707
28.25,0.002861658768316443,0.006535406361394984,0.0006027793298684574
28.3,0.002844418675748811,0.00647977482102552,0.0005970254657901333
28.35,0.0028272950792015638,0.006424634138464907,0.0005913306433364742
28.400000000000002,0.0028102871397411404,0.006369980048814685,0.0005856942238330912
28.450000000000003,0.002793394025484476,0.006315808324622503,0.0005801155757104882
28.5,0.002776614910929659,0.0062621147728315965,0.0005745940744226212
28.55,0.0027599490012029247,0.006208895343876581,0.0005691291023197418
28.6,0.002743395407734257,0.0061561455723445945,0.000563720048719058
28.650000000000002,0.0027269533646305543,0.006103861551255306,0.0005583663097941629
28.700000000000003,0.002710622109924221,0.006052039395206399,0.0005530672882741707
28.75,0.002694400770260311,0.006000674726878562,0.0005478223936025515
28.8,0.002678288564397892,0.0059497635877780106,0.0005426310419225586
28.85,0.0026622846059926506,0.005899301559371895,0.0005374926560482851
28.900000000000002,0.0026463883673549125,0.005849285819369702,0.0005324066649273657
28.950000000000003,0.002630598799609922,0.005799711242428242,0.0005273725039025565
29.0,0.002614915215712005,0.005750574313289578,0.0005223896149680063
29.05,0.002599336850771512,0.0057018711780030575,0.0005174574461751527
29.1,0.002583862950594206,0.005653598036021011,0.0005125754517138568
29.150000000000002,0.002568492771246954,0.005605751138011003,0.0005077430918253471
29.200000000000003,0.0025532256322467837,0.005558327017168679,0.0005029598326178294
29.25,0.0025380607243139256,0.005511321651095886,0.000498225146142824
29.3,0.0025229972419145495,0.005464731043354355,0.0004935385105809205
29.35,0.0025080346556096236,0.005418552400333934,0.0004888994096766255
29.400000000000002,0.0024931721630859017,0.005372781750332002,0.0004843073326890885
29.450000000000003,0.0024784090429745744,0.0053274154798802435,0.00047976177470345963
29.5,0.0024637445725401723,0.0052824499766170865,0.0004752622364388367
29.55,0.00244917802831269,0.005237881632330102,0.00047080822420787543
29.6,0.002434708687669267,0.005193706850002501,0.00046639924987248207
29.650000000000002,0.0024203358311323713,0.005149922053800272,0.00046203483079269045
29.700000000000003,0.002406058745031659,0.00510652370044882,0.0004577144897669726
29.75,0.002391876724114929,0.005063508290217506,0.00045343775496364813
29.8,0.0023777890736999723,0.005020872375793352,0.00044920415984452995
29.85,0.002363794963276651,0.004978611945264288,0.00044501324334387355
29.900000000000002,0.0023498941656409935,0.004936725535229839,0.00044086454900274177
29.950000000000003,0.0023360855786381854,0.004895208003396589,0.00043675762540821
30.0,0.0023223687010775133,0.004854056745370011,0.0004326920266376798
30.05,0.0023087428916166953,0.004813268572584679,0.0004286673114078418
30.1,0.0022952075138346155,0.004772840323371283,0.0004246830432756575
30.150000000000002,0.002281761933590249,0.004732768851961831,0.0004207387905884609
30.200000000000003,0.0022684055167934594,0.004693051019364076,0.0004168341264428111
30.25,0.0022551376278862243,0.004653683687305645,0.0004129686286499648
30.3,0.0022419576292576596,0.004614663716113947,0.00040914187970500927
30.35,0.0022288648813906958,0.004575987965632305,0.00040535346675674996
30.400000000000002,0.002215858744430811,0.004537653301945977,0.0004016029815747005
30.450000000000003,0.0022029387631012426,0.004499657353000709,0.0003978900202033913
30.5,0.002190103905132479,0.0044619953959859964,0.00039421418358498596
30.55,0.002177353632637941,0.004424664742001581,0.0003905750776584154
30.6,0.0021646876001022077,0.004387663486116109,0.0003869723121742351
30.650000000000002,0.002152105043014923,0.004350988025542959,0.0003834055010419185
30.700000000000003,0.002139605360257172,0.004314635430415876,0.0003798742627211909
30.75,0.0021271879610965903,0.004278602819983166,0.0003763782198984537
30.8,0.002114852264363578,0.004242887358943452,0.00037291699942090383
30.85,0.0021025976969430045,0.004207486251092541,0.00036949023223525136
