Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(6),J_4f5/2(6),J_4f7/2(8),J_5s1/2(2),J_5p1/2(2),J_5p3/2(4),J_5d3/2(4),J_5d5/2(6),J_5f5/2(6),J_5f7/2(8),J_6s1/2(2),J_6p1/2(2),J_6p3/2(4),J_6d3/2(3),J_7s1/2(2),J_total_Db_relativistic
0.5,0.005840261693361644,0.02164678598958291,0.010147241437776315,0.013077250094699034,0.04772090730315981,0.027565021521037278,0.03220281959249531,0.02052872990328508,0.021474205053383624,0.09133844976763218,0.05757555220477357,0.06608694694861478,0.048078653032893943,0.049843676051749775,0.03745663922515518,0.03811123750338219,0.16985393980488947,0.11574451741520242,0.1344094594914367,0.10877725665235934,0.11349553358938406,0.12041552047576505,0.12447314194656377,0.33194904386395996,0.2800860107793327,0.3429605494078406,0.42417874945508444,0.17431423385474906,10.36137532210286
0.55,0.0058402034121435445,0.021644497981742696,0.0101472411607894,0.013077249479403497,0.047692816103140225,0.027564998526033883,0.032202769962481434,0.020528729885722193,0.021474205030480458,0.09111289291851614,0.05757459324158825,0.06608502883266495,0.048078647572567225,0.04984366908951657,0.03745663920523893,0.038111237480426496,0.16823049251556102,0.11571212903235632,0.13434152846553193,0.10877553576104527,0.11349320386092433,0.1204125907577007,0.1244685791673366,0.31670016798355527,0.2778668794016331,0.337137167198397,0.3989084757599928,0.12303957898463806,10.120605419279897
0.6000000000000001,0.0058401395813503995,0.021641992380684007,0.010147240809536814,0.013077248672057628,0.0476620695660248,0.027564968364451593,0.03220270487563323,0.020528729858164233,0.021474204994543607,0.0908665245512969,0.05757333739453588,0.06608251852662202,0.04807863902287705,0.04984365819027134,0.037456639168024226,0.03811123743753783,0.1664712379186816,0.11566998936328088,0.1342534216331463,0.10877287441844108,0.11348960645371395,0.12040755643634342,0.12446083915316129,0.30086247798818105,0.2751070284737769,0.33011706894214704,0.3728711825737463,0.08953339811163355,9.905553784707434
0.65,0.005840070201259589,0.021639269271522706,0.01014724037097082,0.013077247636312503,0.04762867313414628,0.027564929685193817,0.03220262142322308,0.020528729816500224,0.02147420494021319,0.09059952523338037,0.057571729665919065,0.06607930712954241,0.04807862612678149,0.04984364175363835,0.03745663910199426,0.03811123736145106,0.16458106800900835,0.11561642457926859,0.13414180813352242,0.1087689138757114,0.1134842617335185,0.12039938273667697,0.12444843745148157,0.28461612320648677,0.27176585681564774,0.3218950327261179,0.34680495844317527,0.0689374697078695,9.708946962661427
0.7000000000000001,0.005839995272172599,0.02163632874675249,0.010147239830914341,0.013077246332678726,0.047592632715976954,0.027564881022344955,0.032202516451250864,0.020528729755465974,0.0214742048606264,0.09031209029239219,0.05756971073262818,0.06607527746437523,0.04807860728253579,0.0498436177413019,0.03745663898988697,0.038111237232288334,0.16256520044752457,0.11554967527760317,0.13400323370967468,0.10876321017829044,0.1134765783262622,0.12038674061534674,0.12442951120257899,0.268137005834847,0.2678143638599276,0.31250435493679757,0.3212555450371952,0.057191965167041725,9.524694188635598
0.75,0.005839914794415023,0.021633170906239015,0.010147239174062274,0.013077244718531496,0.0475539546843611,0.02756482079583313,0.03220238656234322,0.020528729668447935,0.021474204747162183,0.09000442958551273,0.05756721705752295,0.06607030436653942,0.048078580488561125,0.04984358360736759,0.03745663880663681,0.03811123702119323,0.16042915553905165,0.11546790990765454,0.13383415628159165,0.10875522588558109,0.11346584318427956,0.1203679904730805,0.12440181621666187,0.2515938519076078,0.2632361493241467,0.30201397961684373,0.2965987245822273,0.05114174203180073,9.348151706330857
0.8,0.005839828768336555,0.021629795857213557,0.010147238383982893,0.013077242748116077,0.047512645874609696,0.02756474731214426,0.032202228117798444,0.020528729547272476,0.02147420458916701,0.08967676725219764,0.05756418100859537,0.0660642549917433,0.048078543285345055,0.04984353622510923,0.03745663851683049,0.03811123668740785,0.1581787320928194,0.11536923868421375,0.1336309821828492,0.10874432285663146,0.11345121330912725,0.12034117978543153,0.12436274381207281,0.23514564022059814,0.2580278686458448,0.290523955494084,0.2730743314129874,0.04847542379171179,9.176080725468697
0.8500000000000001,0.005839737194310987,0.021626203714266188,0.01014723744311938,0.013077240372553662,0.04746871358245825,0.02756465876508714,0.03220203723977559,0.020528729381980824,0.021474204373662147,0.08932934145069542,0.057560530985662925,0.06605698914220165,0.04807849269468272,0.0498434718105189,0.03745663807161666,0.03811123617472479,0.15581998231325098,0.11525172787324502,0.13339010266331947,0.10872975633114135,0.1134317094287823,0.12030405494562009,0.12430935584489204,0.21893943200062893,0.252199170477424,0.2781597416559503,0.2508203225245233,0.04758861444047238,9.006449233919371
0.9,0.005839640072736207,0.021622394599338502,0.010147236332791434,0.013077237539847643,0.04742216556188858,0.027564553236609037,0.032201809813626255,0.020528729160589933,0.021474204085032728,0.08896240407879892,0.05755619155432551,0.06604835961035778,0.048078425156582616,0.049843385843096055,0.037456637405009964,0.03811123540724645,0.15335918587228353,0.11511341433364501,0.13310793026550982,0.1087106705039449,0.11340621187544257,0.12025408644777162,0.12423843497690944,0.20310862741806057,0.24577216545066347,0.26506587585224733,0.22990185537072702,0.047428224336017955,8.838178640428689
0.9500000000000001,0.005839537404034193,0.02161836864171587,0.010147235033197003,0.013077234194890278,0.04737301002281553,0.027564428697661465,0.03220154149036738,0.02052872886883958,0.02147420370469909,0.08857622047929277,0.057551083586905596,0.06603821253917376,0.04807833646417331,0.04984327298432804,0.037456636429531044,0.038111234284386016,0.15080282331740752,0.11495232019816526,0.13278093469196908,0.10868609575559585,0.11337345885303987,0.12018850562770615,0.12414654640198063,0.1877716589919058,0.2387804925554983,0.2513994710365684,0.2103340384504862,0.04734815597942885,8.670893716420583
1.0,0.005839429188651012,0.021614125978019236,0.010147233523414111,0.013077230279469757,0.04732125562863968,0.027564283009115596,0.03220122768929337,0.020528728489925995,0.02147420321077075,0.08817106913058198,0.057545124410076885,0.0660263877980107,0.048078221696959036,0.04984312699432851,0.03745663503112609,0.038111232675046694,0.14815754897126437,0.114766467577352,0.13240567779586465,0.1086549476629535,0.11333204722286679,0.12010435057370852,0.12403010694799177,0.173031117173208,0.23126806059809973,0.23732393022400894,0.19209878299094874,0.0469890199737956,8.50470412102434
1.05,0.005839315427056811,0.02160966675219644,0.010147231781402788,0.013077225732277662,0.047266911493667046,0.02756411392272686,0.03220086360072569,0.020528728004222316,0.02147420257768347,0.08774724132301022,0.05753822795887391,0.06601271937308274,0.04807807515278116,0.0498429406471116,0.037456633063312504,0.03811123041091971,0.14543016347910512,0.11455389317215786,0.1319788473458967,0.10861602787287607,0.11328043587331234,0.11999851851935767,0.12388545759510249,0.15897329040501587,0.22328754755380567,0.22300318049693388,0.17515682110784295,0.04618446766707763,8.34002716364375
1.1,0.005839196119745817,0.021604991115513075,0.010147229784007103,0.013077220488916817,0.04720998718039691,0.02756391908214824,0.032200444188898,0.020528727388986222,0.0214742017758199,0.08730504082139738,0.05753030493676295,0.06599703577143404,0.04807789027885053,0.049842705644988626,0.0374566303405008,0.03811122727884572,0.14262758615970178,0.11431266268373462,0.131497289239752,0.10856802688042383,0.11321695167745922,0.11986782199506413,0.12370893587512005,0.1456680910863378,0.21489874082402372,0.20859663530398745,0.15945603683042125,0.04489176414478185,8.177451390368082
1.1500000000000001,0.005839071267236329,0.021600099226542904,0.010147227506957304,0.013077214481909549,0.04715049269667903,0.027563696023991658,0.03219996419497491,0.0205287266180551,0.021474200771114244,0.0868447835143466,0.05752126298144308,0.06597916043735678,0.04807765960222136,0.04984241253258066,0.037456626630447284,0.038111223012189804,0.1397568273134519,0.11404088491277108,0.1309580378668359,0.10850952871147272,0.11313979798196087,0.11970904618488191,0.12349694521747769,0.13316933030337147,0.2061667973027102,0.19425500849407687,0.14493710887564007,0.043142340429585035,8.017636005655955
1.2000000000000002,0.005838940870070714,0.021594991251157786,0.010147224924872056,0.013077207640706322,0.0470884384927414,0.02756344217893698,0.03219941814020203,0.020528725661529086,0.021474199524641475,0.08636679705089026,0.05751100683603567,0.0659589121801406,0.04807737466008143,0.04984205061094404,0.03745662164579729,0.038111217281186376,0.1368249606384671,0.11373672544552615,0.13035834435054336,0.10843901746938935,0.11304706551377251,0.11951900524514275,0.12324601897879026,0.12151529798630384,0.19716049474636493,0.18011702929073897,0.1315372537764309,0.04100781879322863,7.8612397026534095
1.25,0.0058388049288154035,0.02158966736251717,0.010147222011260776,0.013077199891694771,0.047023835458089885,0.027563154872887966,0.032198800329185456,0.020528724485442382,0.02147419799219162,0.08587142046506219,0.05749943852531108,0.06593610561201978,0.04807702593023577,0.04984160785230709,0.037456615034684414,0.038111209682217206,0.13383909590144227,0.11339841982934946,0.12969570243229797,0.10835488566737647,0.11293674553933165,0.11929459573067092,0.12295287755628755,0.11072960123660293,0.18795053623686617,0.166307047493785,0.11919265762955157,0.038577507999098336,7.7088726207145655
1.3,0.0058386634440608836,0.021584127741057106,0.010147218738526089,0.013077191158209132,0.046956694918281056,0.027562831328174612,0.032198104853298076,0.02052872305142323,0.02147419612382966,0.0853590037890002,0.05748645753659247,0.06591055159516442,0.048076602762161025,0.049841070815915225,0.037456606370357706,0.038111199725993514,0.13080635200512236,0.1130242861468948,0.12896787179344385,0.10825544423309989,0.11280674506480869,0.11903284569224731,0.12261447758866612,0.10082221178359906,0.17860795848886085,0.15293347333473714,0.10784001949592191,0.035944117957641464,7.561065960289763
