Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(6),J_4f5/2(6),J_4f7/2(8),J_5s1/2(2),J_5p1/2(2),J_5p3/2(4),J_5d3/2(4),J_5d5/2(6),J_5f5/2(6),J_5f7/2(5),J_6s1/2(2),J_6p1/2(2),J_6p3/2(4),J_7s1/2(2),J_total_Es_relativistic
0.5,0.006531887532799311,0.023859781597086738,0.011316728237156381,0.014006639047209236,0.05232721083873487,0.030380731708012507,0.03467868619753604,0.022156285830028308,0.023055308308054114,0.10097347623662697,0.06395591576328838,0.07213711722869057,0.052740058385386084,0.05449454338297128,0.04144443888386418,0.042104499898860726,0.19029411284148173,0.1315868101937504,0.14983761929459624,0.12310820719474148,0.127942874690648,0.1593617377432596,0.17087091284015765,0.35932509484763114,0.32751838644153164,0.3901598700069759,0.08154020025946698,9.823502587180247
0.55,0.006531810184268245,0.023856747465754183,0.011316727830105044,0.014006638186566531,0.052290160313094386,0.030380694610282657,0.03467861468510985,0.022156285799970775,0.023055308270005105,0.10066906529724054,0.06395430367644332,0.07213417257866199,0.05274004781034086,0.05449453019836196,0.04144443882771925,0.04210449983482039,0.18800301663951605,0.1315271051727751,0.1497242074750512,0.12310413179449699,0.127937503436537,0.15911944660228466,0.17001169702608424,0.3375179236116256,0.32276024826348687,0.37881563902210263,0.059330114464430254,9.66891663228568
0.6000000000000001,0.006531725470788031,0.023853424865514422,0.011316727306047287,0.01400663705731649,0.05224961291309029,0.03038064595576163,0.03467852091067198,0.022156285752811852,0.023055308210309693,0.10033676760934132,0.06395219354298604,0.07213032084946056,0.052740031262342224,0.05449450957130767,0.04144443872293216,0.042104499715315914,0.18552715888714416,0.13144961741255762,0.14957752354782977,0.1230978590589341,0.12792925146123338,0.15880001357145906,0.1690444864194509,0.3152813859857662,0.3169827392645327,0.3656115355153067,0.04949228379927204,9.527102980887532
0.65,0.006531633392788883,0.023849813931532557,0.011316726643668631,0.0140066356086315,0.05220557726580954,0.030380583568154894,0.03467840068974781,0.02215628568152132,0.023055308120071002,0.09997688006338636,0.06394949360816832,0.0721253962310102,0.052740006318649175,0.054494478486310706,0.04144443853724608,0.04210449950358553,0.18287512528394145,0.13135138700617516,0.14939227038068284,0.12308857196715617,0.12791705844479836,0.15839708864308702,0.1679798562203914,0.292922511077506,0.3101640465707501,0.35070240116523715,0.046012829712660575,9.38721859893935
0.7000000000000001,0.0065315339507384,0.023845914810682583,0.011316725819811422,0.014006633785296542,0.05215806273498263,0.030380505087116826,0.03467824948677632,0.02215628557709901,0.023055307987900262,0.09958972346882748,0.0639461050839684,0.07211922067105901,0.05273996989657549,0.05449443310837351,0.0414444382224188,0.04210449914466539,0.18005602567771423,0.13122933562909453,0.14916302420945715,0.12307527098168194,0.1278996330509056,0.15790620388407234,0.16682594056531255,0.2707276662296536,0.302313242915664,0.33430646147043236,0.04522875418252337,9.243393449000976
0.75,0.0065314271451415665,0.02384172766153626,0.011316724809477383,0.01400663152771729,0.05210707941762011,0.030380407969538864,0.03467806241827465,0.02215628542824072,0.02305530779949475,0.09917564209126103,0.06394192237807933,0.07211160439775374,0.05273991814989209,0.05449436865520083,0.04144443770856618,0.042104498558959105,0.17707944387891594,0.13108029655695083,0.14888430310373085,0.12305676109350751,0.1278754389864677,0.15732443541593377,0.16558871058989785,0.24895740374713723,0.29346904881555236,0.31668820119386304,0.04511455783544188,9.093221906680366
0.8,0.006531312976540742,0.023837252654351104,0.011316723585830383,0.014006628771928814,0.05205263814038835,0.03038028949093681,0.03467783425624365,0.02215628522097962,0.023055307537184894,0.09873500315709131,0.06393683333832836,0.07210234647564977,0.052739846360300345,0.05449427926360518,0.04144443689720624,0.042104497634335526,0.17395538548871342,0.13090104535362312,0.1485506355648567,0.12303164242271764,0.12784268614888591,0.15665007318932633,0.16427244790410314,0.2278425529325372,0.28369718312617065,0.29814061096583144,0.04468815940251142,8.93649099826053
0.8500000000000001,0.006531191445515661,0.023832489971057486,0.0113167221201994,0.014006625449604949,0.051994750455726484,0.030380146746936378,0.03467755943181165,0.02215628493830366,0.023055307179451288,0.09826819632671624,0.06393071951189133,0.07209123539333506,0.05273974882468373,0.0544941578510424,0.04144443565285791,0.04210449621659166,0.17069422413712987,0.13068833090962267,0.14815662835033153,0.12299830481959387,0.12779932736983532,0.1558823426508232,0.16288022199066982,0.20758156730688018,0.27308664053596543,0.27896837283185705,0.04358094545776147,8.774241393919032
0.9,0.0065310625526834205,0.023827439805244842,0.011316720382081686,0.01400662148806828,0.051933428637706607,0.03037997665485604,0.034677232039113444,0.022156284559749443,0.023055306700412247,0.09777563313730386,0.06392345641862905,0.07207804968075121,0.052739618738873555,0.05449399597323902,0.04144443379305425,0.0421044940981248,0.16730664653308747,0.13043890651295534,0.14769703265281112,0.12295492678730525,0.1277430610776114,0.15502119000472522,0.16141429745383185,0.18833908173782613,0.26174525265624043,0.25947308257543494,0.041754031305801985,8.608130032105672
0.9500000000000001,0.006530926298698475,0.023822102362147025,0.011316718339146138,0.014006616810300784,0.051868685677639345,0.030379775955386167,0.03467684583940134,0.022156284060973253,0.02305530606928275,0.09725774641628603,0.06391491383783907,0.0720625585542068,0.052739448078688814,0.054493783678902334,0.041444431076638075,0.04210449100466786,0.1638035967296234,0.1301495606406821,0.14716680780964728,0.12289947891694505,0.12767134000854957,0.15406712612874102,0.1598764541854839,0.17024558881001958,0.24979487628410363,0.23994114898439997,0.039324157906159875,8.44002417547116
1.0,0.006530782684252631,0.023816477858626766,0.011316715957236871,0.014006611334955078,0.05180053527942718,0.03037954121436335,0.034676394265385005,0.022156283413299727,0.023055305249805515,0.09671498966674957,0.06390495610768414,0.07204452258699881,0.05273922747902919,0.0544935093625266,0.04144442719021875,0.04210448657995493,0.16019622000514003,0.12981714716918427,0.14656118177817906,0.12282973189370366,0.127581385909305,0.15302111779939084,0.15826822715189096,0.15339810932595604,0.23736651608082518,0.22063461777080343,0.03646397107554998,8.271757708405982
1.05,0.006530631710075037,0.023810566523159257,0.011316713200376983,0.01400660497636632,0.05172899185466786,0.030379268824638803,0.03467587042579654,0.022156282583248855,0.023055304199655048,0.0961478364259571,0.06389344243652927,0.072023694403486,0.052738946111815344,0.05449315961632492,0.04144442173268206,0.0421044803681998,0.1564958067553968,0.12943861471440027,0.14587570768161434,0.12274326900391645,0.12747020999263386,0.15188451397261343,0.15659107984293422,0.1378617085595187,0.22459563767492735,0.20178486612402033,0.033349317122466936,8.104994936089012
1.1,0.0065304733769321775,0.023804368595814862,0.011316710030772534,0.014006597644564724,0.0516540705175106,0.03037895500803965,0.03467526711017704,0.022156281532041952,0.02305530286981559,0.09555677959827681,0.06388022722539204,0.07199981939439574,0.052738591563580066,0.054492719082325766,0.04144441419766058,0.04210447179428838,0.15271373678123296,0.12901103482974569,0.14510631580850145,0.12263750295075129,0.1273346387456463,0.15065899636014532,0.15484652584046715,0.12367169725876972,0.2116178687692561,0.18358890727168337,0.030134555217579437,7.941162918611632
1.1500000000000001,0.00653030768562786,0.02379788432824096,0.011316706408816712,0.014006589245288704,0.05157578707926763,0.03037859581742181,0.03467457679388087,0.0221562802150873,0.023055301203933842,0.09494233076384573,0.06386516040068652,0.0719726364510914,0.05273814971351924,0.054492170305676164,0.04144440395388932,0.04210446014160663,0.14886142434393093,0.1285316288087291,0.14424936053372656,0.12250969667500973,0.12717134454613652,0.1493465458460814,0.15303621089722955,0.11083635328236616,0.19856522659785925,0.16620792360409717,0.02694361400969809,7.781426222733088
1.2000000000000002,0.0065301346370032105,0.023791113983642916,0.011316702293094207,0.014006579679998648,0.051494158042784,0.03037818713881319,0.03467379164329357,0.02215627858144617,0.023055299137647447,0.09430501946433166,0.06384808775641895,0.07194187871648203,0.05273760461281166,0.054491493590189864,0.04144439022339099,0.04210444452744819,0.14495026434393724,0.12799779286106566,0.14330166171884715,0.12235698777986265,0.12697688042317312,0.1479494185126496,0.1511619653780121,0.0993400046407043,0.1855629548192099,0.14976759546081891,0.02386928705648863,7.626687201281183
