Q,J_1s(2),J_2s(2),J_2p(6),J_3s(2),J_3p(6),J_3d(10),J_4s(1),J_total_Cu
31.75,0.0026309333674227825,0.0004531807261641456,9.320591630410304e-05,6.898160218662487e-05,1.4139709478212773e-05,1.7043066092290982e-07,2.0955953585947376e-06,0.006954065048208825
31.8,0.002617308353240419,0.000450415638072617,9.227975494944117e-05,6.855071440214275e-05,1.4000412561436302e-05,1.681125875881354e-07,2.082464987044666e-06,0.006913994007358548
31.85,0.0026037564746154993,0.0004476681225568747,9.136370990354135e-05,6.812263223484439e-05,1.3862621538383109e-05,1.658288212993667e-07,2.0694203698050075e-06,0.006874180156048782
31.900000000000002,0.0025902773530738265,0.00044493807448620255,9.045766131156473e-05,6.769733852775743e-05,1.3726318776493694e-05,1.635788137875041e-07,2.056460981333385e-06,0.006834621661823132
31.950000000000003,0.0025768706117368896,0.00044222538914811795,8.956149084134856e-05,6.727481619168719e-05,1.359148686434833e-05,1.6136202618580854e-07,2.043586298153043e-06,0.006795316706947582
32.0,0.0025635358753206307,0.00043952996225136596,8.867508166287919e-05,6.685504820581259e-05,1.3458108608726305e-05,1.5917792885776914e-07,2.0307957988717615e-06,0.0067562634882727
32.050000000000004,0.0025502727701341202,0.0004368516899287873,8.779831842805545e-05,6.643801761825774e-05,1.332616703170615e-05,1.5702600122831942e-07,2.0180889641999993e-06,0.006717460217097384
32.1,0.0025370809240781575,0.00043419046874006796,8.693108725073918e-05,6.602370754664015e-05,1.3195645367806493e-05,1.5490573161833638e-07,2.005465276968301e-06,0.006678905119034157
32.15,0.002523959966643764,0.0004315461956743641,8.607327568708654e-05,6.561210117859497e-05,1.3066527061166541e-05,1.528166170823495e-07,1.992924222143953e-06,0.006640596433875931
32.2,0.002510909528910609,0.00042891876815281444,8.522477271615833e-05,6.520318177227709e-05,1.293879576276605e-05,1.507581632493991e-07,1.9804652868469406e-06,0.006602532415464288
32.25,0.0024979292435453526,0.0004263080840309372,8.438546872080441e-05,6.479693265684091e-05,1.2812435327683998e-05,1.4872988416697742e-07,1.9680879603652023e-06,0.006564711331559226
32.300000000000004,0.0024850187447998887,0.0004237140416009116,8.355525546881655e-05,6.439333723289785e-05,1.2687429812395272e-05,1.4673130214798568e-07,1.9557917341691824e-06,0.006527131463710316
