Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(4),J_5s1/2(2),J_5p1/2(2),J_5p3/2(2),J_total_Sb_relativistic
13.950000000000001,0.012773434036845522,0.006274610332632837,0.017348650308451036,0.017231226566534797,0.0046539316352050665,0.0024670659375163953,0.002626948350690341,0.006793799528136754,0.006569025204624624,0.0013029467320958747,0.000489195942018023,0.0004909429828518528,0.0011616828684829852,0.0011225647979187323,0.00017392012721113078,4.14849943424441e-05,3.8290538185857e-05,0.2504950023710554
14.0,0.012755738024382056,0.0061915173160547845,0.017272118556069208,0.017147895025174477,0.00459855680764611,0.002464969966434897,0.0026265258578434918,0.006700572356359265,0.006477429141880322,0.0012892716527500108,0.0004858932569028251,0.000489138318734223,0.0011470576328341132,0.0011081229372085332,0.00017215831115393248,4.113510515794578e-05,3.810392316601173e-05,0.24857699507775094
14.05,0.012738012839250091,0.006109504284975865,0.01719562547254085,0.017064655260085028,0.004543472937189956,0.002463090980041755,0.0026261923854350084,0.006608586117341031,0.006387074480510619,0.0012755946054275142,0.000482773768560246,0.000487461635708588,0.0011325853254421311,0.0010938377732498605,0.00017039340536850015,4.080356313212845e-05,3.792956104265317e-05,0.24667779925366914
14.100000000000001,0.012720258762587536,0.006028562510893822,0.017119175084122962,0.01698151156708077,0.004488689216373416,0.002461414506054915,0.002625936334647922,0.006517826408037048,0.006297946422195021,0.0012619204260343696,0.0004798300547620369,0.00048590656270116944,0.0011182655446448835,0.001079708737775567,0.00016862612626166866,4.048965544079086e-05,3.776687663342434e-05,0.24479718306660062
14.15,0.0127024760752828,0.005948683243372924,0.017042771378249964,0.016898468191367522,0.004434214495150842,0.0024599265527992845,0.0026257465624266994,0.0064282789166971825,0.006210030271350954,0.0012482538267723688,0.0004770549010364717,0.00048446693349366216,0.0011040978401755351,0.0010657352178572834,0.0001668571734291761,4.019268876379087e-05,3.7615312787141665e-05,0.2429349180071813
14.200000000000001,0.012684665057966909,0.0058698577123087355,0.01696641830325876,0.01681552932736576,0.004380057285389062,0.0024586135982620047,0.0026256123695926285,0.006339929425051393,0.006123311437110884,0.0012345993959800218,0.0004744412968379141,0.00048313678211430345,0.0010900817153388976,0.001051916558033994,0.00016508722955074805,3.991198894271023e-05,3.747432998895377e-05,0.2410907788456928
14.25,0.012666825991005668,0.005792077130152644,0.016890119768128323,0.016732699118550465,0.004326225765489453,0.0024574625792873057,0.0026255234891574847,0.006252763810370731,0.006037775435176415,0.0012209615981494978,0.000471982431711629,0.0004819103382678254,0.0010762166291248573,0.0010382520623757774,0.00016331696031731817,3.964690063890395e-05,3.7343405978209524e-05,0.2392645435889165
14.3,0.012648959154491858,0.005715332694096199,0.01681387964223356,0.01664998165730737,0.004272727785126003,0.002456460880913357,0.0026254700748360358,0.006166768047407842,0.005953407889553183,0.0012073447741087833,0.0004696716914586761,0.0004807820228075637,0.0010625019982598975,0.0010247409964841514,0.00016154701438628955,3.9396786989764786e-05,3.722203537419695e-05,0.23745599343705623
14.350000000000001,0.01263106482823749,0.0056396155882154925,0.016737701755113323,0.01656738098480535,0.004219570870088805,0.0024555963258532745,0.002625442689757707,0.006081928210220744,0.005870194534170439,0.001193753141358718,0.0004675026543054279,0.00047974644325273044,0.0010489371991979138,0.0010113825894305316,0.0001597780233600813,3.916102926548381e-05,3.710972931002013e-05,0.23566491274075985
14.4,0.012613143291766087,0.005564916985575689,0.01666158989625237,0.016484901090884675,0.004166762227222728,0.0024548571641221932,0.0026254322953775263,0.0059982304738834605,0.005788121214388989,0.0011801907945549787,0.00046546908708196147,0.0004787983893536075,0.0010355215700516248,0.0009981760356342377,0.0001580106017848176,3.893902652576093e-05,3.700601507259576e-05,0.23389108895826127
14.450000000000001,0.01259519482430503,0.005491228050295889,0.016585547814877016,0.016402545913960818,0.00411430874945154,0.002454232062812093,0.0026254302405862625,0.005915661116087078,0.00570717388840114,0.0011666617061255231,0.00046356494141330183,0.0004779328287071766,0.0010222544124659236,0.0009851204966813893,0.00015624534716836578,3.873019527122348e-05,3.6910435741261626e-05,0.2321343126126467
14.5,0.012577219704777926,0.005418539939574547,0.016509579219764425,0.016320319340943638,0.004062217020878137,0.0024537100960158307,0.0026254282510194855,0.005834206518634745,0.005627338628526281,0.0011531697270144117,0.0004617843499272321,0.00047714490242547927,0.0010091349934344385,0.000972215103085925,0.00015448284001772744,3.8533969089091274e-05,3.682254982001106e-05,0.23039437724926315
14.55,0.012559218211797047,0.005346843805675576,0.016433687779065186,0.016238225207171525,0.004010493321951901,0.002453280734901631,0.00262541841856509,0.005753853168833935,0.005548601622405468,0.0011397185875433064,0.00046012162248213124,0.00047642992085878235,0.0009961625470604146,0.000959458955993897,0.00015272364389495364,3.8349798298191326e-05,3.674193086623926e-05,0.22867107939330747
14.600000000000001,0.012541190623655793,0.005276130797875427,0.016357877120139096,0.016156267296360376,0.003959143634694691,0.0024529338379390728,0.0026253931910686693,0.0056745876607894,0.005470949174098531,0.0011263118983823536,0.0004585712424180605,0.00047578335937542197,0.0009833362762629212,0.0009468511288322394,0.00015096830549034572,3.817714959535033e-05,3.6668167119431814e-05,0.22696421850763102
14.65,0.012523137218321205,0.00520639206437129,0.016282150829403916,0.016074449340567006,0.003908173647977246,0.002452659641277434,0.0026253453622359477,0.005596396696599987,0.005394367705086949,0.0011129531516224959,0.00045712786283408786,0.00047520085420000354,0.0009706553544293016,0.0009343906689032669,0.00014921735471298383,3.801550570257407e-05,3.6600861126822114e-05,0.2252735969507704
14.700000000000001,0.012505058273426533,0.005137618754150687,0.016206512452196866,0.015992775020166796,0.003857588762838241,0.002452448749277053,0.0026252680617313553,0.005519267087462541,0.005318843755185753,0.001099645721941636,0.00045578630289461555,0.0004746781983114511,0.0009581189270148416,0.0009220765989262725,0.0001474713048003027,3.786436501873441e-05,3.653962936587408e-05,0.22359901993524123
