Q,J_1s_one_electron,J_2s_one_electron,J_3s_one_electron,J_2p_one_electron,J_3p_one_electron,J_total_S
31.950000000000003,0.0004101928057365124,4.113575832546455e-05,3.5636518850287853e-06,1.631689801857211e-06,1.0809641788421827e-07,0.0009200069563766915
32.0,0.000407129336914092,4.080716004364421e-05,3.53501739751379e-06,1.613259114919237e-06,1.0686914944731822e-07,0.0009130500599978047
32.050000000000004,0.00040409160474748254,4.048155883894438e-05,3.506646085971685e-06,1.5950607072500995e-06,1.0565743016588145e-07,0.0009061526133089614
32.1,0.00040107937186687593,4.015892417889258e-05,3.4785352434601204e-06,1.5770913514739947e-06,1.0446104275734013e-07,0.0008993140548583307
32.15,0.00039809240325460534,3.9839225872115454e-05,3.4506821936331295e-06,1.5593478691738706e-06,1.0327977325630343e-07,0.0008925338289487763
32.2,0.00039513046622064124,3.9522434064229396e-05,3.4230842903673525e-06,1.5418271300871334e-06,1.0211341095966911e-07,0.0008858113855748374
32.25,0.00039219333037834934,3.9208519233783615e-05,3.3957389173931092e-06,1.524526051315564e-06,1.0096174837271273e-07,0.0008791461803604364
32.300000000000004,0.00038928076762050306,3.889745218825459e-05,3.3686434879302236e-06,1.5074415965491491e-06,9.982458115613434e-08,0.0008725376744972952
32.35,0.0003863925520955584,3.8589204060092296e-05,3.341795444328629e-06,1.4905707753036301e-06,9.870170807404826e-08,0.0008659853346840767
32.4,0.000383528460184176,3.82837463028162e-05,3.3151922577135764e-06,1.473910642171436e-06,9.759293094289367e-08,0.0008594886330662118
32.45,0.00038068827047599795,3.798105068716149e-05,3.2888314276354788e-06,1.4574582960858082e-06,9.649805458125166e-08,0.0008530470471764295
32.5,0.00037787176374667306,3.768108929727432e-05,3.2627104817242864e-06,1.4412108795978465e-06,9.541688676055085e-08,0.0008466600598759726
32.550000000000004,0.0003750787229351231,3.7383834526955235e-05,3.2368269753483023e-06,1.4251655781662099e-06,9.434923815664302e-08,0.0008403271592964771
32.6,0.0003723089331210583,3.708925907595087e-05,3.2111784912774624e-06,1.4093196194592932e-06,9.32949223022353e-08,0.000834047838782538
32.65,0.00036956218150272673,3.679733594629232e-05,3.1857626393509153e-06,1.3936702726695764e-06,9.225375554015938e-08,0.000827821596834918
32.7,0.00036683825737490603,3.650803843868041e-05,3.1605770561489343e-06,1.378214847839977e-06,9.12255569774652e-08,0.0008216479370544205
32.75,0.0003641369521071297,3.622134014891696e-05,3.1356194046690626e-06,1.3629506952019567e-06,9.021014844032177e-08,0.0008155263680864046
32.800000000000004,0.0003614580591221428,3.593721496438088e-05,3.110887374006402e-06,1.347875204525144e-06,8.920735442970865e-08,0.0008094564035659298
32.85,0.000358801373874593,3.565563706054968e-05,3.0863786790380805e-06,1.3329858044783089e-06,8.821700207788726e-08,0.000803437562063543
32.9,0.00035616669382994466,3.537658089756446e-05,3.0620910601117288e-06,1.3182799620014174e-06,8.723892110563271e-08,0.0007974693670316727
32.95,0.0003535538184436211,3.510002121683886e-05,3.0380222827380098e-06,1.3037551816886112e-06,8.627294378021533e-08,0.0007915513467516485
33.0,0.0003509625491403705,3.4825933037710976e-05,3.0141701372871e-06,1.2894090051818879e-06,8.531890487411673e-08,0.000785683034281325
33.050000000000004,0.0003483926892938485,3.45542916541373e-05,2.990532438689045e-06,1.2752390105752638e-06,8.437664162446508e-08,0.0007798639674032991
33.1,0.0003458440442064244,3.428507263142905e-05,2.9671070261380166e-06,1.2612428118292777e-06,8.344599369317969e-08,0.0007740936885737312
33.15,0.00034331642108919794,3.401825180302926e-05,2.943891762800319e-06,1.2474180581955803e-06,8.252680312780759e-08,0.0007683717448717397
33.2,0.0003408096290422337,3.375380526733092e-05,2.920884535526176e-06,1.2337624336514748e-06,8.161891432304246e-08,0.0007626976879493825
33.25,0.0003383234790350059,3.34917093845354e-05,2.898083254565219e-06,1.2202736563442062e-06,8.072217398291215e-08,0.0007570710739822099
33.300000000000004,0.00033585778388704984,3.32319407735501e-05,2.875485853285588e-06,1.2069494780447968e-06,7.983643108362058e-08,0.0007514914636203744
33.35,0.0003334123582488245,3.297447630892584e-05,2.8530902878966833e-06,1.1937876836113045e-06,7.896153683703532e-08,0.00074595842194031
33.4,0.00033098701858277506,3.271929311783232e-05,2.8308945371754153e-06,1.1807860904612716e-06,7.80973446548058e-08,0.0007404715183969524
33.45,0.0003285815831446013,3.246636857707206e-05,2.8088966021959938e-06,1.16794254805324e-06,7.724371011310175e-08,0.0007350303267765105
33.5,0.00032619587196472595,3.221568031013194e-05,2.7870945060631723e-06,1.1552549373771519e-06,7.640049091796198e-08,0.0007296344251497769
33.550000000000004,0.00032382970682995815,3.1967206184271534e-05,2.765486293648869e-06,1.142721170453452e-06,7.55675468712378e-08,0.0007242833958259628
33.6,0.00032148291126535755,3.1720924307648576e-05,2.744070031332198e-06,1.1303391898407782e-06,7.474473983712463e-08,0.0007189768253070698
33.65,0.0003191553105162876,3.147681302648005e-05,2.722843806742776e-06,1.1181069681520316e-06,7.393193370926885e-08,0.0007137143042427701
33.7,0.0003168467315306638,3.123485092223932e-05,2.7018057285073293e-06,1.1060225075787133e-06,7.31289943784396e-08,0.000708495427385807
33.75,0.0003145570029413918,3.099501680888842e-05,2.680953925999533e-06,1.0940838394233631e-06,7.233578970075582e-08,0.0007033197935479026
33.800000000000004,0.00031228595504898974,3.075728973014476e-05,2.6602865490930084e-06,1.0822890236399345e-06,7.1552189466456e-08,0.0006981870055561605
33.85,0.0003100334198044014,3.052164895678263e-05,2.6398017679175055e-06,1.0706361483820028e-06,7.077806536920477e-08,0.0006930966702099719
33.9,0.000307799230791988,3.0288073983967992e-05,2.6194977726181473e-06,1.0591233295586152e-06,7.001329097592162e-08,0.0006880483982384036
33.95,0.0003055832232127049,3.005654452862702e-05,2.5993727731177616e-06,1.0477487103976856e-06,6.925774169712624e-08,0.000683041804258074
34.0,0.00030338523386745826,2.9827040526847568e-05,2.5794249988822294e-06,1.0365104610167783e-06,6.851129475778977e-08,0.000678076506731508
34.050000000000004,0.00030120510114063615,2.959954213131281e-05,2.5596526986887894e-06,1.0254067780011352e-06,6.777382916868067e-08,0.000673152127925957
34.1,0.00029904266498382036,2.9374029708767456e-05,2.5400541403973204e-06,1.0144358839888506e-06,6.704522569820008e-08,0.0006682682938726962
34.15,0.00029689776689966743,2.915048383751516e-05,2.5206276107244826e-06,1.0035960272630218e-06,6.632536684469377e-08,0.0006634246343267711
34.2,0.00029477024992596504,2.8928885304947476e-05,2.501371415020747e-06,9.928854813507835e-07,6.561413680923503e-08,0.0006586207827272081
34.25,0.00029265995861985864,2.870921510510363e-05,2.4822838770502487e-06,9.823025446290914e-07,6.491142146886889e-08,0.0006538563761576751
34.300000000000004,0.0002905667390422433,2.849145443626045e-05,2.4633633387733976e-06,9.718455399371158e-07,6.421710835030783e-08,0.0006491310553075782
34.35,0.00028849043874232684,2.827558469855276e-05,2.4446081601322776e-06,9.615128141951633e-07,6.353108660407413e-08,0.000644444464433611
34.4,0.00028643090674235346,2.8061587491622954e-05,2.426016718838718e-06,9.513027380299667e-07,6.285324697907701e-08,0.0006397962513217263
34.45,0.00028438799352249283,2.7849444612300136e-05,2.407587410165066e-06,9.412137054062644e-07,6.21834817976194e-08,0.0006351860672495442
34.5,0.00028236155100589105,2.7639138052308108e-05,2.389318646737596e-06,9.312441332645421e-07,6.1521684930826e-08,0.000630613566949184
34.550000000000004,0.00028035143254387775,2.743064999600156e-05,2.371208858332504e-06,9.213924611648129e-07,6.086775177448346e-08,0.0006260784085705105
34.6,0.0002783574929013356,2.72239628181308e-05,2.3532564916745044e-06,9.11657150936362e-07,6.022157922528791e-08,0.0006215802536448011
34.65,0.0002763795882422216,2.7019059081633808e-05,2.335460010237925e-06,9.020366863333092e-07,5.958306565749025e-08,0.0006171187670488165
34.7,0.0002744175761152453,2.681592153545596e-05,2.3178178940503324e-06,8.925295726959192e-07,5.8952110899933e-08,0.0006126936169692785
34.75,0.00027247131543970017,2.6614533112396767e-05,2.3003286394986238e-06,8.831343366175427e-07,5.832861621347216e-08,0.0006083044748677503
34.800000000000004,0.00027054066649144303,2.6414876926983013e-05,2.28299075913753e-06,8.738495256170753e-07,5.771248426877563e-08,0.0006039510154459047
34.85,0.00026862549088902695,2.621693627336864e-05,2.2658027815005565e-06,8.646737078168724e-07,5.710361912449329e-08,0.0005996329166111915
34.9,0.00026672565157997817,2.6020694623260175e-05,2.2487632509132657e-06,8.556054716259773e-07,5.650192620579042e-08,0.0005953498594428823
34.95,0.0002648410128272217,2.5826135623868103e-05,2.231870727308916e-06,8.46643425428607e-07,5.5907312283240094e-08,0.0005911015281585021
35.0,0.00026297144019565155,2.5633243095883528e-05,2.215123786046415e-06,8.377861972777864e-07,5.53196854520656e-08,0.000586887610080638
35.050000000000004,0.0002611168005388416,2.544200103147955e-05,2.1985210177305288e-06,8.290324345940288e-07,5.473895511172738e-08,0.0005827077956041145
35.1,0.00025927696198590154,2.5252393592337682e-05,2.182061028034367e-06,8.203808038690028e-07,5.416503194585092e-08,0.0005785617781635447
35.15,0.0002574517939284693,2.506440510769822e-05,2.165742437524062e-06,8.118299903740633e-07,5.3597827902485424e-08,0.0005744492542012375
35.2,0.0002556411670078442,2.4878020072434872e-05,2.149563881485653e-06,8.033786978735887e-07,5.3037256174690714e-08,0.0005703699231354698
35.25,0.00025384495310225714,2.4693223145153104e-05,2.1335240097541305e-06,7.950256483430297e-07,5.2483231181444686e-08,0.0005663234873291128
35.300000000000004,0.00025206302531427386,2.4509999146311604e-05,2.1176214865445965e-06,7.867695816915736e-07,5.1935668548865686e-08,0.0005623096520586051
