Q,J_1s_one_electron,J_2s_one_electron,J_3s_one_electron,J_2p_one_electron,J_3p_one_electron,J_1s(2),J_2s(2),J_2p(6),J_3s(2),J_3p(4),J_total_sulfur
1.8,0.05304260904527506,0.11959454817265291,0.022654975576578695,0.11105929942352023,0.018047543153680463,0.10608521809055012,0.23918909634530583,0.6663557965411214,0.04530995115315739,0.07219017261472185,1.1291302347448566
1.85,0.0529175706241338,0.11546366769132173,0.02265013028230596,0.11009084220012753,0.01559520628523955,0.1058351412482676,0.23092733538264346,0.6605450532007652,0.04530026056461192,0.0623808251409582,1.1049886155372464
1.9000000000000001,0.052789508781602254,0.11138696768601312,0.022625807519836783,0.1090820403854257,0.013528555217485428,0.10557901756320451,0.22277393537202625,0.6544922423125542,0.045251615039673565,0.054114220869941713,1.0822110311574002
1.9500000000000002,0.05265845719756701,0.10737007177465782,0.022564789475677312,0.1080340975556712,0.011794749360433933,0.10531691439513402,0.21474014354931564,0.6482045853340273,0.045129578951354624,0.04717899744173573,1.0605702196715674
2.0,0.05252445026575588,0.10341814843215731,0.022455645287562782,0.10694834522375989,0.010347165489067719,0.10504890053151177,0.20683629686431462,0.6416900713425593,0.044911290575125565,0.041388661956270875,1.039875221269782
2.0500000000000003,0.052387523062222954,0.09953591425127112,0.022291563380914536,0.10582623133269271,0.009144821325659155,0.10477504612444591,0.19907182850254224,0.6349573879961563,0.04458312676182907,0.03657928530263662,1.0199666746876102
2.1,0.052247711314365994,0.09572763947400921,0.022069361257225334,0.10466930849500769,0.008151818409447533,0.10449542262873199,0.19145527894801842,0.6280158509700462,0.04413872251445067,0.03260727363779013,1.0007125486990374
2.15,0.05210505137049545,0.091997155607199,0.021788654149208293,0.10347922210261377,0.007336814002207559,0.1042101027409909,0.183994311214398,0.6208753326156826,0.043577308298416585,0.029347256008830237,0.9820043108783183
2.2,0.05195958016996556,0.08834786493057525,0.0214511639153853,0.10225769842269478,0.0066725279164771495,0.10391916033993112,0.1766957298611505,0.6135461905361687,0.0429023278307706,0.026690111665908598,0.9637535202339296
2.25,0.05181133521387179,0.08478275170294039,0.021060150241669823,0.10100653278599776,0.006135287310996131,0.10362267042774358,0.16956550340588078,0.6060391967159866,0.042120300483339645,0.024541149243984525,0.9458888202769352
2.3000000000000003,0.051660354536314824,0.08130439487151571,0.020619947377627783,0.09972757796405175,0.005704610451787049,0.10332070907262965,0.16260878974303142,0.5983654677843105,0.041239894755255566,0.022818441807148197,0.9283533031623754
2.35,0.05150667667622858,0.07791498209136506,0.02013559105992475,0.098422732821841,0.0053628290042771415,0.10301335335245716,0.15582996418273012,0.590536396931046,0.0402711821198495,0.021451316017108566,0.9111022126031914
2.4000000000000004,0.051350340649767914,0.07461632486550163,0.019612521820572416,0.09709393132233461,0.005094747454449156,0.10270068129953583,0.14923264973100325,0.5825635879340076,0.03922504364114483,0.020378989817796626,0.8941009524234882
