Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(6),J_4f5/2(6),J_4f7/2(8),J_5s1/2(2),J_5p1/2(2),J_5p3/2(4),J_5d3/2(4),J_5d5/2(6),J_5f5/2(4),J_6s1/2(2),J_6p1/2(2),J_6p3/2(4),J_6d3/2(1),J_7s1/2(2),J_total_Np_relativistic
9.8,0.007089734975567874,0.01996568093934911,0.012426506209760416,0.01474109801274842,0.013512781787678755,0.02460768258082936,0.024232897737287328,0.022590853385829612,0.023193995622906402,0.01153125356366961,0.007265567193530758,0.006267777058358158,0.013469795237318363,0.012335633848548912,0.023683472292603074,0.023376915338439976,0.00319678453394104,0.004259232723170127,0.002703567977602099,0.00404639380779838,0.0037948249191479566,0.0014150853921034725,0.000675172937157563,0.0009147003921449331,0.0005147323012334846,0.00019987736711413355,5.512749375042173e-05,1.1361920144760893
9.850000000000001,0.007087890168217932,0.019910345100631034,0.012423523680856991,0.014735262271680578,0.013338742246600336,0.024488213949258847,0.024072661674217302,0.022559527020701096,0.02315785718879057,0.011494457836108153,0.007148839320574326,0.006217436813642266,0.013205700061254827,0.01208149307983934,0.023450826320988244,0.02314060196178504,0.003192534742680311,0.004156098192502567,0.0026331603107906465,0.003990580428159151,0.003735691780626457,0.001411683283596571,0.0006708438824380608,0.0008932330424612623,0.0005001753915503151,0.00019741129491542808,5.4700382685955544e-05,1.1269010313230663
9.9,0.007086036688362692,0.01985489968080831,0.012420502878297155,0.014729355419948631,0.013166850235681602,0.02436828497785821,0.023912204357611825,0.022527785736577096,0.023121259762670293,0.011455917637299091,0.007036470246495341,0.006170220661064425,0.012945848225020309,0.01183189220913591,0.023219323744282833,0.022905552384172113,0.003189094358891713,0.004055006834111135,0.0025652844543456775,0.003934624484932592,0.00367665870553915,0.0014080883662678807,0.0006669946053415123,0.0008720762785566021,0.0004860826414532171,0.00019492407092454897,5.4317846305547894e-05,1.1177050315989747
9.950000000000001,0.007084174546532573,0.019799346703429418,0.012417443580552003,0.01472337713378187,0.012997101712565858,0.024247908461625174,0.02375154633692158,0.02249562932711268,0.02308420363615879,0.01141563850803,0.006928360267671232,0.0061260028272754966,0.012690226649901049,0.01158680531757086,0.02298898998154425,0.02267179088301044,0.003186366386576582,0.003955975895480036,0.0024998962778249494,0.0038785681036074323,0.003617764757967957,0.0014043018741626103,0.0006635904415244638,0.0008512406124572161,0.0004724490918949162,0.00019241804809520374,5.397683353501414e-05,1.1086035656615192
10.0,0.007082303753302177,0.019743688189521488,0.01241434556764727,0.014717327093702114,0.012829492175524777,0.024127097240669894,0.023590708088598825,0.022463057669960235,0.02304668919794192,0.011373628617138764,0.006824409924353741,0.006084659790918417,0.012438820411708984,0.011346204762840177,0.02275984950795627,0.022439340756771335,0.0031842580255271695,0.003859019341695038,0.002436950190182281,0.003822452238581262,0.0035590475632767985,0.001400325393015182,0.0006605979006497554,0.0008307356538863948,0.0004592693028512942,0.00018989553424001617,5.367439268317434e-05,1.0995961500637754
10.05,0.00708042431929015,0.019687926157468838,0.012411208621185041,0.014711204984559852,0.012664016671837457,0.024005864195988425,0.02342971000960151,0.022430070726632355,0.02300871693338575,0.011329898643774056,0.006724520076014372,0.006046070319950435,0.012191612805105036,0.01111006125207079,0.02253192586642381,0.0222082243386006,0.0031826806210565185,0.003764147980093111,0.002376399291390717,0.003766316650284088,0.003500543307025181,0.0013961608320519857,0.0006579846703353726,0.000810570134979911,0.00044653738973881907,0.00018735878944923568,5.340767205261494e-05,1.0906822692170979
10.100000000000001,0.007078536255159061,0.019632062622892337,0.012408032524365207,0.014705010495569663,0.012500669806202668,0.023884222245265676,0.023268572411019022,0.022396668542328607,0.02297028742410302,0.011284461661379823,0.006628591973739305,0.006010115504813564,0.011948585407456276,0.01087834391374904,0.02230524167954793,0.021978463010266788,0.0031815496077019106,0.003671369584831817,0.002318195518130124,0.0037101998866608406,0.00344228673733661,0.0013918103973220401,0.0006557196168446878,0.0007907519357741252,0.000434247058614594,0.00018481002372888343,5.317392025705295e-05,1.0818613770307692
10.15,0.007076639571615264,0.01957609959852954,0.012404817062006681,0.01469874332034489,0.01233944574917975,0.02376218433870941,0.023107315511821054,0.022362851245726668,0.022931401347479174,0.011237333023488219,0.006536527329698873,0.005976678787588722,0.011709718142166356,0.010651020368658053,0.022079818661951297,0.021750077216414976,0.00318078444743197,0.0035806890210633197,0.002262289783565183,0.003654139268727203,0.003384311170452416,0.0013872765665010466,0.0006537727827560521,0.000771288110325908,0.00042239164014899825,0.00018225139467375486,5.2970486279695076e-05,1.0731328985257693
10.200000000000001,0.007074734279408768,0.01952003909411563,0.01240156202056837,0.01469240315693158,0.012180338245653996,0.023639763454916925,0.022945959432731155,0.022328619048738334,0.0228920594761588,0.011188530251398782,0.006448228383720026,0.005945645987269058,0.011474989341422439,0.010428056799776004,0.021855677632925653,0.02152308647909713,0.0031803085628648283,0.0034921083684229864,0.002208632111255123,0.003598170879925801,0.003326648499215237,0.0013825620650798089,0.0006521153818399751,0.0007521849133352416,0.00041096412236876957,0.0001796850052088071,5.279481928985212e-05,1.064496231420399
10.25,0.007072820389333106,0.019463883116265207,0.012398267188169889,0.014685989707841681,0.012023340623322294,0.023516972596776032,0.022784524190226405,0.02229397224623098,0.022852262677493202,0.011138072923815068,0.006363597966993172,0.00591690532128769,0.011244375808305396,0.010209418021091122,0.021632838529373696,0.021297509412551135,0.0031800492659822682,0.0034056270435663507,0.002157171763250435,0.003542329559022041,0.0032693292042395372,0.0013776698438854517,0.0006507197913625311,0.0007334478271526428,0.0003999571821726096,0.00017711290167029991,5.2644468203191196e-05,1.055950747686039
10.3,0.007070897912225203,0.019407633668354855,0.012394932354612035,0.014679502680085488,0.011868445801194791,0.023393824787401714,0.02262302969066438,0.02225891121571499,0.02281201191294995,0.011085982568503582,0.006282539562947455,0.005890347423434484,0.011017852878213169,0.00999506754529274,0.02141132041901856,0.021073363738201366,0.003179937682802522,0.0033212419215107826,0.0021078573624442724,0.003486648896290754,0.0032123823675391976,0.001372603057875252,0.0006495595420241658,0.0007150815890634045,0.00038936321562278877,0.00017453707248111296,5.251708097625541e-05,1.0474957950715105
10.350000000000001,0.007068966858965242,0.019351292750406594,0.012391557311397005,0.014672941785203354,0.011715646298108649,0.023270333066110056,0.022461495724538705,0.022223436416997762,0.02277130823748516,0.01103228255603381,0.006204957365331314,0.005865865358295857,0.01079539447955097,0.0097849676503018,0.021191141513855417,0.020850666299855172,0.0031799086744524947,0.0032389474555599516,0.002060637009257635,0.0034311612327564823,0.0031558356883945645,0.0013673650461275186,0.0006486093057337029,0.0006970902187488331,0.0003791743670177976,0.00017195944740907809,5.2410403661767127e-05,1.0391306985944755
10.4,0.007067027240476532,0.019294862358972133,0.012388141851748352,0.01466630673929665,0.01156493424124974,0.023146510484430775,0.02229994196086417,0.022187548391804823,0.022730152798879393,0.01097699799565215,0.006130756333537384,0.005843354632350554,0.01057697319364481,0.009579079444607274,0.02097231918382019,0.020629433079070166,0.003179900755058612,0.0031587357956094735,0.0020154583927474174,0.003375897662261395,0.0030997155012530693,0.0013619593129903086,0.0006478448814080501,0.0006794770458315749,0.00036938255675472215,0.00016938189710924428,5.2322279276721206e-05,1.0308547619983928
10.450000000000001,0.0070650790677253715,0.01923834448701799,0.012384685770630708,0.014659597263057983,0.011416301374678427,0.023022370102159743,0.022138387941692365,0.022151247763368697,0.022688546837037943,0.010920155633336866,0.006059842245213139,0.005822713201853263,0.010362560313838262,0.009377362931378596,0.020754869970651693,0.02040967921066858,0.003179856006854333,0.0030805969046516744,0.001972268896235432,0.003320888036145766,0.0030440467954689567,0.001356389510314405,0.0006472431789789052,0.0006622447374189111,0.0003599795079948473,0.00016680623262534764,5.225064654560373e-05,1.0226672691736247
10.5,0.007063122351720917,0.019181741123811467,0.012381188864769221,0.014652813081800657,0.011269739067855606,0.022897924983452864,0.021976853076758788,0.022114535235986124,0.022646491683256425,0.010861783752075721,0.005992121746200743,0.0058038414776365645,0.010152125903735416,0.009179777071327489,0.02053880960192423,0.020191418998375853,0.0031797199928816637,0.0030045186733157867,0.0019310156975644484,0.003266160970336508,0.002988853236698592,0.0013506594207171178,0.000646782201778723,0.0006453953255652051,0.0003509567721493667,0.00016423420476874675,5.2193538546583644e-05,1.0145674855417048
10.55,0.007061157103515048,0.01912505425480749,0.012377650932668757,0.014645953925487393,0.011125238324165084,0.022773188192962514,0.021815356638261982,0.02207741159454422,0.022603988759452458,0.01080191207440255,0.005927502397851316,0.005786642326960245,0.009945638854555685,0.00898627984429538,0.020324153005228565,0.01997466593056138,0.0031794416676437444,0.002930487032297187,0.0018916458640941582,0.003211743854649398,0.0029341571897782254,0.0013447729418504277,0.0006464410274693958,0.0006289302345824339,0.00034230575320266966,0.00016166750357293275,5.21490812462172e-05,1.0065546594022399
10.600000000000001,0.007059183334202232,0.01906828586153633,0.012374071774632834,0.014639019528758292,0.01098278978942879,0.02264817279201784,0.02165391775577555,0.02203987770401628,0.022561039577364377,0.010740571667224082,0.005865892721760731,0.0057710210725353496,0.009743066941569407,0.00879682830954603,0.02011091432248024,0.019759432696060678,0.00317897328604586,0.0028584860625458708,0.0018541064425560915,0.0031576628641206187,0.002879979742921254,0.0013387340716149955,0.0006461997876685672,0.0006128503081352222,0.0003340177308899034,0.00015910775802287875,5.211549189601319e-05,0.9986280232419144
10.65,0.0070572010549193875,0.019011437921492194,0.012370451192782296,0.01463200963095806,0.010842383760410971,0.022522891834850067,0.021492555411293433,0.022001934508927772,0.022517645737717785,0.010677794848963295,0.005807202241975438,0.005756885488848554,0.009544376879585533,0.008611378664745475,0.01989910692433486,0.01954573120005879,0.0031782703109429944,0.002788498103099682,0.0018183445438915851,0.003103942972192674,0.0028263407330815387,0.0013325468942965817,0.0006460396464202645,0.0005971558360630695,0.0003260838827459034,0.0001565565359800939,5.209107727560612e-05,0.9907867950050795
10.700000000000001,0.00705521027684575,0.018954512408022706,0.012366788991073721,0.014624923976162465,0.010704010193307965,0.022397358364863916,0.02133128843440893,0.021963583032793287,0.02247380892936087,0.010613615099040994,0.005751341524718318,0.0057441457959105284,0.00934953437746562,0.008429886303614366,0.019688743424690965,0.019333572580015872,0.003177291319593374,0.002720503856462495,0.0017843074232013194,0.003050607965589049,0.0027732587723386416,0.001326215567579284,0.000645942777648566,0.00058184658087734,0.00031849530504531563,0.0001540153440323039,5.2074231801085626e-05,0.983030179325324
10.75,0.007053211011202733,0.018897511290219292,0.012363084975317575,0.01461776231320406,0.010567658712220034,0.022271585410956335,0.0211701354976279,0.021924824377525007,0.02242953092836938,0.010548066969712824,0.0056982222156858105,0.005732714650549926,0.009158504191640951,0.00825230587224043,0.01947983569526203,0.01912296722161685,0.003175997909299337,0.0026544824914412485,0.0017519425549385552,0.0029976804607208625,0.0027207512751696774,0.0013197443103681763,0.000645892341725281,0.0005669218038845204,0.0003112430326573398,0.0001514856271420886,5.206343553696909e-05,0.9753573687176611
10.8,0.007051203269253798,0.018840436532808456,0.012359338953196087,0.014610524395697138,0.010433318617601784,0.022145585983883442,0.02100911511181624,0.021885659722813415,0.022384813597122098,0.010481186000274546,0.005647757074968592,0.005722507135372476,0.00897125017861182,0.00807859132404105,0.01927239488019963,0.018913924774727607,0.003174354602499318,0.0025904117433684943,0.0017211977034810914,0.0029451819214772906,0.0026688344864808826,0.0013131373913969765,0.0006458724612750835,0.0005523802908911603,0.00030431805784071825,0.00014896876843890214,5.205725214514208e-05,0.9677675447316824
10.850000000000001,0.007049187062304308,0.01878329009604397,0.012355550734280879,0.014603209982061958,0.010300978894687982,0.022019373072676825,0.02084824562178193,0.02184609032548094,0.022339658883347803,0.010413008633644465,0.005599860009649181,0.005713440745502432,0.008787735346410771,0.007908695973368697,0.01906643141075107,0.018706454169341434,0.003172328751557776,0.0025282680116493267,0.001692020989219322,0.002893132678259886,0.0026175235102802175,0.0013063991185648816,0.0006458681963342044,0.0005382203774505126,0.00029771134800467806,0.00014646608963302606,5.205432679113877e-05,0.9602598790661397
10.9,0.007047162401701396,0.01872607393559999,0.012351720130050306,0.014595818835548197,0.010170628221891386,0.02189295964111004,0.020687545201991637,0.021806117518809162,0.022294068819144548,0.010343572135327852,0.00555444610413056,0.005705435373221291,0.008607921905013558,0.007742572547753903,0.018861955019935147,0.018500563631499913,0.0031698904434835193,0.0024680264545826757,0.0016643609502994079,0.0028415519481287464,0.0025668323388799625,0.0012995338289630615,0.0006458655189716739,0.0005244399736160535,0.00029141386246094725,0.0001439788522120141,5.2053384014515565e-05,0.9528335346451968
10.950000000000001,0.007045129298833827,0.01866879000246507,0.012347846953906545,0.014588350724257662,0.010042254979169487,0.02176635862421625,0.020527031852421853,0.021765742711840324,0.022248045519972188,0.010272914514764598,0.0055114316482507,0.005698413290616294,0.008431771315683958,0.0075801732387828355,0.0186589747572207,0.01829626069917344,0.0031670124047910976,0.0024096610814175693,0.0016381666001617783,0.0027904578559361636,0.0025167738825257573,0.0012925458795652743,0.0006458512874752537,0.00051103658817219,0.0002854165681927414,0.00014150825893051298,5.205322556919248e-05,0.9454876666560947
11.0,0.007043087765131857,0.01861144024283714,0.01234393102119241,0.01458080542116626,0.009915847256357116,0.02163958292485795,0.02036672339454456,0.021724967388653833,0.022201591183619092,0.010201074449057783,0.005470734163238448,0.005692299130348753,0.008259244339240737,0.007421449751608569,0.018457499003193437,0.018093552238087413,0.0031636699067047348,0.002353144841614769,0.0016133874810158367,0.002739867456330676,0.0024673599993555945,0.0012854396385198533,0.0006458132201976379,0.0004980073523167353,0.0002797104546690362,0.00013905545496243466,5.205272824395078e-05,0.938221423547781
11.05,0.007041037812067096,0.01855402659801937,0.012339972149207888,0.014573182704145201,0.009791392861461782,0.021512645410349435,0.02020663746744705,0.02168379310761843,0.022154708089143906,0.010128091209077456,0.005432272425566674,0.0056870198646497,0.008090301083236832,0.007266353353096914,0.018257535484196896,0.017892444457480564,0.003159840670889679,0.0022984497112932224,0.001589973713391911,0.002689796756521363,0.0024186015255989574,0.0012782194770327674,0.0006457398691522256,0.0004853490427728609,0.0002742865477348802,0.0001366215285388692,5.205084167193544e-05,0.9310339479907752
11.100000000000001,0.007038979451152368,0.018496551004317043,0.012335970157226426,0.014565482355981464,0.009668879328918953,0.021385558909132966,0.02004679152408581,0.021642221500620788,0.02210739859579333,0.010054004587930855,0.005395966488759027,0.005682504782647797,0.007924901048043087,0.007114834918609825,0.018059091286934614,0.017692942925783117,0.0031555047758818323,0.0022455467768493745,0.001567876041911326,0.0026402607396990145,0.0023705083059327907,0.0012708897618299326,0.0006456205934417559,0.00047305810431067386,0.0002691359226091761,0.0001342075113771071,5.204658613113888e-05,0.9239243777990838
11.15,0.007036912693941574,0.0184390153929353,0.012331924866510921,0.014557704164397518,0.009548293927804324,0.02125833620750923,0.019887202827674002,0.021600254272271153,0.022059665141896785,0.009978854831787207,0.0053617377032067915,0.0056786854661318,0.007763003171830402,0.006966844977430806,0.01786217287302078,0.01749505258620272,0.0031506445643730827,0.002194406315745081,0.0015470458774148263,0.0025912733890170975,0.002323089223916977,0.0012634548481713793,0.0006454455325973182,0.00046113067166098586,0.0002642497160201113,0.00013181437947616353,5.2039050329478006e-05,0.9168918468152059
11.200000000000001,0.007034837552029547,0.018381421689877886,0.012327836100329457,0.01454984792207028,0.009429623670000324,0.021130990046422854,0.0197278884482021,0.021557893199086863,0.022011510243738864,0.009902682573042486,0.005329508734052613,0.005675495763847213,0.007604565874446121,0.006822333756838606,0.017666786093467647,0.017298777772207105,0.003145244551496923,0.002144997874467201,0.0015274353355886683,0.002542847712041624,0.0022763522324378248,0.001255919073416373,0.0006452055798996729,0.0004495625908068704,0.0002596191375068869,0.00012944305424949983,5.20273891656296e-05,0.9099354857588117
11.25,0.007032754037051916,0.018323771815846854,0.012323703683970753,0.01454191342664935,0.009312855318314227,0.02100353311830361,0.019568865259091288,0.02151514012865437,0.021962936494410574,0.009825528765806868,0.005299203577197859,0.005672871764424096,0.007449547100182124,0.006681251224837008,0.017472936203098574,0.017104122222893033,0.0031392913342466367,0.0020972903436685987,0.0015089972722264321,0.0024949957655848874,0.002230304384093539,0.0012482867510812334,0.0006448923557494463,0.00043834943964214516,0.00025523547991610634,0.00012709440370192807,5.2010821461676274e-05,0.9030544230392451
11.3,0.0070306621606849645,0.018266067686143205,0.012319527444759355,0.014533900480774475,0.009197975394545147,0.020875978063963883,0.019410149933978868,0.0214719969787705,0.021913946562640143,0.009747434623695046,0.00527074757349035,0.00567075176803026,0.007297904359433521,0.006543547131549785,0.017280627874875984,0.01691108909823152,0.003132773502146621,0.002051252030506358,0.0014916853152630426,0.0024477286808435635,0.002184951861460766,0.001240562165340637,0.00064449818114761,0.00042748654798935906,0.00025109012912206594,0.00012476924326890935,5.198862767545626e-05,0.8962477855320035
11.350000000000001,0.007028561934645489,0.018208311210568522,0.012315307212070532,0.014525808892092299,0.009084970187497491,0.020748337469553024,0.019251758943635188,0.02142846573656369,0.02186454319160441,0.009668441559897375,0.0052440674211491544,0.005669076256841374,0.007149594769248637,0.006409171049291549,0.01708986521413454,0.0167196809941804,0.0031256815492862345,0.002006850728198721,0.0014754538937157273,0.002401056688767122,0.002140300007186322,0.0012327495659469022,0.000644016051342752,0.0004169690169726026,0.00024717457300081467,0.00012246833632630432,5.196014760827808e-05,0.8895146993198976
11.4,0.007026453370690656,0.018150504293327565,0.01231104281734492,0.014517638473272346,0.008973825760938334,0.020620623863569047,0.01909370855301124,0.021384548457595912,0.02181472919772165,0.00958859112950747,0.005219091186482854,0.00566778786441678,0.0070045750927720885,0.006278072411326188,0.016900651772709985,0.016529899957655404,0.0031180077878149174,0.001964053782827294,0.0014602582636645744,0.0023549891455875087,0.00209635335385277,0.0012248531635178357,0.0006434396096970038,0.00040679173774215707,0.0002434804096870147,0.00012019239501303226,5.192477812584884e-05,0.882854290400157
11.450000000000001,0.007024336480617864,0.018092648832931844,0.012306734094102868,0.014509389042022277,0.008864527961496355,0.020492849713928174,0.01893601481841617,0.021340247264945992,0.02176450746942671,0.009507924974079984,0.0051957483129574916,0.005666831344067056,0.006862801777584346,0.006150200549325959,0.01671299056295502,0.016341747501351887,0.0031097462629872275,0.0019228281574157813,0.0014460545314031498,0.0023095345584459906,0.0020531156535709967,0.00121687712520185,0.0006427631218181001,0.0003969494095490957,0.00023999935514076274,0.00011794208147039189,5.188197090850395e-05,0.8762656853584546
11.5,0.007022211276264597,0.018034746722104193,0.012302380877958518,0.014501060421102406,0.008757062426500085,0.020365027425092712,0.018778693584823942,0.02129556434827504,0.021713880965929435,0.009426484768390368,0.00517396962867006,0.005666153536296667,0.006724230992942381,0.006025504729545379,0.01652688407163401,0.016155224618409788,0.0031008926698368397,0.0018831404933207267,0.0014327996738872201,0.002264700611057691,0.002010589907257127,0.0012088255707233498,0.0006419814500008798,0.0003874365571690668,0.0002367232500501063,0.00011571800965276782,5.1831230238893196e-05,0.8697480120108558
11.55,0.007020077769508283,0.0179767998476843,0.012297983006633616,0.01449265243833948,0.00865141459175315,0.02023716933525756,0.018621760483308037,0.02125050196287473,0.02166285271595715,0.009344312169366579,0.005153687352282942,0.005665703335402292,0.006588818665927087,0.005903934187724944,0.01634233427368877,0.01597033179691477,0.003091444271549456,0.0018449571689735061,0.0014204515566070455,0.00222049418935869,0.001968778393555013,0.0012007025687963205,0.0006410900280175527,0.0003782475476761385,0.0002336440660950289,0.00011352074729171859,5.177211083539137e-05,0.8633004000140768
11.600000000000001,0.007017935972266154,0.017918810090535267,0.012293540319971024,0.014484164926639719,0.008547569699244468,0.020109287713595842,0.018465230928603416,0.02120506242869912,0.021611425816482215,0.00926144876716127,0.005134835097474306,0.0056654316553047205,0.0064565205165045105,0.00578543816274085,0.01615934264586842,0.015787069034229433,0.003081399819595976,0.0018082443560162975,0.0014089689490060307,0.0021769214070848394,0.0019276826973693708,0.0011925121339248924,0.0006400848362922187,0.0003693766065697903,0.00023075391159973024,0.00011135081754526645,5.170421573912672e-05,0.8569219814445375
11.65,0.0070157858964951005,0.017860779325451145,0.012289052659947976,0.014475597724001138,0.008445512804791248,0.01998139475756385,0.018309120116794565,0.021159248129380748,0.0215596034314354,0.009177936038331315,0.0051173478759588805,0.005665291394689505,0.006327292091508785,0.005669965929017563,0.015977910180216555,0.015605435851148515,0.0030707594756791317,0.0017729680728777344,0.0013983115375656781,0.0021339876312353096,0.0018873037379780876,0.0011842582235528155,0.000638962377491444,0.00036081783326034,0.00022804503660069406,0.00010920870065558503,5.162719425865208e-05,0.85061189134726
11.700000000000001,0.007013627554191525,0.017802709421065464,0.012284519870689046,0.014466950673525124,0.00834522878561283,0.019853502590265682,0.018153443023128563,0.02111306151123167,0.021507388790406062,0.009093815301090295,0.005101162099132969,0.0056652374015289,0.006201088797555755,0.005557466827720983,0.01579803739740958,0.015425431305872832,0.003059524735539134,0.0017390942358366957,0.0013884399366738812,0.002091697507377696,0.001847641796695569,0.00117594473553035,0.0006377196525591763,0.000352565215919795,0.00022550983735754573,0.00010709483504776903,5.154073997299163e-05,0.8443692682548126
11.75,0.007011460957391203,0.01774460223976079,0.01227994179847883,0.01445822362342729,0.008246702347833482,0.019725623257877793,0.017998214399952098,0.02106650508223022,0.021454785187329895,0.009009127672598333,0.005086215578396951,0.005665226437054938,0.006077865932897277,0.005447890296750701,0.015619724359940655,0.015247054007797085,0.0030476983546566363,0.0017065887076250519,0.0013793156973906007,0.0020500549847550526,0.0018086965440621296,0.0011675755058798642,0.0006363541372209715,0.0003446126457060448,0.00022314086033255434,0.00010500961811274242,5.14445887772432e-05,0.8381932546773163
11.8,0.007009286118169137,0.01768645963757927,0.012275318291774369,0.01444941642704761,0.008149918033912244,0.019597768727133643,0.01784344877477107,0.021019581410994102,0.02140179597916517,0.008923914028252447,0.0050724475242077734,0.005665217139250909,0.005957578718226822,0.005341185899550347,0.015442970685143808,0.01507030213110696,0.003035284275884521,0.0016754173436222197,0.0013709013142218808,0.0020090633411585343,0.0017704670665372698,0.0011591543068029805,0.000634863758979411,0.00033695393036874827,0.00022093080566399143,0.0001029534070473664,5.133851694609485e-05,0.8320829975644939
11.850000000000001,0.007007103048639408,0.017628283464134198,0.012270649201217267,0.014440528942859831,0.008054860229998122,0.019469950882868663,0.017689160448431735,0.020972293125740626,0.021348424584558275,0.008838214962939732,0.005059798543913299,0.005665169985925878,0.005840182326448124,0.005237303352755858,0.015267775558053583,0.014895173428181672,0.00302228755903365,0.0016455460356962221,0.0013631602300100709,0.0019687252075325777,0.0017329518926774922,0.001150684844917872,0.0006332468746197284,0.00032958280724580067,0.00021887253015891755,0.00010092651954692343,5.122233919070142e-05,0.8260376487403678
11.9,0.007004911760955037,0.017570075562522613,0.012265934379645552,0.014431561034480157,0.007961513173208899,0.01934218152562564,0.017535363493421892,0.020924642913234648,0.0212946744824994,0.008752070754214648,0.00504821063841952,0.005665047257434358,0.005725631911419071,0.005136192552701785,0.015094137744095711,0.014721665242798204,0.0030087143124317064,0.0016169407537473968,0.0013560568390449355,0.0019290425922824875,0.0016961490187817688,0.0011421707596952601,0.0006315022482419899,0.00032249295566024014,0.00021695904983162214,9.892923546763026e-05,5.109590669136937e-05,0.8200563653124322
11.950000000000001,0.007002712267307832,0.017511837769238873,0.012261173682105251,0.014422512570675224,0.007869860958831944,0.019214472369320616,0.017382071752290888,0.02087663351772503,0.02124054921096921,0.008665521327360983,0.005037627197740922,0.0056648129991007075,0.00561388263568391,0.0050378036008063894,0.014922055601604844,0.014549774523134093,0.002994571626468691,0.0015895675850122026,0.0013495564884971752,0.001890016905257184,0.0016600559339902,0.001133615622046718,0.0006296290298336547,0.00031567800872890205,0.00021518354201381293,9.696179871815289e-05,5.0959105120589104e-05,0.8141383100553183
12.0,0.007000504579928249,0.017453571914089302,0.012256366965861675,0.01441338342536936,0.007779887547445517,0.01908683503896946,0.017229298836187047,0.020828267739870236,0.021186052365577274,0.008578606222298382,0.005027992995483384,0.00566443298340535,0.005504889697207451,0.004942086827856698,0.01475152709416582,0.014379497834565994,0.0029798675091373874,0.0015633927711855974,0.0013436254782726697,0.001851648981382563,0.0016246696448236285,0.0011250229330726838,0.0006276267343939316,0.0003091315645955801,0.00021353934706137308,9.50244186009686e-05,5.081185269317794e-05,0.8082826517691475
12.05,0.006998288711085243,0.01739527982010783,0.01225151409041044,0.014404173477651133,0.007691576771959023,0.018959281068475,0.017077058123511017,0.020779548435653723,0.02113118759819314,0.00849136456229263,0.005019254182308191,0.005663874671987482,0.005398608355125427,0.004848992817214903,0.01458254980277503,0.01421083137226141,0.0029646108235722446,0.0015383827434212378,0.0013382310593825586,0.0018139391039234138,0.001589986699154004,0.0011163961229499427,0.0006254952216190372,0.0003028471971024181,0.0002120199696807828,9.311727146329902e-05,5.065409828963492e-05,0.8024885656143249
12.100000000000001,0.00699606467308612,0.017336963303472664,0.012246614917488192,0.014394882611779194,0.007604912344570895,0.018831821898474894,0.016925362758683664,0.020730478515289887,0.021075958615570753,0.008403835024428513,0.005011358278424789,0.005663107177516527,0.005294993954525868,0.004758472426968027,0.01441512093781922,0.014043770973561628,0.002948811227585609,0.0015145041552694085,0.0013333414309210795,0.0017768870273543152,0.0015560032095973198,0.0011077385499786549,0.000623234676155273,0.00029681846591356176,0.00021061907989710708,9.124050154638712e-05,5.048581969442785e-05,0.7967552334226853
12.15,0.006993832478276392,0.017278624173424014,0.012241669311083076,0.014385510717187418,0.007519877863642708,0.018704468874250032,0.016774225651026924,0.020681060942121132,0.021020369177967083,0.008316055811803544,0.005004254165159042,0.005662101225482243,0.005194001950276672,0.004670476811042825,0.014249237350868965,0.013878312130153963,0.002932479115196018,0.0014917239136129595,0.0013289257357398925,0.0017404919998221056,0.0015227148763226877,0.0010990534998398063,0.0006208455884248013,0.0002910389261049317,0.00020933051368500418,8.93942218693072e-05,5.030702195348799e-05,0.791081843986897
12.200000000000001,0.006991592139039629,0.017220264232182814,0.012236677137444894,0.014376057688489333,0.007436456820488281,0.018577233243693553,0.016623659473756096,0.02063129873150678,0.020964423097755685,0.008228064627400566,0.004997892075642773,0.00566082911595111,0.005095587929915094,0.004584957439308268,0.014084895546284691,0.013714450000031832,0.00291562556013939,0.0014700092076618027,0.0013249540549044622,0.0017047527851846924,0.0014901170092728596,0.001090344185054872,0.0006183287360271675,0.00028550213723385707,0.00020814827328388845,8.757851624140621e-05,5.0117735834878945e-05,0.7854675933299897
12.25,0.006989343667797314,0.017161885274870513,0.012231638265095006,0.014366523425481866,0.007354632606076615,0.018450126155340342,0.016473676663082058,0.020581194949704465,0.020908124238035983,0.008139898649597016,0.004992223584669438,0.005659264685334329,0.004999707635615267,0.00450186611668808,0.013922091692633327,0.013552179419241587,0.002898262261350367,0.001449327536066601,0.0013213974010149287,0.0016696676846129426,0.0014582045497930811,0.0010816137446643037,0.0006156851657179813,0.0002802016719025631,0.00020706652721744648,8.579344033060719e-05,4.991801636667483e-05,0.7799116849537775
12.3,0.0069870870770086906,0.017103489089429887,0.012226552564835954,0.014356907833148391,0.007274388517647461,0.018323158656456826,0.016324289417421665,0.020530752712744627,0.020851476511239014,0.008051594509268347,0.004987201597759799,0.005657383268210594,0.0049063169852501054,0.004421155001305864,0.013760821633913838,0.013391494913415038,0.002880401490397731,0.001429646732212187,0.0013182277104707941,0.0016352345577441976,0.0014269720916665746,0.0010728652441018597,0.0006129161759647176,0.0002751311238301408,0.0002060796100361468,8.40390229485086e-05,4.9707941412911876e-05,0.7744133300679834
