Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(6),J_4f5/2(6),J_4f7/2(8),J_5s1/2(2),J_5p1/2(2),J_5p3/2(4),J_5d3/2(4),J_5d5/2(6),J_5f5/2(6),J_5f7/2(1),J_6s1/2(2),J_6p1/2(2),J_6p3/2(4),J_7s1/2(2),J_total_Am_relativistic
0.55,0.00701998513477562,0.025445992358195692,0.012149175356688276,0.014691908411003747,0.055649867781125927,0.032431965253403305,0.036524475590649516,0.023372819005467626,0.024241438694343094,0.10781612983985167,0.06875426201988144,0.07676981764572076,0.05635575247280367,0.05811283377605494,0.04467015572201189,0.045341503398344,0.20309813094676368,0.14406640723279202,0.16198169846330868,0.1346848752816885,0.13953193859416832,0.1895461980540966,0.20173794498476277,0.34364028348436465,0.3443663629638594,0.39047084110277813,0.061885525566499545,9.69314228898565
0.6000000000000001,0.007019882981988438,0.0254419827132529,0.012149174657417022,0.014691906983552393,0.05560098162643571,0.032431898115790066,0.03652435445495848,0.023372818936640435,0.02424143860883332,0.10740788778156626,0.06875124560355095,0.07676459251871964,0.05635572581474,0.058112800994875674,0.044670155492680885,0.04534150313832108,0.19995320226721747,0.14394760963203526,0.16177071378184224,0.13467350935702802,0.13951736770818454,0.18823694233183863,0.19775372452010442,0.31750806329317177,0.33644679172081216,0.3749055245939938,0.05524388090050525,9.529199768798536
0.65,0.007019771948857012,0.025437625204319525,0.012149173769003414,0.014691905152343991,0.05554789587652424,0.03243181203580697,0.03652419917055524,0.02337281883260312,0.024241438479584588,0.10696598763197944,0.06874738778667396,0.07675791516196909,0.056355685655081145,0.05811275162348875,0.04467015508679415,0.0453415026782033,0.19659320350009005,0.14379736236534724,0.1615049318703887,0.13465675080810494,0.13949592922993406,0.1867765295300596,0.1940704722742467,0.2915684199618708,0.32721115325560435,0.3574740178668994,0.053472820379740695,9.363821442902458
0.7000000000000001,0.007019652036007953,0.02543292003139228,0.012149172659410248,0.014691902847602268,0.0554906233137136,0.03243170376122804,0.036524003887342074,0.023372818680230133,0.024241438290296156,0.10649088062521404,0.06874254840443286,0.07674954600004394,0.05635562705215496,0.05811267959821655,0.04467015439952643,0.04534150189927289,0.19303155755659304,0.14361115031222627,0.1611769385471622,0.13463285522551224,0.13946543019768168,0.18517724441941558,0.1906040482538151,0.2661774777157719,0.31671144017924385,0.33847144639232435,0.053240773795553226,9.19229810018988
0.75,0.007019523244117965,0.025427867410387658,0.012149171294056061,0.01469189999402136,0.055429177718450656,0.032431569789149815,0.03652376230857837,0.023372818463039326,0.024241438020500966,0.1059830505163565,0.06873657789024394,0.07673923016059471,0.056355543848607144,0.05811257736812808,0.044670153279371363,0.04534150063000671,0.1892823168539763,0.1433843786686849,0.1607793365356486,0.13459975836934057,0.1394232893716826,0.18344917312380127,0.18728990362797926,0.24164757977861281,0.3050398410690601,0.318241434001658,0.0528655475888891,9.013410034018863
0.8,0.007019385573913836,0.025422467573123518,0.01214916963581944,0.014691896510777904,0.05536357386370808,0.03243140636816203,0.03652346769575016,0.02337281816067095,0.02424143764491996,0.10544301278263184,0.06872931767626077,0.07672669832077267,0.0563554285019764,0.05811243568957169,0.04467015151334405,0.04534149862937477,0.18536007445924538,0.14311242562530863,0.1603048519367292,0.13455506895257008,0.13936653381940203,0.1816004931517383,0.18407932083703898,0.21824313480749813,0.2923227911771836,0.2971530963800036,0.05166377670092737,8.828011999110462
0.8500000000000001,0.00701923902617243,0.025416720767299308,0.01214916764504365,0.014691892311544,0.05529382750898748,0.03243120950067101,0.03652311287377804,0.02337281774833224,0.024241437132773984,0.10487131377512449,0.06872060061722383,0.07671166759969844,0.056355271909720644,0.058112243414542755,0.044670148809206306,0.045341495566796,0.18127987327300432,0.14279069491854068,0.15974643775803204,0.13449606956567442,0.13929180628878698,0.179637911308376,0.18093578352202527,0.19617852204523106,0.278713799501282,0.2755799821144346,0.0495016229694957,8.638031220399519
0.9,0.007019083601720674,0.02541062725647495,0.01214916527954157,0.014691887304501062,0.055219955393928294,0.03243097494537413,0.03652269023655877,0.023372817196208418,0.024241436447054437,0.10426852982302262,0.06871025143638357,0.07669384249367221,0.05635506323001906,0.05811198727458574,0.044670144774461504,0.04534149099847382,0.17705711403748878,0.14241466762938612,0.1590973730077639,0.13441972603236235,0.13919538351838848,0.17756709976978002,0.1778320333814996,0.1756178841639073,0.26438568293284487,0.2538822338993094,0.046511564656316826,8.445813807989271
0.9500000000000001,0.007018919301435551,0.02540418732004837,0.012149162494600955,0.014691881392354543,0.055141975231526114,0.032430698219883584,0.036522191752835526,0.023372816468841026,0.024241435543753857,0.10363526629246539,0.06869808719216328,0.0766729158506838,0.05635478969970927,0.05811165166196984,0.04467013889189263,0.04534148433986536,0.17270746294506528,0.14197995262886204,0.1583513559815588,0.13432270519538497,0.13907320523383318,0.17539306934054463,0.1747478340404478,0.15667657090865433,0.2495227654855185,0.23239262073116457,0.04292748062714437,8.253726878376199
1.0,0.007018746126244088,0.0253974012532317,0.012149159242990001,0.014691874472349537,0.05505990570096466,0.03243037460349746,0.036521608972391525,0.023372815524474566,0.024241434371057705,0.10297215660216749,0.06868391776417304,0.07664856988065638,0.0563544364507444,0.0581112184099046,0.04467013049144935,0.045341474834076606,0.16824675960720453,0.14148233510278185,0.15750259051320364,0.13420140085206475,0.13892091320845953,0.17312046374569712,0.171668313151278,0.1394239543032517,0.2343134974574013,0.21140658180153374,0.03899649972217299,8.063934002025137
1.05,0.007018564077123345,0.025390269367026107,0.012149155474963225,0.014691866436287247,0.05497376644006548,0.03242999914011617,0.03652093303256149,0.023372814314372485,0.0242414328684987,0.10227986119808355,0.06866754635713475,0.07662047719775014,0.05635398632657023,0.058110666573575644,0.04467011871832731,0.04534146151601925,0.1636909261196576,0.14091782262901587,0.15654586411950536,0.13405196730199154,0.13873389943579084,0.17075377874016537,0.16858273948268657,0.12388731594051987,0.21894383287153327,0.19117604995084922,0.0349372307280922,7.878282225035201
1.1,0.007018373155100399,0.025382791988195336,0.01214915113826766,0.014691857170542333,0.054883578037359944,0.03242956664130213,0.036520154665055024,0.023372812782103538,0.024241430966075072,0.10155906648945645,0.06864877002123339,0.07658830189095978,0.05635341969982845,0.05810997221378164,0.044670102497124914,0.04534144317221382,0.15905587792784992,0.14028268832727872,0.15547661714189454,0.13387035974275788,0.1385073621837232,0.1682975170558224,0.16548361595956657,0.11005650599361606,0.20359158753695536,0.1719065846582329,0.03092421923972745,7.698258254834624
1.1500000000000001,0.007018173361252338,0.025374969459237864,0.012149146178149356,0.014691846556081104,0.05478936202378822,0.0324290716894804,0.036519264203085926,0.023372810862799655,0.024241428583334203,0.10081048374866772,0.06862738018736977,0.07655170061916562,0.05635271429278826,0.05810910818494185,0.044670080492008685,0.0453414182961771,0.1543574371580181,0.13957351065373794,0.15429100216837238,0.13365238056023446,0.13823636848230633,0.16575629157263502,0.162365999165867,0.09788908846190747,0.1884218945471173,0.15375722249116153,0.027086149214207902,7.524986109807264
1.2000000000000002,0.007017964696706241,0.025366802138357767,0.012149140537360199,0.014691834468480599,0.05469114086403011,0.032428508641278074,0.03651825158880089,0.023372808482386497,0.02424142562842315,0.10003484797737497,0.06860316321575555,0.07651032372673955,0.05635184500189535,0.058108043929218825,0.0446700510628675,0.04534138503938808,0.14961124903508768,0.13878720946924564,0.1529859332049066,0.13339373041215685,0.13791592144285172,0.16313488805862797,0.15922698090456489,0.08731571386093247,0.17358378509454309,0.1368424201883694,0.023510484545782938,7.359248650399456
1.25,0.007017747162639169,0.025358290399434238,0.012149134156165024,0.014691820777948493,0.054588937947472854,0.03242787163099987,0.036517106381001106,0.023372805556787845,0.02424142199710765,0.09923291674148106,0.06857590095626245,0.07646381637576626,0.056350783727804485,0.05810674527846407,0.04467001221748748,0.045341341157886336,0.1448327019585167,0.13792107806966689,0.15155912425131024,0.13309006290003123,0.1375410307166644,0.16043829702850593,0.15606528630897382,0.0782454951689638,0.15920785290537673,0.12123549479136754,0.02025050936694079,7.201521990977351
1.3,0.007017520760278146,0.025349434631989798,0.012149126972349053,0.014691805349343888,0.05448277757882127,0.032427154574237546,0.036515817763149785,0.023372801991105124,0.024241417571761157,0.098405468977531,0.06854537131891489,0.0764118196909161,0.05634949921223035,0.05810517426564572,0.04466996155983282,0.04534128395461713,0.1400368517531519,0.13697281092850752,0.1500091171191864,0.13273704156489485,0.13710678437491988,0.15767172243895747,0.1528809565488847,0.07057120177004027,0.1454049105788367,0.10697303234800869,0.01733267855988106,7.052015946416944
