Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(1),J_5s1/2(2),J_total_Zr_relativistic
0.6000000000000001,0.04179449672937023,0.15125487505945123,0.0761708356384251,0.15653979848053368,0.358778152810279,0.2273518473425882,0.4646186062046791,0.32505102675905073,0.49117443363490565,0.6577722928295012,0.620254261099955,1.263685885739102,0.7056149473767762,0.13176290353113804,5.671824363235755
0.65,0.041789558155550105,0.151032155413743,0.07617039524910568,0.1565388076911796,0.3550648459506727,0.2272643629518861,0.4644243364756862,0.32504688749020066,0.4911679239878888,0.6145346863383366,0.6089782294439334,1.2388771129023117,0.6759018497573825,0.11289947291577365,5.539690624723651
0.7000000000000001,0.04178422539613673,0.15079202799062358,0.07616984167309601,0.1565375623282825,0.35110092576101887,0.22715539341403046,0.4641824651467998,0.325040915886579,0.4911585347183852,0.5713082116150457,0.5959172261430691,1.2102536944957727,0.6444230647054068,0.10521022170171102,5.411034310975958
0.75,0.041778498658661796,0.15053458642275025,0.07616915719468755,0.15653602257777674,0.34689643178229823,0.22702197203478716,0.46388646278119694,0.32503254063385506,0.4911453691556137,0.5285739316681076,0.5811089882746802,1.1779335273967972,0.6118395274509026,0.10296124792630644,5.281418263958422
0.8,0.04177237816594362,0.15025993093479767,0.0761683228864222,0.15653414591188874,0.3424619072886674,0.2268610424889228,0.4635296158745848,0.3250210802918338,0.4911273583320567,0.486764894198233,0.5646357019158545,1.1421310061738892,0.5787322331358126,0.10263255607360129,5.148632173672508
0.8500000000000001,0.04176586415606872,0.14996816827111698,0.07616731863015316,0.15653188713842658,0.33780835357379124,0.2266694823320784,0.46310508055899247,0.32500573561030566,0.4911032491576493,0.44626107836556056,0.5466190646606885,1.1031443353120818,0.54559050141723,0.10225470499844616,5.01199482418259
0.9,0.04175895688237216,0.14965941161885443,0.07616612313939508,0.1565291984530711,0.33294718290103703,0.226444126776701,0.4626059367666432,0.3249855831744498,0.49107159471784745,0.4073863277687575,0.527214064401975,1.061340282601296,0.5128124372703263,0.10087574710015168,4.871796973572879
0.9500000000000001,0.04175165661341662,0.14933378052661633,0.07616471398293197,0.15652602949459196,0.32789017041556473,0.22618179252489265,0.4620252423655199,0.3249595705545522,0.4910307469671444,0.3704071392740585,0.5066019789310472,1.0171375729285048,0.48071222176251016,0.09816958413411002,4.728892200475462
1.0,0.041743963632970234,0.1489914008187721,0.07616306760964973,0.15652232740290814,0.3226494053169619,0.2258793014553703,0.4613560867905066,0.32492651310087606,0.49097885203500424,0.33553311972495103,0.48498306274110115,0.9709899952223378,0.449530516362901,0.09416631218071553,4.584413924395026
1.05,0.04173587823998317,0.14863240450549198,0.07616115937455852,0.15651803687990773,0.31723724158916083,0.22553350396819943,0.4605916437114125,0.3248850924884218,0.49091384830326656,0.30291888248338733,0.46256932402573087,0.9233701167644761,0.4194456654792035,0.08907636839524469,4.439589166208445
