E0_keV,Eprime_keV,E0_minus_Eprime_keV,theta_deg,q_gamma_keV_c,Q_au,Q_absolute_au
662.0,608.1784472256153,53.82155277438471,30.0,332.83162573706795,-22.477718916653103,22.477718916653103
662.0,609.6997985670303,52.30020143296974,30.0,332.9944496792577,-23.13673998097087,23.13673998097087
662.0,529.1612046228753,132.8387953771247,30.0,333.93114815116786,9.741891805832969,9.741891805832969
662.0,190.71220302273989,471.2877969772601,30.0,505.90628505729876,59.84895913868611,59.84895913868611
662.0,642.1218834433511,19.878116556648934,30.0,338.07726642192296,-37.28975386794245,37.28975386794245
662.0,505.70510486670605,156.29489513329395,30.0,337.83318655141005,18.107106905152904,18.107106905152904
662.0,220.93441788823895,441.06558211176105,30.0,483.45497966670416,60.221378429092006,60.221378429092006
662.0,337.9162238941489,324.0837761058511,30.0,406.16581962645097,54.904278327645066,54.904278327645066
662.0,536.9049523433911,125.09504765660893,30.0,332.99585790842,6.83244787825654,6.83244787825654
662.0,316.02828810697326,345.97171189302674,30.0,419.23056985932004,56.90042813974502,56.90042813974502
662.0,624.385656410636,37.61434358936401,30.0,334.9176667376513,-29.52980897975784,29.52980897975784
662.0,582.8618428319866,79.13815716801344,30.0,331.1378267379211,-11.655841854179863,11.655841854179863
662.0,158.38415944113896,503.615840558861,30.0,530.7762915802568,58.87872431417182,58.87872431417182
662.0,301.29542797455775,360.70457202544225,30.0,428.4300222617424,57.95143626490348,57.95143626490348
662.0,275.48504631156817,386.51495368843183,30.0,445.26396504649443,59.276398753728905,59.276398753728905
662.0,291.75033776489175,370.24966223510825,30.0,434.5528476504389,58.51511874785896,58.51511874785896
662.0,252.65032277284087,409.34967722715913,30.0,460.8501601560122,59.953678032686845,59.953678032686845
