Q_signed_au,Q_absolute_au,Eprime_keV,E0_keV,E0_minus_Eprime_keV,Eprime_minus_E0_keV,theta_deg,q_gamma_keV_c
-3.09819484370031,3.09819484370031,578.130617161545,662.0,83.86938283845495,-83.86938283845495,27.374481937279636,304.5462194862212
-31.977459505814007,31.977459505814007,226.05314927454683,662.0,435.94685072545315,-435.94685072545315,119.2501700382854,797.2367200115152
-25.325177256874785,25.325177256874785,294.78962996329346,662.0,367.21037003670654,-367.21037003670654,87.79552607196993,714.2350128083908
-36.00020217587342,36.00020217587342,187.87510716365028,662.0,474.1248928363497,-474.1248928363497,162.5356267586678,843.1022532979015
-22.76022064291833,22.76022064291833,173.0891535524919,662.0,488.9108464475081,-488.9108464475081,136.65282318004265,796.7798306312521
-27.674216289082935,27.674216289082935,164.28344005248803,662.0,497.716559947512,-497.716559947512,168.81962749854813,823.781715668206
-6.786422870260269,6.786422870260269,518.0262118673953,662.0,143.97378813260468,-143.97378813260468,38.23608984634352,409.7186220785138
-16.785003795060344,16.785003795060344,389.3382281026919,662.0,272.6617718973081,-272.6617718973081,62.65024947421566,594.1415473862822
46.57206168299357,46.57206168299357,245.4741860885797,662.0,416.5258139114203,-416.5258139114203,40.55262374272542,501.55523854649357
-5.796801354704821,5.796801354704821,532.9419553249812,662.0,129.05804467501878,-129.05804467501878,35.60252550997076,385.4257635481454
-16.57544272419429,16.57544272419429,391.78270405536966,662.0,270.21729594463034,-270.21729594463034,62.12073037403453,590.9135930145244
-1.3355804789742707,1.3355804789742707,614.6718870387313,662.0,47.328112961268744,-47.328112961268744,19.85323912390986,224.9648384694932
-13.731608771679713,13.731608771679713,425.7560108053038,662.0,236.2439891946962,-236.2439891946962,55.13209936400702,545.2082761438116
-8.131002669249392,8.131002669249392,498.69526188087156,662.0,163.30473811912844,-163.30473811912844,41.64900168428863,439.96082080746385
-0.39901499708733984,0.39901499708733984,641.0233285169813,662.0,20.976671483018663,-20.976671483018663,12.905309612729146,147.91258659427092
-16.695939062577796,16.695939062577796,390.37624286648315,662.0,271.62375713351685,-271.62375713351685,62.4248987685857,592.7717546324145
-9.597022132057177,9.597022132057177,478.5876834718656,662.0,183.4123165281344,-183.4123165281344,45.23674308711341,470.1989637452638
-34.82477510065745,34.82477510065745,197.557633248521,662.0,464.44236675147897,-464.44236675147897,144.5557111595119,830.8825418609825
-6.415715318297196,6.415715318297196,523.53695030357,662.0,138.46304969642995,-138.46304969642995,37.26434821917811,400.8502851084669
-30.441961602276695,30.441961602276695,241.63072012633287,662.0,420.3692798736671,-420.3692798736671,110.05311584807541,778.669903802223
-31.693834193414006,31.693834193414006,228.918854473549,662.0,433.081145526451,-433.081145526451,117.40811955576605,793.8307535121317
-23.196171561627217,23.196171561627217,317.57310685785285,662.0,344.42689314214715,-344.42689314214715,80.6289883459884,686.0272725338252
-18.265733182880908,18.265733182880908,372.26725935394467,662.0,289.73274064605533,-289.73274064605533,66.46964475628621,616.4830008403867
-34.10087003127311,34.10087003127311,204.75696913666047,662.0,457.2430308633395,-457.2430308633395,136.36367892424983,822.4187315629542
-18.26700650319525,18.26700650319525,372.2527243674177,662.0,289.7472756325823,-289.7472756325823,66.47299411233764,616.5018797894633
-19.146093945561976,19.146093945561976,362.273630560116,662.0,299.726369439884,-299.726369439884,68.81572488082938,629.4089232777766
-15.921815341713268,15.921815341713268,399.4556399343039,662.0,262.5443600656961,-262.5443600656961,60.48420435535948,580.731697639058
-11.486113295731307,11.486113295731307,453.84141979958434,662.0,208.15858020041566,-208.15858020041566,49.76229902749572,506.0312339077232
-27.779905454256753,27.779905454256753,269.02931857696916,662.0,392.97068142303084,-392.97068142303084,97.32604631319684,745.6816587501219
44.63610463643176,44.63610463643176,276.579465753376,662.0,385.420534246624,-385.420534246624,39.752807232730795,482.9167122924399
-7.956696234667804,7.956696234667804,501.1486629779943,662.0,160.85133702200568,-160.85133702200568,41.21466096512076,436.19132087003055
-29.39051945478598,29.39051945478598,252.3903861052097,662.0,409.6096138947903,-409.6096138947903,104.63943278289959,765.767698617901
-1.4361956019478253,1.4361956019478253,612.2869881164756,662.0,49.71301188352436,-49.71301188352436,20.39251825400809,230.82021861424417
-33.54938692012236,33.54938692012236,210.26182007384753,662.0,451.7381799261525,-451.7381799261525,131.17769224403105,815.9306455197576
-0.5297829081886344,0.5297829081886344,636.6245878882614,662.0,25.37541211173857,-25.37541211173857,14.249621110611926,163.02615556909578
15.5913270674022,15.5913270674022,259.2373602122186,662.0,402.7626397877814,-402.7626397877814,61.846972415249155,586.0907161513303
-31.63822211535322,31.63822211535322,229.48135784035722,662.0,432.5186421596428,-432.5186421596428,117.05553896678231,793.1617018062182
-27.17926236226332,27.17926236226332,275.2859886392527,662.0,386.7140113607473,-386.7140113607473,94.8384044130767,738.0844146551661
-40.96777174921612,40.96777174921612,301.193792670836,662.0,360.806207329164,-360.806207329164,101.22786920975297,778.8509842129417
