Q,J_1s_one_electron,J_2s_one_electron,J_3s_one_electron,J_2p_one_electron,J_1s(2),J_2s(2),J_2p(6),J_3s(2),J_total_Magnesium
6.45,0.03210894222240534,0.004167331622081004,0.00016185602042148462,0.004311550087839984,0.06421788444481068,0.008334663244162007,0.025869300527039906,0.00032371204084296923,0.09874556025685556
6.5,0.0317515175745799,0.004136144795238014,0.0001607643083732453,0.004163340301201598,0.0635030351491598,0.008272289590476028,0.02498004180720959,0.0003215286167464906,0.0970768951635919
6.550000000000001,0.03139679800675869,0.0041041840868443575,0.00015963568804422008,0.004020614445555269,0.06279359601351737,0.008208368173688715,0.024123686673331618,0.00031927137608844016,0.09544492223662614
6.6000000000000005,0.031044801864017094,0.004071494133955502,0.0001584720162807084,0.003883157345773012,0.06208960372803419,0.008142988267911004,0.023298944074638072,0.0003169440325614168,0.09384848010314469
6.65,0.030695546146807442,0.004038119239046006,0.0001572751575020213,0.003750762636462147,0.061391092293614884,0.008076238478092012,0.02250457581877288,0.0003145503150040426,0.09228645690548383
6.7,0.03034904653896805,0.004004103231280862,0.0001560469746970237,0.003623232394101133,0.0606980930779361,0.008008206462561724,0.0217393943646068,0.0003120939493940474,0.09075778785449867
6.75,0.030005317435778542,0.003969489345183252,0.00015478932152365854,0.0035003767841919825,0.060010634871557084,0.007938978690366505,0.021002260705151897,0.0003095786430473171,0.0892614529101228
6.800000000000001,0.029664371972033997,0.003934320115148408,0.00015350403540575957,0.003382013722891031,0.059328743944067994,0.007868640230296816,0.020292082337346185,0.00030700807081151914,0.08779647458252252
6.8500000000000005,0.029326222050111417,0.0038986372843739818,0.00015219293153085264,0.0032679685525896216,0.058652444100222835,0.0077972745687479635,0.01960781131553773,0.0003043858630617053,0.08636191584757025
6.9,0.028990878368003105,0.0038624817268894528,0.0001508577976612152,0.003158073730927061,0.05798175673600621,0.0077249634537789056,0.018948442385562366,0.0003017155953224304,0.08495687817066991
6.95,0.028658350447292633,0.0038258933814712018,0.00014950038967829037,0.0030521685327299947,0.057316700894585265,0.0076517867629424035,0.01831301119637997,0.00029900077935658074,0.08358049963326422
7.0,0.02832864666104997,0.0037889111963264484,0.00014812242778769385,0.002950098764384679,0.05665729332209994,0.007577822392652897,0.017700592586308076,0.0002962448555753877,0.0822319531566363
