event_number,record_index,vlm,pro,pdg,theta_deg,et_keV,Eprime_k_keV,Eprime_from_E0_minus_et_keV,difference_k_minus_E0_minus_et_keV,px,py,pz,theta_bin_left_deg,theta_bin_right_deg,theta_bin_center_deg
323963,3,3,2013,22,13.339183723292278,22.356148216456152,639.6438517835438,639.6438517835438,0.0,0.009850829355282108,-0.973021317651144,0.23050482979201253,12.0,14.0,13.0
323967,3,3,2013,22,91.38233857782154,377.48351941731187,284.5164805826882,284.51648058268813,5.684341886080802e-14,0.2734695143477516,0.024124019044950762,0.9615781072942144,90.0,92.0,91.0
323992,3,3,2013,22,22.34265523189948,58.67748761223079,603.3225123877693,603.3225123877692,1.1368683772161603e-13,0.3719836271506006,-0.924926966680975,-0.07834722355140389,22.0,24.0,23.0
324015,3,3,2013,22,23.243533680693062,62.98543771054909,599.014562289451,599.0145622894509,1.1368683772161603e-13,-0.37236367191173225,-0.9188357545216009,0.13071400863385738,22.0,24.0,23.0
324019,3,3,2013,22,16.050860943708496,31.825703255737412,630.1742967442626,630.1742967442626,0.0,-0.25570686535617687,-0.9610166364554019,-0.10517140041695673,16.0,18.0,17.0
324063,3,3,2013,22,14.747037763312335,207.44312623812928,634.9054153453087,454.55687376187075,180.34854158343796,0.05644998423828687,-0.9670591007416777,0.2482138089474373,14.0,16.0,15.0
324071,3,3,2013,22,79.75297462096383,341.4253736875565,320.5746263124435,320.5746263124435,0.0,0.5155399206063109,-0.17789245686221578,0.8381961966346324,78.0,80.0,79.0
324086,3,3,2013,22,114.60009724642907,428.4735199840917,233.5264800159083,233.5264800159083,0.0,-0.31375476671002656,0.4162823354793117,0.8533855890127432,114.0,116.0,115.0
324089,3,3,2013,22,30.919536856105687,102.92752672861727,559.0724732713827,559.0724732713827,0.0,-0.2748416352236928,-0.8578897472820805,-0.4341511914711909,30.0,32.0,31.0
324091,3,3,2013,22,44.38311729757843,178.65923398412653,483.3407660158735,483.34076601587344,5.684341886080802e-14,-0.6543130985479173,-0.7146788105342746,-0.2472014701451789,44.0,46.0,45.0
324102,3,3,2013,22,50.93515500911722,214.42362361272043,447.5763763872796,447.57637638727954,5.684341886080802e-14,-0.03191844013486079,-0.6301995294418747,0.775776879180217,50.0,52.0,51.0
324120,3,3,2013,22,51.01737006740645,214.86021586568916,447.13978413431084,447.13978413431084,0.0,-0.7159525260847344,-0.6290847587809014,0.30276120402466183,50.0,52.0,51.0
324126,3,3,2013,22,45.14685361714482,182.91288479848606,479.087115201514,479.08711520151394,5.684341886080802e-14,-0.11179500556711795,-0.7052920899085449,-0.7000463874934896,44.0,46.0,45.0
324142,3,3,2013,22,26.190703527503363,77.71523515640489,584.2847648435951,584.2847648435951,0.0,-0.43635453512271677,-0.8973299939776631,0.06628424839948728,26.0,28.0,27.0
324147,3,3,2013,22,61.21443005391341,8.605614461154522,396.0099955042088,653.3943855388454,-257.3843900346366,-0.8043474653441464,-0.48153295927742845,0.3480677579494685,60.0,62.0,61.0
324150,3,3,2013,22,19.084229674183234,44.00273393125753,617.9972660687425,617.9972660687424,1.1368683772161603e-13,0.2220484433667819,-0.9450389411613049,-0.23999143419528254,18.0,20.0,19.0
324166,3,3,2013,22,65.27753360171504,284.5108482737086,377.4891517262914,377.4891517262914,0.0,0.48776270414482714,-0.41822327919074953,0.7662746460560093,64.0,66.0,65.0
324192,3,3,2013,22,24.01187352805766,66.73580456973127,595.2641954302687,595.2641954302687,0.0,0.35510978070116217,-0.9134611491145641,-0.19871027328417779,24.0,26.0,25.0
324210,3,3,2013,22,49.16910485166314,204.96461908271164,457.0353809172884,457.03538091728836,5.684341886080802e-14,0.4732946230309688,-0.6538286974102541,-0.5903390841311317,48.0,50.0,49.0
324212,3,3,2013,22,30.774102617086932,136.16316457682916,559.8696967988112,525.8368354231709,34.03286137564032,-0.13960951018096365,-0.8591912497900359,-0.49223935331428714,30.0,32.0,31.0
